,region,hazard,rp,hhid,helped_cat,affected_cat,province,pcwgt,ispoor,pcwgt_ae,pcsoc,axfin,has_ew,c,dk_private,dk_public,dk0,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,dk_prv_t,sav_i,sav_f,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
2021,ARMM,EQ,1,15661126020178,helped,a,Sulu,1.6745568724669873,0,1.6745568724669873,0.0,0,0.0,28193.947000000015,37038.85883125549,4234.776709716726,41273.63554097222,0.016425815371209712,3.394429282312718e-06,11808.141252349164,1350.064314570529,13158.205566919693,11808.141252349164,1350.064314570529,13158.205566919693,0.0,3,15573.959716184301,5.63268004315001,74115.96190045393,0,0,0.0,0.011911105084011112,0.13900950509510007,0.0,37038.85883125549,38805.0499265029,6.217248937900877e-15,0.0,11808.141252349164,32.306466995930414,11840.447719345095,11840.447719345095,11841.075327464729,0.0
6664,ARMM,EQ,25,15381300238,helped,a,Maguindanao,17.60670306443981,1,17.60670306443981,205.61976947693435,0,1.0,21517.90200000001,16151.2509005421,2089.5798483944145,18240.830748936514,0.23069505607320298,4.142680174869697e-05,5149.094047629516,666.1666905105141,5815.26073814003,5149.094047629516,666.1666905105141,5815.26073814003,0.0,3,15573.959716184301,5.63268004315001,32755.503105435146,0,0,0.0,0.013634211699393616,0.5131842522292616,0.0,16151.2509005421,0.0,-0.23069505607320298,0.0,5149.085733296276,15.941086634537367,5165.026819930813,5165.026819930813,5165.336506636516,0.0
17002,ARMM,EQ,100,156631217171,helped,a,Sulu,124.06019031406451,0,124.06019031406451,0.0,0,1.0,23921.11700000001,23652.61676706031,3584.506550453166,27237.123317513477,2.138264833174636,0.0003398186005685867,7540.551965857185,1142.7555006636553,8683.30746652084,7540.551965857185,1142.7555006636553,8683.30746652084,0.0,3,15573.959716184301,5.63268004315001,48910.29267520741,0,0,0.0,0.012931213079795367,0.024056065643719544,0.0,23652.61676706031,38805.0499265029,10576.373760889532,0.0,7540.551965857185,27.345654920412056,7567.897620777597,7567.897620777597,0.0,145.82714560072105
18285,ARMM,EQ,100,15702330198002,helped,a,Tawi-tawi,349.07565817562437,0,349.07565817562437,731.663690742675,1,0.0,24131.76200000001,24309.630325217207,3684.075635182501,27993.705960399708,2.0313052996964656,0.0003398186005685867,7750.259236128707,1174.4985363281066,8924.757772456815,7750.259236128707,1174.4985363281066,8924.757772456815,0.0,3,15573.959716184301,5.63268004315001,50270.30499486544,0,0,0.0,0.012874651406986452,0.0245434860150305,0.0,24309.630325217207,69910.6367961108,40897.78712277091,0.0,7750.016552877931,28.105252313644737,7778.121805191576,7778.121805191576,0.0,149.87799447295902
101667,ARMM,PF,2000,1566111119167,helped,a,Sulu,269.04898934073964,0,269.04898934073964,0.0,0,1.0,23437.949000000004,22100.170759956432,5104.055720282983,27204.226480239417,1.7602330209744605,0.00020253023338523423,7045.6257635666625,1627.1940552904796,8672.819818857142,7045.6257635666625,1627.1940552904796,8672.819818857142,0.0,3,15573.959716184301,5.63268004315001,48851.21911151252,0,0,0.0,0.013063820161464198,0.02455767516295798,0.0,22100.170759956432,38805.0499265029,11947.361746969782,0.0,7045.6257635666625,38.938064265433766,7084.563827832097,7084.563827832097,0.0,136.51869491364667
282317,I - Ilocos,EQ,2000,15594111283,helped,a,Pangasinan,2835.4125599999998,0,2835.4125599999998,5055.9014794658315,0,1.0,92787.56300000002,239197.4282361846,22232.929752791817,261430.35798897644,53.55649720609406,0.04376565264740806,76478.40339339057,7087.949879087117,83566.35327247769,76478.40339339057,7087.949879087117,83566.35327247769,0.0,3,15573.959716184301,5.63268004315001,470702.5303567086,0,0,0.0,0.006565761627433839,3.7505958467972835,0.0,239197.4282361846,57140.3577529035,0.0,0.0,76262.4235782951,169.6116372873541,76432.03521558245,76432.03521558245,76435.43307502136,0.0
410327,II - Cagayan Valley,EQ,30,2312623219,helped,a,Isabela,55.25674852391923,1,55.25674852391923,128.01849290248063,0,1.0,20075.781000000003,11648.306365719678,1235.8170531721782,12884.123418891857,0.907478854306579,0.00019037784630570486,3713.552575971744,393.9835833604254,4107.5361593321695,3713.552575971744,393.9835833604254,4107.5361593321695,0.0,3,15573.959716184301,5.63268004315001,23136.436951187352,0,0,0.0,0.014115418893580405,0.13632589412550422,0.0,11648.306365719678,8660.66031179861,5.329070518200751e-15,0.0,3713.5287872956583,9.427860210364107,3722.9566475060224,3722.9566475060224,3723.139811070338,0.0
1558178,V - Bicol,HU,1000,562113401489,helped,a,Sorsogon,1493.14787,0,1493.14787,0.0,0,0.0,33348.28100000001,53183.15322981901,5309.493574706068,58492.64680452507,73.38792628479258,0.017231121883299866,16955.00902023189,1692.688492218441,18647.69751245033,16955.00902023189,1692.688492218441,18647.69751245033,0.0,3,15573.959716184301,5.63268004315001,105036.51362907706,0,0,0.0,0.0109519958235894,0.859735401328695,0.0,53183.15322981901,24841.9948228746,0.0,0.0,16955.00902023189,40.50531838969623,16995.514338621586,16995.514338621586,16996.301223387196,0.0
1664855,VI - Western Visayas,EQ,50,6303620028389,helped,a,Iloilo,132.2302940874783,0,132.2302940874783,0.0,0,1.0,24815.039000000004,26474.464044142987,2853.48083710413,29327.944881247116,2.2297258702742035,0.00047219599118025925,8440.168538607293,909.7014824053903,9349.870021012683,8440.168538607293,909.7014824053903,9349.870021012683,0.0,3,15573.959716184301,5.63268004315001,52664.8262734047,0,0,0.0,0.012696163734928262,0.025040233150926693,0.0,26474.464044142987,79488.0587789808,48210.0431176541,0.0,8440.168538607293,21.768771013570394,8461.937309620864,8461.937309620864,0.0,163.0512563594752
1768853,VI - Western Visayas,PF,250,645728020172,helped,a,Negros Occidental,173.43126160681055,1,173.43126160681055,0.0,0,1.0,20426.367000000002,12736.25307485894,1698.915532953249,14435.16860781219,4.354363185277911,0.0007448151353801096,4060.3701107198217,541.6212923923397,4601.991403112162,4060.3701107198217,541.6212923923397,4601.991403112162,0.0,3,15573.959716184301,5.63268004315001,25921.545135057786,0,0,0.0,0.013993760292974299,0.4101439842958801,0.0,12736.25307485894,0.0,-4.354363185277911,0.0,4060.3701107198217,12.960768030175341,4073.330878749997,4073.330878749997,4073.582663733278,0.0
