,region,hazard,rp,hhid,helped_cat,affected_cat,province,pcwgt,ispoor,pcwgt_ae,pcsoc,axfin,has_ew,c,dk_private,dk_public,dk0,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,dk_prv_t,sav_i,sav_f,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
97,ARMM,EQ,1,1572200244,helped,a,Basilan,2.248448652025558,0,2.248448652025558,0.0,0,1.0,22369.799000000006,17732.440964506466,2027.409330968672,19759.85029547514,0.01755599518091112,3.394429282312718e-06,5653.175455857787,646.3464726458288,6299.5219285036155,5653.175455857787,646.3464726458288,6299.5219285036155,0.0,3,15573.959716184301,5.63268004315001,35483.19144806818,0,0,0.0,0.013372079649035834,0.018357275445028128,0.0,17732.440964506466,19842.766362337,17077.383601297173,0.0,5653.175455857787,362.8985473279188,6016.074003185706,6016.074003185706,0.0,116.05248410910926
1240,ARMM,EQ,1,1538132028387,helped,a,Maguindanao,1.4136654642957127,0,1.4136654642957127,447.7941399755536,0,1.0,23679.576,21552.651914256287,2464.1868361804054,24016.83875043669,0.017015054096257105,3.394429282312718e-06,6871.07601303212,785.5929462179737,7656.668959250093,6871.07601303212,785.5929462179737,7656.668959250093,0.0,3,15573.959716184301,5.63268004315001,43127.56644377416,0,0,0.0,0.012996997481526253,0.021255985532751105,0.0,21552.651914256287,40771.049892329,37409.90722204539,0.0,6871.075346450904,441.0800569647114,7312.155403415616,7312.155403415616,0.0,141.05441524069548
6527,ARMM,EQ,25,1566515015,helped,a,Sulu,20.21510052168199,0,20.21510052168199,411.2395447708592,0,1.0,23346.768,20429.653045940082,2643.1012419634408,23072.754287903525,0.23192778483357865,4.142680174869697e-05,6513.074849539779,842.6315981157321,7355.7064476555115,6513.074849539779,842.6315981157321,7355.7064476555115,0.0,3,15573.959716184301,5.63268004315001,41432.34091097906,0,0,0.0,0.013089305732282152,0.02067688599622657,0.0,20429.653045940082,38805.0499265029,35587.64767973453,0.0,6513.067378446217,473.1050540696027,6986.172432515819,6986.172432515819,0.0,134.7854236882868
8618,ARMM,EQ,25,153612430298001,helped,a,Lanao del Sur,15.946616249574246,1,15.946616249574246,1119.4854020632954,0,1.0,18396.144999999997,5970.265911733891,772.4075005420492,6742.67341227594,0.225187643792625,4.142680174869697e-05,1903.391820494882,246.2467030187744,2149.6385235136563,1903.391820494882,246.2467030187744,2149.6385235136563,0.0,3,15573.959716184301,5.63268004315001,12108.226011381827,0,0,0.0,0.01474574039285191,0.007374628884603709,0.0,5970.265911733891,9068.35363117985,8127.9445192861285,0.0,1903.3714825184234,138.25800030128678,2041.6294828197101,2041.6294828197101,0.0,39.389516101951195
9689,ARMM,EQ,30,157640696,helped,a,Basilan,16.481876617469194,0,16.481876617469194,0.0,0,1.0,28644.793000000005,35606.61817275101,5216.74555215954,40823.36372491055,0.3460279080529215,5.522776395902631e-05,11351.53701192081,1663.1200393647778,13014.657051285587,11351.53701192081,1663.1200393647778,13014.657051285587,0.0,3,15573.959716184301,5.63268004315001,73307.39904121788,0,0,0.0,0.011816997715454355,0.03068449125342047,0.0,35606.61817275101,19842.766362337,14173.37449679298,0.0,11351.53701192081,933.7775819318906,12285.3145938527,12285.3145938527,0.0,237.0607863783483
11738,ARMM,EQ,30,15661275017119,helped,a,Sulu,11.219171837316296,0,11.219171837316296,0.0,0,0.0,26079.703,28145.945858384555,4123.678276765327,32269.624135149883,0.3496116351940207,5.522776395902631e-05,8973.043848109053,1314.6456750497634,10287.689523158817,8973.043848109053,1314.6456750497634,10287.689523158817,0.0,3,15573.959716184301,5.63268004315001,57947.26346722012,0,0,0.0,0.012384505633255525,0.02631137707926465,0.0,28145.945858384555,38805.0499265029,34323.49245511904,0.0,8973.043848109053,738.1227034063386,9711.16655151539,9711.16655151539,0.0,187.38932257422942
13388,ARMM,EQ,50,153617807189,helped,a,Lanao del Sur,48.618398095419494,1,48.618398095419494,0.0,0,1.0,20702.498000000003,12559.761652090103,1865.9021783887074,14425.66383047881,0.8743044233950032,0.00013379940191819866,4004.103915819566,594.857325001798,4598.961240821363,4004.103915819566,594.857325001798,4598.961240821363,0.0,3,15573.959716184301,5.63268004315001,25904.477200394904,0,0,0.0,0.013900122254580127,0.014310675597455774,0.0,12559.761652090103,9068.35363117985,7065.1853840156655,0.0,4004.103915819566,333.9893822377423,4338.093298057308,4338.093298057308,0.0,83.71062833117138
13887,ARMM,EQ,50,157543022260,helped,a,Basilan,40.03395898244749,1,40.03395898244749,0.0,0,1.0,22148.33000000001,16732.76954541417,2485.8522008710916,19218.62174628526,0.8698424981916125,0.00013379940191819866,5334.476076474718,792.499954009893,6126.976030484611,5334.476076474718,792.499954009893,6126.976030484611,0.0,3,15573.959716184301,5.63268004315001,34511.29561176914,0,0,0.0,0.013438769431455371,0.018015033218211456,0.0,16732.76954541417,15298.6009920532,12630.17072650471,0.0,5334.476076474719,444.95807471548454,5779.434151190203,5779.434151190203,0.0,111.52366511144842
14635,ARMM,EQ,50,15361733228003,helped,a,Lanao del Sur,40.51533174618291,0,40.51533174618291,0.0,1,1.0,24476.785000000003,23494.363171789002,3490.367463685212,26984.730635474214,0.8618390704077262,0.00013379940191819866,7490.10006572794,1112.7435707878592,8602.8436365158,7490.10006572794,1112.7435707878592,8602.8436365158,0.0,3,15573.959716184301,5.63268004315001,48457.06566574261,0,0,0.0,0.012783589286938492,0.023237305897429436,0.0,23494.363171789002,63897.3779220945,60151.013391928274,0.0,7490.10006572794,624.7624803062367,8114.862546034177,8114.862546034177,0.0,156.5895880694441
14734,ARMM,EQ,50,15381213024324,helped,a,Maguindanao,48.7744101504198,0,48.7744101504198,479.77947681180285,0,1.0,27863.148,33280.903569028946,4944.27459599614,38225.178165025085,0.8250873891150018,0.00013379940191819866,10610.153779831153,1576.2551725988217,12186.408952429974,10610.153779831153,1576.2551725988217,12186.408952429974,0.0,3,15573.959716184301,5.63268004315001,68642.14250401694,0,0,0.0,0.011981602427486996,0.029433143742803754,0.0,33280.903569028946,40771.049892329,35464.51837572376,0.0,10610.125628188689,885.0063186895026,11495.131946878191,11495.131946878191,0.0,221.81744511432953
