district,hazard,rp,c,di0,dc_post_reco
Ampara,PF,1000.0,42252.357492762654,3295.7764998340285,1099.8401548161369
Ampara,PF,1000.0,93913.92441984806,10786.109649858552,436.3303372777138
Ampara,PF,1000.0,189888.6856409037,14880.753194617395,177.24663092283868
Ampara,PF,1000.0,185509.34298591863,18234.919259580893,237.54340206852314
Ampara,PF,1000.0,119898.13979649331,13938.890443028478,350.25753695855616
Ampara,PF,1000.0,111919.77406413488,9511.065786609091,254.87741449491668
Ampara,PF,1000.0,93183.22148625033,11331.201580040057,469.6433174592105
Ampara,PF,1000.0,107344.1093408532,10277.929850639208,303.3519520055561
Ampara,PF,1000.0,205348.45379920868,27697.72868754348,329.14966499138166
Ampara,PF,1000.0,173354.8940908811,17271.486797704354,246.52983254165505
Ampara,PF,1000.0,187465.38015382012,24575.373940721518,325.9645692536237
Ampara,PF,1000.0,98596.59187730367,18210.729699403746,664.7899331466715
Ampara,PF,1000.0,102960.38392137557,14502.265216710446,513.0020929239611
Ampara,PF,1000.0,145296.45924711804,13789.994192939736,249.53455400100282
Ampara,PF,1000.0,115446.79793016614,14970.118033749955,420.3216307316651
Ampara,PF,1000.0,95713.34806887248,12166.035019447178,482.9613760133848
Ampara,PF,1000.0,118300.70416932732,11355.360387211509,279.5403227040806
Ampara,PF,1000.0,162407.36947555462,14955.731815409657,223.68894508112064
Ampara,PF,1000.0,135090.4772904041,13597.654173380393,273.87378026323813
Ampara,PF,1000.0,193195.02442425364,16967.57473287126,202.5012790697797
Ampara,PF,1000.0,223168.49297880792,32485.056060002666,350.56259822695864
Ampara,PF,1000.0,106203.66480169297,13519.111120327107,438.3441737028045
Ampara,PF,1000.0,70673.87625003772,8657.804479103661,538.5831507256229
Ampara,PF,1000.0,153145.779518002,18221.525353222223,320.86116299055664
Ampara,PF,1000.0,140821.9379471914,16371.14602504051,320.00318238647264
Ampara,PF,1000.0,78970.09787569742,9307.754309654543,446.1867622596646
Ampara,PF,1000.0,83271.05467054789,8068.09036602335,401.7698234056273
Ampara,PF,1000.0,70734.51425770205,8528.474220550257,530.9241563807883
Ampara,PF,1000.0,71504.66207173231,6561.419597424386,485.22656084543235
Ampara,PF,1000.0,81724.67121854657,14130.140178048845,728.9861826010722
Ampara,PF,1000.0,100857.9694505974,20128.724517557468,730.0183599397858
Ampara,PF,1000.0,57803.870739869206,6448.052853053259,695.6812413153905
Ampara,PF,1000.0,94081.00852715856,15252.393895952571,571.8293424142677
Ampara,PF,1000.0,75890.20973687463,5763.609844769752,348.4648547024572
Ampara,PF,1000.0,133527.58815982606,23180.589302247965,496.6308827452259
Ampara,PF,1000.0,79043.60878923077,10841.570966721169,540.7977506767222
Ampara,PF,1000.0,105490.68042401144,11123.843237937555,352.82584992507464
Ampara,PF,1000.0,76291.41432657403,10857.349455426347,594.9783464379832
Ampara,PF,1000.0,61854.17793651072,6223.128354100481,518.8292606796449
Ampara,PF,1000.0,60139.52093710272,5438.472193310615,474.69664831729966
Ampara,PF,1000.0,73982.16032457947,11256.578430394773,681.9433595198237
Ampara,PF,1000.0,48479.72385035916,3935.656240941605,783.2291504357146
Ampara,PF,1000.0,122010.1283811495,15123.013911848471,377.79498172473717
Ampara,PF,1000.0,113963.02121426426,7820.693449573576,197.00180997872462
Ampara,PF,1000.0,48267.66367320316,3143.2441042378027,583.2777927469825
Ampara,PF,1000.0,102752.68307146881,9052.107004410474,286.48982095776637
Ampara,PF,1000.0,102511.32634021855,10192.374853626614,326.7662704127125
Ampara,PF,1000.0,117624.53970083149,16793.413153036716,461.71795338178566
Ampara,PF,1000.0,73980.66620032066,15273.652256957212,1100.2488483581046
Ampara,PF,1000.0,173241.03596304913,12782.19797962422,176.93164849004958
Ampara,PF,1000.0,112471.49848945989,17187.53715566714,527.4118387983908
Ampara,PF,1000.0,130927.67132604057,9271.824047750992,189.76973915629205
Ampara,PF,1000.0,98519.72943798195,12266.623340190305,452.7793607230462
Ampara,PF,1000.0,112511.37695889303,15551.543340053235,463.99131922411095
Ampara,PF,1000.0,85912.50229941745,8319.335202921016,391.3215866301815
Ampara,PF,1000.0,95651.56163628763,6375.195931288694,222.37717090695458
Ampara,PF,1000.0,81180.42327382644,9818.691236588626,444.9412943798956
Ampara,PF,1000.0,71568.00122168413,8565.9136082246,517.2633803523291
Ampara,PF,1000.0,57576.857601503485,6659.434616108463,735.3237206886661
Ampara,PF,1000.0,60475.939127078076,6982.333307339572,655.4335403841188
Ampara,PF,1000.0,52360.55341122071,5115.190250230996,761.3301447910709
Ampara,PF,1000.0,74835.46347775093,10865.130136314241,633.9892750044019
Ampara,PF,1000.0,56740.34137382808,8611.178613659264,1186.648731729179
Ampara,PF,1000.0,44218.53419803624,3819.276203331856,1573.6990355752673
Ampara,PF,1000.0,605065.9972873097,79611.34905829329,262.56762039620793
Ampara,PF,1000.0,488816.7081473936,72385.31871842295,312.48844477055303
Ampara,PF,1000.0,388130.14697549073,133155.45691161975,1393.7857099070798
Ampara,PF,1000.0,288427.55158802,26176.613472742578,189.32312422246326
Ampara,PF,1000.0,137483.23233087818,17533.360488737213,364.8085396255357
Ampara,PF,1000.0,398443.58869262255,31649.998069145724,150.92118518915814
Ampara,PF,1000.0,317491.53791727184,35068.53697120089,230.45571991815208
Ampara,PF,1000.0,335215.67189738806,31979.82650396209,190.6414535713084
Ampara,PF,1000.0,139547.86596549634,9189.553363898458,172.18907547166626
Ampara,PF,1000.0,98173.08675062767,13173.556274391321,504.0511810090695
Ampara,PF,1000.0,318444.8712247427,28291.163677154414,184.7279857620499
Ampara,PF,1000.0,86542.0618096601,7127.093522336655,317.14940578535203
Ampara,PF,1000.0,91524.29825135127,13658.011817884717,531.3424908226623
Ampara,PF,1000.0,112327.47662953242,17080.442156556328,522.4409977553498
Ampara,PF,1000.0,105058.81406079694,12612.133122578383,407.7731912765883
Ampara,PF,1000.0,53600.42459566611,6389.535863330364,950.1105531454452
Ampara,PF,1000.0,70295.09524284203,9814.997023194846,652.2042383603314
Ampara,PF,1000.0,91499.10321483019,10772.98079859438,460.40504375342886
Ampara,PF,1000.0,96166.94661591412,16176.93636189008,595.2717090349538
Ampara,PF,1000.0,61103.395144736765,4275.666182169566,508.37169700288916
