region,hazard,rp,fa,v
ARMM,EQ,1,0.0011490194651883013,0.23955764969569673
ARMM,EQ,10,0.00189432031270801,0.23867694372913642
ARMM,EQ,25,0.013964352948716407,0.2399043356673457
ARMM,EQ,30,0.019002771822870117,0.2385626101789483
ARMM,EQ,50,0.04535448321829353,0.24010131567980192
ARMM,EQ,100,0.11493067887794783,0.23998527434747646
ARMM,EQ,200,0.2101363633703494,0.2392058897318044
ARMM,EQ,250,0.2468094011777936,0.23870642342783385
ARMM,EQ,500,0.36947114529108677,0.23906611276392536
ARMM,EQ,1000,0.49629082031462957,0.2393216707481718
ARMM,EQ,2000,0.6978696939323588,0.2552584257798886
ARMM,HU,1,1.0000000000000454e-08,0.20419766083504592
ARMM,HU,10,1.0000000000000454e-08,0.204437689706709
ARMM,HU,25,0.00016133964968744486,0.20528026419370976
ARMM,HU,30,0.0002603215578076634,0.20434766868991916
ARMM,HU,50,0.000923297735580649,0.20467593785129357
ARMM,HU,100,0.00379295834551181,0.20540098141862753
ARMM,HU,200,0.010950971834233051,0.20666523766805953
ARMM,HU,250,0.01644239022863905,0.20578125016445845
ARMM,HU,500,0.04177512067638752,0.20577841894205606
ARMM,HU,1000,0.06374171525461166,0.205271385664395
ARMM,HU,2000,0.351212891940952,0.20518620567104454
ARMM,PF,1,7.515058718293575e-05,0.20553871838858767
ARMM,PF,10,0.00014579163351535263,0.20537633640214728
ARMM,PF,25,0.0009932946849162553,0.20487900190734248
ARMM,PF,30,0.0017069857147817005,0.20424209039725083
ARMM,PF,50,0.004522733196914358,0.20493637700098277
ARMM,PF,100,0.010195554855056022,0.2058418981142357
ARMM,PF,200,0.015920055971620092,0.20509219261221254
ARMM,PF,250,0.01855549594166363,0.20575976914244876
ARMM,PF,500,0.030151151867186664,0.20554084434562292
ARMM,PF,1000,0.04311731225462051,0.2059622323529843
ARMM,PF,2000,0.08280005409413305,0.20656765491415507
ARMM,SS,1,1.0000000000000454e-08,0.20458051143499018
ARMM,SS,10,1.0000000000000454e-08,0.2043306117456549
ARMM,SS,25,1.0000000000000454e-08,0.20584055302859575
ARMM,SS,30,1.0000000000000454e-08,0.20509729143949723
ARMM,SS,50,1.0000000000000454e-08,0.20635061483850964
ARMM,SS,100,1.0000000000000454e-08,0.20476158742105083
ARMM,SS,200,1.0000000000000454e-08,0.20549647165234697
ARMM,SS,250,1.0000000000000454e-08,0.20442381351679847
ARMM,SS,500,1.0000000000000454e-08,0.20572494675603642
ARMM,SS,1000,1.0000000000000454e-08,0.20712689554660413
ARMM,SS,2000,0.00043682842203092366,0.2041759190478463
