,region,hazard,rp,hhid,helped_cat,affected_cat,province,pcwgt,ispoor,pcwgt_ae,pcsoc,axfin,has_ew,c,dk_private,dk_public,dk0,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,dk_prv_t,sav_i,sav_f,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
7967,ARMM,EQ,25,1566318022397,helped,a,Sulu,14.061027637356434,0,14.061027637356434,0.0,0,1.0,27809.107000000018,35264.837291071985,4562.414008308087,39827.25129938007,0.2250110796268185,4.143555160646184e-05,11242.575854488692,1454.5164392682855,12697.092293756978,11242.575854488692,1454.5164392682855,12697.092293756978,0.0,3,15573.959716184301,5.63268004315001,71518.65836907872,0,0,0.0,0.011993238606850837,0.03084979946109914,0.0,35264.837291071985,38805.0499265029,17477.114885528736,0.0,11242.575854488692,212.3822038498817,11454.958058338574,11454.958058338574,0.0,220.79159815425643
8400,ARMM,EQ,25,15381914026690,helped,a,Maguindanao,26.88089361171313,0,26.88089361171313,0.0,1,1.0,25825.699000000008,29157.13278636072,3772.225289701525,32929.35807606224,0.2282222916903667,4.143555160646184e-05,9295.414419310227,1202.6010104526079,10498.015429762836,9295.414419310227,1202.6010104526079,10498.015429762836,0.0,3,15573.959716184301,5.63268004315001,59131.962003906,0,0,0.0,0.012445259400233714,0.027180783202306828,0.0,29157.13278636072,40771.049892329,23136.971037524476,0.0,9295.414419310227,175.59860174595724,9471.013021056184,9471.013021056184,0.0,182.55152837827706
8675,ARMM,EQ,25,153814210248007,helped,a,Maguindanao,36.590552800015146,1,36.590552800015146,0.0,0,1.0,19352.105000000007,9229.000354568258,1194.0086424565088,10423.008997024766,0.23866765393803155,4.143555160646184e-05,2942.2434503506147,380.6548892579425,3322.8983396085573,2942.2434503506147,380.6548892579425,3322.8983396085573,0.0,3,15573.959716184301,5.63268004315001,18716.823162929428,0,0,0.0,0.014376921114568649,0.16705603661860768,0.0,9229.000354568258,0.0,-0.23866765393803155,0.0,2942.2434503506147,55.58158168875997,2997.8250320393745,2997.8250320393745,2998.9047988852635,0.0
9726,ARMM,EQ,30,1566111111,helped,a,Sulu,104.61739549308923,0,104.61739549308923,0.0,0,1.0,24142.43600000001,23919.37702795802,3504.4413124445377,27423.81834040256,0.34362070110004517,5.566452572472982e-05,7625.596239373937,1117.2303719301797,8742.826611304117,7625.596239373937,1117.2303719301797,8742.826611304117,0.0,3,15573.959716184301,5.63268004315001,49245.54497421353,0,0,0.0,0.012871804982910543,0.02399468450192063,0.0,23919.37702795802,38805.0499265029,24242.124069019254,0.0,7625.596239373937,163.13315009208247,7788.72938946602,7788.72938946602,0.0,150.13291962664672
14245,ARMM,EQ,50,1538728028001,helped,a,Maguindanao,63.783195745144575,0,63.783195745144575,0.0,0,1.0,25609.645000000004,28408.961214218703,4220.489535050191,32629.450749268894,0.8233543152210593,0.00013342870050335698,9056.894230416343,1345.5095042474566,10402.4037346638,9056.894230416343,1345.5095042474566,10402.4037346638,0.0,3,15573.959716184301,5.63268004315001,58593.411917029924,0,0,0.0,0.01249764592883702,0.02715874382993651,0.0,28408.961214218703,40771.049892329,23460.582905326253,0.0,9056.894230416343,196.46548234050434,9253.359712756846,9253.359712756846,0.0,178.36563370351405
17640,ARMM,EQ,100,1566318019342,helped,a,Sulu,162.4223970176611,0,162.4223970176611,0.0,0,1.0,24201.35,24071.69505430198,3648.017022912284,27719.712077214266,2.17558791610693,0.00034290497586453333,7674.15585560139,1163.0029017301229,8837.158757331512,7674.15585560139,1163.0029017301229,8837.158757331512,0.0,3,15573.959716184301,5.63268004315001,49776.887770569556,0,0,0.0,0.012856128345308625,0.024209474469825323,0.0,24071.69505430198,38805.0499265029,24119.02003508203,0.0,7674.15585560139,169.81665705855357,7843.972512659943,7843.972512659943,0.0,151.19983603694902
20287,ARMM,EQ,200,157051019421,helped,a,Tawi-tawi,440.4386099185235,0,440.4386099185235,0.0,0,1.0,27478.787000000004,33984.32855485112,6070.346567673657,40054.67512252478,4.380859962927976,0.0006261267271020051,10834.344377891372,1935.25157047539,12769.595948366761,10834.344377891372,1935.25157047539,12769.595948366761,0.0,3,15573.959716184301,5.63268004315001,71927.04825745469,0,0,0.0,0.012065108083349294,0.03145248795825205,0.0,33984.32855485112,69910.6367961108,48959.10658495561,0.0,10834.344377891372,282.5770699080402,11116.921447799412,11116.921447799412,0.0,214.30464332252478
23992,ARMM,EQ,250,1566122509236,helped,a,Sulu,222.1086656343986,0,222.1086656343986,0.0,1,1.0,23672.188000000002,22366.809876606916,4011.880006327268,26378.689882934184,5.2937159591415055,0.0007265191245954287,7130.631415796791,1279.0039244462882,8409.63534024308,7130.631415796791,1279.0039244462882,8409.63534024308,0.0,3,15573.959716184301,5.63268004315001,47368.78515115624,0,0,0.0,0.01299902548009046,0.02350565163506104,0.0,22366.809876606916,38805.0499265029,25009.45016246994,0.0,7130.631415796791,186.7546250238336,7317.386040820625,7317.386040820625,0.0,141.06000129751646
30517,ARMM,EQ,1000,1566312115378,helped,a,Sulu,359.2225168250131,0,359.2225168250131,0.0,0,1.0,24349.43600000001,24283.57611707785,5338.611843377429,29622.187960455278,12.483783854185077,0.0014793192486843667,7741.704413977708,1701.9715165972898,9443.675930574998,7741.704413977708,1701.9715165972898,9443.675930574998,0.0,3,15573.959716184301,5.63268004315001,53193.204948125895,0,0,0.0,0.012816975157883725,0.025833731253806922,0.0,24283.57611707785,38805.0499265029,23589.146322518318,0.0,7741.704413977708,248.51452470795007,7990.218938685658,7990.218938685658,0.0,154.04714366853565
34353,ARMM,EQ,2000,15661349016273,helped,a,Sulu,1064.7450461977585,1,1064.7450461977585,0.0,0,0.0,22061.809,17002.6279029651,6184.494028478494,23187.121931443595,30.364886739198344,0.0024679997154617747,5420.50803600689,1971.6422526754343,7392.150288682324,5420.50803600689,1971.6422526754343,7392.150288682324,0.0,3,15573.959716184301,5.63268004315001,41637.61740702651,0,0,0.0,0.013465095423327142,0.029451298851878957,0.0,17002.6279029651,10953.8735408688,0.0,0.0,5420.50803600689,287.89068003755796,5708.398716044448,5708.398716044448,5713.99148260668,0.0
