,region,hazard,rp,hhid,helped_cat,affected_cat,province,pcwgt,ispoor,pcwgt_ae,pcsoc,axfin,has_ew,c,dk_private,dk_public,dk0,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,dk_prv_t,sav_i,sav_f,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
369,ARMM,EQ,1,15706360772,helped,a,Tawi-tawi,2.9460088886485654,1,2.9460088886485654,0.0,1,1.0,19075.877000000004,8378.035129788836,957.8888000425926,9335.923929831428,0.01764824181272333,3.4060615503191615e-06,2670.9522202181915,305.37890777027417,2976.3311279884656,2670.9522202181915,305.37890777027417,2976.3311279884656,0.0,3,15573.959716184301,5.63268004315001,16764.72094642679,0,0,0.0,0.014480639405046744,0.009921818985484627,0.0,8378.035129788836,8506.74073078654,3888.666742755289,0.0,2670.9522202181915,52.00996569359463,2722.962185911786,2722.962185911786,0.0,52.485020578741455
8572,ARMM,EQ,25,15661427012164,helped,a,Sulu,16.557525192538566,0,16.557525192538566,1535.2942868963114,1,0.0,25550.171999999995,28215.55535919175,3650.408024300162,31865.96338349191,0.20630775461230524,4.143555160646184e-05,8995.299260381766,1163.7651628529954,10159.06442323476,8995.299260381766,1163.7651628529954,10159.06442323476,0.0,3,15573.959716184301,5.63268004315001,57222.759433829706,0,0,0.0,0.012512182826497202,0.026538091885053607,0.0,28215.55535919175,38805.0499265029,23155.53990582952,0.0,8995.246479201292,198.20421337323495,9193.450692574528,9193.450692574528,0.0,177.2119722027097
11077,ARMM,EQ,30,1566111123399,helped,a,Sulu,52.308698479792355,0,52.308698479792355,0.0,0,0.0,25050.28100000001,26608.352095076236,3898.4045541430132,30506.75664921925,0.34194699215804436,5.566452572472982e-05,8482.85260251499,1242.8274813714502,9725.68008388644,8482.85260251499,1242.8274813714502,9725.68008388644,0.0,3,15573.959716184301,5.63268004315001,54781.64411456867,0,0,0.0,0.012636409597457833,0.02586298884503538,0.0,26608.352095076236,38805.0499265029,23943.12631093401,0.0,8482.85260251499,211.66954568392035,8694.52214819891,8694.52214819891,0.0,167.6037416082495
20364,ARMM,EQ,200,1536132501252,helped,a,Lanao del Sur,202.78085501950832,0,202.78085501950832,1919.1179008890792,0,1.0,23219.34999999999,20885.026199462536,3730.5238177961464,24615.550017258684,4.00663531386747,0.0006261267271020051,6659.43426730793,1189.3064088847525,7848.740676192682,6659.43426730793,1189.3064088847525,7848.740676192682,0.0,3,15573.959716184301,5.63268004315001,44209.44497065024,0,0,0.0,0.013125170891093866,0.022287382530954303,0.0,20885.026199462536,63897.3779220945,52075.00403470195,0.0,6658.437306146903,202.55421691337025,6860.991523060274,6860.991523060274,0.0,132.2722631834683
33490,ARMM,EQ,2000,1538132028387,helped,a,Maguindanao,1029.483110078668,0,1029.483110078668,447.7941399755536,0,1.0,23679.576,21634.034067529923,7869.110308483926,29503.14437601385,28.618707414238497,0.0024679997154617747,6898.124615598518,2508.704884138717,9406.829499737236,6898.124615598518,2508.704884138717,9406.829499737236,0.0,3,15573.959716184301,5.63268004315001,52985.66079248473,0,0,0.0,0.012996997481526253,0.026512282991551166,0.0,21634.034067529923,40771.049892329,27589.17090609988,0.0,6897.207682073326,427.26479019815514,7324.472472271482,7324.472472271482,0.0,141.28663727805633
33985,ARMM,EQ,2000,15361733228003,helped,a,Lanao del Sur,756.4864948756909,0,756.4864948756909,0.0,1,1.0,24476.785000000003,23948.44244618931,8710.94751617718,32659.38996236649,29.11295868255486,0.0024679997154617747,7634.862414814095,2777.086064704052,10411.948479518147,7634.862414814095,2777.086064704052,10411.948479518147,0.0,3,15573.959716184301,5.63268004315001,58647.17441088796,0,0,0.0,0.012783589286938492,0.028555194270392055,0.0,23948.44244618931,63897.3779220945,49308.74232145963,0.0,7634.862414814095,472.9735658825256,8107.835980696621,8107.835980696621,0.0,156.39738530635512
50691,ARMM,HU,100,15661126021187,helped,a,Sulu,4.264264186374235,0,4.264264186374235,239.88973635327721,0,0.0,28036.945,35645.420282687955,5870.465440470195,41515.88572315815,0.05948807191538236,9.210472994015062e-06,11363.90949440993,1871.5286411472985,13235.43813555723,11363.90949440993,1871.5286411472985,13235.43813555723,0.0,3,15573.959716184301,5.63268004315001,74550.9882484998,0,0,0.0,0.011944408580743335,0.03200038247705673,0.0,35645.420282687955,38805.0499265029,18748.49034625281,0.0,11363.907661217982,318.7454599643628,11682.653121182344,11682.653121182344,0.0,225.2185992616944
55959,ARMM,HU,250,156614270338,helped,a,Sulu,30.743483108636255,1,30.743483108636255,1199.448651855718,1,0.0,18266.126999999993,5740.982131211813,1487.4841334399423,7228.466264651755,0.3873719936624484,4.065152499044281e-05,1830.2975865042586,474.2160885222839,2304.5136750265424,1830.2975865042586,474.2160885222839,2304.5136750265424,0.0,3,15573.959716184301,5.63268004315001,12980.588186488294,0,0,0.0,0.014798127308048649,0.007976535067910195,0.0,5740.982131211813,10953.8735408688,7599.878683240468,0.0,1830.2571314448287,80.76511464226093,1911.0222460870896,1911.0222460870896,0.0,36.85147220152408
59711,ARMM,HU,500,1538734058004,helped,a,Maguindanao,38.50280276156898,0,38.50280276156898,383.8235653322723,0,0.0,26174.229,29479.068045834723,7615.284911142143,37094.352956976865,0.9163263997374633,0.00010188820008522066,9398.087817466861,2427.7842985747734,11825.872116041635,9398.087817466861,2427.7842985747734,11825.872116041635,0.0,3,15573.959716184301,5.63268004315001,66611.35386087191,0,0,0.0,0.012362122612440485,0.030497265987554256,0.0,29479.068045834723,40771.049892329,23555.19010628534,0.0,9398.05537081671,413.48297104824735,9811.538341864958,9811.538341864958,0.0,189.20175494947367
65730,ARMM,HU,2000,157051017377,helped,a,Tawi-tawi,835.4661980783292,0,835.4661980783292,0.0,1,1.0,23175.590000000007,20679.796176019732,4232.585531632268,24912.381707652,6.933261320408608,0.0008533022010753809,6592.804476745103,1349.3657579425235,7942.170234687626,6592.804476745103,1349.3657579425235,7942.170234687626,0.0,3,15573.959716184301,5.63268004315001,44735.70378022503,0,0,0.0,0.013137556478889818,0.022616743472571654,0.0,20679.796176019732,69910.6367961108,58079.75424260357,0.0,6592.804476745103,229.81438793898715,6822.61886468409,6822.61886468409,0.0,131.54303276307803
