district,hazard,rp,c,di0,dc_post_reco
Ampara,PF,5.0,42252.357492762654,5272.274318841583,5573.004382780274
Ampara,PF,5.0,93913.92441984806,8608.900272715164,323.95808805240534
Ampara,PF,5.0,189888.6856409037,16916.094463336456,206.71664004676148
Ampara,PF,5.0,185509.34298591863,22355.12870915409,301.777074622908
Ampara,PF,5.0,119898.13979649331,18063.164740432894,497.06843582066665
Ampara,PF,5.0,111919.77406413488,9800.342495213948,264.3010607425324
Ampara,PF,5.0,93183.22148625033,14179.624656434147,531.1357448704914
Ampara,PF,5.0,107344.1093408532,13421.541077739015,418.52946220836714
Ampara,PF,5.0,205348.45379920868,28757.28312338587,340.87849973233824
Ampara,PF,5.0,173354.8940908811,17103.647130876332,239.69694764483762
Ampara,PF,5.0,187465.38015382012,26556.42211961617,356.07782599950605
Ampara,PF,5.0,98596.59187730367,16249.119966516853,560.5051130449061
Ampara,PF,5.0,102960.38392137557,16252.328771948703,518.3475776274869
Ampara,PF,5.0,145296.45924711804,10059.354988101231,169.501208263004
Ampara,PF,5.0,115446.79793016614,15037.294911690644,422.1855977190071
Ampara,PF,5.0,95713.34806887248,11547.165650354675,447.8093442084029
Ampara,PF,5.0,118300.70416932732,10337.623886991913,257.62301431663934
Ampara,PF,5.0,162407.36947555462,22609.00824423795,376.61391502527977
Ampara,PF,5.0,135090.4772904041,17096.539965548563,367.1257033805703
Ampara,PF,5.0,193195.02442425364,32026.54802983169,432.32062659302727
Ampara,PF,5.0,223168.49297880792,17066.97720087238,164.96597701870883
Ampara,PF,5.0,106203.66480169297,14088.088718039287,462.5648626328274
Ampara,PF,5.0,70673.87625003772,7606.382370901305,460.5547884161718
Ampara,PF,5.0,153145.779518002,14421.84042823971,237.8563561985996
Ampara,PF,5.0,140821.9379471914,13753.275854584475,261.16448515727075
Ampara,PF,5.0,78970.09787569742,6894.326192842586,384.7490434291
Ampara,PF,5.0,83271.05467054789,11769.207569785349,541.1410596722184
Ampara,PF,5.0,70734.51425770205,10235.11784381406,685.7711253945021
Ampara,PF,5.0,71504.66207173231,8157.717243611791,488.66278172762014
Ampara,PF,5.0,81724.67121854657,8047.217864059261,421.6318740463222
Ampara,PF,5.0,100857.9694505974,8528.715573883424,281.0496594769928
Ampara,PF,5.0,57803.870739869206,6361.1106477419235,680.9581987709797
Ampara,PF,5.0,94081.00852715856,8007.1317748177735,294.3431471537081
Ampara,PF,5.0,75890.20973687463,10956.091794883569,614.5675064618307
Ampara,PF,5.0,133527.58815982606,18080.781044783038,395.3014658091637
Ampara,PF,5.0,79043.60878923077,9591.152170498963,460.0254311181777
Ampara,PF,5.0,105490.68042401144,11348.603556656397,355.94343840580063
Ampara,PF,5.0,76291.41432657403,6456.795511300478,392.59892775647967
Ampara,PF,5.0,61854.17793651072,7550.324814552941,675.4593915440521
Ampara,PF,5.0,60139.52093710272,8120.190984863653,831.9852084099135
Ampara,PF,5.0,73982.16032457947,7062.518970318327,476.6855311436821
Ampara,PF,5.0,48479.72385035916,4814.123408918258,1076.1707689774305
Ampara,PF,5.0,122010.1283811495,19479.041829364203,528.8246995688157
Ampara,PF,5.0,113963.02121426426,10126.739218687957,267.5813166724361
Ampara,PF,5.0,48267.66367320316,5770.37789576103,1543.1975845064844
Ampara,PF,5.0,102752.68307146881,9505.394121759633,304.85016467046836
Ampara,PF,5.0,102511.32634021855,13917.392854704816,496.43093410864265
Ampara,PF,5.0,117624.53970083149,14492.463256576184,382.9167457689237
Ampara,PF,5.0,73980.66620032066,12118.342756438591,760.2563492582236
Ampara,PF,5.0,173241.03596304913,23231.478792316302,346.12540937503326
Ampara,PF,5.0,112471.49848945989,19890.88166422064,562.4212394399972
Ampara,PF,5.0,130927.67132604057,13601.099089542216,289.0077301369518
Ampara,PF,5.0,98519.72943798195,11224.503376090715,402.68263037015686
Ampara,PF,5.0,112511.37695889303,7735.837612843791,195.6112021393221
Ampara,PF,5.0,85912.50229941745,10684.138172250356,531.5240981024218
Ampara,PF,5.0,95651.56163628763,12858.88488613911,521.3937088272254
Ampara,PF,5.0,81180.42327382644,6966.079955077579,363.760804414107
Ampara,PF,5.0,71568.00122168413,11167.447539119154,748.5174647255467
Ampara,PF,5.0,57576.857601503485,3701.677229239139,335.26067498056784
Ampara,PF,5.0,60475.939127078076,6026.437412275642,532.9473679384835
Ampara,PF,5.0,52360.55341122071,4903.564933237291,714.7048198431627
Ampara,PF,5.0,74835.46347775093,9465.326752675035,522.4271372226805
Ampara,PF,5.0,56740.34137382808,7250.0389144891005,889.0945209796239
Ampara,PF,5.0,44218.53419803624,7549.6354667823325,7652.019117933411
Ampara,PF,5.0,605065.9972873097,66352.55278689165,207.78035251841058
Ampara,PF,5.0,488816.7081473936,56342.32612763647,227.67941397426011
Ampara,PF,5.0,388130.14697549073,113168.64849774851,754.1704642171023
Ampara,PF,5.0,288427.55158802,24591.06497963063,179.79069099694829
Ampara,PF,5.0,137483.23233087818,26371.53512808569,567.9398372264493
Ampara,PF,5.0,398443.58869262255,39053.80523051488,193.73558796729856
Ampara,PF,5.0,317491.53791727184,50823.702349470266,366.3703923213262
Ampara,PF,5.0,335215.67189738806,25526.11481086157,147.96846223474097
Ampara,PF,5.0,139547.86596549634,22628.308117022752,494.4376253038976
Ampara,PF,5.0,98173.08675062767,14533.813345038718,486.1656201652237
Ampara,PF,5.0,318444.8712247427,29469.88684464593,195.20818938648893
Ampara,PF,5.0,86542.0618096601,13164.650756373308,571.0366189347267
Ampara,PF,5.0,91524.29825135127,8715.411670673937,349.66986811683563
Ampara,PF,5.0,112327.47662953242,8423.415218887292,223.55081414668976
Ampara,PF,5.0,105058.81406079694,10277.40076671933,322.68102229955366
Ampara,PF,5.0,53600.42459566611,3534.7693016902685,419.3530249839485
Ampara,PF,5.0,70295.09524284203,6983.094149302478,410.5920710490975
Ampara,PF,5.0,91499.10321483019,7972.3399140658985,316.0897621390435
Ampara,PF,5.0,96166.94661591412,11172.111115587604,432.77131009496554
Ampara,PF,5.0,61103.395144736765,7207.065319614534,660.9318252824197
Ampara,PF,5.0,121001.10818365615,12363.546477177959,302.9876163175965
Ampara,PF,5.0,71678.84766375521,12598.21917485586,891.6642660006314
Ampara,PF,5.0,118426.06998360752,11978.238178213347,307.37175633085064
Ampara,PF,5.0,74376.01733851207,7792.631720669154,542.5040511443393
Ampara,PF,5.0,101437.23263677099,9406.443907948891,310.6369064510808
Ampara,PF,5.0,88562.01819928453,7492.986757047303,318.8751187942491
Ampara,PF,5.0,102759.5853396134,12212.382264902264,417.58814582689314
Ampara,PF,5.0,97794.17683859401,10684.793718686573,391.7107963303755
Ampara,PF,5.0,204267.8328235089,13467.050363130184,141.71865849118666
Ampara,PF,5.0,156099.1182617592,10261.969928474728,162.20718785055075
Ampara,PF,5.0,257852.65993377523,24367.727467929624,207.9224029535361
Ampara,PF,5.0,117990.78178287482,8755.971165688412,214.05362127086465
Ampara,PF,5.0,57667.84097989867,6751.157456980837,751.9573223355399
Ampara,PF,5.0,43977.842498563914,8943.462853634155,8943.462853634155
Ampara,PF,5.0,49827.960058743854,8092.830468419144,1382.1290902685087
Ampara,PF,5.0,58331.09152734977,4522.885262935099,421.6008113544395
Ampara,PF,5.0,69595.25915863803,5630.330834560327,438.7784957567545
Ampara,PF,5.0,95620.92915932668,7477.622769014564,266.8390180953411
Ampara,PF,5.0,82436.25522094237,5555.791566893517,263.3544855931879
Ampara,PF,5.0,51912.855190173665,9314.110248942121,1447.5757632144296
Ampara,PF,5.0,78024.03597295268,8757.155670816608,421.5100087883628
Ampara,PF,5.0,119609.94373455715,17719.49251371561,486.8902883033695
Ampara,PF,5.0,69325.58437820022,9569.47649305319,657.2681580867593
Ampara,PF,5.0,75727.97127961135,11212.601901504155,638.0242442462819
Ampara,PF,5.0,71824.95543833419,4902.712337646737,334.6127364071025
Ampara,PF,5.0,100972.37835364637,13690.270662963709,493.482282729992
Ampara,PF,5.0,111968.59384187758,15014.118807635703,442.39588383884336
Ampara,PF,5.0,90893.70750240449,11376.297231088967,503.08335190963606
Ampara,PF,5.0,75524.14343415582,5273.577568743471,317.50506079829603
Ampara,PF,5.0,83592.4495875837,14588.376328981101,720.8346378876814
Ampara,PF,5.0,109560.14756703061,15661.352767520813,495.99342914431816
Ampara,PF,5.0,109459.8244471902,14979.399655380457,466.1055594720945
Ampara,PF,5.0,109595.16280848408,7180.794499314166,187.95758149557489
Ampara,PF,5.0,70164.1630832839,7473.355311750333,457.4598073675037
Ampara,PF,5.0,100676.57690626726,9638.50208869264,318.433651958911
Ampara,PF,5.0,84970.33097905641,14348.133165545709,673.7155445745545
Ampara,PF,5.0,132832.5215546286,19032.902618174256,434.2299559287684
Ampara,PF,5.0,84085.35239159824,5583.785922503051,249.83903615273624
Ampara,PF,5.0,127977.7544198016,11158.006038703124,243.80430478633843
Ampara,PF,5.0,63104.103698321276,11322.570571564229,1189.6488582420684
Ampara,PF,5.0,109066.06704154151,16811.799556493334,480.72086369972334
Ampara,PF,5.0,94159.17173348207,11013.266114848784,439.46132131639615
Ampara,PF,5.0,121583.26586937431,15562.756470941458,401.0174569179917
Ampara,PF,5.0,235448.6944026397,33667.95176286003,334.66590330176484
Ampara,PF,5.0,134964.2208608794,11076.105352165603,218.98643067268486
Ampara,PF,5.0,84332.3692170995,10559.026802686854,446.27594538767687
Ampara,PF,5.0,64345.15846355207,9811.096386809742,866.5293766988068
Ampara,PF,5.0,70960.51373529609,5617.538932690026,404.074761430847
