region,hazard,rp,dk_tot,dw_tot,res_tot,dk_lim,dw_lim,res_lim,dk_sub,dw_sub,res_sub,ratio_dw_lim_tot,avg_reco_t,sub_avg_reco_t,non_sub_avg_reco_t,pct_subs
ARMM,EQ,1,58.10493251865152,551.2077315943217,0.10541385613476054,0.12361526944600382,5.141868887932137,0.024040922112216118,57.981317249205524,546.0658627063898,0.10618008047937814,0.009328368586303601,1783.956406186188,31265.929776962264,34.36188373977912,0.49134959694795555
ARMM,EQ,10,95.29341190714919,929.0709275654527,0.10256850050927442,0.323810668339047,10.242178215705904,0.031615410464396955,94.96960123881014,918.8287493497468,0.10335941415200595,0.011024107968316925,11815.459116793478,240320.97467081554,76.46894661343266,0.495108355976179
ARMM,EQ,25,704.1203126148492,6592.282560957438,0.10680978949309258,2.516072962745879,71.20521861598961,0.03533551348694094,701.6042396521033,6521.077342341445,0.10759023437685324,0.01080129954345404,3802.8883812211984,61581.71533023424,65.4467778759459,0.48161968828644824
ARMM,EQ,30,950.5116339922005,8698.445700668299,0.10927373311293682,3.2149249641994766,93.7089752694869,0.03430754583490047,947.2967090280007,8604.736725398821,0.11009014444705098,0.010773071246773118,4370.250232641319,60218.680915105,40.15164228290004,0.47763700417764304
ARMM,EQ,50,2275.8633695113094,20844.65732264953,0.10918209564608126,3.9227312779848873,118.19706203555971,0.03318806077265042,2271.9406382333245,20726.460260613974,0.10961546784477436,0.005670376835944831,3386.4654150811307,39545.3365168354,67.06815707694977,0.4766836003201413
ARMM,EQ,100,5821.237213788937,53133.684794830966,0.10955831947787757,5.6962662465232174,119.10885195078572,0.04782403787148283,5815.540947542414,53014.57594288018,0.1096970190577076,0.0022416825110230837,2991.296567334623,38825.03027212031,49.95743710949464,0.48023120257670626
ARMM,EQ,200,10683.55612703374,94833.17506573221,0.11265631588975684,27.25424775493106,786.3157036071143,0.034660693700896444,10656.30187927881,94046.8593621251,0.11330842892102311,0.008291567830161663,27395.362399881236,325767.23714400665,29.10852753488576,0.47945637642597105
ARMM,EQ,250,12341.306392542916,110231.23293643692,0.11195834487000007,26.200324070266156,829.5032855786739,0.03158555791854208,12315.106068472647,109401.72965085825,0.1125677455719827,0.007525120272010326,2081.63657961977,24667.686126802877,26.545498913184147,0.47584311458834266
ARMM,EQ,500,18664.634413705673,163213.4415296053,0.11435721371220577,49.47446830414218,1450.2857840471058,0.03411359943560974,18615.159945401527,161763.1557455581,0.11507663694866244,0.00888582319235048,3538.3145434749326,34595.84240952112,25.52413851818444,0.473594410032538
ARMM,EQ,1000,25294.575649115297,215511.07592550977,0.1173701887037037,89.44075686536522,2525.011571320189,0.035421919598808645,25205.134892249927,212986.0643541895,0.1183417092037277,0.011716388869929569,3314.2217897487526,31046.253571846493,35.67936573185931,0.4651924735348634
ARMM,EQ,2000,42273.3553059376,317871.1521969924,0.13298896428242027,,,,42273.3553059376,317871.1521969924,0.13298896428242027,,2268.773389281015,16637.8174315794,61.06249603938386,0.4434392767308148
ARMM,HU,30,10.687480389696056,78.23409788665337,0.13660898097374655,,,,10.687480389696056,78.23409788665337,0.13660898097374655,,2045.1136997196202,19315.027666869224,23.27011332161875,0.41750437720073685
ARMM,HU,50,38.105370409160855,301.0795839164044,0.12656245207161215,,,,38.105370409160855,301.0795839164044,0.12656245207161215,,2371.898132776155,33675.88724919473,59.67166394978267,0.4375004971063516
ARMM,HU,100,156.73605226084015,1361.7088950389225,0.11510246634348385,0.07439506137443029,1.8844700567795873,0.039477974779586394,156.6616571994657,1359.824424982143,0.11520726817472995,0.0013839008202452276,1133.0076577614454,20409.025716362972,27.912437366599182,0.4495877405624324
ARMM,HU,200,454.32124364630135,3688.750612386512,0.1231639900297757,,,,454.32124364630135,3688.750612386512,0.1231639900297757,,1854.9387304471813,22448.360823565992,21.047383919444272,0.43108929662845696
ARMM,HU,250,690.9127238214039,5478.430656120615,0.12611508061154375,1.1736380403221711,30.18410589915595,0.038882650499678706,689.7390857810818,5448.246550221456,0.12659836140364203,0.005509626349917134,1901.126386028939,21079.451150998477,17.82117179297587,0.42941464222419
