,region,hazard,rp,hhid,helped_cat,affected_cat,province,pcwgt,ispoor,pcwgt_ae,pcsoc,axfin,has_ew,c,dk_private,dk_public,dk0,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,dk_prv_t,sav_i,sav_f,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
1969,ARMM,EQ,1,15382010098004,helped,a,Maguindanao,1.0968685068569761,0,1.0968685068569761,1391.3605051119305,0,1.0,26424.897999999986,30069.24593786264,3437.917538348973,33507.163476211615,0.015731840204602887,3.4060615503191615e-06,9586.204600224977,1096.0223178500435,10682.22691807502,9586.204600224977,1096.0223178500435,10682.22691807502,0.0,3,15573.959716184301,5.63268004315001,60169.56637784101,0,0,0.0,0.012303348783786971,0.027018024211993997,0.0,30069.24593786264,40771.049892329,33348.95198032585,0.0,9586.201893653213,470.0620310414509,10056.263924694664,10056.263924694664,0.0,193.93826048866185
5289,ARMM,EQ,10,15661275018126,helped,a,Sulu,0.9009800780062224,0,0.9009800780062224,0.0,0,0.0,29775.420000000013,40584.18679883722,3476.8402961620113,44061.02709499923,0.021868455397445967,5.617200188021836e-06,12938.406458894404,1108.4310538826853,14046.837512777089,12938.406458894404,1108.4310538826853,14046.837512777089,0.0,3,15573.959716184301,5.63268004315001,79121.34132759043,0,0,0.0,0.011590470009895184,0.03197714684359584,0.0,40584.18679883722,38805.0499265029,28955.222041008772,0.0,12938.406458894404,475.38388951747413,13413.790348411878,13413.790348411878,0.0,258.63247571782296
6751,ARMM,EQ,25,15663121116,helped,a,Sulu,9.999139705318365,0,9.999139705318365,0.0,0,0.0,23404.613000000005,20932.20680793784,2708.1195009374296,23640.326308875272,0.23626705104309473,4.143555160646184e-05,6673.274029245696,863.3596877538181,7536.633716999514,6673.274029245696,863.3596877538181,7536.633716999514,0.0,3,15573.959716184301,5.63268004315001,42451.446330274644,0,0,0.0,0.013073120476457917,0.021162855399124287,0.0,20932.20680793784,38805.0499265029,33592.66178081293,0.0,6673.274029245695,370.2776866268139,7043.551715872509,7043.551715872509,0.0,135.8525046299159
9971,ARMM,EQ,30,15662372154,helped,a,Sulu,26.08698210390988,1,26.08698210390988,159.92648123199868,0,1.0,18537.318,6432.673964741253,942.4546619745354,7375.128626715788,0.3576015238274014,5.566452572472982e-05,2050.7719441501813,300.45844077516017,2351.2303849253412,2050.7719441501813,300.45844077516017,2351.2303849253412,0.0,3,15573.959716184301,5.63268004315001,13243.728466016886,0,0,0.0,0.014689484171551864,0.008020220514253704,0.0,6432.673964741253,10953.8735408688,9335.875631314946,0.0,2050.7668599074286,128.86061042202496,2179.6274703294534,2179.6274703294534,0.0,42.04491100633873
11761,ARMM,EQ,30,15661319018284,helped,a,Sulu,20.580024684648865,1,20.580024684648865,0.0,0,0.0,19578.891000000007,9512.977533643565,1393.751661437115,10906.72919508068,0.35928866898532663,5.566452572472982e-05,3032.776548528446,444.33378911387814,3477.110337642324,3032.776548528446,444.33378911387814,3477.110337642324,0.0,3,15573.959716184301,5.63268004315001,19585.45000666851,0,0,0.0,0.014293413289340536,0.011340997236637054,0.0,9512.977533643565,10953.8735408688,8561.268399891598,0.0,3032.776548528446,190.56586710836473,3223.3424156368105,3223.3424156368105,0.0,62.17812104090573
17444,ARMM,EQ,100,1538623125591,helped,a,Maguindanao,104.95478402235692,1,104.95478402235692,0.0,0,1.0,21323.77700000001,14617.398480735943,2215.2373718645526,16832.635852600495,2.2595959275444337,0.00034290497586453333,4660.087039635,706.226828251682,5366.313867886682,4660.087039635,706.226828251682,5366.313867886682,0.0,3,15573.959716184301,5.63268004315001,30226.729028924452,0,0,0.0,0.013696131893783887,0.12239781047287797,0.0,14617.398480735943,0.0,-2.2595959275444337,0.0,4660.087039635,302.886548802346,4962.973588437346,4962.973588437346,4968.857675279167,0.0
17492,ARMM,EQ,100,1538734058004,helped,a,Maguindanao,108.74223187515929,0,108.74223187515929,383.8235653322723,0,0.0,26174.229,28924.68982879205,4383.478630809323,33308.16845960137,2.1483201194745227,0.00034290497586453333,9221.44225891575,1397.4711015008904,10618.91336041664,9221.44225891575,1397.4711015008904,10618.91336041664,0.0,3,15573.959716184301,5.63268004315001,59812.94136515782,0,0,0.0,0.012362122612440485,0.027123249605456617,0.0,28924.68982879205,40771.049892329,33474.091371404895,0.0,9221.367090948528,599.3473796973523,9820.71447064588,9820.71447064588,0.0,189.4481485626203
19425,ARMM,EQ,200,1566420785,helped,a,Sulu,152.29931153176244,1,152.29931153176244,0.0,0,0.0,21142.00600000001,13950.435849729341,2491.8538626200916,16442.289712349433,4.735560873314931,0.0006261267271020051,4447.456596757572,794.4133085763466,5241.869905333919,4447.456596757572,794.4133085763466,5241.869905333919,0.0,3,15573.959716184301,5.63268004315001,29525.776004563,0,0,0.0,0.013754882974383056,0.01605399831944798,0.0,13950.435849729341,10953.8735408688,7376.414109465759,0.0,4447.456596757572,340.70796482343866,4788.16456158101,4788.16456158101,0.0,92.38503648970865
24218,ARMM,EQ,250,15361131011118,helped,a,Lanao del Sur,304.69019252926086,1,304.69019252926086,0.0,0,1.0,18750.373000000003,6965.189685955209,1249.329045828134,8214.518731783342,5.595122135998958,0.0007265191245954287,2220.5312543744144,398.29126245521417,2618.8225168296285,2220.5312543744144,398.29126245521417,2618.8225168296285,0.0,3,15573.959716184301,5.63268004315001,14750.98932709813,0,0,0.0,0.0146057895886065,0.00885343672504244,0.0,6965.189685955209,9068.35363117985,7278.216103243891,0.0,2220.5312543744144,170.81914914197668,2391.350403516391,2391.350403516391,0.0,46.14005503447893
24329,ARMM,EQ,250,15362764029107,helped,a,Lanao del Sur,177.68692679155333,1,177.68692679155333,239.8897358335841,0,1.0,18174.305000000004,5291.073352650126,949.0468919177052,6240.120244567832,5.530431905270293,0.0007265191245954287,1686.9903337893697,302.56007092234034,1989.5504047117101,1686.9903337893697,302.56007092234034,1989.5504047117101,0.0,3,15573.959716184301,5.63268004315001,11206.500859460675,0,0,0.0,0.014835462482902505,0.006898926840354952,0.0,5291.073352650126,9068.35363117985,7707.125199990194,0.0,1686.8907964333694,129.76195751997395,1816.6527539533433,1816.6527539533433,0.0,35.05154244651073
