region,hazard,rp,c,dc0,dc_post_reco
ARMM,EQ,1,22442.20700000001,6089.549298006488,1434.565320578565
ARMM,EQ,1,21791.895000000004,5439.2372980064865,1887.2016938092734
ARMM,EQ,1,28849.123,12496.465298006477,1392.3105005999414
ARMM,EQ,1,22999.85000000001,6647.192298006486,138.48392065273472
ARMM,EQ,1,19642.471,3289.8132980064843,168.2503897595083
ARMM,EQ,1,13303.598999999984,1755.3594070103281,1575.257649894387
ARMM,EQ,1,291517.5600000001,269214.8825000001,137.48935349947777
ARMM,EQ,1,14967.789999999992,1222.75380712688,1097.2986877818566
ARMM,EQ,1,31645.38500000001,15292.727298006486,800.4350124131357
ARMM,EQ,1,24289.865,7937.207298006484,9.361067263338946
ARMM,EQ,1,40385.16800000001,24032.510298006495,657.2103404388646
ARMM,EQ,1,27944.36500000001,11591.707298006491,852.6669690288967
ARMM,EQ,1,12165.500999999946,1507.0302318069912,1352.3988811221
ARMM,EQ,1,19204.663999999993,2852.006298006476,563.3938021509255
ARMM,EQ,1,17173.164000000008,7799.6266125605225,6999.402555221674
ARMM,EQ,1,19130.064,2777.406298006485,1333.6084899911175
ARMM,EQ,1,15671.533999999996,2610.270508219839,2342.459405053205
ARMM,EQ,1,14494.194000000005,3583.1081657125533,3215.489368470007
ARMM,EQ,1,27029.57800000001,10676.920298006491,1345.8205649732224
ARMM,EQ,1,46976.992,24674.3145,478.97358239277327
ARMM,EQ,1,13565.215000000006,2820.7795474685604,2531.373943013259
ARMM,EQ,1,26852.838,10500.180298006482,3262.057039072269
ARMM,EQ,1,35611.426,19258.76829800648,1721.1120138266306
ARMM,EQ,1,17086.484000000004,2417.658010691729,2169.611764547342
ARMM,EQ,1,17601.882999999998,2392.4312119631845,2146.969928109457
ARMM,EQ,1,22220.525000000005,5867.867298006488,2.829447610496317
ARMM,EQ,1,17064.188999999988,6661.872689126383,5978.373678153096
ARMM,EQ,1,15619.78699999998,2371.256067123454,2127.9623649129567
ARMM,EQ,1,45293.41800000001,22990.74050000001,0.7532186922310121
ARMM,EQ,1,19939.238000000005,3586.5802980064873,74.71354858699505
ARMM,EQ,1,14487.589999999987,4543.019367763358,4076.9119231905865
ARMM,EQ,1,14750.608000000002,2041.067482976313,1831.6574035116466
ARMM,EQ,1,10870.833999999992,4087.7262280812092,3668.333504802648
ARMM,EQ,1,14942.674999999996,4843.728310308605,4346.770176640371
ARMM,EQ,1,28330.016000000003,11977.358298006484,1587.8462140388874
ARMM,EQ,1,13812.413,2792.811428157149,2506.2740706787195
ARMM,EQ,1,10059.235999999999,1440.3651704986632,1292.5869603302651
ARMM,EQ,1,12778.623999999994,5583.021964799351,5010.215558034141
ARMM,EQ,1,29874.576,13521.918298006485,0.014675511611246781
ARMM,EQ,1,18023.363000000005,2774.2213575250594,2489.5923555895693
ARMM,EQ,1,14838.757999999994,5856.465610507571,5255.6038408378245
ARMM,EQ,1,52654.16000000002,36301.5022980065,500.00616955968735
ARMM,EQ,1,32443.621000000014,16090.963298006493,610.7396747840053
ARMM,EQ,1,15965.688999999993,2423.617350718719,2174.957057076425
ARMM,EQ,1,17331.016000000003,1636.4582435078805,1468.5613273687657
ARMM,EQ,1,28648.329999999994,12295.672298006477,1152.7332474035538
ARMM,EQ,1,10255.122999999989,1164.2160569054042,1044.7664649785395
ARMM,EQ,1,13014.176999999994,2263.624024242825,2031.3783916692994
ARMM,EQ,1,7873.442399999989,796.7282068668326,714.9832076326841
ARMM,EQ,1,8486.358400000001,825.2212683207048,740.555431820986
ARMM,EQ,1,16986.867,2212.922708257481,1985.8818412847834
ARMM,EQ,1,9696.466799999997,1533.598588165873,1376.2525649645945
ARMM,EQ,1,8711.33109999988,1037.8079980124244,931.3166176334973
ARMM,EQ,1,10868.478000000003,2946.1396117026125,2643.8723480663352
ARMM,EQ,1,12342.451,1977.107817841834,1774.260586723508
ARMM,EQ,1,13108.972000000007,2162.0748874507626,1940.2504740516529
ARMM,EQ,1,19434.69099999999,3082.033298006474,2085.7404503352045
ARMM,EQ,1,19066.564,4345.346904069376,3899.5241355128114
ARMM,EQ,1,28151.270000000004,11798.612298006485,698.6065691544079
ARMM,EQ,1,15792.004000000004,6996.410007056076,6278.594157559333
ARMM,EQ,1,15584.365000000005,7061.484930002574,6336.99254053052
ARMM,EQ,1,15020.540000000005,5072.397207375867,4551.980721388722
ARMM,EQ,1,11591.717999999988,3841.323689829817,3447.2076882360625
ARMM,EQ,1,16132.846000000007,6362.737283174372,5709.934822563834
ARMM,EQ,1,11302.902999999973,3296.1053913847527,2957.924072215605
ARMM,EQ,1,39007.621000000014,22654.96329800649,652.8636602257845
ARMM,EQ,1,21774.102000000006,5421.444298006488,1075.690853418298
ARMM,EQ,1,14438.61799999999,1232.3092056286748,1105.8728882272928
ARMM,EQ,1,12669.294999999995,2153.1255578122045,1932.2175493846607
ARMM,EQ,1,13252.528000000006,2090.753864629105,1876.2472448178353
ARMM,EQ,1,11165.503,1097.8767322811034,985.2351810999496
ARMM,EQ,1,13535.723999999998,2637.679513753539,2367.059558811557
ARMM,EQ,1,13442.678000000005,2389.268712782757,2144.1351444223465
ARMM,EQ,1,10541.116000000002,1601.06387343807,1436.798339649824
ARMM,EQ,1,13617.343,1261.7099368613726,1132.259887164777
ARMM,EQ,1,115887.63000000006,93584.95250000007,509.402746459705
ARMM,EQ,1,31989.949000000004,15637.291298006487,1018.7428880221197
ARMM,EQ,1,86130.10200000003,63827.42450000003,373.71785142561896
ARMM,EQ,1,47048.687999999995,24746.0105,0.030279287511210173
ARMM,EQ,1,26999.949000000004,10647.291298006488,1.4244470265367088
ARMM,EQ,1,30421.098000000005,14068.440298006486,0.01289247631109002
ARMM,EQ,1,13415.059999999996,2317.608846994987,2079.825312711328
ARMM,EQ,1,62799.98399999997,40497.30649999997,0.062080707237263485
ARMM,EQ,1,29728.338000000014,13375.680298006491,4289.448059718487
ARMM,EQ,1,32550.324000000015,16197.666298006494,296.47157014057564
ARMM,EQ,1,26072.531000000003,9719.87329800648,688.4195655005725
ARMM,EQ,1,22811.916,6459.258298006484,4864.618669853551
ARMM,EQ,1,46237.68400000002,29885.026298006498,941.7697016554266
ARMM,EQ,1,47098.53900000001,30745.881298006494,1234.141056929843
ARMM,EQ,1,11640.142999999993,3243.5226028587017,2910.742542129505
ARMM,EQ,1,25029.734,8677.07629800648,2.3144277829194744
ARMM,EQ,1,21517.90200000001,5165.244298006492,4653.261021135549
ARMM,EQ,1,20142.824,3902.6936330799795,3506.9701827647914
ARMM,EQ,1,71921.03900000003,49618.361500000006,0.05002247230457984
ARMM,EQ,1,57718.390999999996,35415.7135,0.08702357173727597
ARMM,EQ,1,15395.438,2052.4302989667326,1841.853835229307
ARMM,EQ,1,14412.153,3042.073034503028,2729.962487269093
ARMM,EQ,1,74586.55500000002,52283.87750000001,0.07349983410453248
ARMM,EQ,1,23192.081999999995,6839.424298006477,3039.690490770911
ARMM,EQ,1,17391.08399999999,1876.6676857916527,1684.1199735219468
ARMM,EQ,1,13815.745999999906,1836.7232288664593,1648.2587271240382
ARMM,EQ,1,17688.86499999998,4009.789574530036,3598.3850358696404
ARMM,EQ,1,151353.05,129050.3725,87.59457755191843
ARMM,EQ,1,32430.111000000008,16077.453298006492,13920.019509383515
ARMM,EQ,1,27489.965000000004,11137.307298006486,3202.223357967253
ARMM,EQ,1,20776.736,4424.07829800648,4123.981941921495
ARMM,EQ,1,24272.64500000001,7919.98729800649,1574.3077250327387
ARMM,EQ,1,22771.412,6418.754298006483,3709.697543992532
ARMM,EQ,1,64823.21900000003,42520.541500000014,0.02661088079664501
ARMM,EQ,1,21625.788999999982,5273.131298006465,5112.137835542246
ARMM,EQ,1,19905.673999999988,3650.381697016957,3277.7317664051616
ARMM,EQ,1,16976.407999999967,1704.6808671890585,1529.770189098553
ARMM,EQ,1,21900.822,9550.773674597227,8570.883325143435
ARMM,EQ,1,34364.492,18011.83429800648,799.8563072782878
ARMM,EQ,1,16330.424999999937,925.1286583567596,830.1934186695787
ARMM,EQ,1,88954.83600000002,66652.1585,47.6544692227285
ARMM,EQ,1,18499.889,2616.0882103675426,2347.679964094935
ARMM,EQ,1,10899.349999999966,3309.4123622838274,2969.865777985109
ARMM,EQ,1,16323.756000000007,7302.626743336028,6553.393748980533
ARMM,EQ,1,46557.78100000001,30205.12329800649,507.5314689057511
ARMM,EQ,1,24813.604000000007,8460.946298006485,0.7363634939168038
ARMM,EQ,1,21868.142999999982,5515.485298006469,5163.677878808026
ARMM,EQ,1,135539.14,113236.46250000002,177.29926359971813
ARMM,EQ,1,16666.90199999999,4453.917741517483,3996.9525074009857
ARMM,EQ,1,15294.698,3082.755956283121,2766.4684917935624
ARMM,EQ,1,31865.129000000008,15512.471298006492,2052.4597667778344
ARMM,EQ,1,20687.771000000004,5986.501229837695,5372.299737718824
ARMM,EQ,1,11868.832,4785.703954340174,4294.70118231836
ARMM,EQ,1,16596.478999999992,4083.832291355978,3664.8362355548907
ARMM,EQ,1,15923.283999999996,3010.677744390353,2701.784918959487
ARMM,EQ,1,19582.527,4341.508219322048,3896.078194190563
ARMM,EQ,1,26568.81099999999,10216.153298006477,904.1115644011563
ARMM,EQ,1,31955.13900000001,15602.481298006493,998.2850661384247
ARMM,EQ,1,17021.52699999999,5026.159484314427,4510.48270531766
ARMM,EQ,1,57369.647999999994,41016.99029800647,1400.0443549839815
ARMM,EQ,1,23259.92,8678.365642204155,7787.984947044849
ARMM,EQ,1,21151.076000000005,7695.865193681987,6906.286823340066
ARMM,EQ,1,24809.82200000001,8457.16429800649,1032.6841738130374
ARMM,EQ,1,20037.805,8252.41399463102,7405.7349755368505
ARMM,EQ,1,19703.607000000007,8823.936528316488,7918.620589343376
ARMM,EQ,1,21984.320000000007,7623.676351822521,6841.504393453493
ARMM,EQ,1,91218.42199999999,68915.7445,370.19713793177084
ARMM,EQ,1,24011.458999999995,10014.566803906999,8987.090015050813
ARMM,EQ,1,12722.372000000005,5726.7201424675595,5139.171602609309
ARMM,EQ,1,10973.9,4210.0830605782785,3778.138056564362
ARMM,EQ,1,18948.289000000008,7870.933151121367,7063.393204133384
ARMM,EQ,1,17829.258000000005,7579.532197157238,6801.889329257385
ARMM,EQ,1,24965.461000000007,8660.324318801828,7780.973022784106
ARMM,EQ,1,26197.68900000001,10575.022915799853,9501.921171512427
ARMM,EQ,1,41797.527,25444.869298006484,1230.4861705185679
ARMM,EQ,1,23594.47700000001,7241.819298006491,6128.795389431698
ARMM,EQ,1,17355.432000000004,4845.4309495799325,4348.300688525659
ARMM,EQ,1,27265.754000000008,11336.23394350996,10178.113872789527
ARMM,EQ,1,33564.16000000002,17211.502298006493,5201.759524282697
ARMM,EQ,1,30461.307000000008,14108.649298006492,8262.829915683878
ARMM,EQ,1,27436.577999999998,11083.920298006484,3382.5364350805953
ARMM,EQ,1,27390.865,12505.719533066083,11222.660981445686
ARMM,EQ,1,17746.475000000002,2086.336498370939,1872.2830903511374
ARMM,EQ,1,15868.706000000007,6789.817099859194,6093.197215583184
ARMM,EQ,1,15656.256000000007,6665.460269064305,5981.5991144864865
ARMM,EQ,1,18050.977000000006,7825.765168514602,7022.859354427956
ARMM,EQ,1,11319.878000000002,3816.6769643854796,3425.0945364428667
ARMM,EQ,1,16887.494000000002,7856.662653174773,7050.586827013893
ARMM,EQ,1,26400.69100000001,12408.45187590234,11135.372766007791
ARMM,EQ,1,94694.65600000002,72391.97850000001,500.04547043750574
ARMM,EQ,1,109677.98000000004,87375.3025,0.04955604618320522
ARMM,EQ,1,29495.68000000001,13143.022298006492,158.90277207094712
ARMM,EQ,1,23829.500000000004,7476.842298006485,1422.5775945484577
ARMM,EQ,1,45414.45300000002,29061.7952980065,437.9149828391272
ARMM,EQ,1,21020.487999999998,4667.830298006484,939.7210545999777
ARMM,EQ,1,50009.258000000016,33656.600298006495,2228.422988220348
ARMM,EQ,1,69618.69500000004,53266.0372980065,3774.2335365206745
ARMM,EQ,1,88180.22699999998,71827.56929800646,516.3251844688684
ARMM,EQ,1,18537.318,2184.6602980064818,837.5720282515802
ARMM,EQ,1,15421.942000000005,7002.265001720752,6283.848443008172
ARMM,EQ,1,18944.676000000003,7831.2509493565185,7027.782306557541
ARMM,EQ,1,22283.68899999999,5931.031298006475,776.9776331969592
ARMM,EQ,1,59133.09400000003,42780.436298006505,417.6033388766472
ARMM,EQ,1,23404.613000000005,9590.691883270014,8606.708578331065
ARMM,EQ,1,24715.36700000001,8953.070824868593,8037.17943048961
ARMM,EQ,1,16872.609000000004,7422.361455018467,6660.8439499361975
ARMM,EQ,1,14646.375000000005,6703.584975406883,6015.8123121492545
ARMM,EQ,1,20542.379,4189.721298006483,30.562859998836203
ARMM,EQ,1,35660.316000000006,19307.65829800649,2474.5289194653524
ARMM,EQ,1,58101.75000000001,41749.092298006486,555.5942669637659
ARMM,EQ,1,21375.674000000006,7986.150395809709,7166.789419995625
ARMM,EQ,1,21290.01,8802.536989627366,7899.416594944468
ARMM,EQ,1,21300.088000000003,4947.430298006486,20.6103082106736
ARMM,EQ,1,19360.771000000004,3170.310947523492,2845.09057416654
ARMM,EQ,1,18619.412,3023.929883224448,2713.6815135954234
ARMM,EQ,1,20754.609000000008,4401.951298006491,769.747570374191
ARMM,EQ,1,21125.160000000003,4772.502298006486,2138.6862479032998
ARMM,EQ,1,15096.341999999999,5761.95034333779,5170.787264517398
ARMM,EQ,1,17920.682000000004,6069.889066723483,5447.132171060295
ARMM,EQ,1,18558.637,6805.210713881638,6107.011479608243
ARMM,EQ,1,27171.596000000005,11509.489580370779,10331.184928867991
ARMM,EQ,1,21986.119000000006,8319.61596313252,7466.042173997845
ARMM,EQ,1,29024.096,12671.438298006484,6854.39414182817
ARMM,EQ,1,19983.454999999994,8849.706370501153,7941.744066308968
ARMM,EQ,1,19451.166,6798.010043235719,6100.547074173567
ARMM,EQ,1,57683.86700000001,41331.20929800649,5450.835501317257
ARMM,EQ,1,33965.03500000002,17612.377298006493,2732.223623211144
ARMM,EQ,1,35492.949000000015,19140.29129800649,949.6340509383837
ARMM,EQ,1,31432.369,15079.711298006485,2157.4765202006665
ARMM,EQ,1,32861.840000000004,16509.182298006486,3842.617780507254
ARMM,EQ,1,24064.36900000001,7711.711298006488,2431.628335226108
ARMM,EQ,1,24778.27000000001,8425.61229800649,4335.333567105609
ARMM,EQ,1,16240.928000000005,7423.2301980011935,6661.62356185292
ARMM,EQ,1,22363.04100000001,8632.033807428441,7746.406653771809
ARMM,EQ,1,21601.352000000006,6989.927899248114,6272.777099357956
ARMM,EQ,1,23784.754000000008,7432.0962980064905,977.3750941259204
ARMM,EQ,1,19694.582000000006,7383.708496437304,6626.156697520273
ARMM,EQ,1,22718.94100000001,8327.979830136259,7473.5479271557215
ARMM,EQ,1,20422.482000000004,5530.463044382778,4963.050039097174
ARMM,EQ,1,15305.591000000004,3656.8105269814178,3281.6300340962816
ARMM,EQ,1,19194.842000000004,9133.325306304105,8196.26677816427
ARMM,EQ,1,19761.375000000004,7405.009531562651,6645.272294598357
ARMM,EQ,1,16993.393000000007,4929.578034247216,4423.814472542722
ARMM,EQ,1,18867.148000000005,7597.986754415964,6818.450490662752
ARMM,EQ,1,20835.127000000004,9800.706485961053,8795.176157579313
ARMM,EQ,1,27180.305000000004,11988.728510392473,10759.071391007186
ARMM,EQ,1,37058.65200000002,20705.994298006488,889.3437308603417
ARMM,EQ,1,18815.473000000005,6104.7301138769835,5478.39860554321
ARMM,EQ,1,22659.55300000001,10441.379278002083,9370.117369566491
ARMM,EQ,1,23567.92400000001,7215.26629800649,1595.478524040038
ARMM,EQ,1,34370.57000000001,18017.912298006497,1252.440857296966
ARMM,EQ,1,24317.359,7964.701298006483,2664.649103125782
ARMM,EQ,1,34230.09799999997,17877.44029800645,0.016277151532951218
ARMM,EQ,1,23432.034999999996,7079.377298006475,9.575955416968881
ARMM,EQ,1,31303.672,14951.014298006485,0.014900029160648396
ARMM,EQ,1,26044.132999999998,9691.475298006484,1368.117980158079
ARMM,EQ,1,24697.236000000004,8344.578298006487,1194.1391924865131
ARMM,EQ,1,97789.195,75486.5175,506.2834367426647
ARMM,EQ,1,38397.26600000002,16094.588500000007,0.1481950887909257
ARMM,EQ,1,42290.500000000015,19987.822500000006,0.02983934497056968
ARMM,EQ,1,23162.896000000004,6810.238298006487,1237.0624875235305
ARMM,EQ,1,32337.490000000005,15984.832298006491,813.8343969167764
ARMM,EQ,1,39244.691000000006,22892.033298006485,631.5510745124961
ARMM,EQ,1,31648.129000000004,15295.471298006487,4088.838658213731
ARMM,EQ,1,55117.58999999999,38764.93229800648,627.3803297084596
ARMM,EQ,1,47389.16000000001,25086.48250000001,0.019857764744595097
ARMM,EQ,1,38914.445,22561.78729800648,398.8114063327215
ARMM,EQ,1,61740.895000000026,45388.23729800651,468.63282410579427
ARMM,EQ,1,21247.574000000004,4894.916298006487,3436.650894644252
ARMM,EQ,1,23345.20899999999,6992.551298006471,5165.348746579106
ARMM,EQ,1,21543.236000000004,5273.596597869238,4738.108035747377
ARMM,EQ,1,19075.877000000004,2723.2192980064865,2422.6686477712
ARMM,EQ,1,28894.041000000005,12541.383298006487,1008.2948568380721
ARMM,EQ,1,22224.94499999999,5872.287298006471,2893.3353269739882
ARMM,EQ,1,68158.69499999999,45856.01749999999,0.02500280230178684
ARMM,EQ,1,39247.11299999998,16944.435499999992,0.019061932023078727
ARMM,EQ,1,40860.164,24507.50629800648,1313.7509461705167
ARMM,EQ,1,31465.031000000003,15112.37329800648,3883.4940599205092
ARMM,EQ,1,33157.059,16804.401298006484,660.5710350578479
ARMM,EQ,1,60103.85500000003,43751.1972980065,742.2329070616382
ARMM,EQ,1,39787.703000000016,23435.04529800649,979.5993850100868
ARMM,EQ,1,26244.44100000001,9891.783298006492,1810.490508936782
ARMM,EQ,1,43835.83600000002,27483.178298006493,843.3041555395746
ARMM,EQ,1,40239.371,23886.713298006478,713.1714109174661
ARMM,EQ,1,32858.781,16506.123298006485,0.5715497892084311
ARMM,EQ,1,22302.480000000003,9173.024139946188,8231.892601224345
ARMM,EQ,1,29334.951000000005,12982.293298006485,1.576996730231487
ARMM,EQ,1,20484.055000000004,4131.397298006486,325.75589455076226
ARMM,EQ,1,14867.815000000004,11830.821497532746,10617.005958573336
ARMM,EQ,1,16967.98,3661.1215833339343,3285.498785813308
ARMM,EQ,1,16436.938000000006,4900.118774078877,4397.37766586724
ARMM,EQ,1,46654.76200000001,30302.10429800649,467.8561487107756
ARMM,EQ,1,15612.133000000005,4137.501656675683,3713.0033406127973
ARMM,EQ,1,28304.041000000016,11951.38329800649,7085.3785452139355
ARMM,EQ,1,49793.04300000001,33440.385298006484,669.6312155633514
ARMM,EQ,1,40903.20700000002,24550.54929800649,0.03910309980789553
ARMM,EQ,1,138031.55000000002,115728.8725,253.1673213106941
ARMM,EQ,1,34174.70700000002,17822.049298006496,1149.2196029541044
ARMM,EQ,1,64320.97300000001,47968.315298006484,1442.8686325451972
ARMM,EQ,1,31931.35200000001,15578.694298006492,1325.8818499730378
ARMM,EQ,1,27494.529,11141.871298006485,0.3382650453562959
