region,hazard,rp,c,dc0,dc_post_reco
IVA - CALABARZON,EQ,1,21530.998,5178.340298006478,5112.747538000103
IVA - CALABARZON,EQ,1,101953.74000000002,79651.06250000001,342.7555884472675
IVA - CALABARZON,EQ,1,78327.23400000001,56024.55650000002,0.0075310494586207765
IVA - CALABARZON,EQ,1,29621.577999999958,13268.920298006438,0.9991088204998502
IVA - CALABARZON,EQ,1,134084.30000000002,111781.6225,413.64120689893934
IVA - CALABARZON,EQ,1,107497.34000000004,85194.66250000003,369.42568131402834
IVA - CALABARZON,EQ,1,136331.47,114028.7925,400.7261467682527
IVA - CALABARZON,EQ,1,89697.17200000002,67394.49450000003,0.009188111573171056
IVA - CALABARZON,EQ,1,159010.59000000005,136707.91250000006,0.015903313840468506
IVA - CALABARZON,EQ,1,231088.09000000003,208785.41250000003,194.19736987278978
IVA - CALABARZON,EQ,1,67649.81999999998,45347.14249999997,0.007798259801427266
IVA - CALABARZON,EQ,1,115370.76000000005,93068.08250000002,502.2134020728859
IVA - CALABARZON,EQ,1,48798.94500000001,26496.267500000005,506.7397379682215
IVA - CALABARZON,EQ,1,53964.316000000006,37611.65829800649,627.1730495845908
IVA - CALABARZON,EQ,1,36206.92200000001,19854.264298006492,667.5484073981257
IVA - CALABARZON,EQ,1,116576.59,94273.9125,345.5293673352045
IVA - CALABARZON,EQ,1,66814.047,44511.36950000001,0.009403941785584949
IVA - CALABARZON,EQ,1,45778.742,29426.08429800648,673.1323078559318
IVA - CALABARZON,EQ,1,25859.373000000003,9506.715298006486,0.4935025945920126
IVA - CALABARZON,EQ,1,54409.391,32106.713499999994,0.006412996397805458
IVA - CALABARZON,EQ,1,25949.99000000001,9597.332298006491,1996.6915549562145
IVA - CALABARZON,EQ,1,59194.316000000006,36891.638500000015,0.006177680260633704
IVA - CALABARZON,EQ,1,49556.80100000001,27254.123500000005,0.4100052960636569
IVA - CALABARZON,EQ,1,63110.19899999999,40807.52149999999,0.009149090917411328
IVA - CALABARZON,EQ,1,32239.263999999966,15886.606298006447,685.921934302603
IVA - CALABARZON,EQ,1,24944.769999999902,8592.112298006381,0.008973813205371956
IVA - CALABARZON,EQ,1,63543.53499999999,41240.857499999984,387.87912165050943
IVA - CALABARZON,EQ,1,115644.5,93341.8225,399.7696937576345
IVA - CALABARZON,EQ,1,82124.305,59821.62749999999,0.007291415123267148
IVA - CALABARZON,EQ,1,25585.79700000001,9233.139298006492,2.0904309714098424
IVA - CALABARZON,EQ,1,28749.291000000016,12396.63329800649,513.6497056273982
IVA - CALABARZON,EQ,1,177159.59,154856.9125,371.2013074815799
IVA - CALABARZON,EQ,1,61991.61300000001,45638.955298006484,1104.6300496869028
IVA - CALABARZON,EQ,1,43388.570000000014,27035.91229800649,850.9226160378697
IVA - CALABARZON,EQ,1,25279.47700000001,8926.819298006496,1475.9849781552662
IVA - CALABARZON,EQ,1,35035.328000000016,18682.67029800649,585.9317719531383
IVA - CALABARZON,EQ,1,16174.277999999995,1504.8353225525514,1468.682694077646
IVA - CALABARZON,EQ,1,38076.29700000001,21723.639298006492,1023.0477181333316
IVA - CALABARZON,EQ,1,57618.62499999999,35315.947499999995,0.004781498103131671
IVA - CALABARZON,EQ,1,140644.45000000007,118341.77250000006,413.59381975428437
IVA - CALABARZON,EQ,1,82523.60200000001,66170.94429800648,468.0329426081573
IVA - CALABARZON,EQ,1,35656.902,19304.244298006488,1007.9946594500424
IVA - CALABARZON,EQ,1,68489.38299999996,46186.70549999994,316.43804820914164
IVA - CALABARZON,EQ,1,89108.10900000004,66805.43150000004,307.7682389731084
IVA - CALABARZON,EQ,1,128518.80000000006,106216.1225,208.84990916349082
IVA - CALABARZON,EQ,1,105272.26,82969.58250000003,271.83009739564454
IVA - CALABARZON,EQ,1,29528.10200000001,13175.444298006487,0.013712379228961413
IVA - CALABARZON,EQ,1,108019.87000000002,85717.19250000003,361.84135550304705
IVA - CALABARZON,EQ,1,40494.04700000001,24141.38929800649,563.8254667534228
IVA - CALABARZON,EQ,1,182314.06,160011.38249999998,155.5224172687973
IVA - CALABARZON,EQ,1,52875.29700000002,30572.61950000002,512.1294203855491
IVA - CALABARZON,EQ,1,33578.668,17226.01029800648,0.0038762849565656303
IVA - CALABARZON,EQ,1,97245.60900000004,74942.93150000004,357.5200149100369
IVA - CALABARZON,EQ,1,67621.77300000003,45319.09550000001,407.0417902503875
IVA - CALABARZON,EQ,1,326000.3100000001,303697.6325000001,295.2351290116091
IVA - CALABARZON,EQ,1,58039.957,35737.27950000001,449.31457265048823
IVA - CALABARZON,EQ,1,41135.117,24782.45929800648,705.214860119064
IVA - CALABARZON,EQ,1,26078.035000000003,9725.377298006488,832.4336346048882
IVA - CALABARZON,EQ,1,87975.04699999024,2520.539028665656,0.0002938155779332552
IVA - CALABARZON,EQ,1,60486.21499999999,38183.5375,0.005315491894567703
IVA - CALABARZON,EQ,1,127267.9,104965.2225,327.75967937968534
IVA - CALABARZON,EQ,1,55184.25000000001,38831.592298006486,666.3452116765736
IVA - CALABARZON,EQ,1,34879.070000000014,18526.412298006493,0.006615844715692328
IVA - CALABARZON,EQ,1,26732.824,10380.166298006485,764.9646708534086
IVA - CALABARZON,EQ,1,38917.223,22564.56529800648,726.8021348565168
IVA - CALABARZON,EQ,1,91945.36700000004,69642.68950000002,412.7300245506923
IVA - CALABARZON,EQ,1,27451.813,11099.155298006484,0.09530899594953914
IVA - CALABARZON,EQ,1,36639.98800000001,20287.33029800649,0.036461901081629736
IVA - CALABARZON,EQ,1,64175.105,41872.42749999998,365.67654899346985
IVA - CALABARZON,EQ,1,81352.57000000004,64999.91229800652,557.8630785792492
IVA - CALABARZON,EQ,1,58602.664000000026,36299.98650000001,0.012850941445743095
IVA - CALABARZON,EQ,1,99156.34400000004,76853.66650000004,167.10489062574794
IVA - CALABARZON,EQ,1,70388.18800000002,54035.530298006495,628.3948091565727
IVA - CALABARZON,EQ,1,32925.10500000002,16572.447298006497,868.6956531133806
IVA - CALABARZON,EQ,1,229239.61,206936.9325,282.54767631959595
IVA - CALABARZON,EQ,1,84324.04699999999,62021.3695,431.1081664887877
IVA - CALABARZON,EQ,1,50803.74200000001,28501.06450000001,0.009059804522765452
IVA - CALABARZON,EQ,1,97929.60199999998,75626.92449999996,262.92738595315234
IVA - CALABARZON,EQ,1,85497.09400000001,63194.41650000002,340.72077020303027
IVA - CALABARZON,EQ,1,105416.99,83114.3125,389.70968792374083
IVA - CALABARZON,EQ,1,91274.852,68972.17450000001,389.1787579306633
IVA - CALABARZON,EQ,1,212258.9100000001,189956.23250000007,268.7917254165352
IVA - CALABARZON,EQ,1,33578.60500000002,17225.947298006493,927.8754153836063
IVA - CALABARZON,EQ,1,39149.066,22796.408298006478,7643.106935960952
IVA - CALABARZON,EQ,1,38119.133000000016,15816.455500000016,0.1150438079933624
IVA - CALABARZON,EQ,1,73598.508,57245.85029800647,516.1449800609183
IVA - CALABARZON,EQ,1,37164.844,14862.166499999998,0.1595206475020673
IVA - CALABARZON,EQ,1,46858.71900000001,24556.04150000001,0.2423074007405552
IVA - CALABARZON,EQ,1,87412.60900000003,71059.95129800649,490.81170000023616
IVA - CALABARZON,EQ,1,42106.691000000006,19804.013500000005,0.15600583374344187
IVA - CALABARZON,EQ,1,60993.58199999999,44640.92429800648,442.28578151780283
IVA - CALABARZON,EQ,1,67082.29699999999,44779.61949999999,0.007456976053474472
IVA - CALABARZON,EQ,1,53440.562999999995,31137.8855,0.01017762146707124
IVA - CALABARZON,EQ,1,135392.08999999252,2579.994545175818,0.0003779590969535989
IVA - CALABARZON,EQ,1,66136.56300000001,49783.905298006495,567.6386785529043
IVA - CALABARZON,EQ,1,43661.820000000014,27309.162298006493,736.7010432826896
IVA - CALABARZON,EQ,1,137060.91000000006,114758.23250000006,384.94629417798865
IVA - CALABARZON,EQ,1,39466.258,23113.600298006484,588.5848477863831
IVA - CALABARZON,EQ,1,247315.41000000003,225012.7325,222.77489134545417
IVA - CALABARZON,EQ,1,128381.70000000006,106079.02250000004,223.518891633015
IVA - CALABARZON,EQ,1,108113.27,85810.59249999997,369.43720828330703
IVA - CALABARZON,EQ,1,294974.6900000002,272672.0125000002,249.40215967959026
IVA - CALABARZON,EQ,1,54838.832,38486.17429800649,469.322003187911
IVA - CALABARZON,EQ,1,19413.084000000006,7876.427635177299,7687.425607342855
IVA - CALABARZON,EQ,1,87269.516,64966.83850000001,497.6933719427336
IVA - CALABARZON,EQ,1,25485.46500000001,9132.80729800649,1247.0324191773718
IVA - CALABARZON,EQ,1,67439.727,45137.0495,324.97308377278017
IVA - CALABARZON,EQ,1,90644.125,68341.4475,240.39955024239757
IVA - CALABARZON,EQ,1,169358.52999999994,147055.85249999998,411.5677005269751
IVA - CALABARZON,EQ,1,103213.41000000003,80910.73250000004,369.5828703268756
IVA - CALABARZON,EQ,1,140019.47000000006,117716.79250000005,447.042021701654
IVA - CALABARZON,EQ,1,146346.80999999994,124044.13249999993,342.2419086901712
IVA - CALABARZON,EQ,1,34582.168000000005,18229.510298006488,636.1231299206786
IVA - CALABARZON,EQ,1,32763.668000000016,16411.01029800649,705.5041084706756
IVA - CALABARZON,EQ,1,41531.56999999995,25178.91229800643,740.9089164733422
IVA - CALABARZON,EQ,1,107494.88000000002,91142.2222980065,734.0690218988191
IVA - CALABARZON,EQ,1,60696.16800000001,44343.510298006484,534.0913059587931
IVA - CALABARZON,EQ,1,14805.645000000004,3085.0695540361658,3011.040510828938
IVA - CALABARZON,EQ,1,39215.895,22863.23729800649,602.3162447373326
IVA - CALABARZON,EQ,1,256527.38000000003,234224.70250000004,276.40596991755456
IVA - CALABARZON,EQ,1,40963.883000000016,24611.225298006488,576.0902031804895
IVA - CALABARZON,EQ,1,38057.945,15755.267499999998,0.22771697264407745
IVA - CALABARZON,EQ,1,44597.36300000001,22294.685500000003,0.014384522955059915
IVA - CALABARZON,EQ,1,46401.06599999999,30048.408298006474,425.61667965012293
IVA - CALABARZON,EQ,1,32604.215000000015,16251.557298006494,962.3635345802595
IVA - CALABARZON,EQ,1,47775.97300000001,25473.295500000004,0.2159345144720777
IVA - CALABARZON,EQ,1,21063.496000000006,4710.838298006485,4647.236755017191
IVA - CALABARZON,EQ,1,21082.120999999985,4729.463298006467,4679.992354575269
IVA - CALABARZON,EQ,1,32227.922000000013,15875.264298006494,809.6961245905817
IVA - CALABARZON,EQ,1,26706.35900000001,10353.70129800649,1192.6756370261592
IVA - CALABARZON,EQ,1,42734.02700000002,26381.369298006488,496.4322975717566
IVA - CALABARZON,EQ,1,142587.39,120284.7125,279.01457677121624
IVA - CALABARZON,EQ,1,45431.984,23129.3065,0.057368751121837126
IVA - CALABARZON,EQ,1,58098.67199999999,35795.994499999986,0.006546762495296796
IVA - CALABARZON,EQ,1,68150.68,45848.00249999999,332.2184073776994
IVA - CALABARZON,EQ,1,42412.27700000002,26059.619298006503,577.2134305872484
IVA - CALABARZON,EQ,1,58003.80100000001,41651.14329800649,447.40799330423624
IVA - CALABARZON,EQ,1,130530.66000000002,108227.9825,251.70313844768447
IVA - CALABARZON,EQ,1,99348.07800000004,77045.40050000003,317.9415099001408
IVA - CALABARZON,EQ,1,98861.32800000001,76558.65049999999,314.48729590236667
IVA - CALABARZON,EQ,1,60226.21100000001,37923.53350000001,382.54546901459776
IVA - CALABARZON,EQ,1,97962.24200000004,75659.56450000004,189.9895243331692
IVA - CALABARZON,EQ,1,69070.484,46767.80649999999,0.006811627200314442
IVA - CALABARZON,EQ,1,78620.367,62267.70929800648,483.9002824064332
IVA - CALABARZON,EQ,1,15034.302999999994,1282.7671567166776,1251.9527530431724
IVA - CALABARZON,EQ,1,63725.00800000003,47372.35029800652,632.0449316974411
IVA - CALABARZON,EQ,1,202967.42,180664.7425,314.05939420451614
IVA - CALABARZON,EQ,1,28867.715000000004,12515.057298006486,902.1191239426724
IVA - CALABARZON,EQ,1,82557.547,60254.86949999999,413.47377547103315
IVA - CALABARZON,EQ,1,43394.40200000002,27041.744298006488,489.04734070710487
IVA - CALABARZON,EQ,1,95964.406,73661.72849999997,388.4195983959227
IVA - CALABARZON,EQ,1,49628.83200000001,33276.17429800649,649.5830041297393
IVA - CALABARZON,EQ,1,22792.105,6439.447298006482,1245.2040803281172
IVA - CALABARZON,EQ,1,59209.92200000003,36907.244500000015,0.03764736645516225
IVA - CALABARZON,EQ,1,46073.73799999999,23771.06049999999,0.044416716454586655
IVA - CALABARZON,EQ,1,35519.121,13216.443499999998,0.4507902179151055
IVA - CALABARZON,EQ,1,21570.43399999999,5217.776298006473,5108.135233401237
IVA - CALABARZON,EQ,1,83865.039,61562.3615,0.012254594050124409
IVA - CALABARZON,EQ,1,56494.63700000003,34191.95950000001,0.0058565849650331825
IVA - CALABARZON,EQ,1,32880.328,16527.670298006484,611.4669577219465
IVA - CALABARZON,EQ,1,36445.562999999995,20092.905298006484,558.1322139851518
IVA - CALABARZON,EQ,1,41730.879000000015,25378.22129800649,948.114622498474
IVA - CALABARZON,EQ,1,27503.43900000001,11150.781298006486,1737.0540548658828
IVA - CALABARZON,EQ,1,67400.64800000003,45097.97050000001,0.009905026889999271
IVA - CALABARZON,EQ,1,24064.870999999894,7712.213298006376,0.004195841974868367
IVA - CALABARZON,EQ,1,61186.57400000002,44833.916298006516,448.64460766611364
IVA - CALABARZON,EQ,1,58797.15599999999,36494.47849999998,471.9415250147597
IVA - CALABARZON,EQ,1,23542.979000000007,7190.321298006485,12.647095053094795
IVA - CALABARZON,EQ,1,35828.578000000016,19475.9202980065,999.2573779306994
IVA - CALABARZON,EQ,1,37209.562999999995,20856.90529800648,659.8196703392231
IVA - CALABARZON,EQ,1,76384.977,54082.2995,0.007540619390386699
IVA - CALABARZON,EQ,1,108104.19999999998,85801.52249999998,0.01326828657700637
IVA - CALABARZON,EQ,1,55565.184,33262.5065,453.76586566619903
IVA - CALABARZON,EQ,1,58079.13700000003,41726.479298006496,625.6593590054894
IVA - CALABARZON,EQ,1,56187.16400000002,39834.50629800649,631.9115371111956
IVA - CALABARZON,EQ,1,41596.883,25244.22529800648,435.32932660868784
IVA - CALABARZON,EQ,1,81165.86700000003,58863.18950000003,0.01638003520541281
IVA - CALABARZON,EQ,1,77179.75800000003,54877.08050000001,0.04590941543724016
IVA - CALABARZON,EQ,1,91617.93800000004,69315.26050000003,376.22016523354125
IVA - CALABARZON,EQ,1,78110.5,55807.8225,0.007365862602910056
IVA - CALABARZON,EQ,1,90528.16400000003,74175.50629800651,820.4956570388671
IVA - CALABARZON,EQ,1,114753.4,92450.7225,0.0112102113181868
IVA - CALABARZON,EQ,1,33651.559000000016,17298.901298006494,709.8328687907131
IVA - CALABARZON,EQ,1,147945.76999999993,125643.09249999994,276.30431906849583
IVA - CALABARZON,EQ,1,56214.15200000001,39861.4942980065,2706.878816165985
IVA - CALABARZON,EQ,1,70222.07800000001,53869.42029800649,6581.604483002336
IVA - CALABARZON,EQ,1,85597.531,69244.87329800648,517.3285806711515
IVA - CALABARZON,EQ,1,28019.00000000001,11666.342298006497,951.4082204162328
IVA - CALABARZON,EQ,1,47756.66,25453.982499999995,0.00591475282097643
IVA - CALABARZON,EQ,1,96494.844,74192.1665,0.013700284831255368
IVA - CALABARZON,EQ,1,63696.656,41393.9785,0.006633654931933218
IVA - CALABARZON,EQ,1,66307.04700000004,44004.36950000003,460.3573166322265
IVA - CALABARZON,EQ,1,143568.17000000007,121265.49250000008,375.78105699719634
IVA - CALABARZON,EQ,1,84936.50800000003,62633.83050000001,0.008824947085636501
IVA - CALABARZON,EQ,1,101944.7,79642.0225,346.2017016880376
IVA - CALABARZON,EQ,1,110850.60000000002,94497.9422980065,532.3249532412957
IVA - CALABARZON,EQ,1,39766.34800000001,23413.690298006484,478.906052532868
IVA - CALABARZON,EQ,1,29942.13700000001,13589.4792980065,644.8715653020414
IVA - CALABARZON,EQ,1,185959.58,163656.90250000005,220.18088465717634
IVA - CALABARZON,EQ,1,43512.683999998844,13248.629406606837,0.0008252076635224832
IVA - CALABARZON,EQ,1,38287.437999999995,21934.780298006484,1779.4739836279389
IVA - CALABARZON,EQ,1,82218.50000000003,65865.84229800651,1249.1879928299745
IVA - CALABARZON,EQ,1,154062.46999999994,131759.79249999995,0.015635990850620892
IVA - CALABARZON,EQ,1,29121.536999999968,12768.87929800645,1246.492660837947
IVA - CALABARZON,EQ,1,124362.22000000006,102059.54250000004,331.87620419744064
IVA - CALABARZON,EQ,1,73436.55500000001,51133.8775,486.22006809936
IVA - CALABARZON,EQ,1,59503.21900000003,43150.56129800651,575.2808065420811
IVA - CALABARZON,EQ,1,143682.64000000007,121379.96250000002,506.2646208420444
IVA - CALABARZON,EQ,1,84084.18800000002,67731.5302980065,598.2352218645643
IVA - CALABARZON,EQ,1,199260.00000000003,176957.32250000004,229.7921694508525
IVA - CALABARZON,EQ,1,35687.01600000002,19334.358298006493,558.4823081898037
IVA - CALABARZON,EQ,1,36643.66000000002,20291.0022980065,969.1159031112641
IVA - CALABARZON,EQ,1,147005.83,124703.15249999998,376.96686228263985
IVA - CALABARZON,EQ,1,175968.27000000008,153665.5925000001,278.93024426615267
IVA - CALABARZON,EQ,1,45801.01200000001,29448.35429800649,1172.5066372332901
IVA - CALABARZON,EQ,1,96258.961,73956.28349999999,0.014428926146644469
IVA - CALABARZON,EQ,1,24381.28499999999,8028.62729800647,10.724214880049825
IVA - CALABARZON,EQ,1,84993.29699999999,62690.61949999999,0.011490840919664734
IVA - CALABARZON,EQ,1,47972.48799999999,31619.830298006476,672.3445402890975
IVA - CALABARZON,EQ,1,103976.55000000002,81673.87250000001,398.96955301392023
IVA - CALABARZON,EQ,1,66735.71899999997,44433.04149999999,0.007911320189216491
IVA - CALABARZON,EQ,1,808680.5600000002,786377.8825000002,206.7852617113197
IVA - CALABARZON,EQ,1,39143.789,22791.13129800649,804.2911509400626
IVA - CALABARZON,EQ,1,100825.98,78523.30250000003,0.011345939424924291
IVA - CALABARZON,EQ,1,85778.27300000003,69425.61529800651,2503.3998895983505
IVA - CALABARZON,EQ,1,75221.43,52918.75249999999,429.4306277382202
IVA - CALABARZON,EQ,1,83072.617,60769.93949999999,467.883162349521
IVA - CALABARZON,EQ,1,415752.08999999537,12066.73472942131,0.0013973781875585489
IVA - CALABARZON,EQ,1,38770.49200000002,22417.834298006503,772.1009499625181
IVA - CALABARZON,EQ,1,63148.39100000003,40845.71350000001,527.2725322336752
IVA - CALABARZON,EQ,1,31124.89100000001,14772.233298006497,0.01189582740343801
IVA - CALABARZON,EQ,1,32603.111000000004,16250.453298006485,1170.9095449398285
IVA - CALABARZON,EQ,1,127703.43,105400.7525,343.0155814177945
IVA - CALABARZON,EQ,1,72113.34400000001,49810.6665,411.0103091152798
IVA - CALABARZON,EQ,1,103824.56000000004,81521.8825,486.43292248409807
IVA - CALABARZON,EQ,1,13324.021000000002,2877.5007851653168,2808.4525429060313
IVA - CALABARZON,EQ,1,60643.04300000001,44290.385298006484,768.4073352307222
IVA - CALABARZON,EQ,1,23793.051,7440.393298006481,1938.405308456864
IVA - CALABARZON,EQ,1,36280.055000000015,19927.39729800649,0.01985099806491101
IVA - CALABARZON,EQ,1,47517.875,31165.21729800648,644.1317663423788
IVA - CALABARZON,EQ,1,60374.46899999993,38071.79149999992,0.004041718409262036
IVA - CALABARZON,EQ,1,63654.917999999954,41352.24049999995,0.0035010810676653205
IVA - CALABARZON,EQ,1,42869.215,20566.537499999995,0.026960522186748728
IVA - CALABARZON,EQ,1,77999.76600000003,55697.08850000003,459.2406441058648
IVA - CALABARZON,EQ,1,16017.632000000005,3621.958752875438,3535.0465661921203
IVA - CALABARZON,EQ,1,30125.40200000001,13772.744298006497,876.3467627744102
IVA - CALABARZON,EQ,1,58445.32800000001,42092.67029800649,449.07752831185036
IVA - CALABARZON,EQ,1,74859.86700000001,58507.209298006484,764.5484193865738
IVA - CALABARZON,EQ,1,64622.83600000001,42320.15850000001,462.1189616637314
IVA - CALABARZON,EQ,1,329604.58999998914,14420.944614205528,0.001385176920103985
IVA - CALABARZON,EQ,1,97542.836,81190.17829800647,608.8673576998885
IVA - CALABARZON,EQ,1,87681.69500000004,65379.01750000001,0.032321705677759965
IVA - CALABARZON,EQ,1,145592.23000000007,123289.55250000002,376.3977643965242
IVA - CALABARZON,EQ,1,59623.91,37321.23250000001,0.005449438868261753
IVA - CALABARZON,EQ,1,32916.715000000004,16564.057298006494,963.7462586044077
IVA - CALABARZON,EQ,1,32094.781000000014,15742.123298006492,1177.4804078564819
IVA - CALABARZON,EQ,1,55123.613,32820.935499999985,0.04767200252519632
IVA - CALABARZON,EQ,1,74576.594,52273.91649999999,508.2231387067209
IVA - CALABARZON,EQ,1,114161.43000000002,91858.75250000002,0.021862904225770124
IVA - CALABARZON,EQ,1,40647.09400000001,24294.43629800649,0.02487369955129929
IVA - CALABARZON,EQ,1,92777.92199999999,70475.2445,0.010798288562403145
IVA - CALABARZON,EQ,1,45041.78100000001,28689.12329800649,0.08257143959182386
IVA - CALABARZON,EQ,1,61303.203,39000.52549999999,0.006622615200335877
IVA - CALABARZON,EQ,1,38937.434000000016,22584.776298006494,564.8082358095824
IVA - CALABARZON,EQ,1,42796.008000000016,26443.350298006488,813.2918126603631
IVA - CALABARZON,EQ,1,71292.719,48990.04149999999,0.006696947934538973
IVA - CALABARZON,EQ,1,102529.32000000004,80226.64250000003,0.021898010227723246
IVA - CALABARZON,EQ,1,43323.41800000001,21020.74050000001,0.00987703269736626
IVA - CALABARZON,EQ,1,35932.504,19579.846298006483,569.8672042342231
IVA - CALABARZON,EQ,1,21613.49200000001,5260.834298006492,5135.844120365415
IVA - CALABARZON,EQ,1,107294.66,84991.9825,433.2251115685972
IVA - CALABARZON,EQ,1,44750.727,22448.0495,0.009676763014412556
IVA - CALABARZON,EQ,1,40484.699,24132.041298006483,916.4595161272052
IVA - CALABARZON,EQ,1,62411.70700000003,46059.049298006496,465.61793690226546
IVA - CALABARZON,EQ,1,37595.422,21242.76429800648,651.5084335209543
IVA - CALABARZON,EQ,1,12612.278999999999,9454.78715400182,9227.906802150292
IVA - CALABARZON,EQ,1,48699.16800000001,32346.510298006488,431.2767247182917
IVA - CALABARZON,EQ,1,200248.20000000004,177945.52250000005,0.017795776672796783
IVA - CALABARZON,EQ,1,165830.91,143528.2325,521.5191431228219
IVA - CALABARZON,EQ,1,64214.219000000005,41911.5415,0.008311241124797041
IVA - CALABARZON,EQ,1,57493.56600000003,41140.908298006514,1018.7142872981303
IVA - CALABARZON,EQ,1,35408.625000000015,19055.967298006493,397.79537058485175
IVA - CALABARZON,EQ,1,103185.66,80882.9825,0.014931941505336856
IVA - CALABARZON,EQ,1,151624.52,129321.84249999994,0.017883689431671557
IVA - CALABARZON,EQ,1,56318.96900000001,34016.29150000001,506.1051656172024
IVA - CALABARZON,EQ,1,94713.64100000003,72410.96350000003,512.4733261044179
IVA - CALABARZON,EQ,1,78692.19500000004,56389.517500000016,0.02082568132704016
IVA - CALABARZON,EQ,1,58642.34799999999,36339.6705,464.869738301746
IVA - CALABARZON,EQ,1,40719.754000000015,24367.09629800649,666.8585171057501
IVA - CALABARZON,EQ,1,49697.640999999996,33344.98329800648,492.18951084495615
IVA - CALABARZON,EQ,1,239954.97000000012,217652.29250000007,241.7912767631645
IVA - CALABARZON,EQ,1,74493.72700000001,58141.069298006485,513.7081222284412
IVA - CALABARZON,EQ,1,43454.67200000001,21151.994500000004,0.9044876848942186
IVA - CALABARZON,EQ,1,115929.35000000002,93626.67250000002,501.2068034573506
IVA - CALABARZON,EQ,1,118437.25,96134.57250000002,0.012538475809408471
IVA - CALABARZON,EQ,1,29088.313,12735.655298006486,921.8731032916687
IVA - CALABARZON,EQ,1,80461.516,58158.83850000001,0.00796109491831217
IVA - CALABARZON,EQ,1,84503.23400000001,62200.55650000001,491.5901520959362
IVA - CALABARZON,EQ,1,50721.37899999999,34368.72129800647,492.8667319628582
IVA - CALABARZON,EQ,1,44583.05900000001,28230.401298006494,1018.9256315033847
IVA - CALABARZON,EQ,1,80031.031,57728.3535,0.006765616796697479
IVA - CALABARZON,EQ,1,252504.53000000012,230201.85250000012,364.5915710145052
IVA - CALABARZON,EQ,1,57358.65199999997,35055.97449999998,0.008542942992552392
IVA - CALABARZON,EQ,1,61861.88299999999,39559.20549999998,513.1734480260875
IVA - CALABARZON,EQ,1,77001.28900000003,54698.61150000003,0.008468890675922566
IVA - CALABARZON,EQ,1,81558.51600000003,59255.83850000003,0.007892123304086262
IVA - CALABARZON,EQ,1,32750.718999999986,16398.061298006472,791.9080461297618
IVA - CALABARZON,EQ,1,84343.85200000003,67991.1942980065,505.96735496236784
IVA - CALABARZON,EQ,1,205012.4400000001,182709.76250000007,168.13917308999692
IVA - CALABARZON,EQ,1,63234.91,40932.2325,496.00281431261874
IVA - CALABARZON,EQ,1,175170.50000000006,152867.8225,0.018027361220584688
IVA - CALABARZON,EQ,1,149605.42,127302.7425,0.017123255690674827
IVA - CALABARZON,EQ,1,57854.93400000001,41502.27629800649,467.6159396756036
IVA - CALABARZON,EQ,1,88398.01600000002,66095.33850000001,0.009261264933350215
IVA - CALABARZON,EQ,1,59374.324,37071.6465,529.0272899369675
IVA - CALABARZON,EQ,1,45192.258,22889.5805,0.07394098382589015
IVA - CALABARZON,EQ,1,50191.18400000001,27888.50650000001,0.005505238888150952
IVA - CALABARZON,EQ,1,78578.02300000003,56275.3455,0.007277170143268184
IVA - CALABARZON,EQ,1,79662.414,57359.7365,0.012133620492610731
IVA - CALABARZON,EQ,1,37517.90999999998,21165.252298006464,0.04147685832103479
IVA - CALABARZON,EQ,1,57101.99200000001,40749.33429800649,458.4959993393607
IVA - CALABARZON,EQ,1,125559.99000000002,103257.3125,414.32427657100646
IVA - CALABARZON,EQ,1,210828.89000000004,188526.21250000005,335.9393118801507
IVA - CALABARZON,EQ,1,83297.16400000003,66944.5062980065,494.26461391354775
IVA - CALABARZON,EQ,1,44036.707,27684.049298006485,527.7076523210907
IVA - CALABARZON,EQ,1,25333.490000000005,8980.832298006488,1.039325527216938
IVA - CALABARZON,EQ,1,63770.683999999994,41468.0065,0.04039406130609703
IVA - CALABARZON,EQ,1,59240.05500000002,36937.37750000002,0.006684434211828918
IVA - CALABARZON,EQ,1,47763.82400000002,25461.146500000013,0.5593774299584917
IVA - CALABARZON,EQ,1,60651.211,38348.53349999998,510.5462275752756
IVA - CALABARZON,EQ,1,82927.37500000001,60624.69750000001,464.45084849186884
IVA - CALABARZON,EQ,1,70558.28100000003,54205.62329800648,568.2709295908703
IVA - CALABARZON,EQ,1,105663.58999998943,3533.0926370589136,0.0003817862910607931
IVA - CALABARZON,EQ,1,195223.08,172920.40249999994,237.89183499017918
IVA - CALABARZON,EQ,1,104990.34000000004,82687.66250000003,361.890984550792
IVA - CALABARZON,EQ,1,67766.0309999999,45463.353499999896,0.00598889601440463
IVA - CALABARZON,EQ,1,60377.98799999999,38075.310499999985,0.009548225646817862
IVA - CALABARZON,EQ,1,35207.727,18855.06929800648,0.016791911363907692
IVA - CALABARZON,EQ,1,113608.95,91306.2725,0.011073591779506644
IVA - CALABARZON,EQ,1,23220.24600000001,6867.588298006493,454.45619746840623
IVA - CALABARZON,EQ,1,95529.359,73226.68149999999,364.4941690066562
IVA - CALABARZON,EQ,1,60325.75400000003,38023.076500000025,0.006715268452400775
IVA - CALABARZON,EQ,1,44457.780999999995,22155.1035,0.0114720524787422
IVA - CALABARZON,EQ,1,46493.28500000001,30140.627298006493,483.7691368060188
IVA - CALABARZON,EQ,1,35673.551,13370.873499999998,0.5227655353328656
IVA - CALABARZON,EQ,1,69561.625,47258.9475,446.4592409382877
IVA - CALABARZON,EQ,1,99047.719,76745.04149999999,0.016179200071343183
