district,hazard,rp,hhid,affected_cat,hhwgt,hhsize,pcinc,pov_line,ispoor,has_ew,pcinc_ae,pcwgt,hhsize_ae,pcwgt_ae,pcsoc,v,c,social,quintile,c_5,gamma_SP,k,hh_share,ew_expansion,protection,fa,v_with_ew,dk_private,dk_public,dk_other,dk0,pc_fee_BE,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min
Ampara,PF,5.0,52206088071,a,15.198702577632405,6,87877.037109375,43493.30859375,0.0,1,87877.037109375,91.19221546579442,6,91.19221546579442,0.0,0.14768752426700918,87876.07454103204,0.0,4.0,42705.9521484375,0.0,260671.5927693804,1.0,0,5,0.056825864933105825,0.14768752426700918,38497.9421828478,0.0,0.0,38497.9421828478,0.0,0.0,0.00017676460994506133,12978.199891268181,0.0,12978.199891268181,87876.07454103205,0.0,87876.07454103205,1.945503328308637,2,0.0
Ampara,PF,5.0,52206090021,a,15.198702577632405,3,61472.724609375,43493.30859375,0.0,1,61472.724609375,45.59610773289721,3,45.59610773289721,1666.6666259765625,0.0826319769295762,61472.05126283748,0.027112294705778854,2.0,42705.9521484375,2.7813715210571074e-07,177404.02845383628,1.0,0,5,0.056825864933105825,0.0826319769295762,14659.24558641128,0.0,0.0,14659.24558641128,0.0,0.0,0.00017676460994506133,4942.133279780446,0.0,4942.133279780446,61472.051262837485,0.0,61472.051262837485,3.856263792691946,2,0.0
Ampara,PF,5.0,52207003041,a,20.264955268179445,5,70286.14453125,43493.30859375,0.0,1,70286.14453125,101.32477634089723,5,101.32477634089723,0.0,0.09890020795567367,70285.37464619354,0.0,3.0,42705.9521484375,0.0,208491.34025508925,1.0,0,5,0.056825864933105825,0.09890020795567367,20619.836908185443,0.0,0.0,20619.836908185443,0.0,0.0,0.00017676460994506133,6951.238168750978,0.0,6951.238168750978,70285.37464619355,0.0,70285.37464619355,3.0715149086509435,2,0.0
Ampara,PF,5.0,52207009091,a,13.509951391752095,2,92371.330078125,43493.30859375,0.0,1,92371.330078125,27.01990278350419,2,27.01990278350419,0.0,0.2337535163461819,92370.31828117491,0.0,4.0,42705.9521484375,0.0,274003.1130967915,1.0,0,5,0.056825864933105825,0.2337535163461819,64049.191176175584,0.0,0.0,64049.191176175584,0.0,0.0,0.00017676460994506133,21591.886704240656,0.0,21591.886704240656,92370.31828117493,0.0,92370.31828117493,1.105063628083125,2,0.0
Ampara,PF,5.0,52208010041,a,13.509951391752095,4,65029.623046875,43493.30859375,0.0,1,65029.623046875,54.03980556700838,4,54.03980556700838,0.0,0.1356647897057682,65028.91073955832,0.0,2.0,42705.9521484375,0.0,192898.80467548085,1.0,0,5,0.056825864933105825,0.1356647897057682,26169.575770793166,0.0,0.0,26169.575770793166,0.0,0.0,0.00017676460994506133,8822.133500277354,0.0,8822.133500277354,65028.91073955833,0.0,65028.91073955833,2.1477909207076693,2,0.0
Ampara,PF,5.0,52208010071,a,13.509951391752095,3,64624.388671875,43493.30859375,0.0,1,64624.388671875,40.52985417525628,3,40.52985417525628,0.0,0.22117478692562156,64623.68080332633,0.0,2.0,42705.9521484375,0.0,191696.7490139469,1.0,0,5,0.056825864933105825,0.22117478692562156,42398.48761749406,0.0,0.0,42398.48761749406,0.0,0.0,0.00017676460994506133,14293.128832025086,0.0,14293.128832025086,64623.68080332634,0.0,64623.68080332634,1.1870836626383423,2,0.0
Ampara,PF,5.0,52208010101,a,13.509951391752095,2,39580.2041015625,43493.30859375,1.0,1,39580.2041015625,27.01990278350419,2,27.01990278350419,0.0,0.2320700095545832,39579.77055654631,0.0,1.0,42705.9521484375,0.0,117407.632126354,1.0,0,5,0.056825864933105825,0.2320700095545832,27246.790309343964,0.0,0.0,27246.790309343964,0.0,0.0,0.00017676460994506133,9185.277731225915,0.0,9185.277731225915,39579.77055654632,0.0,39579.77055654632,1.115525626330268,2,0.0
Ampara,PF,5.0,52208014011,a,17.36996289714508,3,61098.5390625,43493.30859375,0.0,1,61098.5390625,52.10988869143524,3,52.10988869143524,0.0,0.08820644574426888,61097.86981463459,0.0,2.0,42705.9521484375,0.0,181237.9435765589,1.0,0,5,0.056825864933105825,0.08820644574426888,15986.354836888606,0.0,0.0,15986.354836888606,0.0,0.0,0.00017676460994506133,5389.2259388949715,0.0,5389.2259388949715,61097.8698146346,0.0,61097.8698146346,3.4847621264599735,2,0.0
Ampara,PF,5.0,52209022081,a,15.198702577632405,2,65269.306640625,43493.30859375,0.0,0,65269.306640625,30.39740515526481,2,30.39740515526481,2083.333251953125,0.11456251624774018,65268.591707914406,0.031919034522980685,2.0,42705.9521484375,3.476714350392951e-07,187429.9460439094,1.0,0,5,0.056825864933105825,0.11456251624774018,21472.446238968438,0.0,0.0,21472.446238968438,0.0,0.0,0.00017676460994506133,7239.033072380649,0.0,7239.033072380649,65268.59170791441,0.0,65268.59170791441,2.7025126988196186,2,0.0
Ampara,PF,5.0,52210026081,a,20.264955268179445,6,70110.041015625,43493.30859375,0.0,1,70110.041015625,121.58973160907668,6,121.58973160907668,0.0,0.11052239224009594,70109.27305953288,0.0,3.0,42705.9521484375,0.0,207968.9605138024,1.0,0,5,0.056825864933105825,0.11052239224009594,22985.22702767149,0.0,0.0,22985.22702767149,0.0,0.0,0.00017676460994506133,7748.644576753687,0.0,7748.644576753687,70109.27305953289,0.0,70109.27305953289,2.713074289312191,2,0.0
Ampara,PF,10.0,52103068091,a,8.255579086574325,4,56740.962890625,43493.30859375,0.0,1,56740.962890625,33.0223163462973,4,33.0223163462973,0.0,0.12956220700768525,56740.341373828065,0.0,1.0,42705.9521484375,0.0,168311.9692981729,1.0,0,5,0.07059429358786591,0.12956220700768525,21806.87020808104,0.0,0.0,21806.87020808104,0.0,0.0,0.00021491252790328932,7351.403854762643,0.0,7351.403854762643,56740.34137382807,0.0,56740.34137382807,2.264833836666906,2,0.0
Ampara,PF,10.0,52103068101,a,8.255579086574325,3,44219.0185546875,43493.30859375,0.0,1,44219.0185546875,24.766737259722976,3,24.766737259722976,0.0,0.1669252131105894,44218.534198036235,0.0,1.0,42705.9521484375,0.0,131167.84971940613,1.0,0,5,0.07059429358786591,0.1669252131105894,21895.221267669633,0.0,0.0,21895.221267669633,0.0,0.0,0.00021491252790328932,7381.188244445086,0.0,7381.188244445086,44218.53419803624,0.0,44218.53419803624,1.6824377110993156,2,0.0
Ampara,PF,10.0,52104075051,a,9.172881570126677,8,53601.01171875,43493.30859375,0.0,1,53601.01171875,73.3830525610134,8,73.3830525610134,0.0,0.09116996145921576,53600.42459566611,0.0,1.0,42705.9521484375,0.0,158997.8629045765,1.0,0,5,0.07059429358786591,0.09116996145921576,14495.82903310791,0.0,0.0,14495.82903310791,0.0,0.0,0.00021491252790328932,4886.748644584481,0.0,4886.748644584481,53600.42459566612,0.0,53600.42459566612,3.3605305250097453,2,0.0
Ampara,PF,10.0,52104075071,a,9.172881570126677,4,70295.865234375,43493.30859375,0.0,1,70295.865234375,36.6915262805067,4,36.6915262805067,0.0,0.10784568693589637,70295.09524284203,0.0,3.0,42705.9521484375,0.0,208520.17499109978,1.0,0,5,0.07059429358786591,0.10784568693589637,22488.001511908475,0.0,0.0,22488.001511908475,0.0,0.0,0.00021491252790328932,7581.022834688563,0.0,7581.022834688563,70295.09524284204,0.0,70295.09524284204,2.788779268577662,2,0.0
Ampara,PF,10.0,52112046011,a,8.255579086574325,5,64872.046875,43493.30859375,0.0,1,64872.046875,41.27789543287163,5,41.27789543287163,0.0,0.1386798819412291,64871.336293706874,0.0,2.0,42705.9521484375,0.0,192431.3830024671,1.0,0,5,0.07059429358786591,0.1386798819412291,26686.36147656958,0.0,0.0,26686.36147656958,0.0,0.0,0.00021491252790328932,8996.349258581044,0.0,8996.349258581044,64871.33629370688,0.0,64871.33629370688,2.0937656519486048,2,0.0
Ampara,PF,10.0,52201056071,a,16.783298873318515,3,68505.896484375,43493.30859375,0.0,1,68505.896484375,50.34989661995554,3,50.34989661995554,0.0,0.1306434333772518,68505.14609941174,0.0,2.0,42705.9521484375,0.0,203210.5512211361,1.0,0,5,0.07059429358786591,0.1306434333772518,26548.124110013105,0.0,0.0,26548.124110013105,0.0,0.0,0.00021491252790328932,8949.7474904374,0.0,8949.7474904374,68505.14609941175,0.0,68505.14609941175,2.2432996908626004,2,0.0
Ampara,PF,10.0,52202062021,a,16.783298873318515,5,63017.61328125,43493.30859375,0.0,1,63017.61328125,83.91649436659257,5,83.91649436659257,0.0,0.135701471533984,63016.923012647545,0.0,2.0,42705.9521484375,0.0,186930.53574510905,1.0,0,5,0.07059429358786591,0.135701471533984,25366.7487752473,0.0,0.0,25366.7487752473,0.0,0.0,0.00021491252790328932,8551.489184360056,0.0,8551.489184360056,63016.92301264755,0.0,63016.92301264755,2.1471192193709308,2,0.0
Ampara,PF,10.0,52202062071,a,16.783298873318515,5,88120.763671875,43493.30859375,0.0,1,88120.763671875,83.91649436659257,5,83.91649436659257,0.0,0.15053449726871446,88119.79843385312,0.0,4.0,42705.9521484375,0.0,261394.5642456263,1.0,0,5,0.07059429358786591,0.15053449726871446,39348.89931749004,0.0,0.0,39348.89931749004,0.0,0.0,0.00021491252790328932,13265.069556660535,0.0,13265.069556660535,88119.79843385314,0.0,88119.79843385314,1.9023334877354678,2,0.0
Ampara,PF,10.0,52205081091,a,18.881220253894593,7,64327.423828125,43493.30859375,0.0,1,64327.423828125,132.16854177726213,7,132.16854177726213,0.0,0.12003680628557944,64326.71921240515,0.0,2.0,42705.9521484375,0.0,190815.85565018372,1.0,0,5,0.07059429358786591,0.12003680628557944,22904.925900898194,0.0,0.0,22904.925900898194,0.0,0.0,0.00021491252790328932,7721.573933086342,0.0,7721.573933086342,64326.71921240516,0.0,64326.71921240516,2.4713088147165365,2,0.0
Ampara,PF,10.0,52205083011,a,18.881220253894593,4,46527.7705078125,43493.30859375,0.0,0,46527.7705078125,75.52488101557837,4,75.52488101557837,0.0,0.1436959508956204,46527.260862057105,0.0,1.0,42705.9521484375,0.0,138016.3515433975,1.0,0,5,0.07059429358786591,0.1436959508956204,19832.39087417273,0.0,0.0,19832.39087417273,0.0,0.0,0.00021491252790328932,6685.77899214188,0.0,6685.77899214188,46527.26086205711,0.0,46527.26086205711,2.0089096732053564,2,0.0
Ampara,PF,10.0,52206084071,a,16.783298873318515,3,52431.380859375,43493.30859375,0.0,1,52431.380859375,50.34989661995554,3,50.34989661995554,0.0,0.18359950161863292,52430.80654793878,0.0,1.0,42705.9521484375,0.0,155528.36109734073,1.0,0,5,0.07059429358786591,0.18359950161863292,28554.929585034537,0.0,0.0,28554.929585034537,0.0,0.0,0.00021491252790328932,9626.269951664519,0.0,9626.269951664519,52430.80654793879,0.0,52430.80654793879,1.4990244142891482,2,0.0
Ampara,PF,10.0,52206085051,a,15.104989991063642,3,219795.65625,43493.30859375,0.0,1,219795.65625,45.31496997319093,3,45.31496997319093,3333.333251953125,0.22129872255073188,219793.2487002283,0.01516560112617386,5.0,42705.9521484375,5.562743042114222e-07,642096.9614648204,1.0,0,5,0.07059429358786591,0.22129872255073188,142095.23732587128,0.0,0.0,142095.23732587128,0.0,0.0,0.00021491252790328932,47903.02722726385,0.0,47903.02722726385,219793.24870022832,0.0,219793.24870022832,1.2096832005619123,2,0.0
Ampara,PF,10.0,52208011051,a,15.104989991063642,4,91348.08984375,43493.30859375,0.0,1,91348.08984375,60.419959964254566,4,60.419959964254566,0.0,0.15579189826648288,91347.08925494585,0.0,4.0,42705.9521484375,0.0,270967.8530282452,1.0,0,5,0.07059429358786591,0.15579189826648288,42214.596192463665,0.0,0.0,42214.596192463665,0.0,0.0,0.00021491252790328932,14231.136436145862,0.0,14231.136436145862,91347.08925494587,0.0,91347.08925494587,1.8267604045580583,2,0.0
Ampara,PF,10.0,52208014051,a,21.578558668924394,1,94414.1953125,43493.30859375,0.0,1,94414.1953125,21.578558668924394,1,21.578558668924394,0.0,0.18296660997769887,94413.16113885779,0.0,4.0,42705.9521484375,0.0,280062.9092844455,1.0,0,5,0.07059429358786591,0.18296660997769887,51242.161092266804,0.0,0.0,51242.161092266804,0.0,0.0,0.00021491252790328932,17274.456030855035,0.0,17274.456030855035,94413.1611388578,0.0,94413.1611388578,1.5053757192072081,2,0.0
Ampara,PF,10.0,52209017011,a,18.881220253894593,4,75055.3828125,43493.30859375,0.0,0,75055.3828125,75.52488101557837,4,75.52488101557837,5000.0,0.15191522402424418,75054.56068720038,0.06661747382583828,3.0,42705.9521484375,8.344114766885063e-07,207806.82668071962,1.0,0,5,0.07059429358786591,0.15191522402424418,31569.020628968803,0.0,0.0,31569.020628968803,0.0,0.0,0.00021491252790328932,10643.43716343499,0.0,10643.43716343499,75054.5606872004,0.0,75054.5606872004,2.040326948396352,2,0.0
Ampara,PF,10.0,52209023091,a,15.104989991063642,4,51661.93359375,43493.30859375,0.0,0,51661.93359375,60.419959964254566,4,60.419959964254566,0.0,0.14111223147431254,51661.367710517596,0.0,1.0,42705.9521484375,0.0,153245.9327078529,1.0,0,5,0.07059429358786591,0.14111223147431254,21624.87552876746,0.0,0.0,21624.87552876746,0.0,0.0,0.00021491252790328932,7290.050878646137,0.0,7290.050878646137,51661.3677105176,0.0,51661.3677105176,2.051864611791385,2,0.0
Ampara,PF,10.0,52210025011,a,21.578558668924394,5,73359.240234375,43493.30859375,0.0,1,73359.240234375,107.89279334462198,5,107.89279334462198,1333.333251953125,0.22163905512544574,73358.4366879124,0.018175396142234634,3.0,42705.9521484375,2.2250971353601914e-07,213652.03597384554,1.0,0,5,0.07059429358786591,0.22163905512544574,47353.635378870866,0.0,0.0,47353.635378870866,0.0,0.0,0.00021491252790328932,15963.86565786682,0.0,15963.86565786682,73358.43668791241,0.0,73358.43668791241,1.2120414952482186,2,0.0
Ampara,PF,10.0,52212033081,a,25.174983318439402,4,79218.85546875,43493.30859375,0.0,0,79218.85546875,100.69993327375761,4,100.69993327375761,0.0,0.19871260293691376,79217.9877385107,0.0,3.0,42705.9521484375,0.0,234988.63766542927,1.0,0,5,0.07059429358786591,0.19871260293691376,46695.20385109674,0.0,0.0,46695.20385109674,0.0,0.0,0.00021491252790328932,15741.612542943985,0.0,15741.612542943985,79217.98773851071,0.0,79217.98773851071,1.3593767659304443,2,0.0
Ampara,PF,10.0,52212042091,a,15.104989991063642,1,91905.626953125,43493.30859375,0.0,1,91905.626953125,15.104989991063642,1,15.104989991063642,250.0,0.2050880939597199,91904.62025729234,0.002720181650330379,4.0,42705.9521484375,4.1720573834425345e-08,271880.10713663866,1.0,0,5,0.07059429358786591,0.2050880939597199,55759.37295821767,0.0,0.0,55759.37295821767,0.0,0.0,0.00021491252790328932,18797.32566091432,0.0,18797.32566091432,91904.62025729235,0.0,91904.62025729235,1.3111211751100522,2,0.0
Ampara,PF,25.0,52103068051,a,9.479523009396361,4,57577.48828125,43493.30859375,0.0,1,57577.48828125,37.918092037585446,4,37.918092037585446,0.0,0.13002082245131066,57576.85760150349,0.0,2.0,42705.9521484375,0.0,170793.37300884695,1.0,0,5,0.08106036213577639,0.13002082245131066,22206.694827843763,0.0,0.0,22206.694827843763,0.0,0.0,0.00025066833219417143,7486.190379509485,0.0,7486.190379509485,57576.8576015035,0.0,57576.8576015035,2.255656125790861,2,0.0
Ampara,PF,25.0,52103068071,a,9.479523009396361,6,52361.126953125,43493.30859375,0.0,1,52361.126953125,56.877138056378165,6,56.877138056378165,0.0,0.14056390134790855,52360.55341122071,0.0,1.0,42705.9521484375,0.0,155319.96538621013,1.0,0,5,0.08106036213577639,0.14056390134790855,21832.38029190781,0.0,0.0,21832.38029190781,0.0,0.0,0.00025066833219417143,7360.003664216728,0.0,7360.003664216728,52360.55341122072,0.0,52360.55341122072,2.061183853768042,2,0.0
Ampara,PF,25.0,52202061021,a,21.680485398456124,1,63234.92578125,43493.30859375,0.0,1,63234.92578125,21.680485398456124,1,21.680485398456124,0.0,0.1232249317268401,63234.23313229722,0.0,2.0,42705.9521484375,0.0,187575.1546053602,1.0,0,5,0.08106036213577639,0.1232249317268401,23113.935619896987,0.0,0.0,23113.935619896987,0.0,0.0,0.00025066833219417143,7792.034060526418,0.0,7792.034060526418,63234.233132297224,0.0,63234.233132297224,2.398648156830762,2,0.0
Ampara,PF,25.0,52204073091,a,19.27153336849891,5,62182.845703125,43493.30859375,0.0,1,62182.845703125,96.35766684249455,5,96.35766684249455,0.0,0.07667336958044961,62182.164578217766,0.0,2.0,42705.9521484375,0.0,184454.34627241155,1.0,0,5,0.08106036213577639,0.07667336958044961,14142.73626246484,0.0,0.0,14142.73626246484,0.0,0.0,0.00025066833219417143,4767.716086018036,0.0,4767.716086018036,62182.16457821777,0.0,62182.16457821777,4.059642167306694,2,0.0
Ampara,PF,25.0,52206085081,a,17.34440415086688,3,94948.40625,43493.30859375,0.0,1,94948.40625,52.03321245260064,3,52.03321245260064,0.0,0.31154438502985005,94947.36622483439,0.0,4.0,42705.9521484375,0.0,281647.5509671143,1.0,0,5,0.08106036213577639,0.31154438502985005,87745.71306121297,0.0,0.0,87745.71306121297,0.0,0.0,0.00025066833219417143,29580.31882072,0.0,29580.31882072,94947.3662248344,0.0,94947.3662248344,0.7449600114197394,2,0.0
Ampara,PF,25.0,52206090051,a,21.680485398456124,4,65049.052734375,43493.30859375,0.0,1,65049.052734375,86.7219415938245,4,86.7219415938245,0.0,0.13311210650536467,65048.34021423365,0.0,2.0,42705.9521484375,0.0,192956.43938591532,1.0,0,5,0.08106036213577639,0.13311210650536467,25684.838110433902,0.0,0.0,25684.838110433902,0.0,0.0,0.00025066833219417143,8658.721590594268,0.0,8658.721590594268,65048.340214233656,0.0,65048.340214233656,2.195443801560592,2,0.0
Ampara,PF,25.0,52207009091,a,19.27153336849891,2,92371.330078125,43493.30859375,0.0,1,92371.330078125,38.54306673699782,2,38.54306673699782,0.0,0.2303022319611576,92370.31828117491,0.0,4.0,42705.9521484375,0.0,274003.1130967915,1.0,0,5,0.08106036213577639,0.2303022319611576,63103.52851049657,0.0,0.0,63103.52851049657,0.0,0.0,0.00025066833219417143,21273.09046711711,0.0,21273.09046711711,92370.31828117493,0.0,92370.31828117493,1.1266759481164603,2,0.0
Ampara,PF,25.0,52208010061,a,19.27153336849891,4,37919.607421875,43493.30859375,1.0,0,37919.607421875,77.08613347399564,4,77.08613347399564,0.0,0.2187971601576764,37919.19206634092,0.0,1.0,42705.9521484375,0.0,112481.7675810699,1.0,0,5,0.08106036213577639,0.2187971601576764,24610.691316253884,0.0,0.0,24610.691316253884,0.0,0.0,0.00025066833219417143,8296.611539588888,0.0,8296.611539588888,37919.192066340926,0.0,37919.192066340926,1.2036468275553112,2,0.0
Ampara,PF,25.0,52208010071,a,19.27153336849891,3,64624.388671875,43493.30859375,0.0,1,64624.388671875,57.81460010549673,3,57.81460010549673,0.0,0.21534693594814425,64623.68080332633,0.0,2.0,42705.9521484375,0.0,191696.7490139469,1.0,0,5,0.08106036213577639,0.21534693594814425,41281.3075313739,0.0,0.0,41281.3075313739,0.0,0.0,0.00025066833219417143,13916.511650687238,0.0,13916.511650687238,64623.68080332634,0.0,64623.68080332634,1.228332438697624,2,0.0
Ampara,PF,25.0,52208016061,a,19.27153336849891,8,69363.75,43493.30859375,0.0,0,69363.75,154.1722669479913,8,154.1722669479913,0.0,0.18970720157345705,69362.9902184678,0.0,2.0,42705.9521484375,0.0,205755.22101925933,1.0,0,5,0.08106036213577639,0.18970720157345705,39033.247188691836,0.0,0.0,39033.247188691836,0.0,0.0,0.00025066833219417143,13158.658767112605,0.0,13158.658767112605,69362.99021846782,0.0,69362.99021846782,1.4399091927877816,2,0.0
Ampara,PF,25.0,52209024081,a,19.27153336849891,5,89873.560546875,43493.30859375,0.0,1,89873.560546875,96.35766684249455,5,96.35766684249455,0.0,0.13094714772140265,89872.57610944861,0.0,4.0,42705.9521484375,0.0,266593.9242631786,1.0,0,5,0.08106036213577639,0.13094714772140265,34909.713982118876,0.0,0.0,34909.713982118876,0.0,0.0,0.00025066833219417143,11768.557499906972,0.0,11768.557499906972,89872.57610944862,0.0,89872.57610944862,2.2373147671604343,2,0.0
Ampara,PF,25.0,52211039031,a,17.34440415086688,5,51977.109375,43493.30859375,0.0,1,51977.109375,86.7220207543344,5,86.7220207543344,0.0,0.3292911781565183,51976.54003946379,0.0,1.0,42705.9521484375,0.0,154180.84557705346,1.0,0,5,0.08106036213577639,0.3292911781565183,50770.39228923615,0.0,0.0,50770.39228923615,0.0,0.0,0.00025066833219417143,17115.416106094486,0.0,17115.416106094486,51976.5400394638,0.0,51976.5400394638,0.6866427924126997,2,0.0
Ampara,PF,50.0,52105080091,a,12.55063370621088,5,69596.021484375,43493.30859375,0.0,1,69596.021484375,62.75316853105439,5,62.75316853105439,0.0,0.10821499583330467,69595.25915863803,0.0,2.0,42705.9521484375,0.0,206444.21304469122,1.0,0,5,0.08585739728450703,0.10821499583330467,22340.359654441123,0.0,0.0,22340.359654441123,0.0,0.0,0.00026598625304648276,7531.250679869776,0.0,7531.250679869776,69595.25915863804,0.0,69595.25915863804,2.7781114287670086,2,0.0
Ampara,PF,50.0,52106087031,a,16.734122378204816,1,111969.8203125,43493.30859375,0.0,0,111969.8203125,16.734122378204816,1,16.734122378204816,250.0,0.20434954983216536,111968.59384187758,0.002232744495813846,4.0,42705.9521484375,4.172057383442535e-08,331396.96629190864,1.0,0,5,0.08585739728450703,0.20434954983216536,67720.82087749681,0.0,0.0,67720.82087749681,0.0,0.0,0.00026598625304648276,22829.711415623366,0.0,22829.711415623366,111968.59384187759,0.0,111968.59384187759,1.3162699635242385,2,0.0
