district,hazard,rp,hhid,affected_cat,hhwgt,hhsize,pcinc,pov_line,ispoor,has_ew,pcinc_ae,pcwgt,hhsize_ae,pcwgt_ae,pcsoc,v,c,social,quintile,c_5,gamma_SP,k,hh_share,ew_expansion,protection,fa,v_with_ew,dk_private,dk_public,dk_other,dk0,pc_fee_BE,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min
Colombo,PF,500.0,11209067081,a,151.0452453613281,6,84491.203125,43493.30859375,0.0,1,84491.203125,906.2714721679687,6,906.2714721679687,0.0,0.22010815177086945,84490.27764366764,0.0,1.0,56479.154296875,0.0,250628.11876762012,1.0,0,5,0.95,0.22010815177086945,55165.29200375082,0.0,0.0,55165.29200375082,0.0,0.0,0.03633769012188224,18596.9988547553,0.0,18596.9988547553,84490.27764366765,0.0,84490.27764366765,1.1944698631239385,2,0.0
Colombo,PF,500.0,11210082021,a,151.0452453613281,3,89543.9765625,43493.30859375,0.0,1,89543.9765625,453.13573608398434,3,453.13573608398434,0.0,0.20874773452579906,89542.99573519883,0.0,2.0,56479.154296875,0.0,265616.2720233633,1.0,0,5,0.95,0.20874773452579906,55446.795038065466,0.0,0.0,55446.795038065466,0.0,0.0,0.03633769012188224,18691.89750237605,0.0,18691.89750237605,89542.99573519884,0.0,89542.99573519884,1.2778213453849212,2,0.0
Colombo,PF,500.0,11210083071,a,172.62354965209957,6,114548.42578125,43493.30859375,0.0,1,114548.42578125,1035.7412979125975,6,1035.7412979125975,0.0,0.3019130075639244,114547.17106566079,0.0,2.0,56479.154296875,0.0,339787.52106149564,1.0,0,5,0.95,0.3019130075639244,102586.27241636647,0.0,0.0,102586.27241636647,0.0,0.0,0.03633769012188224,34583.28092437301,0.0,34583.28092437301,114547.1710656608,0.0,114547.1710656608,0.779479439673358,2,0.0
Colombo,PF,500.0,11210093011,a,120.8361991882324,4,169331.5078125,43493.30859375,0.0,1,169331.5078125,483.3447967529296,4,483.3447967529296,0.0,0.23067844740785265,169329.65302592266,0.0,4.0,56479.154296875,0.0,502291.78519738885,1.0,0,5,0.95,0.23067844740785265,115867.88915505228,0.0,0.0,115867.88915505228,0.0,0.0,0.03633769012188224,39060.70146013026,0.0,39060.70146013026,169329.6530259227,0.0,169329.6530259227,1.1242886404141608,2,0.0
Colombo,PF,500.0,11211118021,a,151.0452453613281,2,168712.23046875,43493.30859375,0.0,1,168712.23046875,302.0904907226562,2,302.0904907226562,0.0,0.22181843925089306,168710.38246547795,0.0,4.0,56479.154296875,0.0,500454.8091582402,1.0,0,5,0.95,0.22181843925089306,111010.10468308438,0.0,0.0,111010.10468308438,0.0,0.0,0.03633769012188224,37423.07372391356,0.0,37423.07372391356,168710.38246547797,0.0,168710.38246547797,1.1826608858388892,2,0.0
Colombo,PF,500.0,11212143081,a,134.26254501342774,3,153552.36328125,43493.30859375,0.0,1,153552.36328125,402.7876350402832,3,402.7876350402832,0.0,0.21905734875752547,153550.68133282813,0.0,3.0,56479.154296875,0.0,455485.76086159114,1.0,0,5,0.95,0.21905734875752547,99777.50317114442,0.0,0.0,99777.50317114442,0.0,0.0,0.03633769012188224,33636.405152681,0.0,33636.405152681,153550.68133282816,0.0,153550.68133282816,1.2018167659944639,2,0.0
Colombo,PF,500.0,11303223031,a,14.895049905776979,2,616021.265625,43493.30859375,0.0,1,616021.265625,29.790099811553958,2,29.790099811553958,0.0,0.3887771349180498,616014.5179854756,0.0,5.0,56479.154296875,0.0,1827317.4628135841,1.0,0,5,0.95,0.3887771349180498,710419.2477783853,0.0,0.0,710419.2477783853,0.0,0.0,0.03633769012188224,239492.3593703168,0.0,239492.3593703168,616014.5179854757,0.0,616014.5179854757,0.5299999398842508,2,0.0
Colombo,PF,500.0,11303223071,a,14.895049905776979,3,75678.990234375,43493.30859375,0.0,1,75678.990234375,44.68514971733093,3,44.68514971733093,0.0,0.19681108133764727,75678.16127834025,0.0,1.0,56479.154296875,0.0,224488.25737057466,1.0,0,5,0.95,0.19681108133764727,44181.77668070686,0.0,0.0,44181.77668070686,0.0,0.0,0.03633769012188224,14894.300754835016,0.0,14894.300754835016,75678.16127834027,0.0,75678.16127834027,1.3757676827434628,2,0.0
Colombo,PF,500.0,11304244051,a,16.54994955062866,4,62143.259765625,43493.30859375,0.0,0,62143.259765625,66.19979820251464,4,66.19979820251464,0.0,0.4995979507719769,62142.57907432557,0.0,1.0,56479.154296875,0.0,184336.92163317895,1.0,0,5,0.95,0.4995979507719769,92094.3482995507,0.0,0.0,92094.3482995507,0.0,0.0,0.03633769012188224,31046.305161218595,0.0,31046.305161218595,62142.57907432558,0.0,62142.57907432558,0.3376567019287837,2,0.0
Colombo,PF,500.0,11305266021,a,16.54994955062866,3,59651.337890625,43493.30859375,0.0,1,59651.337890625,49.64984865188598,3,49.64984865188598,0.0,0.5169971258270823,59650.68449479648,0.0,1.0,56479.154296875,0.0,176945.07883123483,1.0,0,5,0.95,0.5169971258270823,91480.09718499491,0.0,0.0,91480.09718499491,0.0,0.0,0.03633769012188224,30839.232437427898,0.0,30839.232437427898,59650.684494796486,0.0,59650.684494796486,0.31494776398307545,2,0.0
Colombo,PF,500.0,11306288081,a,21.27810068130493,5,65283.12890625,43493.30859375,0.0,1,65283.12890625,106.39050340652466,5,106.39050340652466,0.0,0.2914175289511804,65282.413822136084,0.0,1.0,56479.154296875,0.0,193650.78469566983,1.0,0,5,0.95,0.2914175289511804,56433.23315546916,0.0,0.0,56433.23315546916,0.0,0.0,0.03633769012188224,19024.439720015285,0.0,19024.439720015285,65282.41382213609,0.0,65282.41382213609,0.819693849095686,2,0.0
Colombo,PF,1000.0,11101163041,a,365.24554443359375,4,129343.44140625,43493.30859375,0.0,1,129343.44140625,1460.982177734375,4,1460.982177734375,0.0,0.2689157235886265,129342.02463224212,0.0,3.0,56479.154296875,0.0,383674.30212372594,1.0,0,5,0.95,0.2689157235886265,103176.05257796306,0.0,0.0,103176.05257796306,0.0,0.0,0.03709586124841523,34782.10414439736,0.0,34782.10414439736,129342.02463224213,0.0,129342.02463224213,0.9164909698051524,2,0.0
Colombo,PF,1000.0,11101178061,a,365.24554443359375,4,246217.265625,43493.30859375,0.0,1,246217.265625,1460.982177734375,4,1460.982177734375,0.0,0.2230291145592291,246214.56866396015,0.0,5.0,56479.154296875,0.0,730359.7038428511,1.0,0,5,0.95,0.2230291145592291,162891.47805781188,0.0,0.0,162891.47805781188,0.0,0.0,0.03709586124841523,54913.01724070557,0.0,54913.01724070557,246214.56866396018,0.0,246214.56866396018,1.174411047798091,2,0.0
Colombo,PF,1000.0,11101186021,a,313.06776275634763,3,82078.880859375,43493.30859375,0.0,1,82078.880859375,939.203288269043,3,939.203288269043,0.0,0.12278744691306187,82077.9818016127,0.0,1.0,56479.154296875,0.0,243472.39404204875,1.0,0,5,0.95,0.12278744691306187,29895.35365823414,0.0,0.0,29895.35365823414,0.0,0.0,0.03709586124841523,10078.14583319678,0.0,10078.14583319678,82077.98180161271,0.0,82077.98180161271,2.408395524987705,2,0.0
Colombo,PF,1000.0,11101186041,a,313.06776275634763,3,84194.830078125,43493.30859375,0.0,1,84194.830078125,939.203288269043,3,939.203288269043,0.0,0.22479126238428287,84193.90784313915,0.0,1.0,56479.154296875,0.0,249748.9808639757,1.0,0,5,0.95,0.22479126238428287,56141.388687601204,0.0,0.0,56141.388687601204,0.0,0.0,0.03709586124841523,18926.054829125234,0.0,18926.054829125234,84193.90784313917,0.0,84193.90784313917,1.1625621406908357,2,0.0
Colombo,PF,1000.0,11102187041,a,273.93439025878905,3,99098.63671875,43493.30859375,0.0,1,99098.63671875,821.8031707763671,3,821.8031707763671,0.0,0.23264582910652915,99097.55123369409,0.0,2.0,56479.154296875,0.0,293958.47111457627,1.0,0,5,0.95,0.23264582910652915,68388.2122353383,0.0,0.0,68388.2122353383,0.0,0.0,0.03709586124841523,23054.631969189526,0.0,23054.631969189526,99097.5512336941,0.0,99097.5512336941,1.1119302110548643,2,0.0
Colombo,PF,1000.0,11102207051,a,273.93439025878905,5,71303.98828125,43493.30859375,0.0,1,71303.98828125,1369.6719512939453,5,1369.6719512939453,0.0,0.2396989108971189,71303.20724715844,0.0,1.0,56479.154296875,0.0,211510.59261304745,1.0,0,5,0.95,0.2396989108971189,50698.85869255167,0.0,0.0,50698.85869255167,0.0,0.0,0.03709586124841523,17091.30112061544,0.0,17091.30112061544,71303.20724715845,0.0,71303.20724715845,1.069292436251774,2,0.0
Colombo,PF,1000.0,11102207101,a,273.93439025878905,4,70422.474609375,43493.30859375,0.0,1,70422.474609375,1095.7375610351562,4,1095.7375610351562,0.0,0.2501197902318281,70421.70323101584,0.0,1.0,56479.154296875,0.0,208895.7391717595,1.0,0,5,0.95,0.2501197902318281,52248.958461963164,0.0,0.0,52248.958461963164,0.0,0.0,0.03709586124841523,17613.86163990974,0.0,17613.86163990974,70421.70323101585,0.0,70421.70323101585,1.01069654105258,2,0.0
Colombo,PF,1000.0,11103215101,a,365.24554443359375,4,262218.9609375,43493.30859375,0.0,1,262218.9609375,1460.982177734375,4,1460.982177734375,0.0,0.21426184982243926,262216.08870057634,0.0,5.0,56479.154296875,0.0,777825.88546807,1.0,0,5,0.95,0.21426184982243926,166658.41306016548,0.0,0.0,166658.41306016548,0.0,0.0,0.03709586124841523,56182.90421819033,0.0,56182.90421819033,262216.0887005764,0.0,262216.0887005764,1.2362603285320246,2,0.0
Colombo,PF,1000.0,11103228081,a,313.06776275634763,3,179607.28125,43493.30859375,0.0,1,179607.28125,939.203288269043,3,939.203288269043,0.0,0.2531738217538534,179605.3139068944,0.0,4.0,56479.154296875,0.0,532773.038514527,1.0,0,5,0.95,0.2531738217538534,134884.18628813574,0.0,0.0,134884.18628813574,0.0,0.0,0.03709586124841523,45471.36372910898,0.0,45471.36372910898,179605.31390689441,0.0,179605.31390689441,0.9944379238886634,2,0.0
Colombo,PF,1000.0,11103233091,a,243.4973388671875,4,97929.38671875,43493.30859375,0.0,1,97929.38671875,973.98935546875,4,973.98935546875,0.0,0.1416592366692637,97928.31404117002,0.0,2.0,56479.154296875,0.0,290490.0990589022,1.0,0,5,0.95,0.1416592366692637,41150.60569266288,0.0,0.0,41150.60569266288,0.0,0.0,0.03709586124841523,13872.45021538009,0.0,13872.45021538009,97928.31404117003,0.0,97928.31404117003,2.0426397719044274,2,0.0
Colombo,PF,1000.0,11104235031,a,365.24554443359375,3,352646.6484375,43493.30859375,0.0,1,352646.6484375,1095.7366333007812,3,1095.7366333007812,0.0,0.2430413701855059,352642.78569347487,0.0,5.0,56479.154296875,0.0,1046063.528730192,1.0,0,5,0.95,0.2430413701855059,254236.71332367117,0.0,0.0,254236.71332367117,0.0,0.0,0.03709586124841523,85706.78582097587,0.0,85706.78582097587,352642.7856934749,0.0,352642.7856934749,1.0499506400268017,2,0.0
Colombo,PF,1000.0,11104235091,a,365.24554443359375,7,118314.7734375,43493.30859375,0.0,1,118314.7734375,2556.7188110351562,7,2556.7188110351562,0.0,0.3342767287516044,118313.47746691243,0.0,3.0,56479.154296875,0.0,350959.7211580459,1.0,0,5,0.95,0.3342767287516044,117317.66751228683,0.0,0.0,117317.66751228683,0.0,0.0,0.03709586124841523,39549.44221486616,0.0,39549.44221486616,118313.47746691245,0.0,118313.47746691245,0.6713740302056143,2,0.0
Colombo,PF,1000.0,11104247031,a,438.294856262207,8,95472.603515625,43493.30859375,0.0,1,95472.603515625,3506.358850097656,8,3506.358850097656,0.0,0.2872203691941033,95471.5577486216,0.0,2.0,56479.154296875,0.0,283202.48887410987,1.0,0,5,0.95,0.2872203691941033,81341.52341111077,0.0,0.0,81341.52341111077,0.0,0.0,0.03709586124841523,27421.37606409526,0.0,27421.37606409526,95471.55774862162,0.0,95471.55774862162,0.8365983181872778,2,0.0
Colombo,PF,1000.0,11104249021,a,313.06776275634763,3,185341.16015625,43493.30859375,0.0,1,185341.16015625,939.203288269043,3,939.203288269043,0.0,0.2430755391936329,185339.13000663088,0.0,4.0,56479.154296875,0.0,549781.5699398484,1.0,0,5,0.95,0.2430755391936329,133638.45155185065,0.0,0.0,133638.45155185065,0.0,0.0,0.03709586124841523,45051.408960040644,0.0,45051.408960040644,185339.1300066309,0.0,185339.1300066309,1.0497556610206586,2,0.0
Colombo,PF,1000.0,11104249041,a,313.06776275634763,5,130292.4140625,43493.30859375,0.0,1,130292.4140625,1565.3388137817383,5,1565.3388137817383,0.0,0.22928208197024294,130290.98689384219,0.0,3.0,56479.154296875,0.0,386489.26063776173,1.0,0,5,0.95,0.22928208197024294,88615.06233816588,0.0,0.0,88615.06233816588,0.0,0.0,0.03709586124841523,29873.388736977788,0.0,29873.388736977788,130290.9868938422,0.0,130290.9868938422,1.1331888226141353,2,0.0
Colombo,PF,1000.0,11104249051,a,313.06776275634763,2,240510.8203125,43493.30859375,0.0,1,240510.8203125,626.1355255126953,2,626.1355255126953,0.0,0.21909900109258573,240508.18585747748,0.0,5.0,56479.154296875,0.0,713432.5492915508,1.0,0,5,0.95,0.21909900109258573,156312.3588967157,0.0,0.0,156312.3588967157,0.0,0.0,0.03709586124841523,52695.103275963294,0.0,52695.103275963294,240508.18585747754,0.0,240508.18585747754,1.2015242038898075,2,0.0
Colombo,PF,1000.0,11104251061,a,365.24554443359375,4,65054.1328125,43493.30859375,0.0,1,65054.1328125,1460.982177734375,4,1460.982177734375,0.0,0.14202524291945887,65053.4202367136,0.0,1.0,56479.154296875,0.0,192971.50853366766,1.0,0,5,0.95,0.14202524291945887,27406.825376028577,0.0,0.0,27406.825376028577,0.0,0.0,0.03709586124841523,9239.227811860894,0.0,9239.227811860894,65053.42023671361,0.0,65053.42023671361,2.0365070254970385,2,0.0
Colombo,PF,1000.0,11105257071,a,438.294856262207,5,192498.22265625,43493.30859375,0.0,1,192498.22265625,2191.474281311035,5,2191.474281311035,0.0,0.20284916267987613,192496.11411115897,0.0,4.0,56479.154296875,0.0,571011.7222389404,1.0,0,5,0.95,0.20284916267987613,115829.24973656307,0.0,0.0,115829.24973656307,0.0,0.0,0.03709586124841523,39047.6755665785,0.0,39047.6755665785,192496.114111159,0.0,192496.114111159,1.3247814251890333,2,0.0
Colombo,PF,1000.0,11105259011,a,313.06776275634763,4,198320.3203125,43493.30859375,0.0,1,198320.3203125,1252.2710510253905,4,1252.2710510253905,0.0,0.24273201269688724,198318.1479945842,0.0,4.0,56479.154296875,0.0,588281.9388875132,1.0,0,5,0.95,0.24273201269688724,142794.85905939332,0.0,0.0,142794.85905939332,0.0,0.0,0.03709586124841523,48138.163217044596,0.0,48138.163217044596,198318.14799458423,0.0,198318.14799458423,1.051718428568038,2,0.0
Colombo,PF,1000.0,11105273101,a,313.06776275634763,4,73936.20703125,43493.30859375,0.0,1,73936.20703125,1252.2710510253905,4,1252.2710510253905,0.0,0.13804510414255278,73935.39716493418,0.0,1.0,56479.154296875,0.0,219318.6011286956,1.0,0,5,0.95,0.13804510414255278,30275.859133209775,0.0,0.0,30275.859133209775,0.0,0.0,0.03709586124841523,10206.419601454345,0.0,10206.419601454345,73935.3971649342,0.0,73935.3971649342,2.1049436543842,2,0.0
Colombo,PF,1000.0,11105274031,a,365.24554443359375,3,103958.61328125,43493.30859375,0.0,1,103958.61328125,1095.7366333007812,3,1095.7366333007812,0.0,0.2321637210178895,103957.47456204171,0.0,2.0,56479.154296875,0.0,308374.72674904834,1.0,0,5,0.95,0.2321637210178895,71593.42402993397,0.0,0.0,71593.42402993397,0.0,0.0,0.03709586124841523,24135.154121946205,0.0,24135.154121946205,103957.47456204172,0.0,103957.47456204172,1.114939277198433,2,0.0
Colombo,PF,1000.0,11106283021,a,313.06776275634763,4,127869.9375,43493.30859375,0.0,1,127869.9375,1252.2710510253905,4,1252.2710510253905,0.0,0.2091135776292936,127868.53686613814,0.0,3.0,56479.154296875,0.0,379303.4149974789,1.0,0,5,0.95,0.2091135776292936,79317.49411713147,0.0,0.0,79317.49411713147,0.0,0.0,0.03709586124841523,26739.047210301378,0.0,26739.047210301378,127868.53686613815,0.0,127868.53686613815,1.2749960242880922,2,0.0
Colombo,PF,1000.0,11106294031,a,273.93439025878905,4,186178.265625,43493.30859375,0.0,1,186178.265625,1095.7375610351562,4,1095.7375610351562,0.0,0.19395871442114784,186176.22630607735,0.0,4.0,56479.154296875,0.0,552264.6943490547,1.0,0,5,0.95,0.19395871442114784,107116.5501361308,0.0,0.0,107116.5501361308,0.0,0.0,0.03709586124841523,36110.50151010747,0.0,36110.50151010747,186176.22630607738,0.0,186176.22630607738,1.4009574113921373,2,0.0
Colombo,PF,1000.0,11106296061,a,313.06776275634763,3,101269.1953125,43493.30859375,0.0,1,101269.1953125,939.203288269043,3,939.203288269043,0.0,0.24513592481280416,101268.08605205231,0.0,2.0,56479.154296875,0.0,300397.0469296424,1.0,0,5,0.95,0.24513592481280416,73638.10791013321,0.0,0.0,73638.10791013321,0.0,0.0,0.03709586124841523,24824.445928392488,0.0,24824.445928392488,101268.08605205233,0.0,101268.08605205233,1.0380989177091628,2,0.0
Colombo,PF,1000.0,11106300031,a,365.24554443359375,1,118246.25390625,43493.30859375,0.0,0,118246.25390625,365.24554443359375,1,365.24554443359375,0.0,0.3734475090649771,118244.95868619675,0.0,3.0,56479.154296875,0.0,350756.4701617189,1.0,0,5,0.95,0.3734475090649771,130989.13007031789,0.0,0.0,130989.13007031789,0.0,0.0,0.03709586124841523,44158.28528085132,0.0,44158.28528085132,118244.95868619677,0.0,118244.95868619677,0.5655940562821821,2,0.0
Colombo,PF,1000.0,11107002101,a,365.24554443359375,4,135018.12890625,43493.30859375,0.0,1,135018.12890625,1460.982177734375,4,1460.982177734375,0.0,0.206473660124506,135016.64997408653,0.0,3.0,56479.154296875,0.0,400507.2527755826,1.0,0,5,0.95,0.206473660124506,82694.19838698526,0.0,0.0,82694.19838698526,0.0,0.0,0.03709586124841523,27877.381897898944,0.0,27877.381897898944,135016.64997408655,0.0,135016.64997408655,1.295608037395881,2,0.0
Colombo,PF,1000.0,11107003051,a,273.93439025878905,1,173297.7421875,43493.30859375,0.0,1,173297.7421875,273.93439025878905,1,273.93439025878905,1000.0,0.19183200650241355,173295.8439564487,0.0057704156290625305,4.0,56479.154296875,1.668822953377014e-07,511090.59162615094,1.0,0,5,0.95,0.19183200650241355,98043.53369615017,0.0,0.0,98043.53369615017,0.0,0.0,0.03709586124841523,33088.95542068836,0.0,33088.95542068836,173295.84395644872,0.0,173295.84395644872,1.4300472784903895,2,0.0
Colombo,PF,1000.0,11107008041,a,273.93439025878905,3,137413.39453125,43493.30859375,0.0,1,137413.39453125,821.8031707763671,3,821.8031707763671,0.0,0.2506399660914178,137411.88936234778,0.0,3.0,56479.154296875,0.0,407612.3820119879,1.0,0,5,0.95,0.2506399660914178,102163.9536059267,0.0,0.0,102163.9536059267,0.0,0.0,0.03709586124841523,34440.911290336524,0.0,34440.911290336524,137411.8893623478,0.0,137411.8893623478,1.007899307315352,2,0.0
Colombo,PF,1000.0,11107017011,a,273.93439025878905,8,261248.6484375,43493.30859375,0.0,1,261248.6484375,2191.4751220703124,8,2191.4751220703124,62.5,0.2743090331963481,261245.78682897406,0.00023923568743343068,5.0,56479.154296875,1.0430143458606341e-08,774762.2309769425,1.0,0,5,0.95,0.2743090331963481,212524.27853633082,0.0,0.0,212524.27853633082,0.0,0.0,0.03709586124841523,71647.25357622006,0.0,71647.25357622006,261245.7868289741,0.0,261245.7868289741,0.8921264646022188,2,0.0
Colombo,PF,1000.0,11107020051,a,365.24554443359375,3,130136.578125,43493.30859375,0.0,1,130136.578125,1095.7366333007812,3,1095.7366333007812,0.0,0.2815564861391169,130135.1526633039,0.0,3.0,56479.154296875,0.0,386027.0010603447,1.0,0,5,0.95,0.2815564861391169,108688.4059733718,0.0,0.0,108688.4059733718,0.0,0.0,0.03709586124841523,36640.3963070574,0.0,36640.3963070574,130135.15266330392,0.0,130135.15266330392,0.8602091043561014,2,0.0
Colombo,PF,1000.0,11107021011,a,219.1479064941406,5,253059.3515625,43493.30859375,0.0,1,253059.3515625,1095.7395324707031,5,1095.7395324707031,0.0,0.2700930112664428,253056.57965610988,0.0,5.0,56479.154296875,0.0,750655.5342197133,1.0,0,5,0.95,0.2700930112664428,202746.81366122267,0.0,0.0,202746.81366122267,0.0,0.0,0.03709586124841523,68348.8136201052,0.0,68348.8136201052,253056.5796561099,0.0,253056.5796561099,0.9110267268842996,2,0.0
Colombo,PF,1000.0,11107025051,a,313.06776275634763,1,234092.90625,43493.30859375,0.0,1,234092.90625,313.06776275634763,1,313.06776275634763,0.0,0.30308567153954563,234090.34209412624,0.0,5.0,56479.154296875,0.0,694394.9493000235,1.0,0,5,0.95,0.30308567153954563,210461.15952226636,0.0,0.0,210461.15952226636,0.0,0.0,0.03709586124841523,70949.42853452025,0.0,70949.42853452025,234090.34209412627,0.0,234090.34209412627,0.7751592452019445,2,0.0
Colombo,PF,1000.0,11107028031,a,313.06776275634763,4,252222.2109375,43493.30859375,0.0,1,252222.2109375,1252.2710510253905,4,1252.2710510253905,0.0,0.2338809012209241,252219.4482007985,0.0,5.0,56479.154296875,0.0,748172.3055257475,1.0,0,5,0.95,0.2338809012209241,174983.2130848984,0.0,0.0,174983.2130848984,0.0,0.0,0.03709586124841523,58989.31185064696,0.0,58989.31185064696,252219.44820079854,0.0,252219.44820079854,1.1042781358483806,2,0.0
Colombo,PF,1000.0,11107029061,a,243.4973388671875,4,147042.515625,43493.30859375,0.0,1,147042.515625,973.98935546875,4,973.98935546875,0.0,0.2470625017889088,147040.9049827291,0.0,3.0,56479.154296875,0.0,436175.4562238889,1.0,0,5,0.95,0.2470625017889088,107762.59943359267,0.0,0.0,107762.59943359267,0.0,0.0,0.03709586124841523,36328.2938503383,0.0,36328.2938503383,147040.90498272912,0.0,147040.90498272912,1.0273750978011258,2,0.0
Colombo,PF,1000.0,11107029091,a,243.4973388671875,6,55422.650390625,43493.30859375,0.0,1,55422.650390625,1460.984033203125,6,1460.984033203125,0.0,0.3114361392952666,55422.04331407231,0.0,1.0,56479.154296875,0.0,164401.42986208486,1.0,0,5,0.95,0.3114361392952666,51200.546610869256,0.0,0.0,51200.546610869256,0.0,0.0,0.03709586124841523,17260.427201589726,0.0,17260.427201589726,55422.04331407232,0.0,55422.04331407232,0.7453361074934567,2,0.0
Colombo,PF,1000.0,11108034061,a,273.93439025878905,6,107511.3515625,43493.30859375,0.0,1,107511.3515625,1643.6063415527342,6,1643.6063415527342,0.0,0.3094172074066205,107510.17392808119,0.0,2.0,56479.154296875,0.0,318913.2926466848,1.0,0,5,0.95,0.3094172074066205,98677.26041558753,0.0,0.0,98677.26041558753,0.0,0.0,0.03709586124841523,33265.497784626954,0.0,33265.497784626954,107510.1739280812,0.0,107510.1739280812,0.7523990413877177,2,0.0
Colombo,PF,1000.0,11108037011,a,313.06776275634763,6,95960.724609375,43493.30859375,0.0,1,95960.724609375,1878.406576538086,6,1878.406576538086,0.0,0.23024500041981644,95959.67349569713,0.0,2.0,56479.154296875,0.0,284650.41323703283,1.0,0,5,0.95,0.23024500041981644,65539.33451526155,0.0,0.0,65539.33451526155,0.0,0.0,0.03709586124841523,22094.235064302244,0.0,22094.235064302244,95959.67349569715,0.0,95959.67349569715,1.1270397994992538,2,0.0
Colombo,PF,1000.0,11108037101,a,313.06776275634763,4,120534.5390625,43493.30859375,0.0,1,120534.5390625,1252.2710510253905,4,1252.2710510253905,0.0,0.3079513804578147,120533.21877752735,0.0,3.0,56479.154296875,0.0,357544.2608748696,1.0,0,5,0.95,0.3079513804578147,110106.24871118512,0.0,0.0,110106.24871118512,0.0,0.0,0.03709586124841523,37118.37111356336,0.0,37118.37111356336,120533.21877752736,0.0,120533.21877752736,0.757585047536819,2,0.0
Colombo,PF,1000.0,11108048031,a,438.294856262207,2,91004.73046875,43493.30859375,0.0,0,91004.73046875,876.589712524414,2,876.589712524414,0.0,0.2648333037883765,91003.73364096096,0.0,2.0,56479.154296875,0.0,269949.3385434868,1.0,0,5,0.95,0.2648333037883765,71491.57518195853,0.0,0.0,71491.57518195853,0.0,0.0,0.03709586124841523,24100.81943721312,0.0,24100.81943721312,91003.73364096097,0.0,91003.73364096097,0.9358153605298003,2,0.0
Colombo,PF,1000.0,11108048041,a,438.294856262207,3,57293.68359375,43493.30859375,0.0,1,57293.68359375,1314.884568786621,3,1314.884568786621,0.0,0.21798805765260354,57293.05602268145,0.0,1.0,56479.154296875,0.0,169951.51690673505,1.0,0,5,0.95,0.21798805765260354,37047.40106561279,0.0,0.0,37047.40106561279,0.0,0.0,0.03709586124841523,12489.201999366134,0.0,12489.201999366134,57293.056022681456,0.0,57293.056022681456,1.2093656433271924,2,0.0
Colombo,PF,1000.0,11108051081,a,313.06776275634763,3,203100.9609375,43493.30859375,0.0,1,203100.9609375,939.203288269043,3,939.203288269043,0.0,0.3237465065604781,203098.7362544445,0.0,4.0,56479.154296875,0.0,602462.858581309,1.0,0,5,0.95,0.3237465065604781,195045.24579813814,0.0,0.0,195045.24579813814,0.0,0.0,0.03709586124841523,65752.50634922435,0.0,65752.50634922435,203098.73625444452,0.0,203098.73625444452,0.7041762507114194,2,0.0
Colombo,PF,1000.0,11108052031,a,219.1479064941406,5,35526.8173828125,43493.30859375,1.0,1,35526.8173828125,1095.7395324707031,5,1095.7395324707031,0.0,0.24626902975945755,35526.428236900625,0.0,1.0,56479.154296875,0.0,105383.98172981494,1.0,0,5,0.95,0.24626902975945755,25952.810932789926,0.0,0.0,25952.810932789926,0.0,0.0,0.03709586124841523,8749.059012720516,0.0,8749.059012720516,35526.42823690063,0.0,35526.42823690063,1.0317714444699477,2,0.0
Colombo,PF,1000.0,11109056101,a,273.93439025878905,2,180867.09375,43493.30859375,0.0,1,180867.09375,547.8687805175781,2,547.8687805175781,0.0,0.22225046669101894,180865.1126074347,0.0,4.0,56479.154296875,0.0,536510.0481107546,1.0,0,5,0.95,0.22225046669101894,119239.60857703623,0.0,0.0,119239.60857703623,0.0,0.0,0.03709586124841523,40197.35568512608,0.0,40197.35568512608,180865.11260743474,0.0,180865.11260743474,1.1797066310514472,2,0.0
Colombo,PF,1000.0,11109060091,a,313.06776275634763,8,73087.20703125,43493.30859375,0.0,1,73087.20703125,2504.542102050781,8,2504.542102050781,0.0,0.2395221869856032,73086.40646452543,0.0,1.0,56479.154296875,0.0,216800.1937091811,1.0,0,5,0.95,0.2395221869856032,51928.45653612547,0.0,0.0,51928.45653612547,0.0,0.0,0.03709586124841523,17505.815915301868,0.0,17505.815915301868,73086.40646452544,0.0,73086.40646452544,1.0703301090907138,2,0.0
Colombo,PF,1000.0,11109071041,a,243.4973388671875,2,430534.125,43493.30859375,0.0,1,430534.125,486.994677734375,2,486.994677734375,0.0,0.2831653697478008,430529.4091091038,0.0,5.0,56479.154296875,0.0,1277102.8677905742,1.0,0,5,0.95,0.2831653697478008,361631.30576389475,0.0,0.0,361631.30576389475,0.0,0.0,0.03709586124841523,121911.01931768164,0.0,121911.01931768164,430529.40910910384,0.0,430529.40910910384,0.8534061760485854,2,0.0
Colombo,PF,1000.0,11109071071,a,243.4973388671875,4,236169.796875,43493.30859375,0.0,1,236169.796875,973.98935546875,4,973.98935546875,0.0,0.23236314256669094,236167.20996973425,0.0,5.0,56479.154296875,0.0,700555.6757541109,1.0,0,5,0.95,0.23236314256669094,162783.318361157,0.0,0.0,162783.318361157,0.0,0.0,0.03709586124841523,54876.55507977502,0.0,54876.55507977502,236167.20996973428,0.0,236167.20996973428,1.113693078106082,2,0.0
