district,hazard,rp,dk_tot,dw_tot,res_tot,dk_lim,dw_lim,res_lim,dk_sub,dw_sub,res_sub,ratio_dw_lim_tot,avg_reco_t,sub_avg_reco_t,non_sub_avg_reco_t,pct_subs
Kandy,PF,5.0,194.83789476178524,234.37923421168622,0.8312933328633196,,,,194.83789476178524,234.37923421168622,0.8312933328633196,,4.197541492797304,,4.197541492797304,0.05107337246938173
Kandy,PF,10.0,264.81427827035725,331.56492402307083,0.7986800143308616,,,,264.81427827035725,331.56492402307083,0.7986800143308616,,4.2608151421793385,9.047111068217367,4.255663047533441,0.06178198773030703
Kandy,PF,25.0,338.9016060443479,415.50388985669844,0.8156400320613855,,,,338.9016060443479,415.50388985669844,0.8156400320613855,,3.502175367041612,,3.502175367041612,0.057311487271081644
Kandy,PF,50.0,338.61796607796197,421.63448328397783,0.8031078564556048,,,,338.61796607796197,421.63448328397783,0.8031078564556048,,3.913638469833085,9.667201073147226,3.907438510131238,0.058250696160968764
Kandy,PF,100.0,374.02473863484937,459.6430424793403,0.8137287069925806,,,,374.02473863484937,459.6430424793403,0.8137287069925806,,13.14674605871173,,13.14674605871173,0.05818661214850765
Kandy,PF,250.0,411.5310282119179,512.1511334248554,0.8035343502218357,,,,411.5310282119179,512.1511334248554,0.8035343502218357,,4.137136656374578,9.990520605252751,4.130862932956703,0.050536632546608326
Kandy,PF,500.0,447.9812549210995,546.0528740474547,0.8203990423135612,,,,447.9812549210995,546.0528740474547,0.8203990423135612,,3.8067058920429626,,3.8067058920429626,0.0585096130739629
Kandy,PF,1000.0,456.8384664260558,563.96040868908,0.8100541445594948,,,,456.8384664260558,563.96040868908,0.8100541445594948,,3.088530400561337,9.186559602417557,3.0819592484041647,0.057150246144923665
Kegalle,PF,5.0,579.1695820008866,865.8630532306712,0.6688928229930978,,,,579.1695820008866,865.8630532306712,0.6688928229930978,,3.541928714934853,,3.541928714934853,0.052227678022433686
Kegalle,PF,10.0,612.397372869466,928.0049411906269,0.6599074484277664,,,,612.397372869466,928.0049411906269,0.6599074484277664,,4.0910483703349545,,4.0910483703349545,0.054670717299954784
Kegalle,PF,25.0,723.1300492131652,1052.6792727045172,0.686942422030708,,,,723.1300492131652,1052.6792727045172,0.686942422030708,,3.2152060624167986,,3.2152060624167986,0.058876898958619514
Kegalle,PF,50.0,757.169409711483,1113.2313803070917,0.6801545690372232,,,,757.169409711483,1113.2313803070917,0.6801545690372232,,4.044894237264059,,4.044894237264059,0.05468753220038309
Kegalle,PF,100.0,773.5906271039023,1123.390452652592,0.6886213295451024,,,,773.5906271039023,1123.390452652592,0.6886213295451024,,3.7630270174428557,,3.7630270174428557,0.05196155514817933
Kegalle,PF,250.0,837.0975287566577,1235.4884011696606,0.6775438182698934,,,,837.0975287566577,1235.4884011696606,0.6775438182698934,,3.7782525077474123,,3.7782525077474123,0.052808553771604
Kegalle,PF,500.0,854.9017559419369,1296.3172466227347,0.6594849819125624,,,,854.9017559419369,1296.3172466227347,0.6594849819125624,,3.4895145343212075,,3.4895145343212075,0.051464453481390615
Kegalle,PF,1000.0,883.2122858131004,1296.581016198508,0.68118557558603,,,,883.2122858131004,1296.581016198508,0.68118557558603,,3.4917305937544207,,3.4917305937544207,0.05166184890385009
Kurunegala,PF,5.0,1151.0766674854092,1582.4556172193763,0.7273990214702085,,,,1151.0766674854092,1582.4556172193763,0.7273990214702085,,11.236736427809108,,11.236736427809108,0.06050087352833488
Kurunegala,PF,10.0,1235.3333147588294,1737.1257117383125,0.7111363941085485,,,,1235.3333147588294,1737.1257117383125,0.7111363941085485,,4.510936354565693,,4.510936354565693,0.06237395994592792
