district,hazard,rp,hhid,affected_cat,hhwgt,hhsize,score,pcinc,ispoor,pov_line,pcinc_ae,pcwgt,hhsize_ae,pcwgt_ae,pcsoc,has_ew,v,c,social,quintile,c_5,gamma_SP,k,hh_share,ew_expansion,protection,fa,v_with_ew,dk_private,dk_public,dk_other,dk0,pc_fee_BE,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0
Puttalam,PF,1.0,62202049061,a,78.70127636909324,2.0,865.3244018999999,96839.876952,0.0,5.3031999432177335,96839.876952,157.40255273818647,2.0,157.40255273818647,0.0,0,1.0448586482358793,96769.65017818664,0.0,3.0,43021.833984,0.0,361266.8084316257,1.0,0,1,0.23659168393210653,1.0448586482358793,377472.74911035877,0.0,0.0,377472.74911035877,0.0,-0.0,0.0014744362082259484,101110.6058754391,0.0,101110.6058754391
