,,,k_q1,k_q2,k_q3,k_q4,k_q5,dk_q1,dk_q2,dk_q3,dk_q4,dk_q5,dc_q1,dc_q2,dc_q3,dc_q4,dc_q5,dw_q1,dw_q2,dw_q3,dw_q4,dw_q5,nrh_q1,nrh_q2,nrh_q3,nrh_q4,nrh_q5,dw_pds_q1,dw_pds_q2,dw_pds_q3,dw_pds_q4,dw_pds_q5
Colombo,PF,5,195934.4053418994,297275.6146196635,400577.16315439204,547584.7510111973,1231374.5726029968,26862.506334594902,37364.60276475258,52416.40652279395,71491.9853732001,161081.07861274443,28290.576217673744,58070.93602343352,92670.76657646254,141840.36322666044,372906.5933075793,139627.74061248463,75987.30248907185,68689.35101801113,59457.67605828224,44116.102759536814,0,0,0,0,0,0,0,0,0,0
Colombo,PF,10,195934.4053418994,297275.6146196635,400577.16315439204,547584.7510111973,1231374.5726029968,28345.599359074582,40353.4693047557,55414.37490330532,75732.85051634285,169647.137152044,28754.02683035482,58773.223309715475,92921.8465707618,141922.45860348138,372921.00527710945,149744.0542830104,84169.45179272616,75564.17863844933,64992.57123121487,47164.81273911557,0,0,0,0,0,0,0,0,0,0
Colombo,PF,25,195934.4053418994,297275.6146196635,400577.16315439204,547584.7510111973,1231374.5726029968,33514.832991092255,46460.81669477982,66117.13862692847,88921.06028803068,202794.43069454888,29218.782344385738,60117.049413549685,94078.96431268188,142757.93603426134,373231.7828156393,199123.47107732165,106551.0972788134,99544.73736772545,82572.51738762393,60722.01083597347,0,0,0,0,0,0,0,0,0,0
Colombo,PF,50,195934.4053418994,297275.6146196635,400577.16315439204,547584.7510111973,1231374.5726029968,38219.21689516217,53304.55119230551,73425.98755482424,99103.96750226835,233009.9526991906,30150.474421901887,60857.82847782535,94719.86238011147,143277.3946222858,373682.4510452238,248512.25407845667,136677.65910867217,120160.51532181296,99839.94043144282,78046.06401578609,0,0,0,0,0,0,0,0,0,0
Colombo,PF,100,195934.4053418994,297275.6146196635,400577.16315439204,547584.7510111973,1231374.5726029968,42095.340553079695,58451.512662111054,84389.71180334222,114058.66831765966,247915.41817081036,30458.95662042197,61320.76682797294,95796.91698915669,144628.04249081248,374497.0938511577,290461.51315580873,158145.85604832825,151382.36471632047,126490.21315160995,90087.2630339852,0,0,0,0,0,0,0,0,0,0
Colombo,PF,250,195934.4053418994,297275.6146196635,400577.16315439204,547584.7510111973,1231374.5726029968,44595.54007444744,62961.69275803316,85494.08196873066,115573.60313242929,272048.7700181426,30805.895211553834,62038.1114723578,95705.87161857066,144468.20694077475,374690.8084881171,322762.4362532152,183874.88829021994,155867.9236590492,131322.64120001998,98891.12118479346,0,0,0,0,0,0,0,0,0,0
Colombo,PF,500,195934.4053418994,297275.6146196635,400577.16315439204,547584.7510111973,1231374.5726029968,44971.071265016944,65055.71693821809,91206.5791907095,125565.29418636719,280749.49708799977,30895.965180207848,62252.57879260808,96200.5479161982,145237.6504797047,375152.5232016993,325593.9301767709,194530.10056122005,178470.3089822817,157312.24260700727,106685.18570894514,0,0,0,0,0,0,0,0,0,0
Colombo,PF,1000,195934.4053418994,297275.6146196635,400577.16315439204,547584.7510111973,1231374.5726029968,47991.353695636564,69675.84862324876,94814.81461158072,125913.23406329921,281771.2664875241,31173.72894332015,62777.98617514181,96471.66845668349,144925.51080035802,375557.38177514065,370051.2411837125,223471.73714619677,195050.3104216207,155893.69730826025,109614.07627491317,0,0,0,0,0,0,0,0,0,0
