,k_q1,k_q2,k_q3,k_q4,k_q5,dk_q1,dk_q2,dk_q3,dk_q4,dk_q5,dc_q1,dc_q2,dc_q3,dc_q4,dc_q5,dw_q1,dw_q2,dw_q3,dw_q4,dw_q5,nrh_q1,nrh_q2,nrh_q3,nrh_q4,nrh_q5,dw_pds_q1,dw_pds_q2,dw_pds_q3,dw_pds_q4,dw_pds_q5
5,162788.00796541548,244481.5187726841,326019.85552003444,443403.9443886625,984088.4258101095,22822.90592412587,31577.347852044324,42183.670688259976,58003.21929656358,124921.74785667373,19369.550358338463,42700.524318278134,68609.58746650926,107214.28651672426,289346.4764308765,191842.39481426385,97770.6050903643,78926.55409093072,65758.81477007104,47907.04740598003,0,0,0,0,0,0,0,0,0,0
10,162385.27758273375,243873.39756513218,325245.8467483766,442550.6809508649,984375.0555880482,22706.76672920863,31598.785185579356,42338.560925021346,57594.77491622534,123897.40680297314,19254.21449092254,42390.71186540712,68381.95400858014,106951.92284024562,289454.5183238743,191025.75539904964,98411.1268341454,80606.26290105713,66374.36888545007,48156.98245372751,0,0,0,0,0,0,0,0,0,0
25,163692.59200115668,246109.3395423188,328497.4072417427,447442.8063840861,998458.0925721156,22920.29247644638,32211.059197884253,43170.88692434676,56409.720857835775,127921.35166681423,19587.223708199625,43238.66704977452,69426.8740152254,108563.77090599068,294186.7864286793,190099.72880068806,98263.27405163753,81581.14936583622,63318.359297970725,47729.96158444623,0,0,0,0,0,0,0,0,0,0
50,164647.38282020172,247691.4269588556,330923.89913233876,451027.9640336714,1007213.5107512543,22808.763898319852,32280.96291555722,42744.341775681576,57009.532639937745,128166.15834381244,19741.23952449631,43669.88426143566,70182.87158191075,109721.81918902106,297155.7015667111,185509.52755115792,96676.89533734036,78903.83185802934,63715.723608217595,47891.68081707553,0,0,0,0,0,0,0,0,0,0
100,165405.6427018162,248989.7395200193,332944.992396285,454123.2444957204,1014721.4783448834,22860.442934209936,32636.88720199623,43504.12010500824,58564.73584509301,131931.95889387993,19992.509445949792,43964.86483013646,70739.65535459932,110792.5035235688,299711.2988913495,184063.16734426407,97369.1917279008,79537.72858167895,64877.09723358712,47230.413704606246,0,0,0,0,0,0,0,0,0,0
250,165599.7330231543,249287.95548715704,333367.7723335856,454748.0468094183,1016543.8874446781,23104.451007390144,32190.2431746797,43851.50337531228,58407.21477544566,131135.67289474685,20048.81585001868,44065.681866099825,71006.1094798182,110997.55261788456,300333.98748398916,184143.48003795056,96214.68637640067,80594.800313558,64707.57549406229,48025.54390560579,0,0,0,0,0,0,0,0,0,0
500,165735.0544084627,249524.84911763048,333688.192624874,455219.4833361737,1017483.4844821274,23056.89451390977,32930.9396472659,43229.30768541502,58219.198408983386,127463.37000876848,20153.87922160576,44254.04293174533,71099.08888283602,111110.13804515603,300617.11967377097,185067.15328257642,98099.02752239714,77993.72810469006,64718.92362634845,47173.53392843238,0,0,0,0,0,0,0,0,0,0
1000,165400.67192584506,249062.93926640335,333051.20939976,454392.5846320625,1015618.8779738873,22750.129215981557,32503.912110326644,43264.88872953504,59049.80828713787,130229.0671803289,20007.287002658253,43962.59040856712,70853.04827607588,110851.78265001645,300000.690707451,184270.59500341414,97274.18973157581,79337.14581674502,65091.910338815236,48077.64364866584,0,0,0,0,0,0,0,0,0,0
