,region,hazard,rp,hhid,helped_cat,affected_cat,province,pcwgt,ispoor,pcwgt_ae,pcsoc,axfin,has_ew,c,dk_private,dk_public,dk0,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,dk_prv_t,sav_i,sav_f,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
1227199,NCR,EQ,10,13391101310281,helped,a,Manila,10.5276216338767,1,10.5276216338767,2542.3637370645192,0,1.0,19633.23799999999,10036.880144594701,287.43445976472066,10324.314604359422,0.05584876158245416,4.634237567909386e-05,3199.9166850157867,91.63529354825553,3291.551978564042,3199.9166850157867,91.63529354825553,3291.551978564042,0.0,3,15573.959716184301,5.63268004315001,18540.25914064861,0,0,0.0,0.014273616696248109,0.014722041398490813,0.0,10036.880144594701,0.0,-0.05584876158245416,822.8879946410106,3199.8998766699815,78.5623986100507,3278.4622752800324,3278.4622752800324,3279.9904459242775,0.0
1262950,NCR,EQ,250,1376412338009,helped,a,NCR-4th Dist.,3364.729285,1,3364.729285,3704.58734735921,0,1.0,19968.13699999998,10403.93719385372,333.9255294550659,10737.862723308786,86.54034188880314,0.06462801515537665,3556.2382971761103,106.45683868217716,3662.6951358582874,3556.2382971761103,106.45683868217716,3662.6951358582874,0.0,3,15573.959716184301,5.63268004315001,20630.789795891593,0,0,0.0,0.014153414373761497,0.016254583318628956,0.0,10403.93719385372,0.0,-86.54034188880314,915.6737839645718,3522.0820889274264,91.26946912557015,3613.3515580529966,3613.3515580529966,3619.1122239327356,0.0
1263524,NCR,EQ,250,13744223518002,helped,a,NCR-2nd Dist.,1515.09971,0,1515.09971,1089.5844590980748,0,1.0,50363.452999999994,103555.2173498704,3323.7158334460523,106878.93318331646,102.4471701920132,0.06462801515537665,33084.24889684571,1059.614342407376,34143.863239253085,33084.24889684571,1059.614342407376,34143.863239253085,0.0,3,15573.959716184301,5.63268004315001,192321.45706378412,0,0,0.0,0.008911939846805801,0.01493813745590129,0.0,103555.2173498704,84612.9883924169,80574.45921052872,8535.965809813271,33074.2029537487,908.4474018441094,33982.650355592814,33982.650355592814,8535.965809813271,490.66484598992025
1266364,NCR,EQ,500,13391310145,helped,a,Manila,1712.50325,0,1712.50325,0.0,0,1.0,70767.11700000001,166449.9458994772,4780.880245451473,171230.82614492867,171.21017131763523,0.10781010475477626,53064.93057956561,1524.1643784451107,54589.09495801072,53064.93057956561,1524.1643784451107,54589.09495801072,0.0,3,15573.959716184301,5.63268004315001,307482.90574360784,0,0,0.0,0.00751820639509167,0.01735849322640135,0.0,166449.9458994772,37478.5862122045,31011.584672724286,13647.27373950268,53064.93057956561,1306.7236957514444,54371.65427531706,54371.65427531706,13647.27373950268,785.1592652824471
1269430,NCR,EQ,500,13744124328003,helped,a,NCR-2nd Dist.,3525.4084849999995,0,3525.4084849999995,13184.789427539205,0,1.0,95029.03100000002,237077.04098737324,6809.476180852166,243886.5171682254,43.307416025932554,0.10781010475477626,77002.5938777035,2170.889145487314,79173.48302319081,77002.5938777035,2170.889145487314,79173.48302319081,0.0,3,15573.959716184301,5.63268004315001,445958.897771403,0,0,0.0,0.006487865609234108,0.019016687802958204,0.0,237077.04098737324,84612.9883924169,75452.23530404082,19793.370755797703,76799.8061533538,1861.185268056071,78660.99142140987,78660.99142140987,19793.370755797703,1135.4036997267258
1269976,NCR,EQ,500,13764824198015,helped,a,NCR-4th Dist.,3231.429655,0,3231.429655,0.0,0,1.0,40615.52300000001,74242.11168933439,2132.428720466502,76374.54040980089,172.1518563523005,0.10781010475477626,23668.691999780698,679.8270879929571,24348.519087773657,23668.691999780698,679.8270879929571,24348.519087773657,0.0,3,15573.959716184301,5.63268004315001,137147.41754595976,0,0,0.0,0.009923936362588912,0.012983341140232448,0.0,74242.11168933439,105494.784665224,102514.50425465661,6087.129771943414,23668.691999780698,582.8414424698425,24251.53344225054,24251.53344225054,6087.129771943414,350.20667355589836
1272380,NCR,EQ,1000,13396580111,helped,a,Manila,2741.624665,0,2741.624665,0.0,0,1.0,72961.86700000003,173162.60673615034,5022.739646371493,178185.34638252182,218.2187430021904,0.1325202981453141,55204.95459325528,1601.2701549022993,56806.224748157576,55204.95459325528,1601.2701549022993,56806.224748157576,0.0,3,15573.959716184301,5.63268004315001,319971.2884656414,0,0,0.0,0.007404266237362619,0.0175489094559177,0.0,173162.60673615034,37478.5862122045,30709.023735755767,14201.556187039394,55204.95459325528,1372.8293905182445,56577.78398377352,56577.78398377352,14201.556187039394,817.0115095325115
1275372,NCR,EQ,1000,13744109118380,helped,a,NCR-2nd Dist.,2895.64617,0,2895.64617,0.0,0,1.0,44849.42200000001,87155.35928124843,2528.020839526259,89683.38012077469,219.60117994939472,0.1325202981453141,27785.48869393819,805.9434902680701,28591.43218420626,27785.48869393819,805.9434902680701,28591.43218420626,0.0,3,15573.959716184301,5.63268004315001,161046.38946905552,0,0,0.0,0.009443904146890506,0.013921792404161453,0.0,87155.35928124843,84612.9883924169,81095.99681377994,7147.858046051565,27785.48869393819,690.9657980881866,28476.454492026376,28476.454492026376,7147.858046051565,411.21425111554197
1278645,NCR,EQ,2000,13764437352,helped,a,NCR-4th Dist.,1007.25954,0,1007.25954,7636.897466426577,0,1.0,193399.45000000004,538025.9158607831,15525.330839718858,553551.2467005019,162.30385057706056,0.1657131456114814,172790.41958121082,4949.539627558736,177739.95920876955,172790.41958121082,4949.539627558736,177739.95920876955,0.0,3,15573.959716184301,5.63268004315001,1001152.3211055332,0,0,0.0,0.00454781069152363,0.021404838512344634,0.0,538025.9158607831,105494.784665224,84846.02742162472,44434.98980219239,172609.87564089615,4243.427287672107,176853.30292856824,176853.30292856824,44434.98980219239,2553.407065708332
1279589,NCR,EQ,2000,137651390224,helped,a,NCR-4th Dist.,2284.68711,0,2284.68711,13134.940185047924,0,1.0,109521.96,279166.6775985889,8055.662192794276,287222.3397913832,84.21495208937122,0.1657131456114814,91176.12268393626,2568.1783957515972,93744.30107968787,91176.12268393626,2568.1783957515972,93744.30107968787,0.0,3,15573.959716184301,5.63268004315001,528031.6538506038,0,0,0.0,0.006043372889527059,0.019640890561267412,0.0,279166.6775985889,105494.784665224,94620.04389717025,23436.075269921967,90865.59948165012,2201.7963495965523,93067.39583124667,93067.39583124667,23436.075269921967,1343.1666001722447
