district,hazard,rp,c,di0,dc_post_reco
Ampara,PF,100.0,42252.357492762654,5188.273460797261,5542.546485508266
Ampara,PF,100.0,93913.92441984806,12683.086985159849,537.2035535222358
Ampara,PF,100.0,189888.6856409037,20496.45771896637,257.30449642425043
Ampara,PF,100.0,185509.34298591863,26795.18815661487,370.3426107008772
Ampara,PF,100.0,119898.13979649331,11838.946132075554,293.5966699429908
Ampara,PF,100.0,111919.77406413488,21022.46913069797,617.7114056276906
Ampara,PF,100.0,93183.22148625033,14656.509982993935,560.4720657583139
Ampara,PF,100.0,107344.1093408532,17018.45816751419,502.4153008084683
Ampara,PF,100.0,205348.45379920868,25464.141313184904,298.05534075005613
Ampara,PF,100.0,173354.8940908811,22558.905523573183,334.05250777737683
Ampara,PF,100.0,187465.38015382012,13552.061016816046,168.39470216020658
Ampara,PF,100.0,98596.59187730367,7410.52164363366,250.71209312807326
Ampara,PF,100.0,102960.38392137557,7446.11609201303,223.9717074786869
Ampara,PF,100.0,145296.45924711804,9988.396372327195,171.0801214698626
Ampara,PF,100.0,115446.79793016614,14581.409215549864,401.6955766908374
Ampara,PF,100.0,95713.34806887248,7767.425444222144,276.38704789219645
Ampara,PF,100.0,118300.70416932732,11109.582607245437,280.4312807957014
Ampara,PF,100.0,162407.36947555462,21985.8319941127,365.63041080491655
Ampara,PF,100.0,135090.4772904041,16903.883059071137,359.87803639096313
Ampara,PF,100.0,193195.02442425364,18431.31771589252,219.97725443045516
Ampara,PF,100.0,223168.49297880792,16984.36482738959,169.08021203499618
Ampara,PF,100.0,106203.66480169297,12882.166572359309,412.15558434998337
Ampara,PF,100.0,70673.87625003772,8381.169208343303,515.5480635076375
Ampara,PF,100.0,153145.779518002,12749.24795927052,207.4892793764373
Ampara,PF,100.0,140821.9379471914,16162.92504063413,312.62870061134237
Ampara,PF,100.0,78970.09787569742,6794.4051229125025,374.2229102507051
Ampara,PF,100.0,83271.05467054789,10136.250137774065,438.9134067241036
Ampara,PF,100.0,70734.51425770205,12197.052407975545,882.974019415251
Ampara,PF,100.0,71504.66207173231,9162.300719611594,569.5580164378716
Ampara,PF,100.0,81724.67121854657,8181.520599051548,431.07222185816966
Ampara,PF,100.0,100857.9694505974,9232.846512011733,301.4640780582314
Ampara,PF,100.0,57803.870739869206,8709.428083879155,1100.891840172642
Ampara,PF,100.0,94081.00852715856,13540.9710306195,487.44507360717967
Ampara,PF,100.0,75890.20973687463,11091.682907527242,627.4822097898879
Ampara,PF,100.0,133527.58815982606,15727.313444997952,337.82369786639936
Ampara,PF,100.0,79043.60878923077,5411.66158838824,289.3088622254237
Ampara,PF,100.0,105490.68042401144,13631.353520519873,447.12070310860497
Ampara,PF,100.0,76291.41432657403,6320.775598963796,378.3582836598243
Ampara,PF,100.0,61854.17793651072,9967.337528215548,1039.8441308045185
Ampara,PF,100.0,60139.52093710272,5337.319429719478,460.90536777670684
Ampara,PF,100.0,73982.16032457947,8012.204695510344,431.6174309189129
Ampara,PF,100.0,48479.72385035916,7449.1777257333915,1358.453081554281
Ampara,PF,100.0,122010.1283811495,15518.7830658191,391.92825974272057
Ampara,PF,100.0,113963.02121426426,20011.73981715005,554.4688176897284
Ampara,PF,100.0,48267.66367320316,3554.055215948561,694.6271320615256
Ampara,PF,100.0,102752.68307146881,18313.073170296673,608.245627026091
Ampara,PF,100.0,102511.32634021855,12938.976714103259,447.97935911346076
Ampara,PF,100.0,117624.53970083149,10478.220971627281,262.7022892320285
Ampara,PF,100.0,73980.66620032066,7233.45681253158,498.4126358337687
Ampara,PF,100.0,173241.03596304913,17064.7968487981,237.07205700100627
Ampara,PF,100.0,112471.49848945989,16232.353770319602,494.0437785205581
Ampara,PF,100.0,130927.67132604057,17027.444656882195,385.0239372559615
Ampara,PF,100.0,98519.72943798195,11245.844228348213,407.43101751530287
Ampara,PF,100.0,112511.37695889303,10153.048153990727,272.11629716989705
Ampara,PF,100.0,85912.50229941745,7967.437619723978,368.2223079469885
Ampara,PF,100.0,95651.56163628763,9520.857597189117,350.2975011387704
Ampara,PF,100.0,81180.42327382644,7895.4878979948035,424.9342200166397
Ampara,PF,100.0,71568.00122168413,11182.983532661849,744.0295412689751
Ampara,PF,100.0,57576.857601503485,5764.257178582957,605.8714233379199
