region,hazard,rp,c,di0,dc_post_reco
ARMM,PF,200,243302.09000000003,18281.492681574244,0.08178880007281696
ARMM,PF,200,98041.719,8658.380949751987,0.03873580858640099
ARMM,PF,200,116599.21000000002,10271.852279117384,0.0459540559363749
ARMM,PF,200,21066.311000000005,6829.256868540889,6165.827134463466
ARMM,PF,200,26179.943,2620.619268680625,0.25400845535863315
ARMM,PF,200,23040.299000000006,5407.733437285923,1792.9294729641113
ARMM,PF,200,18463.852000000006,4819.898977655134,4351.668779468287
ARMM,PF,200,25606.15000000001,8655.561729417652,1715.0937679011072
ARMM,PF,200,25441.725,9684.70196317655,9515.3116958667
ARMM,PF,200,32336.27100000001,2173.0261734563824,0.037577984776955835
ARMM,PF,200,28000.33800000001,2428.124418821633,0.01743675081729464
ARMM,PF,200,24290.74000000001,6724.926225985097,1573.6558778733304
ARMM,PF,200,14660.443000000005,3963.713869146976,3578.6579708572663
ARMM,PF,200,25692.90800000001,3060.5319957335228,654.7706906634081
ARMM,PF,200,28644.793000000005,10424.709881948449,1788.9583643650608
ARMM,PF,200,21983.363000000005,7225.054132432042,6523.174581839226
ARMM,PF,200,41782.48800000001,6921.896862149212,1.4440554963848664
ARMM,PF,200,75756.96100000001,5439.43113924016,0.024334831436341037
ARMM,PF,200,17893.768000000004,2905.796124145217,2623.5118892667083
ARMM,PF,200,20441.686,4418.923855221135,4520.4404460026035
ARMM,PF,200,20354.516000000007,1582.529936034302,4.315935768114091
ARMM,PF,200,29381.92200000001,8325.552804374774,727.7538802457711
ARMM,PF,200,14467.27099999999,1296.997765497859,1170.942158758098
ARMM,PF,200,9765.75679999997,884.8080870335216,798.7730281408426
ARMM,PF,200,14189.76599999998,1642.9934360931125,1483.2928730136093
ARMM,PF,200,26386.826,1854.878255925825,0.008778898394266542
ARMM,PF,200,24692.90000000001,11827.711462439187,10678.705703640273
ARMM,PF,200,12662.072000000002,1852.442027680283,1672.4861195229798
ARMM,PF,200,16819.752000000008,2174.2034639587064,1962.9899668403118
ARMM,PF,200,14568.435,1584.3718026533168,1430.4471156292145
ARMM,PF,200,19211.766000000003,2161.5917155928946,118.33471232641729
ARMM,PF,200,16270.782000000007,4560.066216259684,4117.077531624809
ARMM,PF,200,15593.180000000002,4061.425915746212,3666.8777581464
ARMM,PF,200,16000.623,4625.816550474832,4176.440534453318
ARMM,PF,200,13540.620999999996,3803.2526782943396,3433.755589619835
ARMM,PF,200,11936.803999999998,1645.5281063151901,1485.6619376150666
ARMM,PF,200,21340.802999999967,2927.739145937228,1012.4032315094943
ARMM,PF,200,217936.58,16750.657249182008,0.0749387912920973
ARMM,PF,200,18579.625,3046.6802883656524,2749.867511358977
ARMM,PF,200,28168.06600000001,9665.106067823284,1787.2572434926426
ARMM,PF,200,40491.92200000001,11621.785241343949,1343.2340505016905
ARMM,PF,200,47652.73400000001,19548.29510021061,1752.2996314981451
ARMM,PF,200,32448.801,7600.4427951040525,1261.6983730885024
ARMM,PF,200,27148.196999999996,2179.1833198963723,0.012883337024201271
ARMM,PF,200,17948.328,1148.8740279306944,2184.8746639268593
ARMM,PF,200,20872.67799999999,2469.693181595112,4980.859712128668
ARMM,PF,200,15453.292999999969,3233.398266841189,2919.148743243446
ARMM,PF,200,236120.69000000012,16712.297188709537,0.07476717673058074
ARMM,PF,200,78659.79700000005,6624.55902222398,0.029640235570878786
ARMM,PF,200,50589.066,4706.450288203733,0.02163893009191846
ARMM,PF,200,140935.58000000005,10391.96175541265,0.0464913729440295
ARMM,PF,200,24142.43600000001,9169.3119383569,8280.8179990277
ARMM,PF,200,20699.721,6795.603240788347,6135.4177420377455
ARMM,PF,200,18379.77500000001,8663.879927026388,7822.225312665116
ARMM,PF,200,18344.682000000008,6590.388277301332,5950.163487629427
ARMM,PF,200,22801.00600000001,7898.692971216539,7131.542507190306
ARMM,PF,200,15999.516000000005,5857.727003664113,5288.676762452532
ARMM,PF,200,18754.285000000003,6268.0652059401355,5659.152565399015
ARMM,PF,200,68036.97700000001,11156.644494941786,0.8387215451303613
ARMM,PF,200,22240.632999999998,2436.039984185185,15.452104587744223
ARMM,PF,200,29673.542999999998,3336.193227231836,0.18276186550010795
ARMM,PF,200,30097.895999999993,13191.05253369818,2093.0674394773096
ARMM,PF,200,62615.32800000003,9184.303658965517,0.2911963859103999
