district,hazard,rp,contributer,tot_k_recipient_BE,tot_k_recipient_PE,dk_public_recipient,int_cost_BE,ext_cost_BE,frac_k_BE,tot_k_contributer,prov_assets_PE,frac_k_PE,transfer_pub_BE,transfer_pub_PE,PE_to_BE,dw
Galle,PF,25.0,Ampara,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.025504919976981292,180504564155.36774,180504564155.36774,0.025516321414486967,0.0,0.0,,
Galle,PF,25.0,Anuradhapura,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.037965780033986256,268693122112.83997,268693122112.83997,0.03798275183663459,0.0,0.0,,
Galle,PF,25.0,Badulla,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.034898447531192006,246984858882.20987,246984858882.20987,0.034914048147423334,0.0,0.0,,
Galle,PF,25.0,Batticaloa,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.01880785088947196,133107766288.51399,133107766288.51399,0.018816258543239362,0.0,0.0,,
Galle,PF,25.0,Colombo,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.16827158199925063,1190899191054.972,1190899191054.972,0.1683468042672623,0.0,0.0,,
Galle,PF,25.0,Galle,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.04975399763330321,352121224684.96155,348958905014.1032,0.04932921016403285,0.0,0.0,,
Galle,PF,25.0,Gampaha,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.1581592009699435,1119331394256.7307,1119331394256.7307,0.15822990271091844,0.0,0.0,,
Galle,PF,25.0,Hambantota,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.031053099142104017,219770386708.82864,219770386708.82864,0.03106698077629638,0.0,0.0,,
Galle,PF,25.0,Kalutara,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.07707039520378436,545446059352.33295,545446059352.33295,0.077104847901352,0.0,0.0,,
Galle,PF,25.0,Kandy,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.07009804909785185,496101058618.0596,496101058618.0596,0.0701293849548857,0.0,0.0,,
Galle,PF,25.0,Kegalle,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.03902184995171133,276167187524.0863,276167187524.0863,0.03903929384818233,0.0,0.0,,
Galle,PF,25.0,Kurunegala,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.08098853764042484,573175712825.5739,573175712825.5739,0.08102474186107776,0.0,0.0,,
Galle,PF,25.0,Mannar,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.0030510670675589703,21593148762.496574,21593148762.496574,0.0030524309828556177,0.0,0.0,,
Galle,PF,25.0,Matale,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.02485771519508129,175924137430.58023,175924137430.58023,0.024868827313315186,0.0,0.0,,
Galle,PF,25.0,Moneragala,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.014962054203986835,105890121411.75443,105890121411.75443,0.014968742675313819,0.0,0.0,,
Galle,PF,25.0,Mullaitivu,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.002521192062443952,17843093598.966133,17843093598.966133,0.0025223191082753334,0.0,0.0,,
Galle,PF,25.0,Nuwara Eliya,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.02827440433071211,200104883099.96606,200104883099.96606,0.028287043807890537,0.0,0.0,,
Galle,PF,25.0,Polonnaruwa,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.025723213484833297,182049480764.72516,182049480764.72516,0.025734712505855784,0.0,0.0,,
Galle,PF,25.0,Puttalam,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.04116983111445283,291368976196.4101,291368976196.4101,0.04118823522067996,0.0,0.0,,
Galle,PF,25.0,Rathnapura,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.043646924315845465,308899971357.07446,308899971357.07446,0.04366643575443652,0.0,0.0,,
Galle,PF,25.0,Trincomalee,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.014809425542539617,104809930999.98251,104809930999.98251,0.014816045784436894,0.0,0.0,,
Galle,PF,25.0,Vavuniya,352121224684.961,348958905014.1032,0.0,0.0,0.0,0.009390462612540349,66458603384.11814,66458603384.11814,0.009394660421148369,0.0,0.0,,
Galle,PF,50.0,Ampara,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.025504919976981292,180504564155.36774,180504564155.36774,0.025519843470992818,0.0,0.0,,
Galle,PF,50.0,Anuradhapura,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.037965780033986256,268693122112.83997,268693122112.83997,0.0379879946534201,0.0,0.0,,
Galle,PF,50.0,Badulla,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.034898447531192006,246984858882.20987,246984858882.20987,0.03491886738638909,0.0,0.0,,
Galle,PF,50.0,Batticaloa,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.01880785088947196,133107766288.51399,133107766288.51399,0.01881885577991551,0.0,0.0,,
Galle,PF,50.0,Colombo,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.16827158199925063,1190899191054.972,1190899191054.972,0.1683700414317257,0.0,0.0,,
Galle,PF,50.0,Galle,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.04975399763330321,352121224684.96155,347982593442.6835,0.049197987634504545,0.0,0.0,,
Galle,PF,50.0,Gampaha,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.1581592009699435,1119331394256.7307,1119331394256.7307,0.1582517434241314,0.0,0.0,,
Galle,PF,50.0,Hambantota,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.031053099142104017,219770386708.82864,219770386708.82864,0.031071268998724016,0.0,0.0,,
Galle,PF,50.0,Kalutara,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.07707039520378436,545446059352.33295,545446059352.33295,0.0771154908003331,0.0,0.0,,
Galle,PF,50.0,Kandy,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.07009804909785185,496101058618.0596,496101058618.0596,0.07013906502014744,0.0,0.0,,
Galle,PF,50.0,Kegalle,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.03902184995171133,276167187524.0863,276167187524.0863,0.03904468250106252,0.0,0.0,,
Galle,PF,50.0,Kurunegala,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.08098853764042484,573175712825.5739,573175712825.5739,0.08103592582896135,0.0,0.0,,
Galle,PF,50.0,Mannar,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.0030510670675589703,21593148762.496574,21593148762.496574,0.0030528523145290673,0.0,0.0,,
Galle,PF,50.0,Matale,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.02485771519508129,175924137430.58023,175924137430.58023,0.024872259995229205,0.0,0.0,,
Galle,PF,50.0,Moneragala,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.014962054203986835,105890121411.75443,105890121411.75443,0.014970808833545159,0.0,0.0,,
Galle,PF,50.0,Mullaitivu,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.002521192062443952,17843093598.966133,17843093598.966133,0.0025226672678035364,0.0,0.0,,
Galle,PF,50.0,Nuwara Eliya,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.02827440433071211,200104883099.96606,200104883099.96606,0.028290948311406407,0.0,0.0,,
Galle,PF,50.0,Polonnaruwa,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.025723213484833297,182049480764.72516,182049480764.72516,0.025738264707214874,0.0,0.0,,
Galle,PF,50.0,Puttalam,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.04116983111445283,291368976196.4101,291368976196.4101,0.04119392049519375,0.0,0.0,,
Galle,PF,50.0,Rathnapura,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.043646924315845465,308899971357.07446,308899971357.07446,0.04367246309872483,0.0,0.0,,
Galle,PF,50.0,Trincomalee,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.014809425542539617,104809930999.98251,104809930999.98251,0.014818090865685028,0.0,0.0,,
Galle,PF,50.0,Vavuniya,352121224684.96106,347982593442.6835,0.0,0.0,0.0,0.009390462612540349,66458603384.11814,66458603384.11814,0.009395957180360603,0.0,0.0,,
Galle,PF,100.0,Ampara,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.025504919976981292,180504564155.36774,180504564155.36774,0.025521921381205414,0.0,0.0,,
Galle,PF,100.0,Anuradhapura,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.037965780033986256,268693122112.83997,268693122112.83997,0.03799108776181381,0.0,0.0,,
Galle,PF,100.0,Badulla,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.034898447531192006,246984858882.20987,246984858882.20987,0.0349217105962715,0.0,0.0,,
Galle,PF,100.0,Batticaloa,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.01880785088947196,133107766288.51399,133107766288.51399,0.018820388073507312,0.0,0.0,,
Galle,PF,100.0,Colombo,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.16827158199925063,1190899191054.972,1190899191054.972,0.16838375067837463,0.0,0.0,,
Galle,PF,100.0,Galle,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.04975399763330321,352121224684.96155,347406724585.6357,0.04912057018428035,0.0,0.0,,
Galle,PF,100.0,Gampaha,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.1581592009699435,1119331394256.7307,1119331394256.7307,0.15826462880543068,0.0,0.0,,
Galle,PF,100.0,Hambantota,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.031053099142104017,219770386708.82864,219770386708.82864,0.031073798924397114,0.0,0.0,,
Galle,PF,100.0,Kalutara,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.07707039520378436,545446059352.33295,545446059352.33295,0.07712176979910773,0.0,0.0,,
Galle,PF,100.0,Kandy,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.07009804909785185,496101058618.0596,496101058618.0596,0.07014477597521944,0.0,0.0,,
Galle,PF,100.0,Kegalle,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.03902184995171133,276167187524.0863,276167187524.0863,0.039047861648482,0.0,0.0,,
Galle,PF,100.0,Kurunegala,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.08098853764042484,573175712825.5739,573175712825.5739,0.08104252404254594,0.0,0.0,,
Galle,PF,100.0,Mannar,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.0030510670675589703,21593148762.496574,21593148762.496574,0.0030531008878798053,0.0,0.0,,
Galle,PF,100.0,Matale,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.02485771519508129,175924137430.58023,175924137430.58023,0.024874285177049506,0.0,0.0,,
Galle,PF,100.0,Moneragala,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.014962054203986835,105890121411.75443,105890121411.75443,0.01497202780640451,0.0,0.0,,
Galle,PF,100.0,Mullaitivu,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.002521192062443952,17843093598.966133,17843093598.966133,0.0025228726717310603,0.0,0.0,,
Galle,PF,100.0,Nuwara Eliya,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.02827440433071211,200104883099.96606,200104883099.96606,0.028293251854156858,0.0,0.0,,
Galle,PF,100.0,Polonnaruwa,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.025723213484833297,182049480764.72516,182049480764.72516,0.025740360402008236,0.0,0.0,,
Galle,PF,100.0,Puttalam,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.04116983111445283,291368976196.4101,291368976196.4101,0.04119727464069198,0.0,0.0,,
Galle,PF,100.0,Rathnapura,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.043646924315845465,308899971357.07446,308899971357.07446,0.043676019055374216,0.0,0.0,,
Galle,PF,100.0,Trincomalee,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.014809425542539617,104809930999.98251,104809930999.98251,0.014819297403741421,0.0,0.0,,
Galle,PF,100.0,Vavuniya,352121224684.9616,347406724585.6357,0.0,0.0,0.0,0.009390462612540349,66458603384.11814,66458603384.11814,0.009396722230326695,0.0,0.0,,
Galle,PF,250.0,Ampara,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.025504919976981292,180504564155.36774,180504564155.36774,0.025523004086371412,0.0,0.0,,
Galle,PF,250.0,Anuradhapura,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.037965780033986256,268693122112.83997,268693122112.83997,0.03799269944090205,0.0,0.0,,
Galle,PF,250.0,Badulla,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.034898447531192006,246984858882.20987,246984858882.20987,0.034923192064531795,0.0,0.0,,
Galle,PF,250.0,Batticaloa,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.01880785088947196,133107766288.51399,133107766288.51399,0.018821186482494198,0.0,0.0,,
Galle,PF,250.0,Colombo,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.16827158199925063,1190899191054.972,1190899191054.972,0.16839089394764525,0.0,0.0,,
Galle,PF,250.0,Galle,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.04975399763330321,352121224684.96155,347106702490.0369,0.04908023144741445,0.0,0.0,,
Galle,PF,250.0,Gampaha,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.1581592009699435,1119331394256.7307,1119331394256.7307,0.15827134279567628,0.0,0.0,,
Galle,PF,250.0,Hambantota,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.031053099142104017,219770386708.82864,219770386708.82864,0.031075117154404964,0.0,0.0,,
Galle,PF,250.0,Kalutara,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.07707039520378436,545446059352.33295,545446059352.33295,0.07712504150178737,0.0,0.0,,
Galle,PF,250.0,Kandy,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.07009804909785185,496101058618.0596,496101058618.0596,0.0701477516959805,0.0,0.0,,
Galle,PF,250.0,Kegalle,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.03902184995171133,276167187524.0863,276167187524.0863,0.03904951815862074,0.0,0.0,,
Galle,PF,250.0,Kurunegala,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.08098853764042484,573175712825.5739,573175712825.5739,0.08104596207364619,0.0,0.0,,
Galle,PF,250.0,Mannar,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.0030510670675589703,21593148762.496574,21593148762.496574,0.0030532304082264224,0.0,0.0,,
Galle,PF,250.0,Matale,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.02485771519508129,175924137430.58023,175924137430.58023,0.02487534040783168,0.0,0.0,,
Galle,PF,250.0,Moneragala,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.014962054203986835,105890121411.75443,105890121411.75443,0.014972662958108385,0.0,0.0,,
Galle,PF,250.0,Mullaitivu,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.002521192062443952,17843093598.966133,17843093598.966133,0.0025229796984409247,0.0,0.0,,
Galle,PF,250.0,Nuwara Eliya,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.02827440433071211,200104883099.96606,200104883099.96606,0.02829445212624797,0.0,0.0,,
Galle,PF,250.0,Polonnaruwa,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.025723213484833297,182049480764.72516,182049480764.72516,0.02574145237391606,0.0,0.0,,
Galle,PF,250.0,Puttalam,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.04116983111445283,291368976196.4101,291368976196.4101,0.04119902233442602,0.0,0.0,,
Galle,PF,250.0,Rathnapura,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.043646924315845465,308899971357.07446,308899971357.07446,0.04367787190378462,0.0,0.0,,
Galle,PF,250.0,Trincomalee,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.014809425542539617,104809930999.98251,104809930999.98251,0.014819926076231076,0.0,0.0,,
Galle,PF,250.0,Vavuniya,352121224684.9616,347106702490.0369,0.0,0.0,0.0,0.009390462612540349,66458603384.11814,66458603384.11814,0.00939712086331166,0.0,0.0,,
Galle,PF,500.0,Ampara,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.025504919976981292,180504564155.36774,180504564155.36774,0.02552353988044484,0.0,0.0,,
Galle,PF,500.0,Anuradhapura,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.037965780033986256,268693122112.83997,268693122112.83997,0.03799349700623272,0.0,0.0,,
Galle,PF,500.0,Badulla,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.034898447531192006,246984858882.20987,246984858882.20987,0.03492392519293902,0.0,0.0,,
Galle,PF,500.0,Batticaloa,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.01880785088947196,133107766288.51399,133107766288.51399,0.01882158158802872,0.0,0.0,,
Galle,PF,500.0,Colombo,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.16827158199925063,1190899191054.972,1190899191054.972,0.16839442890938763,0.0,0.0,,
Galle,PF,500.0,Galle,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.04975399763330321,352121224684.96155,346958241143.1454,0.049060269174377696,0.0,0.0,,
Galle,PF,500.0,Gampaha,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.1581592009699435,1119331394256.7307,1119331394256.7307,0.15827466532178552,0.0,0.0,,
Galle,PF,500.0,Hambantota,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.031053099142104017,219770386708.82864,219770386708.82864,0.031075769501736256,0.0,0.0,,
Galle,PF,500.0,Kalutara,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.07707039520378436,545446059352.33295,545446059352.33295,0.07712666055650404,0.0,0.0,,
Galle,PF,500.0,Kandy,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.07009804909785185,496101058618.0596,496101058618.0596,0.07014922427928205,0.0,0.0,,
Galle,PF,500.0,Kegalle,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.03902184995171133,276167187524.0863,276167187524.0863,0.03905033790931814,0.0,0.0,,
Galle,PF,500.0,Kurunegala,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.08098853764042484,573175712825.5739,573175712825.5739,0.08104766343865821,0.0,0.0,,
Galle,PF,500.0,Mannar,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.0030510670675589703,21593148762.496574,21593148762.496574,0.003053294503454084,0.0,0.0,,
Galle,PF,500.0,Matale,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.02485771519508129,175924137430.58023,175924137430.58023,0.024875862605764177,0.0,0.0,,
Galle,PF,500.0,Moneragala,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.014962054203986835,105890121411.75443,105890121411.75443,0.014972977273149406,0.0,0.0,,
Galle,PF,500.0,Mullaitivu,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.002521192062443952,17843093598.966133,17843093598.966133,0.0025230326623304896,0.0,0.0,,
Galle,PF,500.0,Nuwara Eliya,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.02827440433071211,200104883099.96606,200104883099.96606,0.02829504610020608,0.0,0.0,,
Galle,PF,500.0,Polonnaruwa,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.025723213484833297,182049480764.72516,182049480764.72516,0.02574199275378579,0.0,0.0,,
Galle,PF,500.0,Puttalam,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.04116983111445283,291368976196.4101,291368976196.4101,0.04119988720879281,0.0,0.0,,
Galle,PF,500.0,Rathnapura,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.043646924315845465,308899971357.07446,308899971357.07446,0.04367878881563507,0.0,0.0,,
Galle,PF,500.0,Trincomalee,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.014809425542539617,104809930999.98251,104809930999.98251,0.01482023718492868,0.0,0.0,,
Galle,PF,500.0,Vavuniya,352121224684.9617,346958241143.1454,0.0,0.0,0.0,0.009390462612540349,66458603384.11814,66458603384.11814,0.009397318133258756,0.0,0.0,,
Galle,PF,1000.0,Ampara,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.025504919976981292,180504564155.36774,180504564155.36774,0.02552431620654724,0.0,0.0,,
Galle,PF,1000.0,Anuradhapura,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.037965780033986256,268693122112.83997,268693122112.83997,0.037994652619583597,0.0,0.0,,
Galle,PF,1000.0,Badulla,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.034898447531192006,246984858882.20987,246984858882.20987,0.034924987441939455,0.0,0.0,,
Galle,PF,1000.0,Batticaloa,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.01880785088947196,133107766288.51399,133107766288.51399,0.018822154066812764,0.0,0.0,,
Galle,PF,1000.0,Colombo,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.16827158199925063,1190899191054.972,1190899191054.972,0.16839955080828073,0.0,0.0,,
Galle,PF,1000.0,Galle,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.04975399763330321,352121224684.96155,346743142657.25214,0.049031345312785184,0.0,0.0,,
Galle,PF,1000.0,Gampaha,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.1581592009699435,1119331394256.7307,1119331394256.7307,0.1582794794171114,0.0,0.0,,
Galle,PF,1000.0,Hambantota,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.031053099142104017,219770386708.82864,219770386708.82864,0.031076714704914556,0.0,0.0,,
Galle,PF,1000.0,Kalutara,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.07707039520378436,545446059352.33295,545446059352.33295,0.07712900644739776,0.0,0.0,,
Galle,PF,1000.0,Kandy,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.07009804909785185,496101058618.0596,496101058618.0596,0.07015135794389621,0.0,0.0,,
Galle,PF,1000.0,Kegalle,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.03902184995171133,276167187524.0863,276167187524.0863,0.039051525667629435,0.0,0.0,,
Galle,PF,1000.0,Kurunegala,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.08098853764042484,573175712825.5739,573175712825.5739,0.08105012859110027,0.0,0.0,,
Galle,PF,1000.0,Mannar,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.0030510670675589703,21593148762.496574,21593148762.496574,0.00305338737271252,0.0,0.0,,
Galle,PF,1000.0,Matale,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.02485771519508129,175924137430.58023,175924137430.58023,0.024876619232060963,0.0,0.0,,
Galle,PF,1000.0,Moneragala,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.014962054203986835,105890121411.75443,105890121411.75443,0.014973432692465937,0.0,0.0,,
Galle,PF,1000.0,Mullaitivu,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.002521192062443952,17843093598.966133,17843093598.966133,0.002523109403100859,0.0,0.0,,
Galle,PF,1000.0,Nuwara Eliya,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.02827440433071211,200104883099.96606,200104883099.96606,0.02829590672467115,0.0,0.0,,
Galle,PF,1000.0,Polonnaruwa,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.025723213484833297,182049480764.72516,182049480764.72516,0.025742775724368873,0.0,0.0,,
Galle,PF,1000.0,Puttalam,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.04116983111445283,291368976196.4101,291368976196.4101,0.04120114034797358,0.0,0.0,,
Galle,PF,1000.0,Rathnapura,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.043646924315845465,308899971357.07446,308899971357.07446,0.04368011735329237,0.0,0.0,,
Galle,PF,1000.0,Trincomalee,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.014809425542539617,104809930999.98251,104809930999.98251,0.014820687958490042,0.0,0.0,,
Galle,PF,1000.0,Vavuniya,352121224684.9619,346743142657.25214,0.0,0.0,0.0,0.009390462612540349,66458603384.11814,66458603384.11814,0.009397603962865214,0.0,0.0,,
Gampaha,PF,5.0,Ampara,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.025504919976981292,180504564155.36774,180504564155.36774,0.025613559627431906,0.0,0.0,,
Gampaha,PF,5.0,Anuradhapura,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.037965780033986256,268693122112.83997,268693122112.83997,0.038127497423246795,0.0,0.0,,
Gampaha,PF,5.0,Badulla,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.034898447531192006,246984858882.20987,246984858882.20987,0.03504709944401821,0.0,0.0,,
Gampaha,PF,5.0,Batticaloa,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.01880785088947196,133107766288.51399,133107766288.51399,0.01888796399502975,0.0,0.0,,
Gampaha,PF,5.0,Colombo,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.16827158199925063,1190899191054.972,1190899191054.972,0.16898834432846588,0.0,0.0,,
Gampaha,PF,5.0,Galle,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.04975399763330321,352121224684.96155,352121224684.96155,0.04996592760274758,0.0,0.0,,
Gampaha,PF,5.0,Gampaha,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.1581592009699435,1119331394256.7307,1089313332714.69,0.15457333243068896,0.0,0.0,,
Gampaha,PF,5.0,Hambantota,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.031053099142104017,219770386708.82864,219770386708.82864,0.031185371575785475,0.0,0.0,,
Gampaha,PF,5.0,Kalutara,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.07707039520378436,545446059352.33295,545446059352.33295,0.07739868091503484,0.0,0.0,,
Gampaha,PF,5.0,Kandy,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.07009804909785185,496101058618.0596,496101058618.0596,0.07039663570616637,0.0,0.0,,
Gampaha,PF,5.0,Kegalle,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.03902184995171133,276167187524.0863,276167187524.0863,0.039188065730569516,0.0,0.0,,
Gampaha,PF,5.0,Kurunegala,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.08098853764042484,573175712825.5739,573175712825.5739,0.08133351290118636,0.0,0.0,,
Gampaha,PF,5.0,Mannar,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.0030510670675589703,21593148762.496574,21593148762.496574,0.0030640632604511703,0.0,0.0,,
Gampaha,PF,5.0,Matale,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.02485771519508129,175924137430.58023,175924137430.58023,0.024963598040125757,0.0,0.0,,
Gampaha,PF,5.0,Moneragala,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.014962054203986835,105890121411.75443,105890121411.75443,0.015025785920856016,0.0,0.0,,
Gampaha,PF,5.0,Mullaitivu,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.002521192062443952,17843093598.966133,17843093598.966133,0.002531931222756158,0.0,0.0,,
Gampaha,PF,5.0,Nuwara Eliya,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.02827440433071211,200104883099.96606,200104883099.96606,0.028394840756545244,0.0,0.0,,
Gampaha,PF,5.0,Polonnaruwa,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.025723213484833297,182049480764.72516,182049480764.72516,0.025832782968837977,0.0,0.0,,
Gampaha,PF,5.0,Puttalam,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.04116983111445283,291368976196.4101,291368976196.4101,0.04134519634066886,0.0,0.0,,
Gampaha,PF,5.0,Rathnapura,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.043646924315845465,308899971357.07446,308899971357.07446,0.0438328408607786,0.0,0.0,,
Gampaha,PF,5.0,Trincomalee,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.014809425542539617,104809930999.98251,104809930999.98251,0.014872507128985215,0.0,0.0,,
Gampaha,PF,5.0,Vavuniya,1119331394256.7314,1089313332714.69,0.0,0.0,0.0,0.009390462612540349,66458603384.11814,66458603384.11814,0.0094304618196234,0.0,0.0,,
