district,hazard,rp,contributer,tot_k_recipient_BE,tot_k_recipient_PE,dk_public_recipient,int_cost_BE,ext_cost_BE,frac_k_BE,tot_k_contributer,prov_assets_PE,frac_k_PE,transfer_pub_BE,transfer_pub_PE,PE_to_BE,dw
Ampara,PF,100.0,Colombo,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.16827158199925063,1190899191054.972,1190899191054.972,0.16831967273061407,0.0,0.0,,
Ampara,PF,100.0,Galle,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.04975399763330321,352121224684.96155,352121224684.96155,0.049768216945358476,0.0,0.0,,
Ampara,PF,100.0,Gampaha,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.1581592009699435,1119331394256.7307,1119331394256.7307,0.15820440166013855,0.0,0.0,,
Ampara,PF,100.0,Hambantota,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.031053099142104017,219770386708.82864,219770386708.82864,0.031061973880376074,0.0,0.0,,
Ampara,PF,100.0,Kalutara,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.07707039520378436,545446059352.33295,545446059352.33295,0.07709242133337704,0.0,0.0,,
Ampara,PF,100.0,Kandy,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.07009804909785185,496101058618.0596,496101058618.0596,0.0701180825842449,0.0,0.0,,
Ampara,PF,100.0,Kegalle,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.03902184995171133,276167187524.0863,276167187524.0863,0.039033002098027805,0.0,0.0,,
Ampara,PF,100.0,Kurunegala,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.08098853764042484,573175712825.5739,573175712825.5739,0.08101168354516386,0.0,0.0,,
Ampara,PF,100.0,Mannar,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.0030510670675589703,21593148762.496574,21593148762.496574,0.003051939039195398,0.0,0.0,,
Ampara,PF,100.0,Matale,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.02485771519508129,175924137430.58023,175924137430.58023,0.024864819339997325,0.0,0.0,,
Ampara,PF,100.0,Moneragala,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.014962054203986835,105890121411.75443,105890121411.75443,0.014966330244663645,0.0,0.0,,
Ampara,PF,100.0,Mullaitivu,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.002521192062443952,17843093598.966133,17843093598.966133,0.002521912599855868,0.0,0.0,,
Ampara,PF,100.0,Nuwara Eliya,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.02827440433071211,200104883099.96606,200104883099.96606,0.02828248493925573,0.0,0.0,,
Ampara,PF,100.0,Polonnaruwa,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.025723213484833297,182049480764.72516,182049480764.72516,0.025730564982542087,0.0,0.0,,
Ampara,PF,100.0,Puttalam,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.04116983111445283,291368976196.4101,291368976196.4101,0.04118159713736005,0.0,0.0,,
Ampara,PF,100.0,Rathnapura,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.043646924315845465,308899971357.07446,308899971357.07446,0.043659398273047274,0.0,0.0,,
Ampara,PF,100.0,Trincomalee,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.014809425542539617,104809930999.98251,104809930999.98251,0.014813657963112146,0.0,0.0,,
Ampara,PF,100.0,Vavuniya,180504564155.36752,178482519575.0401,0.0,0.0,0.0,0.009390462612540349,66458603384.11814,66458603384.11814,0.009393146334946235,0.0,0.0,,
Ampara,PF,250.0,Ampara,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.025504919976981292,180504564155.36774,178346191951.3075,0.02520763412848483,0.0,0.0,,
Ampara,PF,250.0,Anuradhapura,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.037965780033986256,268693122112.83997,268693122112.83997,0.03797736212338069,0.0,0.0,,
Ampara,PF,250.0,Badulla,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.034898447531192006,246984858882.20987,246984858882.20987,0.034909093880053324,0.0,0.0,,
Ampara,PF,250.0,Batticaloa,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.01880785088947196,133107766288.51399,133107766288.51399,0.01881358853558706,0.0,0.0,,
Ampara,PF,250.0,Colombo,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.16827158199925063,1190899191054.972,1190899191054.972,0.16832291602961924,0.0,0.0,,
Ampara,PF,250.0,Galle,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.04975399763330321,352121224684.96155,352121224684.96155,0.04976917591352833,0.0,0.0,,
Ampara,PF,250.0,Gampaha,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.1581592009699435,1119331394256.7307,1119331394256.7307,0.15820745005115663,0.0,0.0,,
Ampara,PF,250.0,Hambantota,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.031053099142104017,219770386708.82864,219770386708.82864,0.031062572403812765,0.0,0.0,,
Ampara,PF,250.0,Kalutara,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.07707039520378436,545446059352.33295,545446059352.33295,0.07709390680307504,0.0,0.0,,
Ampara,PF,250.0,Kandy,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.07009804909785185,496101058618.0596,496101058618.0596,0.07011943366759602,0.0,0.0,,
Ampara,PF,250.0,Kegalle,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.03902184995171133,276167187524.0863,276167187524.0863,0.03903375421270828,0.0,0.0,,
Ampara,PF,250.0,Kurunegala,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.08098853764042484,573175712825.5739,573175712825.5739,0.08101324453389672,0.0,0.0,,
Ampara,PF,250.0,Mannar,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.0030510670675589703,21593148762.496574,21593148762.496574,0.003051997846051953,0.0,0.0,,
Ampara,PF,250.0,Matale,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.02485771519508129,175924137430.58023,175924137430.58023,0.024865298452406003,0.0,0.0,,
Ampara,PF,250.0,Moneragala,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.014962054203986835,105890121411.75443,105890121411.75443,0.014966618626189145,0.0,0.0,,
Ampara,PF,250.0,Mullaitivu,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.002521192062443952,17843093598.966133,17843093598.966133,0.0025219611937991283,0.0,0.0,,
Ampara,PF,250.0,Nuwara Eliya,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.02827440433071211,200104883099.96606,200104883099.96606,0.028283029905591388,0.0,0.0,,
Ampara,PF,250.0,Polonnaruwa,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.025723213484833297,182049480764.72516,182049480764.72516,0.025731060776732137,0.0,0.0,,
Ampara,PF,250.0,Puttalam,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.04116983111445283,291368976196.4101,291368976196.4101,0.04118239065264475,0.0,0.0,,
Ampara,PF,250.0,Rathnapura,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.043646924315845465,308899971357.07446,308899971357.07446,0.04366023953230526,0.0,0.0,,
Ampara,PF,250.0,Trincomalee,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.014809425542539617,104809930999.98251,104809930999.98251,0.014813943402843317,0.0,0.0,,
Ampara,PF,250.0,Vavuniya,180504564155.36758,178346191951.3075,0.0,0.0,0.0,0.009390462612540349,66458603384.11814,66458603384.11814,0.009393327328538188,0.0,0.0,,
Ampara,PF,500.0,Ampara,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.025504919976981292,180504564155.36774,178086308137.00256,0.02517182650069462,0.0,0.0,,
Ampara,PF,500.0,Anuradhapura,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.037965780033986256,268693122112.83997,268693122112.83997,0.03797875716841282,0.0,0.0,,
Ampara,PF,500.0,Badulla,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.034898447531192006,246984858882.20987,246984858882.20987,0.03491037621656304,0.0,0.0,,
Ampara,PF,500.0,Batticaloa,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.01880785088947196,133107766288.51399,133107766288.51399,0.018814279626325217,0.0,0.0,,
Ampara,PF,500.0,Colombo,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.16827158199925063,1190899191054.972,1190899191054.972,0.16832909913541363,0.0,0.0,,
Ampara,PF,500.0,Galle,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.04975399763330321,352121224684.96155,352121224684.96155,0.049771004114270274,0.0,0.0,,
Ampara,PF,500.0,Gampaha,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.1581592009699435,1119331394256.7307,1119331394256.7307,0.15821326157952248,0.0,0.0,,
Ampara,PF,500.0,Hambantota,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.031053099142104017,219770386708.82864,219770386708.82864,0.03106371344376115,0.0,0.0,,
Ampara,PF,500.0,Kalutara,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.07707039520378436,545446059352.33295,545446059352.33295,0.07709673873940973,0.0,0.0,,
Ampara,PF,500.0,Kandy,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.07009804909785185,496101058618.0596,496101058618.0596,0.07012200940646054,0.0,0.0,,
Ampara,PF,500.0,Kegalle,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.03902184995171133,276167187524.0863,276167187524.0863,0.03903518806281938,0.0,0.0,,
Ampara,PF,500.0,Kurunegala,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.08098853764042484,573175712825.5739,573175712825.5739,0.08101622044159554,0.0,0.0,,
Ampara,PF,500.0,Mannar,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.0030510670675589703,21593148762.496574,21593148762.496574,0.003052109956904186,0.0,0.0,,
Ampara,PF,500.0,Matale,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.02485771519508129,175924137430.58023,175924137430.58023,0.02486621184420414,0.0,0.0,,
Ampara,PF,500.0,Moneragala,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.014962054203986835,105890121411.75443,105890121411.75443,0.01496716840389341,0.0,0.0,,
Ampara,PF,500.0,Mullaitivu,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.002521192062443952,17843093598.966133,17843093598.966133,0.002522053834499744,0.0,0.0,,
Ampara,PF,500.0,Nuwara Eliya,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.02827440433071211,200104883099.96606,200104883099.96606,0.02828406884295189,0.0,0.0,,
Ampara,PF,500.0,Polonnaruwa,180504564155.3676,178086308137.00256,0.0,0.0,0.0,0.025723213484833297,182049480764.72516,182049480764.72516,0.025732005971092698,0.0,0.0,,
