,region,hazard,rp,hhid,helped_cat,affected_cat,province,pcwgt,ispoor,pcwgt_ae,pcsoc,axfin,has_ew,c,dk_private,dk_public,dk0,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,dk_prv_t,sav_i,sav_f,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
1258096,NCR,EQ,200,133911051328001,helped,a,Manila,3050.927565,0,3050.927565,1997.5716726004932,0,1.0,39818.547000000006,70994.00244068103,2310.4191708673457,73304.42161154837,83.60738745737171,0.05528462566555084,22743.616351196735,736.5711790967804,23480.187530293515,22743.616351196735,736.5711790967804,23480.187530293515,0.0,3,15573.959716184301,5.63268004315001,132256.38371130402,0,0,0.0,0.010022759086297068,0.0031969903614724026,0.0,70994.00244068103,37478.5862122045,36716.67168940461,5870.046882573379,22739.44744699643,708.7657313464531,23448.21317834288,23448.21317834288,5870.046882573379,338.99806698567676
1261156,NCR,EQ,250,137448148003,helped,a,NCR-2nd Dist.,4018.6744200000003,0,4018.6744200000003,0.0,0,1.0,35247.40200000001,57436.27183736618,1843.4787836424202,59279.7506210086,110.18676812997222,0.06462801515537665,18310.92080762562,587.7086540957195,18898.62946172134,18310.92080762562,587.7086540957195,18898.62946172134,0.0,3,15573.959716184301,5.63268004315001,106449.93301192462,0,0,0.0,0.010652865402482632,0.002873568024560251,0.0,57436.27183736618,84612.9883924169,83956.81425388051,4724.657365430335,18310.92080762562,565.5227435718887,18876.443551197506,18876.443551197506,4724.657365430335,272.88578858963166
1263738,NCR,EQ,250,13751176135107,helped,a,NCR-3rd Dist.,3916.6751049999993,0,3916.6751049999993,544.7922304752925,0,1.0,34781.547,55961.39055317773,1796.1408860244926,57757.53143920222,106.64598602872063,0.06462801515537665,17875.93140005158,572.6171367191085,18448.54853677069,17875.93140005158,572.6171367191085,18448.54853677069,0.0,3,15573.959716184301,5.63268004315001,103914.77116815258,0,0,0.0,0.010723968963886398,0.002839206333326824,0.0,55961.39055317773,57285.595074487,56645.97722389279,4612.137134192672,17874.60227178343,551.0009286351738,18425.603200418605,18425.603200418605,4612.137134192672,266.37434235781984
1267409,NCR,EQ,500,137611329322,helped,a,NCR-4th Dist.,1826.6702599999999,0,1826.6702599999999,0.0,0,1.0,63460.52700000002,143787.4771953854,4129.9545370947535,147917.43173248015,172.54167282003817,0.10781010475477626,45840.04190780554,1316.64657277839,47156.68848058393,45840.04190780554,1316.64657277839,47156.68848058393,0.0,3,15573.959716184301,5.63268004315001,265618.53810562706,0,0,0.0,0.007939225883846884,0.00416800964037016,0.0,143787.4771953854,105494.784665224,103959.8163633332,11789.172120145982,45840.04190780554,1266.9433689007553,47106.9852767063,47106.9852767063,11789.172120145982,680.9715932241656
1267776,NCR,EQ,500,1339150238003,helped,a,Manila,1604.004225,0,1604.004225,0.0,0,1.0,107151.62000000002,276921.1691639223,7953.904340723971,284875.0735046463,172.8425532609264,0.10781010475477626,88283.6130602902,2535.7375720141267,90819.35063230433,88283.6130602902,2535.7375720141267,90819.35063230433,0.0,3,15573.959716184301,5.63268004315001,511556.34383842384,0,0,0.0,0.006109851079539408,0.004869607584130435,0.0,276921.1691639223,37478.5862122045,34681.83800052757,22704.83765807608,88283.6130602902,2440.0138720267882,90723.62693231698,90723.62693231698,22704.83765807608,1311.487296677508
1268296,NCR,EQ,500,1374481138012,helped,a,NCR-2nd Dist.,1674.447675,0,1674.447675,0.0,0,1.0,84155.32000000002,206749.96942925712,5938.4029189710645,212688.37234822818,173.02371776093096,0.10781010475477626,65912.74461402693,1893.187390033745,67805.93200406068,65912.74461402693,1893.187390033745,67805.93200406068,0.0,3,15573.959716184301,5.63268004315001,381929.1200064592,0,0,0.0,0.006894284606859117,0.004584448813131047,0.0,206749.96942925712,84612.9883924169,82480.9507924719,16951.48300101517,65912.74461402693,1821.7198597405932,67734.46447376753,67734.46447376753,16951.48300101517,979.1593734548616
1268723,NCR,EQ,500,1376110158007,helped,a,NCR-4th Dist.,1762.7041,0,1762.7041,0.0,0,1.0,88010.50000000003,218698.99901776048,6281.610477275055,224980.60949503555,172.35026521542085,0.10781010475477626,69722.14462422603,2002.6033778694052,71724.74800209544,69722.14462422603,2002.6033778694052,71724.74800209544,0.0,3,15573.959716184301,5.63268004315001,404002.55667136656,0,0,0.0,0.00674159643911424,0.004646871344527912,0.0,218698.99901776048,105494.784665224,103250.20011490436,17931.18700052386,69722.14462422601,1927.0054110086082,71649.15003523462,71649.15003523462,17931.18700052386,1035.7494873860553
1269054,NCR,EQ,500,1376715165179,helped,a,NCR-4th Dist.,2848.099335,0,2848.099335,1775.5868640796548,0,1.0,75274.04700000002,179199.43970577486,5147.079241483863,184346.5189472587,155.86505013044226,0.10781010475477626,57320.94809600085,1640.9101316368904,58961.85822763774,57320.94809600085,1640.9101316368904,58961.85822763774,0.0,3,15573.959716184301,5.63268004315001,332113.28214585537,0,0,0.0,0.007289661511357849,0.004433941495152957,0.0,179199.43970577486,105494.784665224,103635.49245847219,14740.464556909435,57313.72178642622,1578.9660287137197,58892.68781513994,58892.68781513994,14740.464556909435,851.3771822335373
1270141,NCR,EQ,500,137441381113289,helped,a,NCR-2nd Dist.,8391.946505,0,8391.946505,0.0,0,1.0,97864.07000000004,248663.30424171223,7142.264135885342,255805.56837759758,172.6301373664304,0.10781010475477626,79274.88895214659,2276.983320742955,81551.87227288955,79274.88895214659,2276.983320742955,81551.87227288955,0.0,3,15573.959716184301,5.63268004315001,459355.6034330237,0,0,0.0,0.006393201003907012,0.004771816629191101,0.0,248663.30424171223,84612.9883924169,82084.20378332779,20387.968068222388,79274.88895214659,2191.02755360186,81465.91650574845,81465.91650574845,20387.968068222388,1177.659207663591
1270370,NCR,EQ,500,1375117630208010,helped,a,NCR-3rd Dist.,2871.22794,0,2871.22794,0.0,0,1.0,38239.484000000004,66766.90793539192,1917.7212072569077,68684.62914264883,172.9512504458406,0.10781010475477626,21285.56615298334,611.377445538528,21896.94359852187,21285.56615298334,611.377445538528,21896.94359852187,0.0,3,15573.959716184301,5.63268004315001,123338.4772133755,0,0,0.0,0.010227605876092775,0.0030930946112419574,0.0,66766.90793539192,57285.595074487,56480.008666333466,5474.235899630467,21285.56615298334,588.2980418093516,21873.86419479269,21873.86419479269,5474.235899630467,316.20533691980086
