region,hazard,rp,dk_tot,dw_tot,res_tot,dk_lim,dw_lim,res_lim,dk_sub,dw_sub,res_sub,ratio_dw_lim_tot,avg_reco_t,sub_avg_reco_t,non_sub_avg_reco_t,pct_subs
ARMM,EQ,1,57.829650655342775,391.8106313299085,0.1475959201491131,0.15659940626598098,4.531707875530624,0.03455637710267115,57.673051249076785,387.27892345437806,0.14891864172378785,0.011566066648443953,3500.1313533721973,69107.93221965096,25.7553145577844,0.49042069375925923
ARMM,EQ,10,95.04036670929649,670.7232963858329,0.14169832361782855,0.15973742991999273,4.930149327762063,0.03240012001675052,94.88062927937649,665.793147058071,0.1425076687836514,0.007350496627041264,13864.605281802213,278938.15864963096,48.93421404434242,0.4910591762670987
ARMM,EQ,25,702.5650558311347,4725.039284760051,0.14868978086534845,0.3157072558947756,9.121007494203612,0.03461319992286018,702.2493485752399,4715.918277265846,0.14891041516995582,0.0019303559070126969,1695.4611294887363,28504.583053838545,52.16994323262194,0.4865234642249828
ARMM,EQ,30,945.5038747726732,6132.634963921487,0.15417579561397451,1.8905895742050902,67.72744459619948,0.027914674552938626,943.6132851984681,6064.907519325289,0.1555857665086777,0.011043775635537168,1749.6455498833648,21080.888474724485,47.9516304431276,0.4739729265862653
ARMM,EQ,50,2282.2233756551555,14853.335633058803,0.15365056254270937,3.080545964216679,92.84873151721627,0.03317811577905591,2279.142829690939,14760.48690154159,0.15440837723672277,0.0062510357141977255,1982.2482121779487,28455.43773576651,36.034987680292836,0.4857209268552267
ARMM,EQ,100,5810.251634053411,37578.409268232645,0.15461675326861632,8.081360177923974,224.2349811846841,0.036039694320789385,5802.170273875488,37354.17428704796,0.15532856460134123,0.005967122758818953,5069.922242207704,60104.28876126543,48.897747624616436,0.4816938632405252
ARMM,EQ,200,10645.335322171515,65812.51235170322,0.16175245317003942,4.728418095615936,137.4929921245594,0.03439024798683781,10640.606904075898,65675.01935957865,0.16201909048274948,0.002089161881403257,3539.757643632352,37696.10966406749,38.8837734451504,0.47236248483722587
ARMM,EQ,250,12404.98061148038,77667.25038044779,0.1597195800123658,11.568186706422734,342.5223034693773,0.033773528290711646,12393.412424773956,77324.72807697837,0.16027747827882508,0.004410125268907485,12668.1651149785,141968.4865397963,36.6949935486956,0.47776201886507697
ARMM,EQ,500,18553.123648535053,114209.16378131064,0.16244864277319152,18.022630471433036,403.0188215445904,0.04471907888162735,18535.101018063622,113806.14495976605,0.16286555549892623,0.003528778323920633,2727.435850284725,29739.456432485786,26.233792064619287,0.47086390816160845
ARMM,EQ,1000,25244.79756609257,150338.23144015484,0.1679200115916075,10.351164816894652,324.593254312479,0.0318896485967321,25234.446401275676,150013.63818584237,0.16821434841820396,0.0021590865557154695,1484.7944212342968,14882.2552687204,79.54963900908679,0.47315184332862215
ARMM,EQ,2000,41988.918204742426,213003.3719247074,0.19712795072363784,,,,41988.918204742426,213003.3719247074,0.19712795072363784,,2523.5646172574952,18061.08268183737,55.115145391320915,0.4417751495879684
ARMM,HU,30,10.749298902495001,49.815540522650075,0.2157820388922112,,,,10.749298902495001,49.815540522650075,0.2157820388922112,,1433.5157361428537,14633.722326433475,19.207887183145214,0.4188679479332693
ARMM,HU,50,38.111025673850165,198.50376175221402,0.1919914531464797,,,,38.111025673850165,198.50376175221402,0.1919914531464797,,1212.0971695115227,14692.468579660077,40.36707943362324,0.42967358170347436
