region,hazard,rp,dk_tot,dw_tot,res_tot,dk_lim,dw_lim,res_lim,dk_sub,dw_sub,res_sub,ratio_dw_lim_tot,avg_reco_t,sub_avg_reco_t,non_sub_avg_reco_t,pct_subs
ARMM,EQ,1,57.861790050376484,438.63731008901414,0.13191260460409626,0.1798712461464554,5.1312536360736525,0.03505405479899251,57.68191880423003,433.5060564529404,0.13305908405570738,0.0116981695766654,4384.20160528209,68834.0734031978,37.45754563915054,0.45622700137629313
ARMM,EQ,10,95.53987407845817,750.5136753110693,0.1272993114200874,0.25501963421151147,6.4236055937899925,0.03970038796560785,95.28485444424668,744.0900697172791,0.1280555383307973,0.00855894543310962,3174.8299885557635,67301.94523450185,34.996130040560594,0.46193933416105376
ARMM,EQ,25,708.4579278890436,5223.513094663956,0.13562863058824606,1.0512824405218675,35.726726696943444,0.029425657979794958,707.4066454485217,5187.78636796701,0.13636001856524793,0.006839597422171649,4556.354256835149,65765.57309449418,54.18857373461646,0.44841119163181037
ARMM,EQ,30,946.0150066033713,6898.165103229657,0.13714009340838418,1.29783388863726,35.16949349862374,0.03690226271493069,944.7171727147341,6862.995609731034,0.13765376323062492,0.005098383841546168,2807.247571688514,37105.98150343135,29.333583828354957,0.44454789362657765
ARMM,EQ,50,2291.3787503543576,16532.08905541828,0.13860188767876094,6.7502018069339265,200.55196860424056,0.03365811791284106,2284.628548547423,16331.537086814044,0.1398906016257352,0.012131072360665213,5651.778391463587,77548.22310724149,33.934830962235026,0.4495478151605099
ARMM,EQ,100,5790.039558531753,42077.7239896166,0.13760343976685965,18.17565541041396,536.3794980768641,0.033885813077459116,5771.863903121337,41541.344491539756,0.1389426359153307,0.01274735055083362,5135.075277547826,83959.1525088519,30.89322732404229,0.4446964046477767
ARMM,EQ,200,10633.524429772511,75327.71313134936,0.1411635105824967,14.961362914638734,395.24799058864824,0.03785310304135025,10618.563066857874,74932.46514076075,0.14170844435600627,0.005247046195328565,2415.5762017198485,30672.674924762152,45.32614435939106,0.44218931775470705
ARMM,EQ,250,12402.145274596145,87164.18010494474,0.14228488422267146,17.44201209995232,401.7470863329421,0.04341540410201632,12384.703262496192,86762.43301861177,0.14274269210315366,0.004609084670437362,10864.52593183857,132440.7813654075,95.7682071764143,0.44300889938582916
ARMM,EQ,500,18546.11060355815,128699.89923449587,0.14410353631875397,15.307624362015806,418.99037565393655,0.03653454888581755,18530.80297919614,128280.90885884193,0.14445487753432676,0.0032555610233269954,976.0262002976501,11126.944097867,33.50054505908315,0.43588614320746477
ARMM,EQ,1000,25141.741658081173,169123.1844621221,0.1486593440044412,25.829156235696047,670.4745359174012,0.0385236945656025,25115.91250184548,168452.70992620467,0.14909770530167307,0.003964415275467835,2304.7214491000973,16570.09270844377,685.5368074016031,0.4293643802052992
ARMM,EQ,2000,41998.93459740401,243430.60337909695,0.17252939447386836,,,,41998.93459740401,243430.60337909695,0.17252939447386836,,1442.0266126273248,10854.917441238424,37.11753373014351,0.41028698634697147
ARMM,HU,30,10.75818629591522,58.20820799607469,0.18482249610983909,,,,10.75818629591522,58.20820799607469,0.18482249610983909,,791.4989911737418,7468.606325825017,22.83736400743949,0.3802344708025977
ARMM,HU,50,38.30116039567168,227.24243480319038,0.16854757091844869,,,,38.30116039567168,227.24243480319038,0.16854757091844869,,1494.759839703092,16401.508699860224,23.6234834192739,0.39451943586444704
ARMM,HU,100,156.87285897290394,1041.257179329892,0.15065716912882224,,,,156.87285897290394,1041.257179329892,0.15065716912882224,,2445.5752005357094,45319.38140206723,23.696071594234255,0.4137544766812701
ARMM,HU,200,452.9503642984836,2805.6748530665727,0.16144078983472146,,,,452.9503642984836,2805.6748530665727,0.16144078983472146,,2284.2485597769687,29218.218425866413,38.03378135022905,0.39413157485689676
ARMM,HU,250,689.9225677946531,4153.882232079443,0.1660910274409191,,,,689.9225677946531,4153.882232079443,0.1660910274409191,,5058.641888797843,62275.91234704206,24.222529426696795,0.3927304801087595
ARMM,HU,500,1737.6164521219155,10532.288284578623,0.16497995546382202,,,,1737.6164521219155,10532.288284578623,0.16497995546382202,,11726.213209606653,136971.27871026238,296.64051437809695,0.39566195520026326
ARMM,HU,1000,2636.8734379714006,16028.013941696527,0.164516542571231,,,,2636.8734379714006,16028.013941696527,0.164516542571231,,903.8309343762179,10556.837077735685,28.325726025010727,0.4034193162857009
ARMM,HU,2000,14545.639108372872,91978.495903932,0.1581417369943213,,,,14545.639108372872,91978.495903932,0.1581417369943213,,1817.1837379010467,27998.315068826047,28.04036676721815,0.4018522873265553
ARMM,PF,1,3.1224229710326425,23.236127862079872,0.13437793893914102,0.006139969058426395,0.19003661885776418,0.03230939960588306,3.1162830019742156,23.046091243222115,0.13521958969466105,0.008178497724997196,880.3434791927357,33397.9664482933,39.58364577112259,0.4226877850814969
ARMM,PF,10,6.08067137148133,46.79664949440016,0.12993817799304122,0.01437887203917632,0.4438671181783259,0.032394542083199626,6.066292499442153,46.35278237622182,0.13087224085503996,0.009485019183508865,467.2307877969531,43596.00078931141,36.93607557923411,0.43922648430550154
ARMM,PF,25,40.94776922274132,320.4289486804088,0.1277904802027798,0.20566000127510492,5.760053285007476,0.03570453103453156,40.742109221466215,314.6688953954012,0.12947612496071847,0.017976070229386392,3053.481089702529,161122.65604975523,23.01377835182575,0.4351880157527175
ARMM,PF,30,69.30034404815538,542.8514711646545,0.12765986228143722,0.2259308945919755,7.214321131504063,0.031316999960725726,69.07441315356343,535.6371500331506,0.12895747270197447,0.013289677775075712,1140.4106944192986,93136.23458214063,30.355504220549733,0.4294354684727564
ARMM,PF,50,187.96932777178532,1415.1731080878417,0.13282426488853108,0.36029325581906585,10.389712364693125,0.03467788550561165,187.60903451596624,1404.7833957231478,0.13355015092514655,0.0073416547454972,3113.845228434329,132899.1123525752,26.091367460904316,0.4345496948273104
ARMM,PF,100,424.492321946697,3118.8839309516643,0.13610391772968986,0.4811297543354515,22.224947914235546,0.021648183662436295,424.01119219236153,3096.6589830374287,0.1369253749008102,0.007125929789716174,1362.9194286376749,43989.0185222681,94.86613752281167,0.4275408017609172
ARMM,PF,200,658.8800612774322,4683.371165913353,0.140684997608755,,,,658.8800612774322,4683.371165913353,0.140684997608755,,1288.2653127214342,33136.753285894076,21.148729244023922,0.42143862471868887
ARMM,PF,250,776.2977512186967,5510.59671864117,0.14087362782194665,1.812549401832143,56.384767130621505,0.03214608295948396,774.4852018168646,5454.21195151055,0.14199763571754304,0.010232061972505428,2297.897922338897,62697.95239639648,47.24950467439352,0.42085568509182586
ARMM,PF,500,1260.8251369475083,8749.150357514318,0.14410829456881294,,,,1260.8251369475083,8749.150357514318,0.14410829456881294,,1327.9225226277622,30460.854846044098,58.368132387142374,0.4192870407021843
ARMM,PF,1000,1779.0154398717027,12117.36408686876,0.14681538221662999,5.5117804792868945,149.10351270463,0.036966134327134074,1773.5036593924158,11968.26057416414,0.14818391097039402,0.01230494616120425,1125.2863349429444,18814.76876688535,57.345445088838744,0.41734519007139387
ARMM,PF,2000,3453.0757929500205,21443.187579768062,0.16103369800337167,,,,3453.0757929500205,21443.187579768062,0.16103369800337167,,1157.7535091502573,13748.744996830072,47.351652491375226,0.3941870634202546
CAR,EQ,1,4.8613748489411925,7.712047175586273,0.630361139948762,,,,4.8613748489411925,7.712047175586273,0.630361139948762,,229.5528376796907,17293.887527702267,8.940883057550458,0.1203751225969236
CAR,EQ,10,5.995653744888922,9.55473556173407,0.6275059844566523,0.00458589605703354,0.15102236031162755,0.030365675967259146,5.99106784883189,9.403713201422432,0.6370959769302262,0.015806021981022655,128.91143046648278,21065.766861674725,7.420973418852791,0.12446442139443968
CAR,EQ,25,357.36684491247416,588.9204548477096,0.6068168323426405,,,,357.36684491247416,588.9204548477096,0.6068168323426405,,192.00627117303463,24055.24375126444,6.420496862537601,0.12645736491185328
CAR,EQ,30,656.1877255350732,1057.0860250729343,0.6207514903905755,1.6289526869039737,31.45737061150118,0.05178286217947312,654.5587728481695,1025.6286544614327,0.6382025014617835,0.02975857202286896,111.1245622415845,19454.467012840658,11.41661146530044,0.12493236317135073
CAR,EQ,50,2315.3290899595536,3753.54609855389,0.6168377926280348,1.8321483947610866,57.49427817407254,0.031866621391679756,2313.4969415647925,3696.0518203798156,0.6259373661398101,0.01531732304985493,397.6042567571678,60221.50617269632,11.144942054718486,0.12452133694465654
CAR,EQ,100,9404.04846626034,15075.894799784555,0.6237804515851841,7.308993400008275,231.83385817046943,0.031526859181344895,9396.739472860332,14844.060941614085,0.6330302408364115,0.015377784287389859,362.602202976857,55272.74377003404,6.736087830666836,0.1287059268493437
CAR,EQ,200,20036.38204249101,31620.70181723899,0.6336476071371562,,,,20036.38204249101,31620.70181723899,0.6336476071371562,,620.049404846449,136520.20045866256,6.306787184053892,0.12517856566264887
CAR,EQ,250,28523.934264223262,45416.18166988153,0.6280566356625125,,,,28523.934264223262,45416.18166988153,0.6280566356625125,,1018.6812953553729,174439.77768072102,9.767353876193592,0.125115079414767
CAR,EQ,500,51436.6787118499,88827.54019814053,0.5790622885325225,57.275775732408974,1322.2054011734385,0.043318364666773815,51379.40293611749,87505.33479696704,0.5871573779510677,0.014885084042900435,202.16615040654864,24953.67053308031,7.5278459556410615,0.1377957013947146
CAR,EQ,1000,82247.2620470041,195229.94332608048,0.4212840543093925,1084.0176181885993,15392.105475516766,0.07042685745058572,81163.24442881554,179837.83785056375,0.45131350220223476,0.07884090531035132,371.77097404704125,25460.215655602882,23.320353469876874,0.18530628712736064
CAR,EQ,2000,216147.15687711816,989921.009480045,0.21834788312114847,27361.606438185143,319487.9619125275,0.08564205760490114,188785.550438933,670433.0475675173,0.2815874771148136,0.3227408640214013,4772.119243454243,28551.27027526982,90.69576782953858,0.5060431814734653
CAR,HU,1,402.2217423999049,609.6816394889315,0.6597242172768547,,,,402.2217423999049,609.6816394889315,0.6597242172768547,,145.84322138620237,24546.46302823778,5.8779070065565,0.11082417177464998
CAR,HU,10,2344.1585015804785,3433.8012827935972,0.6826715667347439,,,,2344.1585015804785,3433.8012827935972,0.6826715667347439,,358.60666946031165,69863.66069200404,4.666228861745207,0.11023515788849493
CAR,HU,25,6271.890885463242,9435.89124791897,0.6646845242993311,,,,6271.890885463242,9435.89124791897,0.6646845242993311,,254.26767237656938,43516.74005762374,6.581761774009324,0.11133338435364211
CAR,HU,30,7346.850278254616,10694.200526033306,0.6869938767624465,,,,7346.850278254616,10694.200526033306,0.6869938767624465,,441.68671080876726,62219.90947949781,8.293566385566276,0.1108463193146508
CAR,HU,50,10386.287613400504,15668.115957245842,0.6628932056503759,,,,10386.287613400504,15668.115957245842,0.6628932056503759,,460.9080128519694,59992.35032765638,5.019494806244209,0.10928836839196848
CAR,HU,100,16041.333067876105,23064.33902567613,0.6955036972886265,,,,16041.333067876105,23064.33902567613,0.6955036972886265,,302.6742048119309,33674.00480973038,4.71589583944406,0.10842032455926996
CAR,HU,200,23308.28890839601,33982.36787521888,0.685893607943466,,,,23308.28890839601,33982.36787521888,0.685893607943466,,8622.552803118806,1359941.4331521099,26.376719473825034,0.10805842612324486
CAR,HU,250,25645.40122240635,37486.41315853122,0.6841252352939489,,,,25645.40122240635,37486.41315853122,0.6841252352939489,,410.5531293290812,53337.399958374044,4.983421826820763,0.11189987982793752
CAR,HU,500,34131.864936296064,49764.78174828349,0.6858638526526515,,,,34131.864936296064,49764.78174828349,0.6858638526526515,,721.2576062402178,113166.6802242978,5.044723322654624,0.11061543545432209
CAR,HU,1000,42376.68467395279,66872.94516974056,0.6336895222184394,55.06101916256417,1322.2054011734385,0.041643317379961006,42321.62365479022,65550.73976856709,0.6456315184879775,0.019771903238557008,157.09968114677676,21554.62063936313,5.539648603067955,0.12108037682922942
CAR,HU,2000,0.0003765800721679398,0.0005871054749961485,0.6414180896037637,,,,0.0003765800721679398,0.0005871054749961485,0.6414180896037637,,87.57917269292496,31038.93728593018,8.922608237430206,0.11153279925597906
CAR,PF,1,358.6758460441911,526.3928170391673,0.6813843852612887,,,,358.6758460441911,526.3928170391673,0.6813843852612887,,297.250133364189,33021.38772282203,4.697179180019187,0.10933162010786254
CAR,PF,10,1436.5735416817217,2049.240339853055,0.7010273581598214,,,,1436.5735416817217,2049.240339853055,0.7010273581598214,,212.17535697013503,23528.678668354747,4.5220195913920005,0.10660436010031298
