,region,hazard,rp,hhid,helped_cat,affected_cat,province,pcwgt,ispoor,pcwgt_ae,pcsoc,axfin,has_ew,c,dk_private,dk_public,dk0,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,dk_prv_t,sav_i,sav_f,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
3914,ARMM,EQ,10,153816250213,helped,a,Maguindanao,2.9803044261461213,1,2.9803044261461213,0.0,0,1.0,19824.787000000004,10813.232014537372,926.3677251005022,11739.599739637875,0.022324734141773567,5.608328673897835e-06,3447.303050123516,295.32985882311823,3742.6329089466344,3447.303050123516,295.32985882311823,3742.6329089466344,0.0,3,15573.959716184301,5.63268004315001,21081.053695060178,0,0,0.0,0.014204492791380583,0.24208696993393855,0.0,10813.232014537372,0.0,-0.022324734141773567,0.0,3447.303050123516,24.211778573437694,3471.514828696954,3471.514828696954,3471.985183713657,0.0
11509,ARMM,EQ,30,15381213024324,helped,a,Maguindanao,20.58041071641893,0,20.58041071641893,479.77947681180285,0,1.0,27863.148,35670.027525576625,5226.0356919227,40896.06321749932,0.31758874872036585,5.522776395902631e-05,11371.778672777951,1666.0817743112357,13037.860447089188,11371.778672777951,1666.0817743112357,13037.860447089188,0.0,3,15573.959716184301,5.63268004315001,73438.09634569414,0,0,0.0,0.011981602427486996,0.031691665624239,0.0,35670.027525576625,40771.049892329,12372.96877338002,0.0,11371.754347923552,136.58897602028088,11508.343323943833,11508.343323943833,0.0,221.79184661910142
14649,ARMM,EQ,50,15362510017104,helped,a,Lanao del Sur,40.732005276943525,1,40.732005276943525,959.5588836388013,0,1.0,18273.227000000003,5950.927653161467,884.0811775771045,6835.008830738571,0.8217003551169063,0.00013379940191819866,1897.3087154547695,281.8487327305104,2179.15744818528,1897.3087154547695,281.8487327305104,2179.15744818528,0.0,3,15573.959716184301,5.63268004315001,12274.49666927493,0,0,0.0,0.014795252147801972,0.00752966947544083,0.0,5950.927653161467,9068.35363117985,4326.631372989487,0.0,1897.190852608266,23.106566790330096,1920.297419398596,1920.297419398596,0.0,37.00860324223115
22702,ARMM,EQ,250,15361035011,helped,a,Lanao del Sur,176.53507942839053,1,176.53507942839053,0.0,0,1.0,19642.471,10164.248928864587,1823.1364813313842,11987.385410195971,5.493001032934328,0.0007272660706424334,3240.404560596,581.2234440577687,3821.6280046537686,3240.404560596,581.2234440577687,3821.6280046537686,0.0,3,15573.959716184301,5.63268004315001,21526.007794156478,0,0,0.0,0.014270261624641659,0.012465687332629552,0.0,10164.248928864587,9068.35363117985,885.3737682930399,0.0,3240.404560596,47.649951092977545,3288.0545116889775,3288.0545116889775,0.0,63.37148734311765
30311,ARMM,EQ,1000,1538226078001,helped,a,Maguindanao,478.7470291058008,1,478.7470291058008,392.6514931824671,0,1.0,20996.529,14302.343338806739,3144.292223207857,17446.635562014595,12.619038360431219,0.0014818172243842955,4560.227996220594,1002.4133540251094,5562.6413502457035,4560.227996220594,1002.4133540251094,5562.6413502457035,0.0,3,15573.959716184301,5.63268004315001,31332.57892073,0,0,0.0,0.01380245190804652,0.33442477199859305,0.0,14302.343338806739,0.0,-12.619038360431219,0.0,4559.693858787688,82.18000802028318,4641.873866807971,4641.873866807971,4643.471280026053,0.0
33309,ARMM,EQ,2000,1536183201539,helped,a,Lanao del Sur,1495.9762647767918,1,1495.9762647767918,599.7243045472319,0,1.0,18361.865,6112.747120895551,2223.435593752242,8336.182714647794,31.25222334786022,0.002466990958984891,1950.2485564929902,708.8404552672704,2659.0890117602607,1950.2485564929902,708.8404552672704,2659.0890117602607,0.0,3,15573.959716184301,5.63268004315001,14977.797609501504,0,0,0.0,0.01475949847998009,0.009188934881627179,0.0,6112.747120895551,9068.35363117985,3829.5005722937326,0.0,1948.8903358392631,58.112268821097835,2007.002604660361,2007.002604660361,0.0,38.69236783719166
45730,ARMM,HU,50,15661810016,helped,a,Sulu,0.4870859406089657,0,0.4870859406089657,0.0,0,0.0,26400.69100000001,30842.84981554861,8213.187767168318,39056.03758271693,0.02062793443204983,2.2418037586504672e-06,9832.827974161542,2618.398199810368,12451.22617397191,9832.827974161542,2618.398199810368,12451.22617397191,0.0,3,15573.959716184301,5.63268004315001,70133.77318287863,0,0,0.0,0.012308988009769272,0.03196712580035155,0.0,30842.84981554861,38805.0499265029,13304.604909541516,0.0,9832.827974161542,214.6619298283222,10047.489903989865,10047.489903989865,0.0,193.67360457447623
46996,ARMM,HU,50,1566515025315,helped,a,Sulu,1.11730229927154,1,1.11730229927154,0.0,0,1.0,20945.193000000003,14095.412893259157,3753.488197116635,17848.90109037579,0.022558346563175544,2.2418037586504672e-06,4493.675877328479,1196.6275479086155,5690.303425237094,4493.675877328479,1196.6275479086155,5690.303425237094,0.0,3,15573.959716184301,5.63268004315001,32051.658542801128,0,0,0.0,0.013819356241090253,0.03500822680992603,0.0,14095.412893259157,10953.8735408688,0.0,0.0,4493.67587732848,98.10210637113933,4591.77798369962,4591.77798369962,4593.683784124022,0.0
47087,ARMM,HU,50,15361131011118,helped,a,Lanao del Sur,1.1124604647852725,1,1.1124604647852725,0.0,0,1.0,18750.373000000003,7357.453461412252,1959.2270859587704,9316.680547371023,0.023335121111591035,2.2418037586504672e-06,2345.586566955154,624.6096911848459,2970.19625814,2345.586566955154,624.6096911848459,2970.19625814,0.0,3,15573.959716184301,5.63268004315001,16730.165187464012,0,0,0.0,0.0146057895886065,0.010077921678374395,0.0,7357.453461412252,9068.35363117985,2985.293650270426,0.0,2345.586566955154,51.206849175546274,2396.7934161307003,2396.7934161307003,0.0,46.200157925819155
50741,ARMM,HU,100,15661275026183,helped,a,Sulu,2.594381580930484,0,2.594381580930484,0.0,0,0.0,24477.213000000003,25141.184541834526,4140.516616576517,29281.701158411044,0.061709962703124434,9.188218382102318e-06,8015.113523714804,1320.013807363219,9335.127331078023,8015.113523714804,1320.013807363219,9335.127331078023,0.0,3,15573.959716184301,5.63268004315001,52581.7854180274,0,0,0.0,0.012783477521760556,0.025369751423355742,0.0,25141.184541834526,38805.0499265029,18672.500891122752,0.0,8015.113523714804,108.2175779486639,8123.331101663468,8123.331101663468,0.0,156.55941064246147
