,region,hazard,rp,hhid,helped_cat,affected_cat,province,pcwgt,ispoor,pcwgt_ae,pcsoc,axfin,has_ew,c,dk_private,dk_public,dk0,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,dk_prv_t,sav_i,sav_f,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
497,ARMM,EQ,1,153620101436,helped,a,Lanao del Sur,1.0365699614180985,1,1.0365699614180985,0.0,0,1.0,21726.697000000004,15802.629526398394,1806.7675296249238,17609.397056023317,0.017602393094524854,3.394429282312718e-06,5037.943594763033,576.0049546117693,5613.948549374802,5037.943594763033,576.0049546117693,5613.948549374802,0.0,3,15573.959716184301,5.63268004315001,31621.575957334397,0,0,0.0,0.013568540703231498,0.016765698534188297,0.0,15802.629526398394,9068.35363117985,6810.892464219831,0.0,5037.943594763033,336.09192333762314,5374.035518100656,5374.035518100656,0.0,103.67176639443842
2130,ARMM,EQ,1,15661427020275,helped,a,Sulu,2.1923290720991906,1,2.1923290720991906,0.0,1,1.0,22183.767999999996,17107.28695812076,1955.9333808512706,19063.22033897203,0.01759538625354989,3.394429282312718e-06,5453.873775276712,623.5596443858847,6077.433419662597,5453.873775276712,623.5596443858847,6077.433419662597,0.0,3,15573.959716184301,5.63268004315001,34232.23793650643,0,0,0.0,0.01342803109656751,0.017831267442257465,0.0,17107.28695812076,10953.8735408688,8510.038934756793,0.0,5453.873775276712,363.83950957267365,5817.713284849386,5817.713284849386,0.0,112.23085716223393
4135,ARMM,EQ,10,156671901080,helped,a,Sulu,1.1731992147317554,0,1.1731992147317554,0.0,0,0.0,27784.271000000008,34136.667155243136,2924.482398287702,37061.149553530835,0.02216768968222351,5.608328673897835e-06,10882.910553210362,932.337073512896,11815.247626723258,10882.910553210362,932.337073512896,11815.247626723258,0.0,3,15573.959716184301,5.63268004315001,66551.50951191962,0,0,0.0,0.011998597709840514,0.028545619623049724,0.0,34136.667155243136,38805.0499265029,34020.82361459449,0.0,10882.910553210362,544.0074043236668,11426.91795753403,11426.91795753403,0.0,220.3754571768078
5467,ARMM,EQ,10,153817102148001,helped,a,Maguindanao,0.749333569084433,0,0.749333569084433,753.2537527681702,0,1.0,27541.396000000004,33410.623274271136,2862.282343999128,36272.90561827026,0.021133735775680933,5.608328673897835e-06,10651.448988195112,912.507439174284,11563.956427369396,10651.448988195112,912.507439174284,11563.956427369396,0.0,3,15573.959716184301,5.63268004315001,65136.06658829989,0,0,0.0,0.012051386663080957,0.028153435671879543,0.0,33410.623274271136,40771.049892329,36088.57735602532,0.0,10651.447228642002,532.4370525574432,11183.884281199445,11183.884281199445,0.0,215.68839740360508
6857,ARMM,EQ,25,15764017275,helped,a,Basilan,13.428928943241731,0,13.428928943241731,0.0,0,0.0,24813.227000000006,24664.233769837305,3190.9532072101747,27855.18697704748,0.23718326974979156,4.142680174869697e-05,7863.05964668208,1017.2890685438306,8880.348715225911,7863.05964668208,1017.2890685438306,8880.348715225911,0.0,3,15573.959716184301,5.63268004315001,50020.162984465824,0,0,0.0,0.012696627298750625,0.02369266638092603,0.0,24664.233769837305,19842.766362337,16284.186545835822,0.0,7863.05964668208,593.5758657973342,8456.635512479414,8456.635512479414,0.0,163.1631355331549
8301,ARMM,EQ,25,15381232098002,helped,a,Maguindanao,13.289043581243318,0,13.289043581243318,0.0,0,1.0,26705.920000000002,30134.342356058016,3898.652489493779,34032.994845551795,0.23603973073956439,4.142680174869697e-05,9606.9528682863,1242.9065241858261,10849.859392472126,9606.9528682863,1242.9065241858261,10849.859392472126,0.0,3,15573.959716184301,5.63268004315001,61113.786470961444,0,0,0.0,0.012238444531061833,0.027164602789690285,0.0,30134.342356058016,40771.049892329,36423.2911956777,0.0,9606.9528682863,725.220921969408,10332.173790255709,10332.173790255709,0.0,199.3499506989313
8470,ARMM,EQ,25,15661126019169,helped,a,Sulu,16.166645705323724,0,16.166645705323724,0.0,1,0.0,25185.199000000004,25738.42430052016,3329.927389462254,29068.351689982414,0.23696310096443854,4.142680174869697e-05,8205.516026778094,1061.5946121335667,9267.110638911661,8205.516026778094,1061.5946121335667,9267.110638911661,0.0,3,15573.959716184301,5.63268004315001,52198.669153460854,0,0,0.0,0.01260251729982686,0.02440961270367339,0.0,25738.42430052016,38805.0499265029,35091.495397755745,0.0,8205.516026778094,619.4276145372904,8824.943641315384,8824.943641315384,0.0,170.26930784654658
10515,ARMM,EQ,30,156614270338,helped,a,Sulu,36.07933732914679,1,36.07933732914679,1199.448651855718,1,0.0,18266.126999999993,5517.007539316773,808.2998616247913,6325.307400941564,0.3331877556357122,5.522776395902631e-05,1758.9110445204226,257.6893360511856,2016.6003805716082,1758.9110445204226,257.6893360511856,2016.6003805716082,0.0,3,15573.959716184301,5.63268004315001,11358.864718654413,0,0,0.0,0.014798127308048649,0.006958818597256725,0.0,5517.007539316773,10953.8735408688,10148.65716177442,0.0,1758.8834535649955,150.35861043141878,1909.2420639964143,1909.2420639964143,0.0,36.843232887328966
11625,ARMM,EQ,30,15381914026690,helped,a,Maguindanao,36.608913814813604,0,36.608913814813604,0.0,1,1.0,25825.699000000008,27364.84732184184,4009.2390931130612,31374.0864149549,0.35030893460373497,5.522776395902631e-05,8724.026406899002,1278.161990400463,10002.188397299466,8724.026406899002,1278.161990400463,10002.188397299466,0.0,3,15573.959716184301,5.63268004315001,56339.126973295286,0,0,0.0,0.012445259400233714,0.02579463034146233,0.0,27364.84732184184,40771.049892329,36778.5046990765,0.0,8724.026406899002,745.7920600357954,9469.818466934797,9469.818466934797,0.0,182.74194118170874
13165,ARMM,EQ,50,15661275016,helped,a,Sulu,31.90656458510365,0,31.90656458510365,1599.2649553741642,0,1.0,24011.458999999995,22097.345836302095,3282.823900221329,25380.169736523425,0.7775197822740334,0.00013379940191819866,7044.939146926669,1046.5778251161978,8091.516972042868,7044.939146926669,1046.5778251161978,8091.516972042868,0.0,3,15573.959716184301,5.63268004315001,45576.92616723546,0,0,0.0,0.012906863610267823,0.022214099543890167,0.0,22097.345836302095,38805.0499265029,35576.20196471943,0.0,7044.850021378964,610.6655009641169,7655.515522343081,7655.515522343081,0.0,147.73374113322816
