,pc_fee,sav_i,sav_f
1222172,0.05550136635414502,0.0,-0.05550136635414502
1222188,0.02325728119809107,0.0,-0.02325728119809107
1222216,0.051259384143748726,0.0,-0.051259384143748726
1222219,0.03695655517210126,0.0,-0.03695655517210126
1222241,0.057313950173293646,0.0,-0.057313950173293646
1222307,0.06444188776439956,0.0,-0.06444188776439956
1222352,0.03790595899626319,0.0,-0.03790595899626319
1222368,0.055176336728131624,0.0,-0.055176336728131624
1222486,0.055991613091865164,0.0,-0.055991613091865164
1222558,0.05641095045523684,0.0,-0.05641095045523684
1222616,0.059035958559134696,0.0,-0.059035958559134696
1222626,0.047171795598035575,0.0,-0.047171795598035575
1222653,0.0392954283870526,0.0,-0.0392954283870526
1222660,0.059928676045382934,0.0,-0.059928676045382934
1222730,0.06438394930125256,0.0,-0.06438394930125256
1222761,0.06257770023980336,0.0,-0.06257770023980336
1222874,0.052910994397187806,0.0,-0.052910994397187806
1222876,0.06542081632674918,0.0,-0.06542081632674918
1222894,0.06282232658368933,0.0,-0.06282232658368933
1222897,0.038941673230136635,0.0,-0.038941673230136635
1222914,0.07027577517605467,0.0,-0.07027577517605467
1222927,0.04912763517201408,0.0,-0.04912763517201408
1222942,0.05466723982220252,0.0,-0.05466723982220252
1222954,0.06721181023782416,0.0,-0.06721181023782416
1222993,0.06493309121105512,0.0,-0.06493309121105512
1222997,0.05274437162350967,0.0,-0.05274437162350967
1223002,0.044578085638264854,0.0,-0.044578085638264854
1223073,0.0664255924315471,0.0,-0.0664255924315471
1223079,0.04050649354573897,0.0,-0.04050649354573897
1223120,0.012007402295061576,0.0,-0.012007402295061576
1223130,0.07007138194278233,0.0,-0.07007138194278233
1223155,0.06164114878825975,0.0,-0.06164114878825975
1223163,0.04928927923777835,0.0,-0.04928927923777835
1223171,0.05306310229722656,0.0,-0.05306310229722656
1223188,0.04401760288735518,0.0,-0.04401760288735518
1223190,0.042898552180895416,0.0,-0.042898552180895416
1223352,0.047031496253312065,0.0,-0.047031496253312065
1223367,0.0537996392034683,0.0,-0.0537996392034683
1223539,0.04457210471421671,0.0,-0.04457210471421671
1223660,0.052847209663061424,0.0,-0.052847209663061424
1223664,0.05853680866236665,0.0,-0.05853680866236665
1223696,0.06323978318005037,0.0,-0.06323978318005037
1223727,0.052903122428719244,0.0,-0.052903122428719244
1223758,0.055535540198121174,0.0,-0.055535540198121174
1223765,0.0637387054533165,0.0,-0.0637387054533165
1223766,0.0345033761230324,0.0,-0.0345033761230324
1223807,0.051835332176584606,0.0,-0.051835332176584606
1223925,0.06691890154973422,0.0,-0.06691890154973422
1223941,0.048750234408190984,0.0,-0.048750234408190984
1223946,0.0007240549930899092,0.0,-0.0007240549930899092
1223972,0.06626186678926406,0.0,-0.06626186678926406
1223976,0.04444965463449584,0.0,-0.04444965463449584
1224004,0.04908627208013371,0.0,-0.04908627208013371
1224033,0.034922817024984766,0.0,-0.034922817024984766
1224038,0.06524156305634378,0.0,-0.06524156305634378
1224056,0.055940022204090264,0.0,-0.055940022204090264
1224139,0.04941958820872656,0.0,-0.04941958820872656
1224142,0.06453006508645727,0.0,-0.06453006508645727
1224146,0.05554571771004419,0.0,-0.05554571771004419
1224153,0.04123271306954818,0.0,-0.04123271306954818
1224182,0.058273510773222736,0.0,-0.058273510773222736
1224186,0.03246805401560549,0.0,-0.03246805401560549
1224191,0.022566613289831176,0.0,-0.022566613289831176
1224195,0.037767945798297065,0.0,-0.037767945798297065
1224211,0.030299075203665368,0.0,-0.030299075203665368
1224227,0.04042137428569335,0.0,-0.04042137428569335
1224293,0.06036736870848494,0.0,-0.06036736870848494
1224343,0.04401405655973221,0.0,-0.04401405655973221
1224391,0.0444126725446542,0.0,-0.0444126725446542
1224408,0.05584330106011469,0.0,-0.05584330106011469
1224463,0.07255402200529659,0.0,-0.07255402200529659
1224474,0.04588267742262197,0.0,-0.04588267742262197
1224502,0.06443426047747565,0.0,-0.06443426047747565
1224571,0.060736205353373436,0.0,-0.060736205353373436
1224648,0.06225220603157323,0.0,-0.06225220603157323
1224669,0.051469001503212396,0.0,-0.051469001503212396
1224731,0.04245093663246048,0.0,-0.04245093663246048
1224751,0.06658936723690344,0.0,-0.06658936723690344
1224902,0.0456989290286909,0.0,-0.0456989290286909
1224905,0.07220910367033372,0.0,-0.07220910367033372
1224907,0.07166832235554763,0.0,-0.07166832235554763
1224965,0.0654340442599311,0.0,-0.0654340442599311
1225015,0.05797069155121527,0.0,-0.05797069155121527
1225025,0.04917948503522407,0.0,-0.04917948503522407
1225154,0.055489654548212995,0.0,-0.055489654548212995
1225156,0.07450329911551304,0.0,-0.07450329911551304
1225174,0.048117486588388256,0.0,-0.048117486588388256
1225176,0.07001644010808745,0.0,-0.07001644010808745
1225226,0.049594598007940985,0.0,-0.049594598007940985
1225311,0.0556471168969106,0.0,-0.0556471168969106
1225313,0.05801009178863299,0.0,-0.05801009178863299
1225347,0.07592457279906556,0.0,-0.07592457279906556
1225350,0.06697345108240337,0.0,-0.06697345108240337
1225355,0.04019135819181642,0.0,-0.04019135819181642
1225369,0.06364278934550024,0.0,-0.06364278934550024
1225384,0.080074578935063,0.0,-0.080074578935063
1225405,0.03562288077518092,0.0,-0.03562288077518092
1225435,0.04477635602656223,0.0,-0.04477635602656223
1225447,0.03554322192698047,0.0,-0.03554322192698047
1225456,0.07225816340282765,0.0,-0.07225816340282765
1225528,0.0672161931955126,0.0,-0.0672161931955126
1225535,0.055325666870095054,0.0,-0.055325666870095054
1225544,0.04675768410499859,0.0,-0.04675768410499859
1225581,0.05231775996050733,0.0,-0.05231775996050733
1225603,0.06373858493462019,0.0,-0.06373858493462019
1225619,0.05863969982396628,0.0,-0.05863969982396628
1225672,0.07282097445926054,0.0,-0.07282097445926054
1225676,0.04620590805779164,0.0,-0.04620590805779164
1225689,0.0407886045054975,0.0,-0.0407886045054975
1225701,0.024699490405296915,0.0,-0.024699490405296915
1225746,0.05699514302412477,0.0,-0.05699514302412477
1225779,0.013529256764557908,0.0,-0.013529256764557908
1225797,0.07917392880157399,0.0,-0.07917392880157399
1225857,0.06916099642504889,0.0,-0.06916099642504889
1225872,0.056129535530636133,0.0,-0.056129535530636133
1225886,0.04739689900298115,0.0,-0.04739689900298115
1225909,0.04944920663543201,0.0,-0.04944920663543201
1225912,0.04607616609861222,0.0,-0.04607616609861222
1226222,0.06694711541639287,0.0,-0.06694711541639287
1226286,0.048286487622365246,0.0,-0.048286487622365246
1226308,0.07327738651855085,0.0,-0.07327738651855085
1226362,0.051874461673377045,0.0,-0.051874461673377045
1226418,0.05760534350261229,0.0,-0.05760534350261229
1226482,0.07110933782682204,0.0,-0.07110933782682204
1226500,0.0624692230946992,0.0,-0.0624692230946992
1226511,0.0670702311518761,0.0,-0.0670702311518761
1226549,0.05511276238304191,0.0,-0.05511276238304191
1226627,0.07170568280955379,0.0,-0.07170568280955379
1226671,0.06537016651834819,0.0,-0.06537016651834819
1226672,0.047130497464583795,0.0,-0.047130497464583795
1226797,0.04533863232866047,0.0,-0.04533863232866047
1226834,0.07487913813663534,0.0,-0.07487913813663534
1226930,0.04437607604660242,0.0,-0.04437607604660242
1227028,0.05647838539043685,0.0,-0.05647838539043685
1227033,0.06259073146208642,0.0,-0.06259073146208642
1227065,0.07302112241986938,0.0,-0.07302112241986938
1227069,0.07685155124412864,0.0,-0.07685155124412864
1227099,0.04585167137077878,0.0,-0.04585167137077878
1227147,0.05742345945972915,0.0,-0.05742345945972915
1227155,0.05666548112401446,0.0,-0.05666548112401446
1227199,0.05584876158245416,0.0,-0.05584876158245416
1227201,0.0732037342025301,0.0,-0.0732037342025301
1227211,0.07276567051379289,0.0,-0.07276567051379289
1227213,0.03640330883303478,0.0,-0.03640330883303478
1227282,0.051961778612071206,0.0,-0.051961778612071206
1227315,0.04425633628980698,0.0,-0.04425633628980698
1227336,0.05827434961607107,0.0,-0.05827434961607107
1227351,0.04294780161460513,0.0,-0.04294780161460513
1227461,0.04327936216441544,0.0,-0.04327936216441544
1227531,0.0684803916091419,0.0,-0.0684803916091419
1227533,0.04490563243811175,0.0,-0.04490563243811175
1227573,0.055021551937670894,0.0,-0.055021551937670894
1227601,0.000730900129617289,0.0,-0.000730900129617289
1227676,0.057794943469566595,0.0,-0.057794943469566595
1227678,0.07495280773540669,0.0,-0.07495280773540669
1227685,0.05043799389205185,0.0,-0.05043799389205185
1227693,0.049922625493607126,0.0,-0.049922625493607126
1227742,0.07668751297368262,0.0,-0.07668751297368262
1227752,0.060325991119484584,0.0,-0.060325991119484584
1227769,0.05598167046993227,0.0,-0.05598167046993227
1227783,0.06553408649869724,0.0,-0.06553408649869724
1227831,0.06750184543528899,0.0,-0.06750184543528899
1227837,0.0338785088662667,0.0,-0.0338785088662667
1227844,0.06792719413678709,0.0,-0.06792719413678709
1227865,0.06373972347981109,0.0,-0.06373972347981109
1228053,0.05349686943624441,0.0,-0.05349686943624441
1228056,0.06995880912011579,0.0,-0.06995880912011579
1228061,0.021594087109542075,0.0,-0.021594087109542075
1228076,0.07097808838798039,0.0,-0.07097808838798039
1228089,0.029571682780427835,0.0,-0.029571682780427835
1228134,0.04641405499921012,0.0,-0.04641405499921012
1228140,0.03654928635157635,0.0,-0.03654928635157635
1228146,0.0255752653465247,0.0,-0.0255752653465247
1228153,0.03811722744879845,0.0,-0.03811722744879845
1228159,0.07472712693866397,0.0,-0.07472712693866397
1228175,0.0294322310457262,0.0,-0.0294322310457262
1228203,0.06251226671096341,0.0,-0.06251226671096341
1228206,0.0460209906302925,0.0,-0.0460209906302925
1228228,0.07135101060325423,0.0,-0.07135101060325423
1228294,0.07711494601391174,0.0,-0.07711494601391174
1228339,0.048575366310306664,0.0,-0.048575366310306664
1228355,0.0683866731388929,0.0,-0.0683866731388929
1228473,0.06973781554606856,0.0,-0.06973781554606856
1228545,0.07026010219014882,0.0,-0.07026010219014882
1228603,0.07352956204043412,0.0,-0.07352956204043412
1228613,0.058752691675364475,0.0,-0.058752691675364475
1228640,0.048942639537173135,0.0,-0.048942639537173135
1228647,0.07464144583789835,0.0,-0.07464144583789835
1228717,0.08019050948097294,0.0,-0.08019050948097294
1228748,0.07794081784106723,0.0,-0.07794081784106723
1228861,0.06590089057759696,0.0,-0.06590089057759696
1228863,0.0814819322026446,0.0,-0.0814819322026446
1228881,0.07824550109460449,0.0,-0.07824550109460449
1228884,0.04850203583745475,0.0,-0.04850203583745475
1228901,0.08752880611858489,0.0,-0.08752880611858489
1228914,0.061188698997104427,0.0,-0.061188698997104427
1228929,0.06808830245484285,0.0,-0.06808830245484285
1228941,0.08371262348152876,0.0,-0.08371262348152876
1228980,0.08087446829372573,0.0,-0.08087446829372573
1228984,0.06569336113497355,0.0,-0.06569336113497355
1228989,0.05552221380972907,0.0,-0.05552221380972907
1229060,0.08273338553274476,0.0,-0.08273338553274476
1229066,0.05045102684711137,0.0,-0.05045102684711137
1229107,0.01495527562434352,0.0,-0.01495527562434352
1229117,0.08727423339217628,0.0,-0.08727423339217628
1229142,0.07677433863515487,0.0,-0.07677433863515487
1229150,0.06139002743577415,0.0,-0.06139002743577415
1229158,0.06609034167732858,0.0,-0.06609034167732858
1229175,0.05482412992642385,0.0,-0.05482412992642385
1229177,0.05343034704637452,0.0,-0.05343034704637452
1229339,0.05857794818641533,0.0,-0.05857794818641533
1229354,0.06700770183314488,0.0,-0.06700770183314488
1229526,0.05551476454090055,0.0,-0.05551476454090055
1229647,0.0658214463934142,0.0,-0.0658214463934142
1229651,0.07290786851334219,0.0,-0.07290786851334219
1229683,0.07876544523459114,0.0,-0.07876544523459114
1229714,0.06589108600411298,0.0,-0.06589108600411298
1229745,0.06916977462738139,0.0,-0.06916977462738139
1229752,0.07938685525554863,0.0,-0.07938685525554863
1229753,0.04297411606693373,0.0,-0.04297411606693373
1229794,0.06456114825927466,0.0,-0.06456114825927466
1229912,0.08334780434284199,0.0,-0.08334780434284199
1229928,0.060718644583575405,0.0,-0.060718644583575405
1229933,0.0009018138747042123,0.0,-0.0009018138747042123
1229959,0.08252946448080145,0.0,-0.08252946448080145
1229963,0.0553622523948553,0.0,-0.0553622523948553
1229991,0.061137181073031836,0.0,-0.061137181073031836
1230020,0.043496531668799666,0.0,-0.043496531668799666
1230025,0.08125867141737216,0.0,-0.08125867141737216
1230043,0.06967355885445296,0.0,-0.06967355885445296
1230126,0.061552327867538364,0.0,-0.061552327867538364
1230129,0.08037249737369995,0.0,-0.08037249737369995
1230133,0.0691824507660031,0.0,-0.0691824507660031
1230140,0.05135553665493324,0.0,-0.05135553665493324
1230169,0.07257992976300362,0.0,-0.07257992976300362
1230173,0.040439112878658125,0.0,-0.040439112878658125
1230178,0.028106822222172246,0.0,-0.028106822222172246
1230182,0.04704015284064428,0.0,-0.04704015284064428
1230198,0.03773763964083158,0.0,-0.03773763964083158
1230214,0.05034501041127945,0.0,-0.05034501041127945
1230280,0.0751878395981679,0.0,-0.0751878395981679
1230330,1.2128168882441757,0.0,-1.2128168882441757
1230378,1.144247550879888,0.0,-1.144247550879888
1230395,1.3505484836958555,0.0,-1.3505484836958555
1230450,1.7477579865222945,0.0,-1.7477579865222945
1230461,1.1909728446344199,0.0,-1.1909728446344199
1230489,1.4741068488234799,0.0,-1.4741068488234799
1230558,1.46511573417564,0.0,-1.46511573417564
1230635,1.6024894455898053,0.0,-1.6024894455898053
1230656,1.1937209594463387,0.0,-1.1937209594463387
1230718,1.1649740622290425,0.0,-1.1649740622290425
1230738,1.7768920510012964,0.0,-1.7768920510012964
1230889,1.2620677695439857,0.0,-1.2620677695439857
1230892,2.1272725183607006,0.0,-2.1272725183607006
1230894,1.9205053722547525,0.0,-1.9205053722547525
1230952,1.774916308806077,0.0,-1.774916308806077
1231002,1.4331233583391063,0.0,-1.4331233583391063
1231012,1.449683853512376,0.0,-1.449683853512376
1231141,1.5317671694197044,0.0,-1.5317671694197044
1231143,1.7182902681828347,0.0,-1.7182902681828347
1231161,1.1755730288686836,0.0,-1.1755730288686836
1231163,2.0504813691080885,0.0,-2.0504813691080885
1231213,1.3436484411606429,0.0,-1.3436484411606429
1231298,1.3983841523551344,0.0,-1.3983841523551344
1231300,1.6008788608113578,0.0,-1.6008788608113578
1231334,1.8634372100101224,0.0,-1.8634372100101224
1231337,1.8530576355611044,0.0,-1.8530576355611044
1231342,1.1454121113774494,0.0,-1.1454121113774494
1231356,1.650362911593968,0.0,-1.650362911593968
1231371,2.054406444855854,0.0,-2.054406444855854
1231392,1.0075069817166888,0.0,-1.0075069817166888
1231422,1.101871373709921,0.0,-1.101871373709921
1231434,0.35428200540574045,0.0,-0.35428200540574045
1231443,1.9159825969450204,0.0,-1.9159825969450204
1231515,1.8296861659908867,0.0,-1.8296861659908867
1231522,1.551811995939796,0.0,-1.551811995939796
1231531,1.2564539477525807,0.0,-1.2564539477525807
1231568,1.4262192804956717,0.0,-1.4262192804956717
1231590,1.7209717825666402,0.0,-1.7209717825666402
1231606,1.6350211745761325,0.0,-1.6350211745761325
1231659,1.9191868385546393,0.0,-1.9191868385546393
1231663,1.221542543924925,0.0,-1.221542543924925
1231676,1.2129613149481953,0.0,-1.2129613149481953
1231688,0.6496501877101488,0.0,-0.6496501877101488
1231733,1.4150612476770736,0.0,-1.4150612476770736
1231766,0.32392729604882603,0.0,-0.32392729604882603
1231784,1.8440143738807746,0.0,-1.8440143738807746
1231844,1.6958104184538558,0.0,-1.6958104184538558
1231859,1.3618938560823746,0.0,-1.3618938560823746
1231873,1.3016581827893723,0.0,-1.3016581827893723
1231896,1.2785941313777824,0.0,-1.2785941313777824
1231899,1.1897588832710824,0.0,-1.1897588832710824
1232209,1.9614071885523678,0.0,-1.9614071885523678
1232273,1.2031537377121153,0.0,-1.2031537377121153
1232295,1.8247818465632841,0.0,-1.8247818465632841
1232349,1.3217584644251879,0.0,-1.3217584644251879
1232405,1.5846538065165139,0.0,-1.5846538065165139
1232469,1.7985449117983374,0.0,-1.7985449117983374
1232487,1.6081815640942478,0.0,-1.6081815640942478
1232498,1.792750955294976,0.0,-1.792750955294976
1232536,1.48665915646166,0.0,-1.48665915646166
1232614,1.8106805590337387,0.0,-1.8106805590337387
1232658,1.7775564027961226,0.0,-1.7775564027961226
1232659,1.3857658616179638,0.0,-1.3857658616179638
1232784,1.3261550510166595,0.0,-1.3261550510166595
1232821,1.8969205485022924,0.0,-1.8969205485022924
1232917,1.2946068194863236,0.0,-1.2946068194863236
1233015,1.582512180563532,0.0,-1.582512180563532
1233020,1.5473313866695328,0.0,-1.5473313866695328
1233052,1.9806297204968653,0.0,-1.9806297204968653
1233056,1.8439876636058252,0.0,-1.8439876636058252
1233086,1.1558534676076233,0.0,-1.1558534676076233
1233134,1.3251610412546553,0.0,-1.3251610412546553
1233142,1.5772719043083734,0.0,-1.5772719043083734
1233186,1.477317296135,0.0,-1.477317296135
1233188,2.153738200128339,0.0,-2.153738200128339
1233198,1.626096122036457,0.0,-1.626096122036457
1233200,1.0217037677871466,0.0,-1.0217037677871466
1233269,1.4714368296284503,0.0,-1.4714368296284503
1233302,1.258887581306542,0.0,-1.258887581306542
1233323,1.4031715975884727,0.0,-1.4031715975884727
1233338,1.2233725435673057,0.0,-1.2233725435673057
1233448,1.1220264794090493,0.0,-1.1220264794090493
1233518,1.8861785828070512,0.0,-1.8861785828070512
1233520,0.9866767641179535,0.0,-0.9866767641179535
1233560,1.4534216477871031,0.0,-1.4534216477871031
1233588,0.020112092619095193,0.0,-0.020112092619095193
1233663,1.4761031182308266,0.0,-1.4761031182308266
1233665,1.8324449838284926,0.0,-1.8324449838284926
1233672,1.2644567489987446,0.0,-1.2644567489987446
1233680,1.2698662916140961,0.0,-1.2698662916140961
1233729,2.01800212916121,0.0,-2.01800212916121
1233739,1.7994842901667323,0.0,-1.7994842901667323
1233756,1.4544830256661896,0.0,-1.4544830256661896
1233770,1.8208351164420196,0.0,-1.8208351164420196
1233818,1.7503196266837422,0.0,-1.7503196266837422
1233824,0.9332022266528274,0.0,-0.9332022266528274
1233831,1.8603283104621797,0.0,-1.8603283104621797
1233852,1.6639317326942369,0.0,-1.6639317326942369
1234040,1.3428941919816344,0.0,-1.3428941919816344
1234043,1.7370871844005271,0.0,-1.7370871844005271
1234048,0.7849695534908118,0.0,-0.7849695534908118
1234063,1.757000589785039,0.0,-1.757000589785039
1234076,0.704639325046644,0.0,-0.704639325046644
1234121,1.2466984868256177,0.0,-1.2466984868256177
1234127,0.8813948524527344,0.0,-0.8813948524527344
1234133,0.5736987304634394,0.0,-0.5736987304634394
1234140,1.0032248626680043,0.0,-1.0032248626680043
1234146,1.8604799991641272,0.0,-1.8604799991641272
1234162,0.7399630540588465,0.0,-0.7399630540588465
1234190,1.6884701034490415,0.0,-1.6884701034490415
1234193,1.0268577584934553,0.0,-1.0268577584934553
1234215,1.8989079867673728,0.0,-1.8989079867673728
1234281,2.0187040858220247,0.0,-2.0187040858220247
1234326,1.304951683463976,0.0,-1.304951683463976
1234342,1.7114548844597606,0.0,-1.7114548844597606
1234460,1.827640246269597,0.0,-1.827640246269597
1234532,1.841327971979611,0.0,-1.841327971979611
1234590,1.9270117055344238,0.0,-1.9270117055344238
1234600,1.5397497475617195,0.0,-1.5397497475617195
1234627,1.2826547128897834,0.0,-1.2826547128897834
1234634,1.9561511840441612,0.0,-1.9561511840441612
1234704,2.101577190921232,0.0,-2.101577190921232
1234735,2.042618834531767,0.0,-2.042618834531767
1234848,1.7270847809257914,0.0,-1.7270847809257914
1234850,2.1354219008908903,0.0,-2.1354219008908903
1234868,2.050603761678807,0.0,-2.050603761678807
1234871,1.2711076770677525,0.0,-1.2711076770677525
1234888,2.293894173736742,0.0,-2.293894173736742
1234901,1.603590935969439,0.0,-1.603590935969439
1234916,1.7844109525404124,0.0,-1.7844109525404124
1234928,2.193882309011906,0.0,-2.193882309011906
1234967,2.1195019085681746,0.0,-2.1195019085681746
1234971,1.7216459933948876,0.0,-1.7216459933948876
1234976,1.4550876267928503,0.0,-1.4550876267928503
1235047,2.168219120799624,0.0,-2.168219120799624
1235053,1.3221854801359165,0.0,-1.3221854801359165
1235094,0.3919374791292236,0.0,-0.3919374791292236
1235104,2.287222508489649,0.0,-2.287222508489649
1235129,2.0120485574666116,0.0,-2.0120485574666116
1235137,1.608867211894491,0.0,-1.608867211894491
1235145,1.7320497837991724,0.0,-1.7320497837991724
1235162,1.4367927291048384,0.0,-1.4367927291048384
1235164,1.4002654351798236,0.0,-1.4002654351798236
1235326,1.5351701915392626,0.0,-1.5351701915392626
1235341,1.7560913217791863,0.0,-1.7560913217791863
1235513,1.4548924015279108,0.0,-1.4548924015279108
1235634,1.7250027629100626,0.0,-1.7250027629100626
1235638,1.9107187932591903,0.0,-1.9107187932591903
1235670,2.064230096668091,0.0,-2.064230096668091
1235701,1.726827829471885,0.0,-1.726827829471885
1235732,1.8127534243008927,0.0,-1.8127534243008927
1235739,2.0805155790114105,0.0,-2.0805155790114105
1235740,1.1262357941209806,0.0,-1.1262357941209806
1235781,1.6919737445185945,0.0,-1.6919737445185945
1235899,2.1843213823431755,0.0,-2.1843213823431755
1235915,1.591272076289431,0.0,-1.591272076289431
1235920,0.023634111839436044,0.0,-0.023634111839436044
1235946,2.162874899466121,0.0,-2.162874899466121
1235950,1.4508954691035922,0.0,-1.4508954691035922
1235978,1.6022407899876348,0.0,-1.6022407899876348
1236007,1.1399268994670984,0.0,-1.1399268994670984
1236012,2.129570837255148,0.0,-2.129570837255148
1236030,1.8259562515133916,0.0,-1.8259562515133916
1236113,1.61312066891428,0.0,-1.61312066891428
1236116,2.1063466032476335,0.0,-2.1063466032476335
1236120,1.8130856317400124,0.0,-1.8130856317400124
1236127,1.3458902451185368,0.0,-1.3458902451185368
1236156,1.9021244021998056,0.0,-1.9021244021998056
1236160,1.0598001907824495,0.0,-1.0598001907824495
1236165,0.7366040803794947,0.0,-0.7366040803794947
1236169,1.2327956625690613,0.0,-1.2327956625690613
