district,hazard,rp,c,di0,dc_post_reco
Ampara,PF,50.0,42252.357492762654,6008.502027140164,6008.502027140164
Ampara,PF,50.0,93913.92441984806,14522.970745375484,544.1046863256968
Ampara,PF,50.0,189888.6856409037,28155.456838437418,382.788011018788
Ampara,PF,50.0,185509.34298591863,18132.02393989763,227.8584850597093
Ampara,PF,50.0,119898.13979649331,8516.550043641899,198.22325464213267
Ampara,PF,50.0,111919.77406413488,15958.051739614468,482.42943708286657
Ampara,PF,50.0,93183.22148625033,8395.820308289829,319.22025090591933
Ampara,PF,50.0,107344.1093408532,10497.55376720465,313.9532066118872
Ampara,PF,50.0,205348.45379920868,26379.211158654984,305.8194863776197
Ampara,PF,50.0,173354.8940908811,26713.78760195505,416.05517370689216
Ampara,PF,50.0,187465.38015382012,17932.008544101554,230.44358600757516
Ampara,PF,50.0,98596.59187730367,8806.468871709136,306.90702915991795
Ampara,PF,50.0,102960.38392137557,14767.262760851614,530.8252609775589
Ampara,PF,50.0,145296.45924711804,12911.550417152548,232.52894244935658
Ampara,PF,50.0,115446.79793016614,10339.26417837092,262.7262114890048
Ampara,PF,50.0,95713.34806887248,11776.040807385018,461.22450858108766
Ampara,PF,50.0,118300.70416932732,16841.150590975893,467.61217137577654
Ampara,PF,50.0,162407.36947555462,14391.623647870068,213.7365153138072
Ampara,PF,50.0,135090.4772904041,10425.362239363045,201.4927171146797
Ampara,PF,50.0,193195.02442425364,18337.951631300744,221.88974596034177
Ampara,PF,50.0,223168.49297880792,16446.61263194742,159.51452306565324
Ampara,PF,50.0,106203.66480169297,13375.242665340144,429.60368984899225
Ampara,PF,50.0,70673.87625003772,4874.550020348282,344.0998119323442
Ampara,PF,50.0,153145.779518002,14977.635331753174,251.7518513843181
Ampara,PF,50.0,140821.9379471914,22583.34468413981,480.94652818255724
Ampara,PF,50.0,78970.09787569742,9230.628983256971,445.2901915295962
Ampara,PF,50.0,83271.05467054789,10477.360602612658,455.3132851705285
Ampara,PF,50.0,70734.51425770205,14644.065514848226,1190.627174485913
Ampara,PF,50.0,71504.66207173231,6913.659577139506,521.2569477859306
Ampara,PF,50.0,81724.67121854657,10632.07509947702,492.69688618068216
Ampara,PF,50.0,100857.9694505974,16839.884382020307,570.1114502959017
Ampara,PF,50.0,57803.870739869206,8153.546094305394,994.7245826604708
Ampara,PF,50.0,94081.00852715856,14413.525684062255,531.2728676932423
Ampara,PF,50.0,75890.20973687463,6708.192796702594,416.90616193535726
Ampara,PF,50.0,133527.58815982606,20978.479043133088,488.2799032655738
Ampara,PF,50.0,79043.60878923077,7194.907405046159,402.9890450862095
Ampara,PF,50.0,105490.68042401144,12015.507893952998,385.73513600906205
Ampara,PF,50.0,76291.41432657403,8439.971769485395,427.82034022658365
Ampara,PF,50.0,61854.17793651072,6113.4051621299195,502.8534171457199
Ampara,PF,50.0,60139.52093710272,7994.72534524326,818.2967897843123
Ampara,PF,50.0,73982.16032457947,10280.304411967647,597.7166833354602
Ampara,PF,50.0,48479.72385035916,4744.700329488078,1055.3653994633878
Ampara,PF,50.0,122010.1283811495,8750.474915244447,203.47020123861265
Ampara,PF,50.0,113963.02121426426,9545.773288444492,250.86993334745569
Ampara,PF,50.0,48267.66367320316,5166.669479566532,1250.6944541491553
Ampara,PF,50.0,102752.68307146881,14984.007609264294,467.53575802858035
Ampara,PF,50.0,102511.32634021855,12616.572892125345,430.28363236298406
Ampara,PF,50.0,117624.53970083149,16890.418978186368,469.023156019384
Ampara,PF,50.0,73980.66620032066,10534.137777558926,620.877203340345
Ampara,PF,50.0,173241.03596304913,14945.165895413746,207.8552560422709
Ampara,PF,50.0,112471.49848945989,16645.223929888198,502.6416116200693
Ampara,PF,50.0,130927.67132604057,19025.391799124198,445.9925737921092
Ampara,PF,50.0,98519.72943798195,12587.462614972548,475.0197418891275
Ampara,PF,50.0,112511.37695889303,14886.991403516975,440.45112696742433
Ampara,PF,50.0,85912.50229941745,15105.274898071917,697.4600239103088
Ampara,PF,50.0,95651.56163628763,7024.141256698764,249.56052394850056
Ampara,PF,50.0,81180.42327382644,13956.222741224097,729.3887713212857
Ampara,PF,50.0,71568.00122168413,8654.472643107798,526.3900850068492
Ampara,PF,50.0,57576.857601503485,4022.1325116905,379.991518273555
Ampara,PF,50.0,60475.939127078076,5523.060141264601,474.22389927124186
Ampara,PF,50.0,52360.55341122071,3766.302213444064,500.45839641164565
Ampara,PF,50.0,74835.46347775093,9747.258678793352,539.2927535230136
Ampara,PF,50.0,56740.34137382808,5143.076665009355,543.5481410415658
Ampara,PF,50.0,44218.53419803624,5464.532434134767,1230.7707094696655
Ampara,PF,50.0,605065.9972873097,71974.79695863293,235.57921421024207
Ampara,PF,50.0,488816.7081473936,40379.18470177228,157.50945382468475
Ampara,PF,50.0,388130.14697549073,109874.94008328259,722.4415315275933
Ampara,PF,50.0,288427.55158802,33429.01887414945,245.79388584327168
Ampara,PF,50.0,137483.23233087818,23018.92795500124,514.9372512008977
Ampara,PF,50.0,398443.58869262255,33793.11321008451,168.2011745274946
Ampara,PF,50.0,317491.53791727184,58364.43628378588,430.6778027056987
Ampara,PF,50.0,335215.67189738806,33311.35088555343,205.95653541316653
Ampara,PF,50.0,139547.86596549634,11370.258730634663,216.3991678657881
Ampara,PF,50.0,98173.08675062767,13979.395440269516,471.8767939172973
Ampara,PF,50.0,318444.8712247427,26812.34831690812,169.08841151478643
Ampara,PF,50.0,86542.0618096601,8492.043890494728,389.6292700385544
Ampara,PF,50.0,91524.29825135127,7181.622649886637,282.60485675437246
Ampara,PF,50.0,112327.47662953242,12406.320128841535,347.64840070988413
Ampara,PF,50.0,105058.81406079694,7655.74455353581,221.8324926425544
Ampara,PF,50.0,53600.42459566611,7027.755258211883,1114.1849872517384
Ampara,PF,50.0,70295.09524284203,6755.540675635815,535.6632408431901
Ampara,PF,50.0,91499.10321483019,7780.450313700025,311.62466145043584
Ampara,PF,50.0,96166.94661591412,8824.827152444102,321.3335620885411
Ampara,PF,50.0,61103.395144736765,5555.364226889217,469.2388614647116
Ampara,PF,50.0,121001.10818365615,11735.585022461033,284.8427170114875
Ampara,PF,50.0,71678.84766375521,5876.783092070725,415.7837809164621
Ampara,PF,50.0,118426.06998360752,10994.319800200075,269.31608100340947
Ampara,PF,50.0,74376.01733851207,9459.378404982745,529.6976483592126
Ampara,PF,50.0,101437.23263677099,14841.733789369655,468.99999201635666
Ampara,PF,50.0,88562.01819928453,13340.97028773741,544.9512000201556
Ampara,PF,50.0,102759.5853396134,14484.992994124676,518.3509205301194
Ampara,PF,50.0,97794.17683859401,6886.073160040555,231.78886288529617
Ampara,PF,50.0,204267.8328235089,17730.518935057753,196.39907910751046
Ampara,PF,50.0,156099.1182617592,22093.15118129413,388.9710734782949
Ampara,PF,50.0,257852.65993377523,23670.076088688867,193.14163632289748
Ampara,PF,50.0,117990.78178287482,16531.425171176892,453.38834206668037
