Region,hazard,rp,hhid,affected_cat,helped_cat,index,c,c_min,const,dc0,dc0_prv,dc0_pub,dc_net,dc_net_t0,dc_pre_reco,dc_t,di0_pub,di_prv_t,di_pub_t,di_t,dk0,dk_private,dk_prv_t,dk_public,dw,dw_curr_no_clip,help_fee,hh_reco_rate,integ,intermed_sf_num,k,optimal_hh_reco_rate,pc_fee,pcsoc,pcwgt,pov_line,sav_delta,sav_f,sav_i,sav_offset_to,scale_fac_soc,sub_savings_q1,sub_savings_q3,t_exhaust_sav,t_pov_cons,t_pov_inc,t_start_prv_reco,welf_class,wprime_hh,dw_curr,dw_tot
Bucharest-Ilfov,EQ,5000,845748381311,a,helped,97100,36100.63722899924,15800.657894736842,0.010526222886636068,30741.110741809527,30741.110741809527,0.0,30501.93,30740.11,0.0,30501.93,0.0,30501.93,0.0,30501.93,151187.0,151187.0,151187.0,0.0,0.08723134895245699,1364664.9899383823,,0.0,10.756754744739514,298537007.74049497,159144.42026788162,0.005000000000000001,,4069.0,1974.6208849999998,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.4578998730499514e-07,1051343.9260979826,2076005673.7909727
Bucharest-Ilfov,EQ,5000,845753539511,a,helped,104508,18184.75473755891,15800.657894736842,0.014831199324850849,17276.37570425984,17276.37570425984,0.0,17275.38,17275.38,0.0,17275.38,0.0,17275.38,0.0,17275.38,85821.0,85821.0,85821.0,0.0,0.08723134895245699,4274393.456695204,,0.0,23.91255616899839,37509061.771359,90338.63361635688,0.0050000000000000044,,0.0,437.061579,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,4.077921186976032e-07,1051343.9260979826,459502036.4124436
Bucharest-Ilfov,EQ,5000,8234111284113,a,helped,10792,64945.55263413897,15800.657894736842,0.007847933011676881,61699.25923270372,61699.25923270372,0.0,61698.26,61698.26,0.0,61698.26,0.0,61698.26,0.0,61698.26,306506.0,306506.0,306506.0,0.0,0.08723134895245699,2262009.160772349,,0.0,23.914805360664424,41278809.723485,322637.9772012746,0.005000000000000001,,0.0,134.6753725,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,6.041932583041547e-08,1051343.9260979826,141590134.8728583
Bucharest-Ilfov,EQ,5000,8234121447313,a,helped,12668,23259.167250039638,15800.657894736842,0.013113931622297266,21875.77514573259,21875.77514573259,0.0,21874.78,21874.78,0.0,21874.78,0.0,21874.78,0.0,21874.78,108670.0,108670.0,108670.0,0.0,0.08723134895245699,3373536.3328573364,,0.0,21.34421836970977,65259642.37145,115547.41423501649,0.005000000000000001,,0.0,600.530435,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.819088809440269e-07,1051343.9260979826,631364025.2742293
Bucharest-Ilfov,EQ,5000,8234121592313,a,helped,13004,33771.68736975227,15800.657894736842,0.010883124953849048,32084.070645553486,32084.070645553486,0.0,32083.07,32083.07,0.0,32083.07,0.0,32083.07,0.0,32083.07,159383.0,159383.0,159383.0,0.0,0.08723134895245699,3136812.1657993975,,0.0,23.91457552028572,91521715.5271825,167771.7481446628,0.005000000000000001,,0.0,574.2250775,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.611279417977284e-07,1051343.9260979826,603708047.4427683
Bucharest-Ilfov,EQ,5000,8234141067213,a,helped,15816,58498.230499913545,15800.657894736842,0.008269107368313494,54533.201944435685,54533.201944435685,0.0,54462.47,54532.2,0.0,54462.47,0.0,54462.47,0.0,54462.47,270460.0,270460.0,270460.0,0.0,0.08723134895245699,1936263.2695836932,,0.0,19.428244243672026,829726345.7756,284695.7510824047,0.0050000000000000044,,1191.2727272727273,3067.8338599999997,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,7.06782692198332e-08,1051343.9260979826,3225348494.9887285
Bucharest-Ilfov,EQ,5000,8234151001113,a,helped,17848,96275.28722484763,15800.657894736842,0.0064457370415661255,91462.39996609591,91462.39996609591,0.0,91461.4,91461.4,0.0,91461.4,0.0,91461.4,0.0,91461.4,454364.0,454364.0,454364.0,0.0,0.08723134895245699,1857829.3086795886,,0.0,23.914483429252105,75562925.27911799,478278.53740316955,0.0050000000000000044,,0.0,166.30482449999997,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.347555342271962e-08,1051343.9260979826,174843567.11886594
Bucharest-Ilfov,EQ,5000,8234151185413,a,helped,18000,41045.58926477583,15800.657894736842,0.009871809094762216,36670.83187322381,36670.83187322381,0.0,36541.99,36669.83,0.0,36541.99,0.0,36541.99,0.0,36541.99,181351.0,181351.0,181351.0,0.0,0.08723134895245699,1668977.8627230441,,0.0,14.027542931163303,656832961.7232299,193066.56555724272,0.0050000000000000044,,2184.0,3621.8877299999995,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.202542011406074e-07,1051343.9260979826,3807849665.944309
Bucharest-Ilfov,EQ,5000,8234151281513,a,helped,18156,99054.95687758876,15800.657894736842,0.0063546537087431736,94103.19480493704,94103.19480493704,0.0,94102.19,94102.19,0.0,94102.19,0.0,94102.19,0.0,94102.19,467483.0,467483.0,467483.0,0.0,0.08723134895245699,1831602.2924161258,,0.0,23.914817326485654,89282408.581397,492087.44282738405,0.0050000000000000044,,0.0,190.985359,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.2076404397390224e-08,1051343.9260979826,200791297.15829265
Bucharest-Ilfov,EQ,5000,8234151313313,a,helped,18184,36369.50947511782,15800.657894736842,0.01048724161573138,34551.95270395674,34551.95270395674,0.0,34550.95,34550.95,0.0,34550.95,0.0,34550.95,0.0,34550.95,171643.0,171643.0,171643.0,0.0,0.08723134895245699,3022655.961693498,,0.0,23.914165103834872,14272529.332765905,180677.26723271376,0.005000000000000001,,0.0,83.15241130000003,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.4417628622275237e-07,1051343.9260979826,87421782.56065628
Bucharest-Ilfov,EQ,5000,8234151332613,a,helped,18252,62343.400825264456,15800.657894736842,0.008010041220490025,57954.857543408725,57954.857543408725,0.0,57868.63,57953.86,0.0,57868.63,0.0,57868.63,0.0,57868.63,287359.0,287359.0,287359.0,0.0,0.08723134895245699,1826703.4335922305,,0.0,18.921740084632148,441478914.832495,302483.8582254349,0.0050000000000000044,,1456.0,1536.332305,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,6.424129189663955e-08,1051343.9260979826,1615213637.329863
Bucharest-Ilfov,EQ,5000,8234151465713,a,helped,18364,52298.488684517644,15800.657894736842,0.008745515749628886,48412.24605395809,48412.24605395809,0.0,48326.02,48411.25,0.0,48326.02,0.0,48326.02,0.0,48326.02,239953.0,239953.0,239953.0,0.0,0.08723134895245699,1919806.995319979,,0.0,18.213773102182547,58461023.300477006,252582.51775163785,0.0050000000000000044,,1456.0,243.63530900000003,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,8.361155331260933e-08,1051343.9260979826,256144502.3001552
Bucharest-Ilfov,EQ,5000,8234151532913,a,helped,18700,12137.024876267891,15800.657894736842,0.01815406452077918,10004.2906866137,10004.2906866137,0.0,9901.02,10003.29,0.0,9901.02,0.0,9901.02,0.0,9901.02,49040.0,49040.0,49040.0,0.0,0.08723134895245699,2037454.9141045748,,0.0,9.311977352703794,309940692.98800004,51622.076352203934,0.0050000000000000044,,1747.2,6320.16095,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,7.47879513548526e-07,1051343.9260979826,6644662826.744156
Bucharest-Ilfov,EQ,5000,8234161091813,a,helped,19752,44162.975791214514,15800.657894736842,0.009517016691151615,41955.800174603566,41955.800174603566,0.0,41954.8,41954.8,0.0,41954.8,0.0,41954.8,0.0,41954.8,208424.0,208424.0,208424.0,0.0,0.08723134895245699,2743075.588053774,,0.0,23.91468818649504,50779445.64301601,219393.8244968668,0.0049999999999999975,,0.0,243.63530900000003,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.0774881584230638e-07,1051343.9260979826,256144502.3001552
Bucharest-Ilfov,EQ,5000,8234161157613,a,helped,19864,51956.44210731118,15800.657894736842,0.008774255848487077,49359.44634981333,49359.44634981333,0.0,49358.45,49358.45,0.0,49358.45,0.0,49358.45,0.0,49358.45,245204.0,245204.0,245204.0,0.0,0.08723134895245699,2528904.072481947,,0.0,23.91386870215625,46830373.968236,258110.3817610197,0.0049999999999999975,,0.0,190.985359,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,8.443857481969869e-08,1051343.9260979826,200791297.15829265
Bucharest-Ilfov,EQ,5000,8234161297813,a,helped,19976,124617.52639438587,15800.657894736842,0.005665528550487893,118387.47633232437,118387.47633232437,0.0,118386.48,118386.48,0.0,118386.48,0.0,118386.48,0.0,118386.48,588123.0,588123.0,588123.0,0.0,0.08723134895245699,1632951.0358012838,,0.0,23.91445613819881,159995665.701495,619077.7506538058,0.0049999999999999975,,0.0,272.044565,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.2731668307063788e-08,1051343.9260979826,286012401.0407178
Bucharest-Ilfov,EQ,5000,8234161350313,a,helped,20116,48492.679300157106,15800.657894736842,0.009082217654848736,46068.86984012997,46068.86984012997,0.0,46067.87,46067.87,0.0,46067.87,0.0,46067.87,0.0,46067.87,228857.0,228857.0,228857.0,0.0,0.08723134895245699,2617652.8177574514,,0.0,23.91376284648755,137435593.762795,240903.02297695173,0.0049999999999999975,,0.0,600.530435,24017.0,0.0,0.0,0.0,0.0,0.016876931998929177,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,9.364524486914989e-08,1051343.9260979826,631364025.2742293
Bucharest-Ilfov,EQ,10000,8234143713,a,helped,17050,35486.24995929353,15800.657894736842,0.010616954154182831,28706.157086194587,28706.157086194587,0.0,28482.95,28705.16,0.0,28482.95,0.0,28482.95,0.0,28482.95,138344.0,138344.0,138344.0,0.0,0.08723134895245699,1118690.218626302,,0.0,8.742540991556714,409648319.72151995,145625.8773895673,0.005,,6177.6,2961.08483,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.4959250648295605e-07,1051343.9260979826,3113118550.681377
Bucharest-Ilfov,EQ,10000,8437267811,a,helped,68613,48464.96919769988,15800.657894736842,0.009084813686816818,46042.70143331166,46042.70143331166,0.0,46041.7,46041.7,0.0,46041.7,0.0,46041.7,0.0,46041.7,228727.0,228727.0,228727.0,0.0,0.08723134895245699,2618508.547257241,,0.0,23.91474471331796,760917850.313275,240765.36410667922,0.0050000000000000044,,0.0,3326.7513249999997,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,9.372556959396538e-08,1051343.9260979826,3497559799.1771655
Bucharest-Ilfov,EQ,10000,8457497011,a,helped,98797,77051.40364514248,15800.657894736842,0.007205095114807665,73199.67014303771,73199.67014303771,0.0,73198.67,73198.67,0.0,73198.67,0.0,73198.67,0.0,73198.67,363638.0,363638.0,363638.0,0.0,0.08723134895245699,2076673.4749972373,,0.0,23.914223066053463,309446288.13839406,382777.6961515922,0.0050000000000000044,,0.0,850.9734630000002,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,4.6755119140921016e-08,1051343.9260979826,894665781.5956165
Bucharest-Ilfov,EQ,10000,8467616511,a,helped,114434,71076.41280280169,15800.657894736842,0.007501830463503582,67080.96308235149,67080.96308235149,0.0,67060.32,67079.96,0.0,67060.32,0.0,67060.32,0.0,67060.32,332865.0,332865.0,332865.0,0.0,0.08723134895245699,2000313.209354862,,0.0,22.123739503553715,652412176.202475,350384.84324058425,0.0050000000000000044,,546.0,1959.9903149999998,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,5.277299576384836e-08,1051343.9260979826,2060623912.8861213
Bucharest-Ilfov,EQ,10000,82340820711,a,helped,6018,42214.609212190335,15800.657894736842,0.009734162881772292,38334.77662080326,38334.77662080326,0.0,38255.22,38333.78,0.0,38255.22,0.0,38255.22,0.0,38255.22,188930.0,188930.0,188930.0,0.0,0.08723134895245699,1843780.871715623,,0.0,15.71587169456176,330650121.53354996,198874.04914686567,0.0050000000000000044,,2184.0,1750.1197349999998,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.1529376989899214e-07,1051343.9260979826,1839977753.3364606
Bucharest-Ilfov,EQ,10000,82341043811,a,helped,9673,96431.15655116954,15800.657894736842,0.006440525556783441,91610.55340777493,91610.55340777493,0.0,91609.55,91609.55,0.0,91609.55,0.0,91609.55,0.0,91609.55,455100.0,455100.0,455100.0,0.0,0.08723134895245699,1856345.6547955265,,0.0,23.914720880046257,419068982.085,479052.8685484525,0.0050000000000000044,,0.0,920.82835,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.339442244149528e-08,1051343.9260979826,968107292.7513273
