Region,hazard,rp,hhid,affected_cat,helped_cat,index,c,c_min,const,dc0,dc0_prv,dc0_pub,dc_net,dc_net_t0,dc_pre_reco,dc_t,di0_pub,di_prv_t,di_pub_t,di_t,dk0,dk_private,dk_prv_t,dk_public,dw,dw_curr_no_clip,help_fee,hh_reco_rate,integ,intermed_sf_num,k,optimal_hh_reco_rate,pc_fee,pcsoc,pcwgt,pov_line,sav_delta,sav_f,sav_i,sav_offset_to,scale_fac_soc,sub_savings_q1,sub_savings_q3,t_exhaust_sav,t_pov_cons,t_pov_inc,t_start_prv_reco,welf_class,wprime_hh,dw_curr,dw_tot
Bucharest-Ilfov,EQ,10000,823415293113,a,helped,19025,82506.83006641017,15800.657894736842,0.006962818022923344,78382.42376112161,78382.42376112161,0.0,78381.42,78381.42,0.0,78381.42,0.0,78381.42,0.0,78381.42,389385.0,389385.0,389385.0,0.0,0.08723134895245699,2006877.0228637666,,0.0,23.914620548781944,37183417.007107496,409879.2862364993,0.005,,0.0,95.4926795,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,4.219540380668446e-08,1051343.9260979826,100395648.57914633
Bucharest-Ilfov,EQ,10000,823416889713,a,helped,21209,20782.57684292447,15800.657894736842,0.013873316627136216,19744.257762663092,19744.257762663092,0.0,19743.26,19743.26,0.0,19743.26,0.0,19743.26,0.0,19743.26,98081.0,98081.0,98081.0,0.0,0.08723134895245699,3998251.095313848,,0.0,23.912090471757356,17657047.8650815,103244.15270440787,0.005,,0.0,180.0251615,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.337727735109868e-07,1051343.9260979826,189268360.08783337
Bucharest-Ilfov,EQ,10000,823417612213,a,helped,22917,58191.21516018852,15800.657894736842,0.00829089246955387,52318.89186552659,52318.89186552659,0.0,52317.89,52317.89,0.0,52317.89,0.0,52317.89,0.0,52317.89,259906.0,259906.0,259906.0,0.0,0.08723134895245699,1478116.9768421329,,0.0,14.792286204698462,49527066.704472,289083.62757234205,0.015000000000000013,,0.0,190.557612,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,7.123835141378934e-08,1051343.9260979826,200341587.94793603
Bucharest-Ilfov,EQ,10000,823417618313,a,helped,23001,203695.23128171347,15800.657894736842,0.00443138583106973,193511.33603544108,193511.33603544108,0.0,193510.34,193510.34,0.0,193510.34,0.0,193510.34,0.0,193510.34,961325.0,961325.0,961325.0,0.0,0.08723134895245699,1277251.3393858618,,0.0,23.91468035884916,1582076398.1666248,1011921.7516940776,0.0050000000000000044,,0.0,1645.7248049999998,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.0877490364369549e-08,1051343.9260979826,1730222777.7655365
Bucharest-Ilfov,EQ,10000,823417917813,a,helped,23378,58066.51969913097,15800.657894736842,0.0082997898705791,53748.153519513755,53748.153519513755,0.0,53684.31,53747.15,0.0,53684.31,0.0,53684.31,0.0,53684.31,265802.0,265802.0,265802.0,0.0,0.08723134895245699,1828138.6004917119,,0.0,18.27552239731829,1946210798.8373697,279791.65382894536,0.0050000000000000044,,1747.2,7322.032184999999,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,7.146794670650217e-08,1051343.9260979826,7697974064.393689
Bucharest-Ilfov,EQ,10000,823417918813,a,helped,23434,44279.87778595596,15800.657894736842,0.00950444559148083,40296.80324586497,40296.80324586497,0.0,40217.25,40295.8,0.0,40217.25,0.0,40217.25,0.0,40217.25,198677.0,198677.0,198677.0,0.0,0.08723134895245699,1828600.9128776349,,0.0,15.96319878543978,1159057396.2935448,209133.93682186626,0.0050000000000000044,,2184.0,5833.878084999999,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.0732240090435964e-07,1051343.9260979826,6133412290.2608795
Bucharest-Ilfov,EQ,10000,841690728711,a,helped,24246,11097.89603412167,15800.657894736842,0.018984959266377662,8221.768405085644,8221.768405085644,0.0,8157.92,8220.77,0.0,8157.92,0.0,8157.92,0.0,8157.92,39635.0,39635.0,39635.0,0.0,0.08723134895245699,1502659.4507975308,,0.0,6.567176309258808,115701000.73312497,46459.868716983554,0.024999999999999994,,1747.2,2919.1623749999994,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,8.553404721041886e-07,1051343.9260979826,3069043632.2500105
Bucharest-Ilfov,EQ,10000,841691555811,a,helped,25170,103497.23267776385,15800.657894736842,0.00621678183248905,96553.24163298357,96553.24163298357,0.0,96473.68,96552.24,0.0,96473.68,0.0,96473.68,0.0,96473.68,478149.0,478149.0,478149.0,0.0,0.08723134895245699,1470593.4331746388,,0.0,19.627038483593356,1029219141.26535,503315.2444339883,0.0050000000000000044,,2184.0,2152.50715,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.003356549563432e-08,1051343.9260979826,2263025318.034979
Bucharest-Ilfov,EQ,10000,841691561811,a,helped,25213,93521.59579316012,15800.657894736842,0.006539944176397401,87275.8574660412,87275.8574660412,0.0,87274.86,87274.86,0.0,87274.86,0.0,87274.86,0.0,87274.86,433566.0,433566.0,433566.0,0.0,0.08723134895245699,1557720.6318281763,,0.0,19.76256490689492,68512794.543081,464598.6871698354,0.0050000000000000044,,0.0,158.0216035,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.496488763334229e-08,1051343.9260979826,166135053.0319887
Bucharest-Ilfov,EQ,10000,841692119311,a,helped,25857,62347.730528773434,15800.657894736842,0.008009763089230005,59231.1758788634,59231.1758788634,0.0,59230.18,59230.18,0.0,59230.18,0.0,59230.18,0.0,59230.18,294245.0,294245.0,294245.0,0.0,0.08723134895245699,2308582.086085455,,0.0,23.914066302324503,689770597.28255,309732.4581132237,0.0050000000000000044,,0.0,2344.2049899999997,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,6.42346002115787e-08,1051343.9260979826,2464565677.765082
Bucharest-Ilfov,EQ,10000,841692164111,a,helped,26221,72739.01895023565,15800.657894736842,0.007415599662425424,66664.41248332156,66664.41248332156,0.0,66663.41,66663.41,0.0,66663.41,0.0,66663.41,0.0,66663.41,331172.0,331172.0,331172.0,0.0,0.08723134895245699,1514408.0441057475,,0.0,16.944330363756666,74725920.81311,361354.53446542757,0.015000000000000013,,0.0,225.6408175,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,5.0974014837200385e-08,1051343.9260979826,237226102.95840836
Bucharest-Ilfov,EQ,10000,841692356311,a,helped,26473,49670.358654589494,15800.657894736842,0.008973902521138801,47187.66987933105,47187.66987933105,0.0,47186.67,47186.67,0.0,47186.67,0.0,47186.67,0.0,47186.67,234415.0,234415.0,234415.0,0.0,0.08723134895245699,2586440.465239998,,0.0,23.91381785586619,147327578.8741125,246753.52496353484,0.0050000000000000044,,0.0,628.4904075,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,9.033458549739727e-08,1051343.9260979826,660759572.5359709
Bucharest-Ilfov,EQ,10000,841692814211,a,helped,26781,89780.73196143373,15800.657894736842,0.0066748025743583374,85292.69482008778,85292.69482008778,0.0,85291.69,85291.69,0.0,85291.69,0.0,85291.69,0.0,85291.69,423714.0,423714.0,423714.0,0.0,0.08723134895245699,1923882.1040108479,,0.0,23.914858113371647,392108573.18468994,446014.7396830421,0.0050000000000000044,,0.0,925.4085849999999,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.717280104836731e-08,1051343.9260979826,972922694.9986786
Bucharest-Ilfov,EQ,10000,841693420211,a,helped,27270,71718.07017925348,15800.657894736842,0.007468195843680575,66362.95198214182,66362.95198214182,0.0,66283.39,66361.95,0.0,66283.39,0.0,66283.39,0.0,66283.39,328169.0,328169.0,328169.0,0.0,0.08723134895245699,1640404.4193560334,,0.0,18.224810064799623,795148338.0283899,345442.0061626989,0.0050000000000000044,,2184.0,2422.98431,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,5.2066346912392004e-08,1051343.9260979826,2547389837.349211
Bucharest-Ilfov,EQ,10000,841693809411,a,helped,27634,109160.48486746078,15800.657894736842,0.006053370662709902,101933.26477939008,101933.26477939008,0.0,101853.71,101932.26,0.0,101853.71,0.0,101853.71,0.0,101853.71,504876.0,504876.0,504876.0,0.0,0.08723134895245699,1445059.5170835322,,0.0,19.80688798122459,1852948113.7353597,531449.2760459395,0.0050000000000000044,,2184.0,3670.1053599999996,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.7726931911578233e-08,1051343.9260979826,3858542978.3756495
Bucharest-Ilfov,EQ,10000,841695349611,a,helped,30309,117317.64627830865,15800.657894736842,0.005839132430019121,111452.6472300364,111452.6472300364,0.0,111451.65,111451.65,0.0,111451.65,0.0,111451.65,0.0,111451.65,553672.0,553672.0,553672.0,0.0,0.08723134895245699,1682996.665302999,,0.0,23.914577297540536,102763963.23250401,582813.2420163825,0.0050000000000000044,,0.0,185.604407,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.4885993775255034e-08,1051343.9260979826,195134065.9564679
Bucharest-Ilfov,EQ,10000,841695483711,a,helped,30449,185172.75967045708,15800.657894736842,0.004647735944445427,175915.09540450142,175915.09540450142,0.0,175914.1,175914.1,0.0,175914.1,0.0,175914.1,0.0,175914.1,873910.0,873910.0,873910.0,0.0,0.08723134895245699,1339618.5579697818,,0.0,23.914840439279832,138096659.514685,919905.4005962744,0.0050000000000000044,,0.0,158.0216035,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.2549729108959591e-08,1051343.9260979826,166135053.0319887
Bucharest-Ilfov,EQ,10000,841696204311,a,helped,31442,115758.95301508934,15800.657894736842,0.005878312912698709,106808.47938027207,106808.47938027207,0.0,106755.11,106807.48,0.0,106755.11,0.0,106755.11,0.0,106755.11,529597.0,529597.0,529597.0,0.0,0.08723134895245699,1264282.2326066203,,0.0,17.845105201663664,528355669.6477449,567842.8398742435,0.0050000000000000044,,1456.0,997.6560849999998,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.5390316513714768e-08,1051343.9260979826,1048879665.2994424
Bucharest-Ilfov,EQ,10000,841697449411,a,helped,32605,59663.31435322902,15800.657894736842,0.008187971231241403,56680.96398670103,56680.96398670103,0.0,56679.96,56679.96,0.0,56679.96,0.0,56679.96,0.0,56679.96,281576.0,281576.0,281576.0,0.0,0.08723134895245699,2359929.272217197,,0.0,23.913902686819988,280916009.78995997,296396.75505557103,0.005000000000000018,,0.0,997.6560849999998,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,6.861813930387413e-08,1051343.9260979826,1048879665.2994424
Bucharest-Ilfov,EQ,10000,841697727511,a,helped,33025,222139.76822980895,15800.657894736842,0.0042434280072150615,211033.70124097832,211033.70124097832,0.0,211032.7,211032.7,0.0,211032.7,0.0,211032.7,0.0,211032.7,1048373.0,1048373.0,1048373.0,0.0,0.08723134895245699,1223080.9242823883,,0.0,23.91476583655726,555366355.342005,1103550.9372192398,0.0050000000000000044,,0.0,529.741185,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,9.551256942937685e-09,1051343.9260979826,556940177.2536976
Bucharest-Ilfov,EQ,10000,841697760511,a,helped,33081,78973.79200311299,15800.657894736842,0.0071168612655323924,70253.91271704479,70253.91271704479,0.0,70252.91,70252.91,0.0,70252.91,0.0,70252.91,0.0,70252.91,349004.0,349004.0,349004.0,0.0,0.08723134895245699,1187054.4602485914,,0.0,13.83916613050312,175088953.18218,392327.7802767499,0.015000000000000013,,0.0,501.68179499999997,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,4.5058373702328104e-08,1051343.9260979826,527440108.0071832
Bucharest-Ilfov,EQ,10000,841697786011,a,helped,33137,233803.9894829003,15800.657894736842,0.004136223873553958,222114.61246047117,222114.61246047117,0.0,222113.61,222113.61,0.0,222113.61,0.0,222113.61,0.0,222113.61,1103421.0,1103421.0,1103421.0,0.0,0.08723134895245699,1192175.230905211,,0.0,23.914639364319253,402872896.963548,1161496.7179245886,0.0050000000000000044,,0.0,365.112588,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,8.845494644257276e-09,1051343.9260979826,383858901.73571515
Bucharest-Ilfov,EQ,10000,841697973411,a,helped,33249,237025.28889355366,15800.657894736842,0.004108020984404763,225174.90699015342,225174.90699015342,0.0,225173.91,225173.91,0.0,225173.91,0.0,225173.91,0.0,225173.91,1118624.0,1118624.0,1118624.0,0.0,0.08723134895245699,1184050.748410545,,0.0,23.914727783783153,165375095.20084798,1177499.5615937721,0.0050000000000000044,,0.0,147.8379645,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,8.665786261839861e-09,1051343.9260979826,155428546.02376416
Bucharest-Ilfov,EQ,10000,841698696811,a,helped,34509,96690.93876170611,15800.657894736842,0.006431867768816864,91857.34161361527,91857.34161361527,0.0,91856.34,91856.34,0.0,91856.34,0.0,91856.34,0.0,91856.34,456326.0,456326.0,456326.0,0.0,0.08723134895245699,1853849.496892374,,0.0,23.914711422739217,107830405.120152,480343.4204572577,0.0050000000000000044,,0.0,236.30125199999998,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.3259930305714274e-08,1051343.9260979826,248433886.01954874
Bucharest-Ilfov,EQ,10000,841699317011,a,helped,35237,124695.46105754683,15800.657894736842,0.005663757796092247,118461.55305316387,118461.55305316387,0.0,118460.55,118460.55,0.0,118460.55,0.0,118460.55,0.0,118460.55,588491.0,588491.0,588491.0,0.0,0.08723134895245699,1632446.08426522,,0.0,23.914535617966415,211475963.95164797,619464.9162264472,0.0050000000000000044,,0.0,359.35292799999996,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.2710360698207083e-08,1051343.9260979826,377803518.1783256
Bucharest-Ilfov,EQ,10000,841699331611,a,helped,35321,129891.10526827794,15800.657894736842,0.005549326650854487,123397.51846540744,123397.51846540744,0.0,123396.52,123396.52,0.0,123396.52,0.0,123396.52,0.0,123396.52,613012.0,613012.0,613012.0,0.0,0.08723134895245699,1599482.0166882193,,0.0,23.914805360664424,144855503.09102398,645275.9544025492,0.0050000000000000044,,0.0,236.30125199999998,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.1361457504703157e-08,1051343.9260979826,248433886.01954874
Bucharest-Ilfov,EQ,10000,841699590611,a,helped,35517,93521.59579316012,15800.657894736842,0.006539944176397401,88846.36446601363,88846.36446601363,0.0,88845.36,88845.36,0.0,88845.36,0.0,88845.36,0.0,88845.36,441368.0,441368.0,441368.0,0.0,0.08723134895245699,1884972.7434386567,,0.0,23.914362709707817,158606883.125504,464598.6871698354,0.0050000000000000044,,0.0,359.35292799999996,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.496488763334229e-08,1051343.9260979826,377803518.1783256
Bucharest-Ilfov,EQ,10000,841699796811,a,helped,35909,207825.76842924472,15800.657894736842,0.004387127924243539,197328.50140848357,197328.50140848357,0.0,197327.5,197327.5,0.0,197327.5,0.0,197327.5,0.0,197327.5,980288.0,980288.0,980288.0,0.0,0.08723134895245699,1256185.6844758529,,0.0,23.757531850230567,194699061.99347198,1032441.5270440788,0.0050000000000000044,,0.0,198.61414399999998,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.0554821852462336e-08,1051343.9260979826,208811773.93155006
Bucharest-Ilfov,EQ,10000,842700224811,a,helped,36469,51047.20437043323,15800.657894736842,0.008852053179392827,45334.745381157976,45334.745381157976,0.0,45333.75,45333.75,0.0,45333.75,0.0,45333.75,0.0,45333.75,225210.0,225210.0,225210.0,0.0,0.08723134895245699,1461633.5259761182,,0.0,13.70005340721204,272411329.2447,253593.45008020184,0.015,,0.0,1209.58807,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,8.670458342004695e-08,1051343.9260979826,1271693070.4750814
Bucharest-Ilfov,EQ,10000,842700251111,a,helped,36622,49018.30764792949,15800.657894736842,0.009033391634063009,44798.171809487605,44798.171809487605,0.0,44718.61,44797.17,0.0,44718.61,0.0,44718.61,0.0,44718.61,221039.0,221039.0,221039.0,0.0,0.08723134895245699,1793828.3208479707,,0.0,16.47622885826853,458253206.309535,232673.61527205212,0.005000000000000018,,2184.0,2073.178065,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,9.214303866776369e-08,1051343.9260979826,2179623166.3573184
Bucharest-Ilfov,EQ,10000,842700697511,a,helped,37309,97353.38339857433,15800.657894736842,0.006409947476769873,92486.59114987697,92486.59114987697,0.0,92485.59,92485.59,0.0,92485.59,0.0,92485.59,0.0,92485.59,459452.0,459452.0,459452.0,0.0,0.08723134895245699,1847513.8265260758,,0.0,23.914483463400764,855378457.31856,483634.32782471064,0.0050000000000000044,,0.0,1861.73628,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.292103085173177e-08,1051343.9260979826,1957325129.974253
Bucharest-Ilfov,EQ,10000,842700707111,a,helped,37406,38127.36909974852,15800.657894736842,0.010242632159348883,35631.862313172795,35631.862313172795,0.0,35604.68,35630.86,0.0,35604.68,0.0,35604.68,0.0,35604.68,176506.0,176506.0,176506.0,0.0,0.08723134895245699,2463956.836953239,,0.0,19.959483462661357,1198519937.1023998,185796.456470974,0.005,,728.0,6790.250399999999,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.3432125532386186e-07,1051343.9260979826,7138888514.724396
Bucharest-Ilfov,EQ,10000,842701253213,a,helped,38541,195382.20054454365,15800.657894736842,0.004524676118293769,185613.91215311363,185613.91215311363,0.0,185612.91,185612.91,0.0,185612.91,0.0,185612.91,0.0,185612.91,922092.0,922092.0,922092.0,0.0,0.08723134895245699,1304135.4291219267,,0.0,23.91459192782618,509671325.20562994,970624.0906123144,0.0050000000000000044,,0.0,552.7337024999999,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.1579038688486426e-08,1051343.9260979826,581113220.8730242
Bucharest-Ilfov,EQ,10000,842703488311,a,helped,40962,82853.20634712557,15800.657894736842,0.006948248394020629,77531.46712738914,77531.46712738914,0.0,77478.1,0.0,0.0,77478.1,0.0,77478.1,0.0,77478.1,384154.0,384154.0,384154.0,0.0,0.08723134895245699,1684159.4261239984,,0.0,20.111091555047206,480171087.25604,404372.9314255975,0.0050000000000000044,,1456.0,1249.94426,24017.0,0.0,1.1368683772161603e-13,2500.0,0.0,0.10278007331493164,1.0,1.0,10.0,9.980732177263992,10.019267822736055,-1.0,3.0,4.193107726519316e-08,1051343.9260979826,1314121305.7120376
Bucharest-Ilfov,EQ,10000,842703519611,a,helped,41005,181847.54737558909,15800.657894736842,0.004690037029848019,172756.16611065782,172756.16611065782,0.0,172755.17,172755.17,0.0,172755.17,0.0,172755.17,0.0,172755.17,858217.0,858217.0,858217.0,0.0,0.08723134895245699,1351813.0531470515,,0.0,23.914876502776753,167052243.2879265,903386.3361635688,0.0050000000000000044,,0.0,194.6503545,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.2895519069501627e-08,1051343.9260979826,204644467.91639408
Bucharest-Ilfov,EQ,10000,842704297711,a,helped,42026,32155.842800810467,15800.657894736842,0.011153214308437345,28639.4425105687,28639.4425105687,0.0,28599.16,28638.44,0.0,28599.16,0.0,28599.16,0.0,28599.16,141518.0,141518.0,141518.0,0.0,0.08723134895245699,1865818.3348933267,,0.0,13.880243587361605,422377726.99732995,154324.20113277395,0.015000000000000013,,1092.0,2984.6219349999997,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.7342438165166417e-07,1051343.9260979826,3137864143.0610576
Bucharest-Ilfov,EQ,10000,842704719711,a,helped,42685,168858.43684876137,15800.657894736842,0.004867081440886146,160416.35322776745,160416.35322776745,0.0,160415.35,160415.35,0.0,160415.35,0.0,160415.35,0.0,160415.35,796915.0,796915.0,796915.0,0.0,0.08723134895245699,1402825.0470751575,,0.0,23.9145755202857,672761617.0732975,838858.7407233141,0.0050000000000000044,,0.0,844.2074964999999,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.4411721237374013e-08,1051343.9260979826,887552423.8116589
Bucharest-Ilfov,EQ,10000,842704899711,a,helped,43077,106510.7063199879,15800.657894736842,0.006128206107416781,99628.55325690367,99628.55325690367,0.0,99627.55,99627.55,0.0,99627.55,0.0,99627.55,0.0,99627.55,494932.0,494932.0,494932.0,0.0,0.08723134895245699,1492432.937352781,,0.0,20.206413698882173,305225055.86747605,529126.2826100903,0.0050000000000000044,,0.0,616.700993,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.8768028675943332e-08,1051343.9260979826,648364843.2091445
Bucharest-Ilfov,EQ,10000,842705199711,a,helped,43622,41669.06657006356,15800.657894736842,0.009797676813461166,34336.244058966215,34336.244058966215,0.0,34256.69,34335.24,0.0,34256.69,0.0,34256.69,0.0,34256.69,169066.0,169066.0,169066.0,0.0,0.08723134895245699,1120236.9378956072,,0.0,9.486686685244338,566349354.73108,196163.89013837493,0.024999999999999967,,2184.0,3349.87138,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,1.1756535026993072e-07,1051343.9260979826,3521866928.572467
Bucharest-Ilfov,EQ,10000,842705376811,a,helped,43818,72461.91792566334,15800.657894736842,0.007429765099714346,67659.73759833907,67659.73759833907,0.0,67606.37,67658.74,0.0,67606.37,0.0,67606.37,0.0,67606.37,335113.0,335113.0,335113.0,0.0,0.08723134895245699,1772364.5200640692,,0.0,19.792731934072037,410403501.23374003,352750.8550733936,0.0050000000000000044,,1456.0,1224.67198,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,5.1266688161196165e-08,1051343.9260979826,1287551447.63539
Bucharest-Ilfov,EQ,10000,842705832811,a,helped,44113,125344.91658388822,15800.657894736842,0.005649065792625657,116258.37449449963,116258.37449449963,0.0,116257.37,116257.37,0.0,116257.37,0.0,116257.37,0.0,116257.37,577546.0,577546.0,577546.0,0.0,0.08723134895245699,1272664.371321972,,0.0,18.692398525989013,432630224.4283609,622691.29599846,0.0050000000000000044,,0.0,749.0835784999998,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.2534084135932902e-08,1051343.9260979826,787544470.3957161
Bucharest-Ilfov,EQ,10000,842706571311,a,helped,45149,64685.770423602415,15800.657894736842,0.007863676122808305,61452.47102686339,61452.47102686339,0.0,61451.47,61451.47,0.0,61451.47,0.0,61451.47,0.0,61451.47,305280.0,305280.0,305280.0,0.0,0.08723134895245699,2266548.1685235356,,0.0,23.914819836663344,594890389.728,321347.4252924695,0.0050000000000000044,,0.0,1948.67135,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,6.078366286211088e-08,1051343.9260979826,2048723787.783656
Bucharest-Ilfov,EQ,10000,842707389411,a,helped,45933,94300.9424247698,15800.657894736842,0.006512863545886183,89586.72908353462,89586.72908353462,0.0,89585.73,89585.73,0.0,89585.73,0.0,89585.73,0.0,89585.73,445046.0,445046.0,445046.0,0.0,0.08723134895245699,1877165.3886737414,,0.0,23.914336579787328,109985223.338914,468470.3428962508,0.0050000000000000044,,0.0,247.132259,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.453233540630801e-08,1051343.9260979826,259820999.44252348
Bucharest-Ilfov,EQ,10000,842710266911,a,helped,48537,20782.57684292447,15800.657894736842,0.013873316627136216,17392.5231714457,17392.5231714457,0.0,17391.52,17391.52,0.0,17391.52,0.0,17391.52,0.0,17391.52,86398.0,86398.0,86398.0,0.0,0.08723134895245699,1699399.2404781224,,0.0,10.16349084067688,87578793.69018,103244.15270440787,0.025000000000000022,,0.0,1013.66691,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.337727735109868e-07,1051343.9260979826,1065712548.9150103
Bucharest-Ilfov,EQ,10000,842710515111,a,helped,48942,93677.46511948206,15800.657894736842,0.006534501025910972,84317.35781156569,84317.35781156569,0.0,84277.08,84316.36,0.0,84277.08,0.0,84277.08,0.0,84277.08,418116.0,418116.0,418116.0,0.0,0.08723134895245699,1171743.7416277104,,0.0,14.878117718242642,1430474364.33264,459952.7002981371,0.015000000000000013,,1092.0,3421.2380399999997,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.487765716961098e-08,1051343.9260979826,3596897833.0893664
Bucharest-Ilfov,EQ,10000,842711286911,a,helped,49797,62347.730528773434,15800.657894736842,0.008009763089230005,59177.83258804147,59177.83258804147,0.0,59176.83,59176.83,0.0,59176.83,0.0,59176.83,0.0,59176.83,293980.0,293980.0,293980.0,0.0,0.08723134895245699,2283461.656110698,,0.0,23.6538495954636,89116709.88134998,309732.4581132237,0.0050000000000000044,,0.0,303.13868249999996,24017.0,0.0,0.0,0.0,0.0,0.10278007331493164,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,6.42346002115787e-08,1051343.9260979826,318703012.6117197
