,district,hazard,rp,hhid,helped_cat,affected_cat,N_children,pcwgt,frac_remittance,pcsoc,pcsamurdhi,gsp_samurdhi,pov_line,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,521411,helped,a,2,5.330590823111983,0.0,0.0,0.0,0.0,52153.133146515145,96075.86350575878,298482.23822773044,1.0350000000000006,27510,0,27510.0,5.538831348007056e-07,0.0,1.0350000000000006,37327.80572780745,0.0,37327.80572780745,1,45477.532103761216,1.0,1.0,0,0.006452423250034839,0.14388646617729167,-1,0.0,0.0,68.03999999999486,0.09000000000093117,8006.58,0.0,0.861,369.99630903217536,22.34,22.34,0,94.18,94.18,0.0,15304.0
1,Ampara,PF,5.0,521421,helped,a,2,6.663238528889979,0.0,0.0,0.0,0.0,52153.133146515145,75242.7396226009,233759.24517809914,1.2150000000000007,16079,0,16079.0,5.538831348007056e-07,0.0,1.2150000000000007,24711.515103504764,0.0,24711.515103504764,1,45477.532103761216,1.0,1.0,0,0.007291177913142125,0.03498389861054949,-1,0.0,0.0,13.989999999994831,0.09999999999781055,6270.44,0.0,2.079,95.41757573367005,4.61,4.61,0,22.01,22.01,0.0,1977.0
2,Ampara,PF,5.0,521431,helped,a,2,5.330590823111983,0.0,0.0,0.0,0.0,52153.133146515145,106153.01613378567,329789.2799926544,0.9650000000000006,32260,0,32260.0,5.538831348007056e-07,0.0,0.9650000000000006,41514.79210392833,0.0,41514.79210392833,1,45477.532103761216,1.0,1.0,0,0.006138522139138441,0.15830933209334055,-1,0.0,0.0,119.68000000000691,0.09999999999960334,8846.37,0.0,0.875,649.958939062081,39.25,39.25,0,156.91,156.91,0.0,17851.0
3,Ampara,PF,5.0,521441,helped,a,0,1.3326477057779957,0.0,0.0,0.0,0.0,52153.133146515145,114097.59696869811,354470.98654056026,1.0350000000000006,32487,0,32487.0,5.538831348007056e-07,0.0,1.0350000000000006,44081.00416863979,0.0,44081.00416863979,1,45477.532103761216,1.0,1.0,0,0.005920954814369124,0.14270598695549794,-1,0.0,0.0,80.32999999999191,0.09000000000021285,9508.44,0.0,0.861,109.21047948849598,26.38,26.38,0,111.2,111.2,0.0,18073.0
4,Ampara,PF,5.0,521451,helped,a,0,1.3326477057779957,0.0,0.0,0.0,0.0,52153.133146515145,115579.38394231752,359074.5058462817,0.9650000000000006,36224,0,36224.0,5.538831348007056e-07,0.0,0.9650000000000006,46615.989744969,0.0,46615.989744969,1,45477.532103761216,1.0,1.0,0,0.005882877539578337,0.16549742509875015,-1,0.0,0.0,134.40000000000273,0.09999999999955027,9631.94,0.0,0.875,182.46612387512684,44.07,44.07,0,176.2,176.2,0.0,20045.0
5,Ampara,PF,5.0,521471,helped,a,0,7.995886234667974,0.0,720.0,720.0,2.7877594928468792e-08,52153.133146515145,49717.95779459116,152220.96471851468,1.0350000000000006,14122,0,14122.0,5.538831348007056e-07,0.0,0.0,4546.622918981944,0.0,4546.622918981944,3,45477.532103761216,1.0,1.0,0,0.008969605760501797,0.10832564693600467,-1,5.799614643545269,5.799614643545269,14122.0,8.114398042380344e-12,4143.29,0.0,10.0,112917.90540598113,4545.61,4545.61,0,4545.61,4545.61,0.0,0.0
6,Ampara,PF,5.0,521481,helped,a,2,5.330590823111983,0.0,1050.0,1050.0,4.065482593735031e-08,52153.133146515145,115980.86811557523,357055.80042100244,0.9650000000000006,35635,0,35635.0,5.538831348007056e-07,0.0,0.9650000000000006,45858.03792955354,0.0,45858.03792955354,1,45477.532103761216,1.0,1.0,0,0.005872686506321973,0.160824648147668,-1,0.0,0.0,132.2099999999975,0.09999999999930557,9665.38,0.0,0.875,717.9772779649396,43.35,43.35,0,173.33,173.33,0.0,19719.0
7,Ampara,PF,5.0,522211,helped,a,2,6.195368639664273,0.0,75.0,0.0,0.0,52153.133146515145,284422.00113435223,883390.4708798284,0.6750000000000004,144190,0,144190.0,5.538831348007056e-07,0.0,0.6750000000000004,143740.32227327043,0.0,143740.32227327043,1,45477.532103761216,1.0,1.0,0,0.0037501479504966095,0.3377497135392649,-1,0.0,0.0,2875.9400000000437,0.3600000000011221,23702.61,0.0,0.859,18050.7641148397,937.83,937.83,0,2904.5,2885.3,0.01,80495.0
8,Ampara,PF,5.0,522221,helped,a,0,6.195368639664273,1.0,10000.0,0.0,0.0,52153.133146515145,129672.37951033609,371752.8468531203,0.8450000000000005,44547,0,44547.0,5.538831348007056e-07,0.0,0.8450000000000005,51981.26596892781,0.0,51981.26596892781,1,45477.532103761216,1.0,1.0,0,0.005554004860953645,0.19164012034539488,-1,0.0,0.0,331.5099999999877,0.09000000000047886,10806.36,0.0,0.919,2087.5294631348006,108.46,108.46,0,393.18,393.18,0.0,23911.0
9,Ampara,PF,5.0,522231,helped,a,1,7.744210799580341,0.0,94080.0,2880.0,1.1151037971387515e-07,52153.133146515145,100713.4562502218,20255.484945174856,0.9650000000000006,1938,0,1938.0,5.538831348007056e-07,0.0,0.9650000000000006,2495.8840934858104,0.0,2495.8840934858104,1,45477.532103761216,1.0,1.0,0,0.006302113864059151,0.0,-1,0.0,0.0,7.189999999999969,5815.379999999994,8392.81,0.0,10.0,56.68762305292786,2.41,2.41,0,9.47,0.0,0.18,0.0
