,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,52101051011,helped,a,43493.30859375,5.065581348701985,0.0,42252.664021083285,155.77,8820,0,8820.0,1.3070194667182324e-10,0.0,155.77,5905.865192958284,0.0,5905.865192958284,1.0,36346.798828125,0,0.009729778363522642,0.0,-1,0.09633911368015413,0.09633911368015413,6.377537387081134e-13,999991161.4000001,1000000000.0,0.0,0.0,0.2532790674383299,0.02,0.02,0,7.81,0.0,0.05,0.0
1,Ampara,PF,5.0,52101051021,helped,a,43493.30859375,7.09181388818278,0.0,93914.6057375128,155.77,39546,0,39546.0,1.3070194667182324e-10,0.0,155.77,42849.96114763902,0.0,42849.96114763902,1.0,36346.798828125,0,0.006526245786778747,0.0,-1,0.0,0.0,0.010000000003168336,999960370.59,1000000000.0,0.0,0.0,1.7020353331863365,0.08,0.08,0,37.46,0.0,0.23,0.0
2,Ampara,PF,5.0,52101051041,helped,a,43493.30859375,3.0393488092211913,0.0,189890.06322699293,155.77,68845,0,68845.0,1.3070194667182324e-10,0.0,155.77,80792.8632101656,0.0,80792.8632101656,1.0,36346.798828125,0,0.004589642686662065,0.0,-1,0.0,0.0,0.020000000000975127,999931009.8100001,1000000000.0,0.0,0.0,1.276526499875864,0.14,0.14,0,65.56,0.0,0.4,0.0
3,Ampara,PF,5.0,52101051051,helped,a,43493.30859375,4.052465078961589,0.0,185510.68880117586,155.77,68896,0,68896.0,1.3070194667182324e-10,0.0,155.77,80852.7141219779,0.0,80852.7141219779,1.0,36346.798828125,0,0.004643500821149795,0.0,-1,0.0,0.0,0.02000000000198765,999930958.6999999,1000000000.0,0.0,0.0,1.7020353331719225,0.14,0.14,0,65.56,0.0,0.4,0.0
4,Ampara,PF,5.0,52101051061,helped,a,43493.30859375,6.078697618442383,0.0,119899.00962193315,155.77,28984,0,28984.0,1.3070194667182324e-10,0.0,155.77,41839.774666038786,0.0,41839.774666038786,1.0,36346.798828125,0,0.005775933677332382,0.0,-1,0.0,0.0,0.010000000001679249,999970954.88,1000000000.0,0.0,0.0,1.0941655713298366,0.06,0.06,0,28.1,0.0,0.17,0.0
5,Ampara,PF,5.0,52101051081,helped,a,43493.30859375,7.09181388818278,0.0,111920.58600889785,155.77,22178,0,22178.0,1.3070194667182324e-10,0.0,155.77,34232.791807321555,0.0,34232.791807321555,1.0,36346.798828125,0,0.005978262876591124,0.0,-1,0.0,0.0,0.009999999998789089,999977775.2299999,1000000000.0,0.0,0.0,0.9928539443370017,0.05,0.05,0,21.86,0.0,0.13,0.0
6,Ampara,PF,5.0,52101051091,helped,a,43493.30859375,6.078697618442383,0.0,93183.89750288203,155.77,35114,0,35114.0,1.3070194667182324e-10,0.0,155.77,41207.939556420286,0.0,41207.939556420286,1.0,36346.798828125,0,0.006551783832808398,0.0,-1,0.0,0.0,0.0100000000026787,999964811.96,1000000000.0,0.0,0.0,1.2765264998891834,0.07,0.07,0,32.78,0.0,0.2,0.0
7,Ampara,PF,5.0,52101051101,helped,a,43493.30859375,5.065581348701985,0.0,107344.88809052586,155.77,27195,0,27195.0,1.3070194667182324e-10,0.0,155.77,39257.2685634462,0.0,39257.2685634462,1.0,36346.798828125,0,0.0061043483897546946,0.0,-1,0.0,0.0,0.010000000000927184,999972747.6600001,1000000000.0,0.0,0.0,0.8611488292840342,0.06,0.06,0,26.54,0.0,0.16,0.0
8,Ampara,PF,5.0,52101053011,helped,a,43493.30859375,1.8010988102314913,22499.999450683594,205349.94354133014,155.77,88838,0,88838.0,1.3070194667182324e-10,0.0,155.77,89153.61551834243,0.0,89153.61551834243,1.0,36346.798828125,0,0.004413495638762264,0.0,-1,0.0,0.0,0.03000000000422154,999910974.6600001,1000000000.0,0.0,0.0,0.9725933575326088,0.18,0.18,0,84.3,0.0,0.51,0.0
9,Ampara,PF,5.0,52101053021,helped,a,43493.30859375,3.6021976204629826,0.0,173356.1517292169,155.77,51646,0,51646.0,1.3070194667182324e-10,0.0,155.77,66806.54336193207,0.0,66806.54336193207,1.0,36346.798828125,0,0.004803528445287456,0.0,-1,0.0,0.0,0.019999999996441364,999948245.0800002,1000000000.0,0.0,0.0,1.1527032385353355,0.11,0.11,0,49.96,0.0,0.3,0.0
