,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
44,Ampara,PF,5.0,52102060101,helped,a,43493.30859375,2.701648215347238,8333.332763671875,48268.013840785876,121549.35701522033,0.8450000000000005,14984,0,14984.0,2.008754577557463e-05,0.0,0.509,11971.215012660874,0.0,11971.215012660874,2,36346.798828125,500.0,50.0,0,0.009103329894581742,0.001011859829658188,-1,0.07707129094412331,0.0,14159.890000000001,17603.079999999994,4023.46,838.0,5.654,38632.05655646491,4698.21,4698.21,0,11976.62,838.0,213.49,838.0
45,Ampara,PF,5.0,52103067011,helped,a,43493.30859375,3.6021976204629826,0.0,102753.42851170577,312750.80179445737,1.0350000000000006,28040,0,28040.0,2.008754577557463e-05,0.0,1.0350000000000006,38233.866023865834,0.0,38233.866023865834,1,36346.798828125,500.0,50.0,0,0.006239242057664134,0.002429393160853396,-1,0.0,0.0,24877.88,19744.710000000003,8565.71,4206.0,2.133,91420.10136577762,8338.2,8338.2,0,34605.44,4206.0,579.13,4206.0
46,Ampara,PF,5.0,52103067021,helped,a,43493.30859375,2.701648215347238,0.0,102512.07002948404,312016.1785324594,1.1150000000000009,25653,0,25653.0,2.008754577557463e-05,0.0,1.1150000000000009,37031.31864159167,0.0,37031.31864159167,1,36346.798828125,500.0,50.0,0,0.006246582698871669,0.0016995487064368768,-1,0.0,0.0,22550.539999999997,19730.16,8545.58,2963.0,2.265,62246.65029365419,7569.81,7569.81,0,33259.69,2963.0,576.92,2963.0
47,Ampara,PF,5.0,52103067031,helped,a,43493.30859375,1.8010988102314913,0.0,117625.393031977,358016.6279118183,0.6750000000000004,57230,0,57230.0,2.008754577557463e-05,0.0,0.6750000000000004,57433.01143173471,0.0,57433.01143173471,1,36346.798828125,500.0,50.0,0,0.00583148888081493,0.010930802140303997,-1,0.0,0.0,52933.89,20533.959999999995,9805.46,19527.0,1.598,96587.21970948645,17618.95,17618.95,0,53817.06,19527.0,653.98,19527.0
48,Ampara,PF,5.0,52103067041,helped,a,43493.30859375,1.8010988102314913,2499.999938964844,73981.20290810966,217567.49879558414,0.7150000000000004,33177,0,33177.0,2.008754577557463e-05,0.0,0.7150000000000004,34621.82245068365,0.0,34621.82245068365,1,36346.798828125,500.0,50.0,0,0.0073530801756820875,0.006422857550465715,-1,0.0,0.0,30544.91,18065.68,6167.13,7617.0,2.118,55777.544636511164,10174.71,10174.71,0,32317.27,7617.0,471.65,7617.0
49,Ampara,PF,5.0,52103067061,helped,a,43493.30859375,1.8010988102314913,0.0,173242.29277537795,527297.889277117,1.0350000000000006,44931,0,44931.0,2.008754577557463e-05,0.0,1.0350000000000006,61265.54330664464,0.0,61265.54330664464,1,36346.798828125,500.0,50.0,0,0.004805106682568003,0.0038462988411589578,-1,0.0,0.0,39864.04000000001,23897.95,14441.78,11028.0,1.657,73245.28531568407,13361.03,13361.03,0,55451.38,11028.0,845.36,11028.0
50,Ampara,PF,5.0,52103067071,helped,a,43493.30859375,3.6021976204629826,0.0,112472.3144368199,342332.19299136556,0.6450000000000004,57716,0,57716.0,2.008754577557463e-05,0.0,0.6450000000000004,56189.2554148873,0.0,56189.2554148873,1,36346.798828125,500.0,50.0,0,0.005963581785685652,0.011603944938823522,-1,0.0,0.0,53568.87000000001,20248.199999999997,9375.88,19666.0,1.628,195378.73220886284,17820.0,17820.0,0,52804.0,19666.0,632.2,19666.0
51,Ampara,PF,5.0,52103067081,helped,a,43493.30859375,2.701648215347238,0.0,130928.62116746002,398507.6881721863,0.7550000000000004,55560,0,55560.0,2.008754577557463e-05,0.0,0.7550000000000004,60201.88745670419,0.0,60201.88745670419,1,36346.798828125,500.0,50.0,0,0.005527295692134975,0.009195008328057978,-1,0.0,0.0,50916.170000000006,21265.199999999997,10914.44,18663.0,1.551,139573.27954628714,16973.5,16973.5,0,55978.51,18663.0,711.18,18663.0
52,Ampara,PF,5.0,52103067091,helped,a,43493.30859375,5.403296430694476,0.0,98520.44416939591,299866.8594655649,1.1150000000000009,23290,0,23290.0,2.008754577557463e-05,0.0,1.1150000000000009,33620.216394288,0.0,33620.216394288,1,36346.798828125,500.0,50.0,0,0.006371868656419072,0.001196042702744739,-1,0.0,0.0,20473.31,19658.16,8212.84,2017.0,2.523,113025.66844058828,6872.52,6872.52,0,30195.99,2017.0,536.74,2017.0
53,Ampara,PF,5.0,52103067101,helped,a,43493.30859375,3.6021976204629826,0.0,112512.19319555952,342453.57204363693,1.1150000000000009,26143,0,26143.0,2.008754577557463e-05,0.0,1.1150000000000009,37738.65681390601,0.0,37738.65681390601,1,36346.798828125,500.0,50.0,0,0.005962524827726458,0.0015752450697514723,-1,0.0,0.0,22981.269999999997,20493.249999999996,9379.21,3019.0,2.265,84580.78885368558,7714.4,7714.4,0,33894.97,3019.0,587.95,3019.0
54,Ampara,PF,5.0,52103068011,helped,a,43493.30859375,4.862958348560363,0.0,85913.12556913808,261493.94035406655,0.6750000000000004,42815,0,42815.0,2.008754577557463e-05,0.0,0.6750000000000004,42966.877240079004,0.0,42966.877240079004,1,36346.798828125,500.0,50.0,0,0.006823390650264661,0.00937556883306887,-1,0.0,0.0,39600.97,18683.07,7161.87,12460.0,1.834,195098.87391006565,13181.11,13181.11,0,40261.69,12460.0,530.66,12460.0
