,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
55,Ampara,PF,5.0,52103068021,helped,a,43493.30859375,4.0524652904669685,0.0,95652.25555999496,291136.9484515914,1.1150000000000009,22254,0,22254.0,2.008754577557463e-05,0.0,1.1150000000000009,32124.70140139481,0.0,32124.70140139481,1,36346.798828125,500.0,50.0,0,0.006466695146902691,0.0009781309683928338,-1,0.0,0.0,19562.620000000003,19533.829999999998,7973.73,1606.0,2.687,80998.40684529112,6566.82,6566.82,0,28852.82,1606.0,519.06,1606.0
56,Ampara,PF,5.0,52103068031,helped,a,43493.30859375,4.0524652904669685,0.0,81181.0122137174,247090.79811807317,0.9050000000000006,27986,0,27986.0,2.008754577557463e-05,0.0,0.9050000000000006,34522.05447018221,0.0,34522.05447018221,1,36346.798828125,500.0,50.0,0,0.007019444823970499,0.0035854118161434373,-1,0.0,0.0,25205.95,18396.08,6767.38,4833.0,2.173,103943.01954873314,8427.02,8427.02,0,31639.66,4833.0,511.22,4833.0
57,Ampara,PF,5.0,52103068041,helped,a,43493.30859375,1.6209861161867876,0.0,71568.52042630436,217833.23895630188,1.2150000000000007,15090,0,15090.0,2.008754577557463e-05,0.0,1.2150000000000007,23292.128612700977,0.0,23292.128612700977,1,36346.798828125,500.0,50.0,0,0.007475994551783191,0.0,-1,0.0,0.0,13112.55,18313.449999999993,5966.07,0.0,10.0,21758.723575631513,4410.14,4410.14,0,20719.26,0.0,394.58,0.0
58,Ampara,PF,5.0,52103068051,helped,a,43493.30859375,3.241972232373575,0.0,57577.27530452684,175248.0601129486,1.2150000000000007,11958,0,11958.0,2.008754577557463e-05,0.0,1.2150000000000007,18457.738499050916,0.0,18457.738499050916,1,36346.798828125,500.0,50.0,0,0.008334977678081336,0.0,-1,0.0,0.0,10390.98,17668.93,4799.74,0.0,10.0,34485.215252703274,3494.79,3494.79,0,16418.88,0.0,312.68,0.0
59,Ampara,PF,5.0,52103068061,helped,a,43493.30859375,3.241972232373575,0.0,60476.37786207794,184072.0639685005,0.9650000000000006,18525,0,18525.0,2.008754577557463e-05,0.0,0.9650000000000006,23962.963555353585,0.0,23962.963555353585,1,36346.798828125,500.0,50.0,0,0.00813274414595051,0.000923147609630761,-1,0.0,0.0,16569.45,17390.809999999994,5041.42,959.0,3.336,54725.85291080355,5546.02,5546.02,0,21835.63,959.0,398.36,959.0
60,Ampara,PF,5.0,52103068071,helped,a,43493.30859375,4.862958348560363,0.0,52360.93327150442,159371.07014880312,0.6450000000000004,26520,0,26520.0,2.008754577557463e-05,0.0,0.294,16064.134443379418,0.0,16064.134443379418,2,36346.798828125,500.0,50.0,0,0.008740299331567137,0.0056899211717785685,-1,0.0,0.0,25659.46,17930.519999999997,4364.9,4819.0,4.344,125489.75866502033,8478.24,8478.24,0,16064.98,4819.0,215.81,4819.0
61,Ampara,PF,5.0,52103068081,helped,a,43493.30859375,3.241972232373575,0.0,74836.00638684061,227778.49206183144,0.6750000000000004,36873,0,36873.0,2.008754577557463e-05,0.0,0.6750000000000004,37003.79924029973,0.0,37003.79924029973,1,36346.798828125,500.0,50.0,0,0.007310964817768793,0.0081942697130375,-1,0.0,0.0,34105.03999999999,18094.929999999997,6238.45,9621.0,1.996,112015.00358685556,11351.8,11351.8,0,34674.06,9621.0,478.39,9621.0
62,Ampara,PF,5.0,52103068091,helped,a,43493.30859375,3.241972232373575,0.0,56740.75300817431,172701.9356410689,1.3350000000000009,11146,0,11146.0,2.008754577557463e-05,0.0,1.3350000000000009,18541.898099215716,0.0,18541.898099215716,1,36346.798828125,500.0,50.0,0,0.008396193679850276,0.0,-1,0.0,0.0,9551.949999999999,17603.63,4730.01,0.0,10.0,31774.051133936224,3220.04,3220.04,0,16304.16,0.0,310.14,0.0
63,Ampara,PF,5.0,52103068101,helped,a,43493.30859375,2.4314791742801813,0.0,44218.854990385655,134589.01131557365,1.1150000000000009,11203,0,11203.0,2.008754577557463e-05,0.0,0.406,7922.056162260653,0.0,7922.056162260653,2,36346.798828125,500.0,50.0,0,0.009511001481271127,0.0,-1,0.11560693641618495,0.0,10706.64,17633.959999999995,3686.15,0.0,10.0,26237.410955488638,3545.26,3545.26,0,7926.29,0.0,152.13,0.0
64,Ampara,PF,5.0,52104072011,helped,a,43493.30859375,1.6209861161867876,0.0,605070.3868616445,1841653.8637589482,1.0350000000000006,165488,0,165488.0,2.008754577557463e-05,0.0,1.0350000000000006,225650.71399991115,0.0,225650.71399991115,1,36346.798828125,500.0,50.0,0,0.0025711478243455113,0.007807702373430507,-1,0.0,0.0,146825.59999999998,49306.25000000001,50439.7,74465.0,1.071,242796.19586052792,49210.81,49210.81,0,204236.24,74465.0,2461.43,74465.0
65,Ampara,PF,5.0,52104072021,helped,a,43493.30859375,3.241972232373575,0.0,488820.25436761725,1487823.1189086481,0.9650000000000006,143163,0,143163.0,2.008754577557463e-05,0.0,0.9650000000000006,185188.11074089532,0.0,185188.11074089532,1,36346.798828125,500.0,50.0,0,0.002860588572073875,0.008211736909873228,-1,0.0,0.0,128050.29000000001,42617.63999999999,40748.89,62964.0,1.118,422926.4949370569,42860.13,42860.13,0,168747.72,62964.0,2008.18,62964.0
66,Ampara,PF,5.0,52104072031,helped,a,43493.30859375,4.862958348560363,4999.999877929688,388132.9627445791,1166142.5691605092,0.3050000000000001,417562,0,417562.0,2.008754577557463e-05,0.0,0.3050000000000001,264545.38168131973,0.0,264545.38168131973,1,36346.798828125,500.0,50.0,0,0.0032102564850938565,0.04201776198757906,-1,0.0,0.0,403095.26,37952.26,32355.28,179891.0,1.264,1971789.0708449539,133216.53,133216.53,0,256885.22,179891.0,1469.0,179891.0
67,Ampara,PF,5.0,52104072041,helped,a,43493.30859375,2.4314791742801813,8000.000244140625,288429.6440443529,853544.3193535536,0.6150000000000003,153896,0,153896.0,2.008754577557463e-05,0.0,0.6150000000000003,145208.32659586,0.0,145208.32659586,1,36346.798828125,500.0,50.0,0,0.003724003227211219,0.017064349723540612,-1,0.0,0.0,143334.17,30750.95999999999,24043.76,69700.0,1.193,352668.4016905351,47653.56,47653.56,0,136854.85,69700.0,1278.37,69700.0
68,Ampara,PF,5.0,52104072051,helped,a,43493.30859375,0.8104930580933938,6000.0,137484.2297309482,400198.86254315026,1.1150000000000009,33813,0,33813.0,2.008754577557463e-05,0.0,1.1150000000000009,48810.794121582,0.0,48810.794121582,1,36346.798828125,500.0,50.0,0,0.005393908229972148,0.002750261126441689,-1,0.0,0.0,29723.67,21757.81,11460.75,6345.0,1.83,24613.98525519699,9977.82,9977.82,0,43839.42,6345.0,713.43,6345.0
69,Ampara,PF,5.0,52104072061,helped,a,43493.30859375,0.8104930580933938,6999.999755859375,398446.4792826714,1191446.4578244807,1.0350000000000006,105175,0,105175.0,2.008754577557463e-05,0.0,1.0350000000000006,143411.23746011013,0.0,143411.23746011013,1,36346.798828125,500.0,50.0,0,0.0031684364354063414,0.00651906434490532,-1,0.0,0.0,93314.21,37247.58,33214.98,41589.0,1.196,77153.89786366976,31275.8,31275.8,0,129801.36,41589.0,1674.89,41589.0
70,Ampara,PF,5.0,52104072062,helped,a,43493.30859375,3.241972232373575,30000.0,317493.84122420434,875045.8779013845,1.2150000000000007,57038,0,57038.0,2.008754577557463e-05,0.0,1.2150000000000007,88041.49830207482,0.0,88041.49830207482,1,36346.798828125,500.0,50.0,0,0.003549460463549812,0.002300373094785213,-1,0.0,0.0,49563.53,33248.66,26465.98,12326.0,1.618,164489.6309794989,16670.28,16670.28,0,78316.37,12326.0,1253.96,12326.0
71,Ampara,PF,5.0,52104072071,helped,a,43493.30859375,1.6209861161867876,0.0,335218.10378765536,1020303.9670220191,1.2150000000000007,70829,0,70829.0,2.008754577557463e-05,0.0,1.2150000000000007,109327.9110343935,0.0,109327.9110343935,1,36346.798828125,500.0,50.0,0,0.0034543493976986884,0.00394626788005531,-1,0.0,0.0,61547.29999999999,33532.729999999996,27944.35,21866.0,1.325,102130.45718840479,20700.17,20700.17,0,97251.42,21866.0,1430.75,21866.0
72,Ampara,PF,5.0,52104072081,helped,a,43493.30859375,4.0524652904669685,0.0,139548.87834387098,424745.18099988136,1.1150000000000009,35115,0,35115.0,2.008754577557463e-05,0.0,1.1150000000000009,50690.16310371073,0.0,50690.16310371073,1,36346.798828125,500.0,50.0,0,0.005353857659432291,0.0030419211198127417,-1,0.0,0.0,30868.200000000004,21812.95,11633.03,7097.0,1.763,127808.83866200413,10361.9,10361.9,0,45527.37,7097.0,731.11,7097.0
73,Ampara,PF,5.0,52104072091,helped,a,43493.30859375,4.862958348560363,0.0,98173.79896725176,298811.7748179861,0.7150000000000004,45420,0,45420.0,2.008754577557463e-05,0.0,0.7150000000000004,47397.91793166854,0.0,47397.91793166854,1,36346.798828125,500.0,50.0,0,0.006383108067515841,0.00901165380275098,-1,0.0,0.0,41816.59999999999,19372.570000000003,8183.94,13745.0,1.731,206173.24032765863,13929.31,13929.31,0,44242.93,13745.0,581.78,13745.0
74,Ampara,PF,5.0,52104072101,helped,a,43493.30859375,4.0524652904669685,0.0,318447.18144782574,969258.2794514407,0.9050000000000006,111063,0,111063.0,2.008754577557463e-05,0.0,0.9050000000000006,137001.46271785346,0.0,137001.46271785346,1,36346.798828125,500.0,50.0,0,0.0035441434439726772,0.00978118316182531,-1,0.0,0.0,100030.33000000002,31904.379999999994,26546.31,47951.0,1.16,412499.9961454508,33442.79,33442.79,0,125562.64,47951.0,1474.44,47951.0
75,Ampara,PF,5.0,52104075011,helped,a,43493.30859375,3.6021976204629826,0.0,86542.68964664826,263410.1457096851,0.6750000000000004,41461,0,41461.0,2.008754577557463e-05,0.0,0.6750000000000004,41608.074208826714,0.0,41608.074208826714,1,36346.798828125,500.0,50.0,0,0.006798526605139848,0.00862462882672332,-1,0.0,0.0,38348.62,18792.999999999996,7214.35,11650.0,1.886,139947.64693948778,12764.27,12764.27,0,38988.45,11650.0,521.89,11650.0
76,Ampara,PF,5.0,52104075021,helped,a,43493.30859375,3.6021976204629826,0.0,91524.96223298699,278574.6980628795,0.7550000000000004,38211,0,38211.0,2.008754577557463e-05,0.0,0.7550000000000004,41403.42551490504,0.0,41403.42551490504,1,36346.798828125,500.0,50.0,0,0.006610894347261547,0.006804667169594242,-1,0.0,0.0,35017.22000000001,19053.859999999997,7629.68,9937.0,1.89,127987.34222421696,11673.4,11673.4,0,38498.81,9937.0,544.95,9937.0
77,Ampara,PF,5.0,52104075031,helped,a,43493.30859375,3.6021976204629826,0.0,112328.29153205658,341893.83020781755,0.7950000000000005,42942,0,42942.0,2.008754577557463e-05,0.0,0.7950000000000005,48247.36774596457,0.0,48247.36774596457,1,36346.798828125,500.0,50.0,0,0.005967403695672581,0.00672343188548001,-1,0.0,0.0,39171.25000000001,20287.63,9363.88,12062.0,1.744,143280.61630979736,13068.26,13068.26,0,44690.09,12062.0,622.11,12062.0
78,Ampara,PF,5.0,52104075041,helped,a,43493.30859375,2.701648215347238,0.0,105059.5762313302,319770.0279051154,1.0350000000000006,27851,0,27851.0,2.008754577557463e-05,0.0,1.0350000000000006,37976.15558597316,0.0,37976.15558597316,1,36346.798828125,500.0,50.0,0,0.006170383731441692,0.002357525493934879,-1,0.0,0.0,24710.19,19961.61,8757.94,4177.0,2.133,68102.9050641338,8281.99,8281.99,0,34372.18,4177.0,575.24,4177.0
79,Ampara,PF,5.0,52104075051,helped,a,43493.30859375,7.204395240925965,0.0,53600.81345084748,163144.89576061151,0.7550000000000004,22970,0,22970.0,2.008754577557463e-05,0.0,0.457,17304.014622722483,0.0,17304.014622722483,2,36346.798828125,500.0,50.0,0,0.0086386187048337,0.0039043302806887163,-1,0.0,0.0,21829.129999999997,17736.650000000005,4468.25,3461.0,3.789,158656.56083076738,7235.33,7235.33,0,17299.47,3461.0,265.17,3461.0
80,Ampara,PF,5.0,52104075071,helped,a,43493.30859375,3.6021976204629826,0.0,70295.60521290694,213958.8645497968,0.6750000000000004,34581,0,34581.0,2.008754577557463e-05,0.0,0.68,33998.80638478194,0.0,33998.80638478194,2,36346.798828125,500.0,50.0,0,0.007543378653956657,0.007657351923122187,-1,0.0,0.0,31990.020000000004,17847.270000000004,5859.96,8500.0,2.118,116754.10507666036,10648.85,10648.85,0,32688.95,8500.0,461.96,8500.0
81,Ampara,PF,5.0,52104075081,helped,a,43493.30859375,3.6021976204629826,0.0,91499.76701368339,278498.01132694556,0.6150000000000003,49817,0,49817.0,2.008754577557463e-05,0.0,0.6150000000000003,47004.69536772196,0.0,47004.69536772196,1,36346.798828125,500.0,50.0,0,0.006611804466892259,0.011197528182495212,-1,0.0,0.0,46398.08000000001,19034.46,7627.58,15512.0,1.803,169127.3208080006,15425.67,15425.67,0,44300.63,15512.0,549.66,15512.0
82,Ampara,PF,5.0,52104075091,helped,a,43493.30859375,3.6021976204629826,0.0,96167.6442785866,292705.63805455674,0.6750000000000004,47304,0,47304.0,2.008754577557463e-05,0.0,0.6750000000000004,47471.80102685268,0.0,47471.80102685268,1,36346.798828125,500.0,50.0,0,0.006449343473240739,0.009961361186479016,-1,0.0,0.0,43753.0,19297.41,8016.7,14716.0,1.735,159670.14719721326,14563.11,14563.11,0,44483.0,14716.0,568.0,14716.0
83,Ampara,PF,5.0,52104075101,helped,a,43493.30859375,6.303845835810221,0.0,61103.83843174394,185981.8668733748,0.8450000000000005,22667,0,22667.0,2.008754577557463e-05,0.0,0.854,24807.03960361894,0.0,24807.03960361894,2,36346.798828125,500.0,50.0,0,0.008090879801493745,0.002909247187931395,-1,0.0,0.0,20643.960000000003,17451.930000000004,5093.72,2977.0,2.768,132295.4084793978,6895.04,6895.04,0,24817.48,2977.0,416.91,2977.0
84,Ampara,PF,5.0,52105079011,helped,a,43493.30859375,0.9005494051157459,3000.0,121001.98601080447,359162.8984386599,0.6150000000000003,65764,0,65764.0,2.008754577557463e-05,0.0,0.6150000000000003,62051.508803338234,0.0,62051.508803338234,1,36346.798828125,500.0,50.0,0,0.005749548561385856,0.013168942851052079,-1,0.0,0.0,61250.64,20746.570000000003,10086.85,23580.0,1.573,55816.73654662182,20363.67,20363.67,0,58481.84,23580.0,665.83,23580.0
85,Ampara,PF,5.0,52105079021,helped,a,43493.30859375,1.8010988102314913,1500.0,71679.36767253354,213605.0890193965,0.5650000000000003,42095,0,42095.0,2.008754577557463e-05,0.0,0.556,35382.56884440854,0.0,35382.56884440854,2,36346.798828125,500.0,50.0,0,0.007470211757771406,0.010695970854462488,-1,0.0,0.0,39576.409999999996,18114.780000000002,5975.27,11676.0,2.165,72048.76134308297,13142.8,13142.8,0,35384.28,11676.0,453.17,11676.0
86,Ampara,PF,5.0,52105079031,helped,a,43493.30859375,0.9005494051157459,1000.000030517578,118426.9291296175,357412.5741281012,1.0350000000000006,31445,0,31445.0,2.008754577557463e-05,0.0,1.0350000000000006,42876.76614614278,0.0,42876.76614614278,1,36346.798828125,500.0,50.0,0,0.005811721060114054,0.00280687758228675,-1,0.0,0.0,27898.88,20703.099999999995,9872.24,5574.0,1.971,25630.383525600377,9350.75,9350.75,0,38807.71,5574.0,632.93,5574.0
87,Ampara,PF,5.0,52105079041,helped,a,43493.30859375,4.502747025578729,0.0,74376.55691445629,226380.06484676414,1.0350000000000006,19811,0,19811.0,2.008754577557463e-05,0.0,1.0350000000000006,27013.235370856135,0.0,27013.235370856135,1,36346.798828125,500.0,50.0,0,0.007333511219318927,0.0008452609888018508,-1,0.0,0.0,17576.870000000003,18241.28,6200.16,1081.0,3.11,80738.3516684199,5891.15,5891.15,0,24449.64,1081.0,445.6,1081.0
88,Ampara,PF,5.0,52105079051,helped,a,43493.30859375,3.6021976204629826,0.0,101437.96853380527,308746.9338089718,1.0350000000000006,28231,0,28231.0,2.008754577557463e-05,0.0,1.0350000000000006,38494.303556339386,0.0,38494.303556339386,1,36346.798828125,500.0,50.0,0,0.0062795673698045045,0.002478839141971777,-1,0.0,0.0,25047.340000000004,19609.949999999993,8456.04,4234.0,2.133,92042.81326842707,8394.99,8394.99,0,34841.15,4234.0,583.08,4234.0
89,Ampara,PF,5.0,52105079061,helped,a,43493.30859375,4.502747025578729,0.0,88562.66069045711,269558.3353390057,1.0350000000000006,25095,0,25095.0,2.008754577557463e-05,0.0,1.0350000000000006,34218.21925352757,0.0,34218.21925352757,1,36346.798828125,500.0,50.0,0,0.006720547699471257,0.002054224099176748,-1,0.0,0.0,22264.989999999998,18869.49,7382.73,3080.0,2.327,102272.96445560142,7462.45,7462.45,0,30970.88,3080.0,531.49,3080.0
90,Ampara,PF,5.0,52105079071,helped,a,43493.30859375,3.6021976204629826,0.0,102760.33082992429,312771.81039327837,1.2150000000000007,22492,0,22492.0,2.008754577557463e-05,0.0,1.2150000000000007,34717.465656518914,0.0,34717.465656518914,1,36346.798828125,500.0,50.0,0,0.006239032512030307,0.0007854929520385549,-1,0.0,0.0,19544.57,19841.050000000003,8566.28,1389.0,2.649,72071.00491338932,6573.41,6573.41,0,30882.53,1389.0,561.37,1389.0
91,Ampara,PF,5.0,52105079091,helped,a,43493.30859375,4.502747025578729,0.0,97794.88630633906,297658.47764603805,0.9050000000000006,33392,0,33392.0,2.008754577557463e-05,0.0,0.9050000000000006,41190.61112228702,0.0,41190.61112228702,1,36346.798828125,500.0,50.0,0,0.006395461996676584,0.004625588999936588,-1,0.0,0.0,30074.94,19346.980000000007,8152.35,7414.0,1.895,137801.93488840063,10054.85,10054.85,0,37751.44,7414.0,578.23,7414.0
92,Ampara,PF,5.0,52105079101,helped,a,43493.30859375,4.502747025578729,0.0,204269.31472604573,621734.8937928361,0.8450000000000005,74353,0,74353.0,2.008754577557463e-05,0.0,0.8450000000000005,87256.761685895,0.0,87256.761685895,1,36346.798828125,500.0,50.0,0,0.004425154412562049,0.008773265167847509,-1,0.0,0.0,67433.12000000001,25501.56,17028.24,27922.0,1.348,308618.3261606364,22518.63,22518.63,0,80434.94,27922.0,999.26,27922.0
93,Ampara,PF,5.0,52105080021,helped,a,43493.30859375,3.0393488092211913,0.0,156100.25071455975,475122.62392035616,1.0350000000000006,44043,0,44043.0,2.008754577557463e-05,0.0,1.0350000000000006,60054.713312736196,0.0,60054.713312736196,1,36346.798828125,500.0,50.0,0,0.0050620705703932995,0.004450024494289086,-1,0.0,0.0,39076.2,22645.53,13012.78,11410.0,1.605,121158.442993139,13096.98,13096.98,0,54355.49,11410.0,817.09,11410.0
94,Ampara,PF,5.0,52105080031,helped,a,43493.30859375,2.0262325394807945,0.0,257854.53057833828,784832.315113667,0.9050000000000006,87009,0,87009.0,2.008754577557463e-05,0.0,0.9050000000000006,107329.71619367127,0.0,107329.71619367127,1,36346.798828125,500.0,50.0,0,0.003938606673433383,0.008523538598298326,-1,0.0,0.0,78365.76000000002,28539.08,21495.2,34346.0,1.259,161580.373924166,26199.75,26199.75,0,98368.29,34346.0,1217.14,34346.0
95,Ampara,PF,5.0,52105080041,helped,a,43493.30859375,7.09181388818278,0.0,117991.63777099802,359131.36770630383,0.6750000000000004,57478,0,57478.0,2.008754577557463e-05,0.0,0.6750000000000004,57681.891159763196,0.0,57681.891159763196,1,36346.798828125,500.0,50.0,0,0.005822431408274671,0.010946295038615906,-1,0.0,0.0,53163.240000000005,20546.62,9835.99,19612.0,1.598,381959.3516482751,17695.29,17695.29,0,54050.24,19612.0,656.81,19612.0
96,Ampara,PF,5.0,52105080051,helped,a,43493.30859375,2.0262325394807945,49.999998092651346,57668.25934297944,175372.80387587321,0.5850000000000003,33384,0,33384.0,2.008754577557463e-05,0.0,0.332,21371.460514854443,0.0,21371.460514854443,2,36346.798828125,500.0,50.0,0,0.00832839997581249,0.008013327285678213,-1,0.0,0.0,32166.579999999998,18044.840000000004,4807.33,7266.0,3.462,65595.24626293716,10636.07,10636.07,0,21383.91,7266.0,270.71,7266.0
97,Ampara,PF,5.0,52105080061,helped,a,43493.30859375,4.052465078961589,0.0,43978.16154476644,133856.4122267218,0.5650000000000003,26345,0,26345.0,2.008754577557463e-05,0.0,0.019,9155.578366574355,0.0,9155.578366574355,3,36346.798828125,500.0,50.0,0,0.009536992927029751,0.0,-1,0.11560693641618495,0.0,26287.19,17469.08,3666.1,0.0,10.0,106566.9447377387,8639.75,8639.75,0,9139.39,0.0,176.06,0.0
98,Ampara,PF,5.0,52105080071,helped,a,43493.30859375,9.118046427663575,0.0,49828.321545814004,151662.55512097134,1.1150000000000009,11802,0,11802.0,2.008754577557463e-05,0.0,0.917,13531.522717689002,0.0,13531.522717689002,2,36346.798828125,500.0,50.0,0,0.008959666954076136,0.0,-1,0.0,0.0,10677.67,17462.559999999998,4153.77,0.0,10.0,99095.01975631202,3570.66,3570.66,0,13536.63,0.0,258.53,0.0
99,Ampara,PF,5.0,52105080081,helped,a,43493.30859375,7.09181388818278,0.0,58331.5147021165,177543.7399725677,1.2150000000000007,13051,0,13051.0,2.008754577557463e-05,0.0,1.2150000000000007,20144.83568749904,0.0,20144.83568749904,1,36346.798828125,500.0,50.0,0,0.008280915798245584,0.0,-1,0.0,0.0,11340.75,17549.820000000007,4862.62,0.0,10.0,82331.49139905252,3814.23,3814.23,0,17919.61,0.0,341.26,0.0
100,Ampara,PF,5.0,52105080091,helped,a,43493.30859375,5.065581348701985,0.0,69595.76405159973,211828.75670329647,1.0350000000000006,19552,0,19552.0,2.008754577557463e-05,0.0,1.0350000000000006,26660.076622632838,0.0,26660.076622632838,1,36346.798828125,500.0,50.0,0,0.007581211140586716,0.000891320996046282,-1,0.0,0.0,17347.079999999998,17879.63,5801.63,1066.0,3.11,89643.00968149118,5814.13,5814.13,0,24130.0,1066.0,439.79,1066.0
101,Ampara,PF,5.0,52106086011,helped,a,43493.30859375,3.0393488092211913,0.0,95621.62286080445,291043.7116479954,0.6450000000000004,50615,0,50615.0,2.008754577557463e-05,0.0,0.6450000000000004,49276.096105491044,0.0,49276.096105491044,1,36346.798828125,500.0,50.0,0,0.00646773087741492,0.01123746509086368,-1,0.0,0.0,46978.1,19220.489999999998,7971.18,16261.0,1.719,144568.35853942722,15627.54,15627.54,0,46307.33,16261.0,573.41,16261.0
102,Ampara,PF,5.0,52106086041,helped,a,43493.30859375,7.09181388818278,0.0,82436.85327152161,250913.20388538946,0.9050000000000006,26354,0,26354.0,2.008754577557463e-05,0.0,0.9050000000000006,32508.905292188305,0.0,32508.905292188305,1,36346.798828125,500.0,50.0,0,0.006965772601581193,0.0028225914744690155,-1,0.0,0.0,23736.07,18613.97,6872.08,3901.0,2.343,171292.76501147271,7935.6,7935.6,0,29794.6,3901.0,493.94,3901.0
103,Ampara,PF,5.0,52106086051,helped,a,43493.30859375,10.13116269740397,0.0,51913.23180253957,158008.40035363068,1.1150000000000009,13273,0,13273.0,2.008754577557463e-05,0.0,0.953,15616.432974414576,0.0,15616.432974414576,2,36346.798828125,500.0,50.0,0,0.008777906742435327,0.0,-1,0.0,0.0,11962.56,17397.850000000002,4327.57,0.0,10.0,123440.61909584433,4003.1,4003.1,0,15614.69,0.0,298.12,0.0
104,Ampara,PF,5.0,52106086061,helped,a,43493.30859375,4.052465078961589,0.0,78024.60201419,237483.6265132645,0.8450000000000005,27611,0,27611.0,2.008754577557463e-05,0.0,0.8450000000000005,32402.81423626817,0.0,32402.81423626817,1,36346.798828125,500.0,50.0,0,0.0071600196569492494,0.0037595146486495974,-1,0.0,0.0,25041.299999999996,18356.649999999998,6504.26,4860.0,2.245,103144.7190278572,8362.3,8362.3,0,29869.53,4860.0,477.22,4860.0
105,Ampara,PF,5.0,52106086071,helped,a,43493.30859375,1.0131162697403973,0.0,119610.81146922002,364059.6497081617,0.6750000000000004,59742,0,59742.0,2.008754577557463e-05,0.0,0.6750000000000004,59953.92222531356,0.0,59953.92222531356,1,36346.798828125,500.0,50.0,0,0.005782887947997775,0.011648765568666501,-1,0.0,0.0,55257.3,20587.47,9970.96,20984.0,1.555,56714.917436805474,18392.29,18392.29,0,56179.24,20984.0,671.13,20984.0
106,Ampara,PF,5.0,52106086081,helped,a,43493.30859375,3.0393488092211913,0.0,69326.08731475139,211007.94111693362,0.5850000000000003,39074,0,39074.0,2.008754577557463e-05,0.0,0.561,33029.28848662639,0.0,33029.28848662639,2,36346.798828125,500.0,50.0,0,0.00759594218901492,0.009569796774267204,-1,0.0,0.0,36714.95,18023.820000000003,5779.14,10239.0,2.266,112802.27013148292,12193.69,12193.69,0,33014.62,10239.0,435.41,10239.0
107,Ampara,PF,5.0,52106086091,helped,a,43493.30859375,4.052465078961589,0.0,75728.5206635804,230495.0394287309,0.7950000000000005,30058,0,30058.0,2.008754577557463e-05,0.0,0.7950000000000005,33771.58445596859,0.0,33771.58445596859,1,36346.798828125,500.0,50.0,0,0.007267754674437549,0.004915514103989349,-1,0.0,0.0,27418.59,18144.88,6312.86,6079.0,2.157,112828.00328473435,9147.35,9147.35,0,31281.6,6079.0,481.01,6079.0
108,Ampara,PF,5.0,52106086101,helped,a,43493.30859375,4.052465078961589,0.0,71825.47650708104,218615.3366580804,1.0350000000000006,20255,0,20255.0,2.008754577557463e-05,0.0,1.0350000000000006,27618.650367810355,0.0,27618.650367810355,1,36346.798828125,500.0,50.0,0,0.007462609862026086,0.0011221967834459299,-1,0.0,0.0,17970.809999999998,17997.410000000003,5987.5,1381.0,2.894,74292.95075028544,6023.19,6023.19,0,24997.62,1381.0,450.27,1381.0
109,Ampara,PF,5.0,52106087011,helped,a,43493.30859375,6.754085904362105,0.0,100973.1108783007,307332.04569686577,0.7950000000000005,39025,0,39025.0,2.008754577557463e-05,0.0,0.7950000000000005,43846.43300932111,0.0,43846.43300932111,1,36346.798828125,500.0,50.0,0,0.006294005634231662,0.006214829278343075,-1,0.0,0.0,35598.189999999995,19598.910000000003,8417.3,10085.0,1.849,244144.53596339194,11876.22,11876.22,0,40613.63,10085.0,582.26,10085.0
110,Ampara,PF,5.0,52106087031,helped,a,43493.30859375,1.3508171808724212,3000.0,111969.40614081357,331670.41826034343,0.5150000000000002,73647,0,73647.0,2.008754577557463e-05,0.0,0.5150000000000002,62124.792093856566,0.0,62124.792093856566,1,36346.798828125,500.0,50.0,0,0.005976959433923556,0.016797721413980303,-1,0.0,0.0,69390.22,20308.25,9333.87,26714.0,1.639,94668.2398333372,23025.38,23025.38,0,59117.71,26714.0,618.72,26714.0
111,Ampara,PF,5.0,52106087051,helped,a,43493.30859375,5.403268723489685,0.0,90894.36690929138,276655.35390132514,0.9050000000000006,30845,0,30845.0,2.008754577557463e-05,0.0,0.9050000000000006,38048.766173542856,0.0,38048.766173542856,1,36346.798828125,500.0,50.0,0,0.006633786819781953,0.0040577858772688005,-1,0.0,0.0,27780.940000000002,18963.500000000004,7577.11,6088.0,2.025,152748.3535709385,9287.91,9287.91,0,34871.92,6088.0,548.78,6088.0
112,Ampara,PF,5.0,52106087071,helped,a,43493.30859375,8.104903085234527,0.0,75524.69133941433,229874.6437350252,0.8450000000000005,27633,0,27633.0,2.008754577557463e-05,0.0,0.8450000000000005,32428.632276657794,0.0,32428.632276657794,1,36346.798828125,500.0,50.0,0,0.007277555332603045,0.003893705210180561,-1,0.0,0.0,25061.250000000004,18145.93,6295.86,4864.0,2.245,206453.11642700675,8368.96,8368.96,0,29893.32,4864.0,477.6,4864.0
