district,hazard,rp,dk_tot,dw_tot,res_tot,dk_lim,dw_lim,res_lim,dk_sub,dw_sub,res_sub,ratio_dw_lim_tot,avg_reco_t,sub_avg_reco_t,non_sub_avg_reco_t,pct_subs
Ampara,PF,5.0,152.22093308409595,382.4922591774602,0.3979712776709342,,,,152.22093308409595,382.4922591774602,0.3979712776709342,,3.540424043022014,,3.540424043022014,0.05100133991336749
Ampara,PF,10.0,189.02692102324642,460.60766060589293,0.4103859687756744,,,,189.02692102324642,460.60766060589293,0.4103859687756744,,7.623848984161466,,7.623848984161466,0.04313355994157189
Ampara,PF,25.0,215.44149572584936,539.6456644933896,0.3992276968037949,,,,215.44149572584936,539.6456644933896,0.3992276968037949,,6.09629384044525,,6.09629384044525,0.04138952239098323
Ampara,PF,50.0,227.0857310821824,581.747265252822,0.39035117936221503,,,,227.0857310821824,581.747265252822,0.39035117936221503,,10.30797308454995,,10.30797308454995,0.04774605517058711
Ampara,PF,100.0,248.59988956266338,618.5949514324359,0.40187830338252595,,,,248.59988956266338,618.5949514324359,0.40187830338252595,,13.039137847748968,,13.039137847748968,0.04743037104934208
Ampara,PF,250.0,263.2032677744509,649.1438826542598,0.40546213991611396,0.583594752647287,6.655993118520309,0.08767959074708685,262.61967302180364,642.4878895357394,0.40875427739435233,0.010253494327490034,4.899031934574163,,4.899031934574163,0.04522097061732155
Ampara,PF,500.0,291.08872454832976,723.6281823606571,0.40226283558874826,,,,291.08872454832976,723.6281823606571,0.40226283558874826,,11.211859765325281,,11.211859765325281,0.047478944953178524
Ampara,PF,1000.0,312.7511541961972,788.9167314884693,0.39643113362055543,0.6632537239448097,7.918131348508057,0.08376392039389202,312.08790047225244,780.9986001399612,0.3996011009703779,0.010036713676446837,6.8460251629085525,,6.8460251629085525,0.044815331542539506
Anuradhapura,PF,5.0,202.28747431293493,406.98237304830434,0.49704234804519565,,,,202.28747431293493,406.98237304830434,0.49704234804519565,,4.103564110035194,,4.103564110035194,0.06258615251206717
Anuradhapura,PF,10.0,293.0360874880485,598.5551430152399,0.4895724160214717,,,,293.0360874880485,598.5551430152399,0.4895724160214717,,3.6449100597890953,,3.6449100597890953,0.06279117305646566
Anuradhapura,PF,25.0,314.3045392597067,641.6915732202326,0.48980624395987726,,,,314.3045392597067,641.6915732202326,0.48980624395987726,,3.361202685534394,,3.361202685534394,0.06601087346830044
