,district,hazard,rp,index,hhid,helped_cat,affected_cat,pov_line,ispoor,pcwgt,pcsoc,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,pc_fee,di0_prv,di0_pub,di0,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta,scale_fac_soc
20,Ampara,PF,5.0,20,52101054051,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,223170.11200002788,679263.2856685289,0.6450000000000004,116839.59115026769,0.0,116839.59115026769,0.0,38387.331088238745,0.0,38387.331088238745,0.6450000000000004,113748.86738016145,0.0,113748.86738016145,1,36346.798828125,14893.716797930301,0,0.0,0.004233621031506153,0.007939001517341868,-1,0.0,0.0,True,112563.63895316422,16720.70014076269,18597.509333335656,50726.604923419385,37444.955236413414,0.0,9903.250999078897,83414.72660835818,50726.604923419385,619.883116473897,2.1395857728768847e-05
21,Ampara,PF,5.0,21,52101054061,helped,a,43493.30859375,0.0,6.303845835810221,0.0,106204.43527777874,323254.63751770486,1.2150000000000007,24046.245234216196,0.0,24046.245234216196,0.0,7900.328716895937,0.0,7900.328716895937,1.2150000000000007,37116.51667646864,0.0,37116.51667646864,1,36346.798828125,0.0,0,0.0,0.00613703596878039,0.0,-1,0.0,0.0,True,22415.387100655607,21672.229076720254,8850.369606481561,0.0,7538.954855569252,0.0,7538.954855569252,35418.74694675013,0.0,674.5159863595075,2.1395857728768847e-05
22,Ampara,PF,5.0,22,52101054071,helped,a,43493.30859375,0.0,4.502747025578729,0.0,70674.3889680465,215111.76937100297,0.6450000000000004,36212.92538980891,0.0,36212.92538980891,0.0,11897.658515634894,0.0,11897.658515634894,0.6425012536300649,34327.59013992151,0.0,34327.59013992151,2,36346.798828125,0.0,0,0.0,0.007523136893750576,0.0,-1,0.0,0.0,True,34916.12042568335,18811.006840806414,5889.532414003876,0.0,11614.493216246621,0.0,11614.493216246621,34327.59013992151,0.0,657.3407190878293,2.1395857728768847e-05
23,Ampara,PF,5.0,23,52101054081,helped,a,43493.30859375,0.0,2.701648215347238,0.0,153146.89054520603,466133.4760706766,0.9650000000000006,46981.55420237201,0.0,46981.55420237201,0.0,15435.66233372905,0.0,15435.66233372905,0.9650000000000006,60772.86213901807,0.0,60772.86213901807,1,36346.798828125,0.0,0,0.0,0.005110647227408239,0.002041444200876947,-1,0.0,0.0,True,44432.65686583487,24834.005588825636,12762.240878767168,10289.20598733887,14872.199581974899,0.0,14872.199581974899,58554.412201952495,10289.20598733887,919.5414301075209,2.1395857728768847e-05
24,Ampara,PF,5.0,24,52101054091,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,140822.95956858035,428623.10439718893,0.8450000000000005,51882.358746447244,0.0,51882.358746447244,0.0,17045.80838764846,0.0,17045.80838764846,0.8450000000000005,60886.40152839641,0.0,60886.40152839641,1,36346.798828125,0.0,0,0.0,0.0053295833920314626,0.0026922220275808063,-1,0.0,0.0,True,49409.113609846565,23903.767681525565,11735.24663071503,12277.466504489088,16499.691944711878,0.0,16499.691944711878,58935.71287405307,12277.466504489088,889.8085603853268,2.1395857728768847e-05
25,Ampara,PF,5.0,25,52101054101,helped,a,43493.30859375,0.0,6.303845835810221,0.0,78970.67078033325,240363.1777793352,0.7550000000000004,34476.496112266,0.0,34476.496112266,0.0,11327.15938146193,0.0,11327.15938146193,0.7550000000000004,37356.913946222776,0.0,37356.913946222776,1,36346.798828125,0.0,0,0.0,0.007117001906923673,0.0,-1,0.0,0.0,True,33004.24538626541,19361.687771343284,6580.8892316944375,0.0,11002.350312208251,0.0,11002.350312208251,36285.6952902091,0.0,694.0856013096937,2.1395857728768847e-05
26,Ampara,PF,5.0,26,52102059011,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,83271.65877734953,253454.1029587509,0.7950000000000005,32864.019830380836,0.0,32864.019830380836,0.0,10797.38466815392,0.0,10797.38466815392,0.7950000000000005,36924.2804333067,0.0,36924.2804333067,1,36346.798828125,0.0,0,0.0,0.006930768417372292,0.0,-1,0.0,0.0,True,31387.969417515927,19746.968309975557,6939.30489811246,0.0,10471.613356714037,0.0,10471.613356714037,35810.22627756187,0.0,684.727403998242,2.1395857728768847e-05
27,Ampara,PF,5.0,27,52102059021,helped,a,43493.30859375,0.0,1.6209861161867876,1249.999969482422,70735.02741562157,211491.7215641069,0.6150000000000003,38635.689308010646,0.0,38635.689308010646,0.0,12693.678563193784,0.0,12693.678563193784,0.5811549138715227,34388.228587496575,0.0,34388.228587496575,2,36346.798828125,0.0,0,0.0,0.007519911552857938,0.0,-1,0.0,0.0,True,37380.67751911616,18811.443632332077,5894.585617968464,0.0,12419.641081151593,0.0,12419.641081151593,34388.228587496575,0.0,658.8904156875592,2.1395857728768847e-05
28,Ampara,PF,5.0,28,52102059031,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,71505.18081684581,217640.45206898887,0.6150000000000003,40090.21407465583,0.0,40090.21407465583,0.0,13171.531207285094,0.0,13171.531207285094,0.567326767624536,35158.38198872081,0.0,35158.38198872081,2,36346.798828125,0.0,0,0.0,0.00747930495358376,0.0,-1,0.0,0.0,True,38818.12736787672,18831.088185827026,5958.765068070484,0.0,12893.766746128516,0.0,12893.766746128516,35158.38198872081,0.0,673.7364057311693,2.1395857728768847e-05
29,Ampara,PF,5.0,29,52102059041,helped,a,43493.30859375,0.0,4.0524652904669685,0.0,81725.26410679494,248747.33861899434,0.9650000000000006,24467.476560609088,0.0,24467.476560609088,0.0,8038.72312782969,0.0,8038.72312782969,0.9650000000000006,31649.838008817474,0.0,31649.838008817474,1,36346.798828125,0.0,0,0.0,0.006996032676754663,0.0,-1,0.0,0.0,True,23140.038869457254,19924.773682186715,6810.438675566245,0.0,7745.277925656603,0.0,7745.277925656603,30494.493687890434,0.0,582.1337903491662,2.1395857728768847e-05
30,Ampara,PF,5.0,30,52102059051,helped,a,43493.30859375,0.0,1.6209861161867876,150.0,100858.7011452491,306527.26298855053,0.5350000000000003,62889.32651261673,0.0,62889.32651261673,0.0,20662.121126379458,0.0,20662.121126379458,0.5350000000000003,54307.91081062943,0.0,54307.91081062943,1,36346.798828125,0.0,0,0.0,0.006297574445849965,0.006613168056631226,-1,0.0,0.0,True,60974.24756891229,21344.943676884614,8404.891762104091,19678.36585930755,20240.50014942151,0.0,20240.50014942151,53199.73061059879,19678.36585930755,640.6186031824969,2.1395857728768847e-05
31,Ampara,PF,5.0,31,52102059061,helped,a,43493.30859375,0.0,3.241972232373575,1249.999969482422,57804.29008980555,172134.41227508624,0.9050000000000006,18243.640760489037,0.0,18243.640760489037,0.0,5993.926266436825,0.0,5993.926266436825,0.8871192432653674,21457.49126168055,0.0,21457.49126168055,2,36346.798828125,0.0,0,0.0,0.00831859459825265,0.0029820892358349066,-1,0.0,0.0,True,17351.643200195733,18801.107913977085,4817.024174150462,5542.559049390909,5799.143222264167,0.0,5799.143222264167,21457.491261680552,5542.559049390909,303.13271121943404,2.1395857728768847e-05
32,Ampara,PF,5.0,32,52102059071,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,94081.69105696894,286356.6183477122,0.8450000000000005,33467.68199567536,0.0,33467.68199567536,0.0,10995.716236901035,0.0,10995.716236901035,0.8450000000000005,39275.90752324673,0.0,39275.90752324673,1,36346.798828125,0.0,0,0.0,0.006520448035778217,0.0,-1,0.0,0.0,True,31872.269147666204,20518.127038977254,7840.140921414078,0.0,10643.43365209927,0.0,10643.43365209927,38017.579468518394,0.0,726.5850534696892,2.1395857728768847e-05
33,Ampara,PF,5.0,33,52102059081,helped,a,43493.30859375,0.0,3.241972232373575,0.0,75890.76029783556,230988.84850577163,0.8450000000000005,28143.11436592452,0.0,28143.11436592452,0.0,9246.343969395493,0.0,9246.343969395493,0.8450000000000005,33027.27560860173,0.0,33027.27560860173,1,36346.798828125,0.0,0,0.0,0.007259981997559126,0.0,-1,0.0,0.0,True,26801.525000751608,19354.729586799214,6324.23002481963,0.0,8950.108064127819,0.0,8950.108064127819,31969.142261970585,0.0,610.9884233694809,2.1395857728768847e-05
34,Ampara,PF,5.0,34,52102059091,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,133528.55686287096,406421.11729208345,0.7150000000000004,59871.655144750635,0.0,59871.655144750635,0.0,19670.670071812638,0.0,19670.670071812638,0.7150000000000004,62478.90350030937,0.0,62478.90350030937,1,36346.798828125,0.0,0,0.0,0.0054732201605824605,0.0034083357492486494,-1,0.0,0.0,True,57447.62771651212,23320.318181067545,11127.37973857258,14481.93236151302,19136.08292056769,0.0,19136.08292056769,60780.92275470172,14481.93236151302,884.0507210638743,2.1395857728768847e-05
35,Ampara,PF,5.0,35,52102059101,helped,a,43493.30859375,0.0,4.862958348560363,0.0,79044.18222716647,240586.924707016,0.9050000000000006,27416.703840534843,0.0,27416.703840534843,0.0,9007.683759533478,0.0,9007.683759533478,0.9050000000000006,33819.80073521753,0.0,33819.80073521753,1,36346.798828125,0.0,0,0.0,0.007113691715146475,0.0,-1,0.0,0.0,True,26019.345476421287,19576.08267543649,6587.015185597206,0.0,8698.957622748456,0.0,8698.957622748456,32660.672960913456,0.0,623.845137589282,2.1395857728768847e-05
36,Ampara,PF,5.0,36,52102060011,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,105491.44572760709,321084.5098955219,1.2150000000000007,21801.329101496805,0.0,21801.329101496805,0.0,7162.767604231684,0.0,7162.767604231684,1.2150000000000007,33651.38246255032,0.0,33651.38246255032,1,36346.798828125,0.0,0,0.0,0.006157740367626415,0.0,-1,0.0,0.0,True,20322.725080732056,21806.23832059605,8790.953810633924,0.0,6835.130985594389,0.0,6835.130985594389,32112.113597260504,0.0,611.5443329971379,2.1395857728768847e-05
37,Ampara,PF,5.0,37,52102060021,helped,a,43493.30859375,0.0,2.701648215347238,0.0,76291.96779815528,232210.00452195894,0.6750000000000004,37687.84953252916,0.0,37687.84953252916,0.0,12382.240846326396,0.0,12382.240846326396,0.6750000000000004,37821.53928078359,0.0,37821.53928078359,1,36346.798828125,0.0,0,0.0,0.007240867280425336,0.0,-1,0.0,0.0,True,36245.68747072869,19107.265478159487,6357.6639831796065,0.0,12064.312271938175,0.0,12064.312271938175,36850.42684532526,0.0,705.430213382527,2.1395857728768847e-05
38,Ampara,PF,5.0,38,52102060031,helped,a,43493.30859375,0.0,4.502747025578729,0.0,61854.626670224374,188267.04243358347,0.7150000000000004,28746.87497956807,0.0,28746.87497956807,0.0,9444.70788308093,0.0,9444.70788308093,0.5782596103812299,25507.82784209937,0.0,25507.82784209937,2,36346.798828125,0.0,0,0.0,0.008041626547917019,0.0007644945508850575,-1,0.0,0.0,True,27817.611460474203,18674.782677944775,5154.552222518698,1607.326105296206,9241.799676315275,0.0,9241.799676315275,25507.82784209937,1607.326105296206,457.78278268179923,2.1395857728768847e-05
39,Ampara,PF,5.0,39,52102060041,helped,a,43493.30859375,0.0,4.502747025578729,0.0,60139.95723148843,183048.0998684113,0.8450000000000005,22421.919666968814,0.0,22421.919666968814,0.0,7366.660952988551,0.0,7366.660952988551,0.7633111729362064,23793.158403363424,0.0,23793.158403363424,2,36346.798828125,0.0,0,0.0,0.008155459553498208,0.0013494712345763348,-1,0.0,0.0,True,21473.282249925578,18697.01261589258,5011.663102624036,2717.7971030276053,7159.51562093514,0.0,7159.51562093514,23793.158403363428,2717.7971030276053,402.7215575262991,2.1395857728768847e-05
40,Ampara,PF,5.0,40,52102060051,helped,a,43493.30859375,0.0,4.502747025578729,0.0,73982.6970432079,225181.27282287012,0.7950000000000005,30166.795320415593,0.0,30166.795320415593,0.0,9911.218863703387,0.0,9911.218863703387,0.7950000000000005,33893.8211434338,0.0,33893.8211434338,1,36346.798828125,0.0,0,0.0,0.007353005924870206,0.0,-1,0.0,0.0,True,28811.88770663831,19144.0952895781,6165.224753600658,0.0,9612.184341323218,0.0,9612.184341323218,32871.19993441345,0.0,628.530275763746,2.1395857728768847e-05
41,Ampara,PF,5.0,41,52102060061,helped,a,43493.30859375,0.0,6.303845835810221,0.0,48480.07555637554,147558.8962910861,1.0350000000000006,12591.736042300658,0.0,12591.736042300658,0.0,4136.980758601336,0.0,4136.980758601336,0.6591405924295926,12133.276728250541,0.0,12133.276728250541,2,36346.798828125,0.0,0,0.0,0.009083398165646546,0.0,-1,0.0,0.0,True,12129.495800751354,18236.731290660216,4040.0062963646283,0.0,4036.047482553782,0.0,4036.047482553782,12133.276728250537,0.0,232.30355150403787,2.1395857728768847e-05
42,Ampara,PF,5.0,42,52102060071,helped,a,43493.30859375,0.0,2.701648215347238,0.0,122011.01352844006,371365.1491874735,1.0350000000000006,32221.896836862357,0.0,32221.896836862357,0.0,10586.416898505848,0.0,10586.416898505848,1.0350000000000006,43936.08012465841,0.0,43936.08012465841,1,36346.798828125,0.0,0,0.0,0.005725724904569222,0.007509175253828321,-1,0.0,0.0,True,30350.702317022715,24127.102164658587,10167.584460703338,26485.98500869635,10172.493497382171,0.0,10172.493497382171,42218.20221642982,26485.98500869635,295.06820367017417,2.1395857728768847e-05
43,Ampara,PF,5.0,43,52102060091,helped,a,43493.30859375,0.0,2.701648215347238,0.0,113963.84798217926,346871.9764221571,0.6750000000000004,54264.68952011325,0.0,54264.68952011325,0.0,17828.516708262156,0.0,17828.516708262156,0.6750000000000004,54457.18213433862,0.0,54457.18213433862,1,36346.798828125,0.0,0,0.0,0.005924428238197458,0.0047771993421748885,-1,0.0,0.0,True,52188.19862206552,22272.534363840106,9496.987331848271,16764.141402332312,17370.748605471937,0.0,17370.748605471937,53058.93003312008,16764.141402332312,692.7021812644091,2.1395857728768847e-05
44,Ampara,PF,5.0,44,52102060101,helped,a,43493.30859375,0.0,2.701648215347238,8333.332763671875,48268.013840785854,121549.35701522033,0.9650000000000006,12664.272063052369,0.0,12664.272063052369,0.0,4160.995784097788,0.0,4160.995784097788,0.6354647637547647,11921.215012660854,0.0,11921.215012660854,2,36346.798828125,0.0,0,0.0,0.009103329894581746,0.0,-1,0.0,0.0,True,12215.57880271005,18231.090029738283,4022.3344867321543,0.0,4063.015785648209,0.0,4063.015785648209,11921.215012660852,0.0,228.2953787054289,2.1395857728768847e-05
45,Ampara,PF,5.0,45,52103067011,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,102753.42851170579,312750.80179445737,0.7950000000000005,39496.49446064695,0.0,39496.49446064695,0.0,12976.466236822915,0.0,12976.466236822915,0.7950000000000005,44376.17933303726,0.0,44376.17933303726,1,36346.798828125,0.0,0,0.0,0.006239242057664133,0.012431428240550497,-1,0.0,0.0,True,37722.553924575936,22868.717584747963,8562.785709308815,33203.314841790394,12584.94916544419,0.0,12584.94916544419,43037.29157620358,33203.314841790394,183.1605485446048,2.1395857728768847e-05
46,Ampara,PF,5.0,46,52103067021,helped,a,43493.30859375,0.0,2.701648215347238,0.0,102512.07002948405,312016.1785324594,0.9650000000000006,30298.125417528558,0.0,30298.125417528558,0.0,9954.367011262739,0.0,9954.367011262739,0.9650000000000006,39192.05803917781,0.0,39192.05803917781,1,36346.798828125,0.0,0,0.0,0.0062465826988716685,0.0,-1,0.0,0.0,True,28654.3566557257,21232.97725071291,8542.672502457004,0.0,9590.993227432253,0.0,9590.993227432253,37761.392843722715,0.0,720.8574429851726,2.1395857728768847e-05
