,region,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcexp,pcsoc,c,pov_line,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta
1408899,NCR,PF,200,137647328005,helped,a,1322.7682271000022,797405.6035474418,0.0,797405.6035474417,22302.6775,0.9050000000000006,259684,8219,267903.0,0.004992279516403441,2589.460887066857,0.9050000000000006,316829.515923722,2589.460887066857,319418.97681078885,1,15573.959716184301,0,0.0022397025994577435,0.0,-1,0.0,0.0,259684,-131.21,216.96,0.0,10.0,354373576.34477186,84404.96,81815.5,2589.46,319418.98,319418.98,0.0
1408918,NCR,PF,200,137654901058,helped,a,99.73406406957331,783985.4799419807,125325.10091825124,783985.4799419806,22302.6775,0.6450000000000004,351119,11112,362231.0,0.004992279516403441,3500.9233942191167,0.6450000000000004,337720.2280219324,3500.9233942191167,341221.15141615155,1,15573.959716184301,0,0.002258790674306179,0.0,-1,0.0,0.0,351119,-131.21,134.7,0.0,10.0,36126769.76198561,114749.39,111248.47,3500.92,341221.15,341221.15,0.0
1408920,NCR,PF,200,137654901481,helped,a,99.73406406957331,1421538.4276706562,358150.78961435606,1421538.4276706565,22302.6775,1.1150000000000009,248000,7849,255849.0,0.004992279516403441,2472.889463753226,1.1150000000000009,356442.3482609934,2472.889463753226,358915.23772474664,1,15573.959716184301,0,0.0016774542857831234,0.0,-1,0.0,0.0,248000,-131.21,348.7,0.0,10.0,25516860.558136262,82395.24,79922.35,2472.89,358915.24,358915.24,0.0
1408922,NCR,PF,200,137654901799,helped,a,199.46813580431382,397912.9821619974,76443.06772104211,397912.9821619975,22302.6775,0.9050000000000006,110180,3487,113667.0,0.004992279516403441,1098.606900255765,0.9050000000000006,134807.6046765492,1098.606900255765,135906.21157680498,1,15573.959716184301,0,0.0031705597457666653,0.0,-1,0.0,0.0,110180,-131.21,8.28,0.0,10.0,22672944.59246894,36193.31,35094.7,1098.61,135906.21,135906.21,0.0
1409035,NCR,PF,200,1339124009331,helped,a,184.23332854283188,783937.4634053647,0.0,783937.4634053649,22302.6775,0.9650000000000006,235231,7445,242676.0,0.004992279516403441,2345.606071810774,0.9650000000000006,301109.3000742943,2345.606071810774,303454.9061461051,1,15573.959716184301,0,0.0022588598492400466,0.0,-1,0.0,0.0,235231,-131.21,214.26,0.0,10.0,44709007.23746027,76457.0,74111.39,2345.61,303454.92,303454.92,0.0
1409105,NCR,PF,200,1339230198008,helped,a,98.1996968897038,375580.84602221963,51495.93979913648,375580.8460222197,22302.6775,1.2150000000000007,74601,2361,76962.0,0.004992279516403441,743.8517039013079,1.2150000000000007,114400.93158657294,743.8517039013079,115144.78329047425,1,15573.959716184301,0,0.0032634598780645024,0.0,-1,0.0,0.0,74601,-131.21,15.21,0.0,10.0,7557645.072025384,24504.57,23760.72,743.85,115144.79,115144.79,0.0
1409139,NCR,PF,200,1339617605253,helped,a,102.35184131237364,478654.46105922654,0.0,478654.4610592266,22302.6775,0.7550000000000004,206234,6527,212761.0,0.004992279516403441,2056.382918832629,0.7550000000000004,220682.3211234149,2056.382918832629,222738.70404224753,1,15573.959716184301,0,0.0028908059518938877,0.0,-1,0.0,0.0,206234,-131.21,69.79,0.0,10.0,21776480.109461926,67032.03,64975.65,2056.38,222738.7,222738.7,0.0
1409144,NCR,PF,200,1339620217249,helped,a,184.88662691103497,505616.74958909716,25615.585054622617,505616.7495890973,22302.6775,0.9050000000000006,162778,5151,167929.0,0.004992279516403441,1622.863247266259,0.9050000000000006,198726.46514474816,1622.863247266259,200349.32839201443,1,15573.959716184301,0,0.002812673163381533,0.0,-1,0.0,0.0,162778,-131.21,77.35,0.0,10.0,31047826.37054319,53035.24,51412.38,1622.86,200349.33,200349.33,0.0
1409191,NCR,PF,200,1374122448002,helped,a,121.90758572723026,333099.0500044643,13845.34996469464,333099.0500044643,22302.6775,1.1150000000000009,81454,2578,84032.0,0.004992279516403441,812.2192683852487,1.1150000000000009,116553.05611267095,812.2192683852487,117365.2753810562,1,15573.959716184301,0,0.0034653196291231114,0.0,-1,0.0,0.0,81454,-131.21,11.76,0.0,10.0,10244138.243830612,26544.07,25731.85,812.22,117365.28,117365.28,0.0
1409242,NCR,PF,200,1374271114364,helped,a,162.54342911215292,336983.4266884419,0.0,336983.4266884419,22302.6775,1.2150000000000007,73621,2330,75951.0,0.004992279516403441,734.0849089750308,1.2150000000000007,112644.3927183051,734.0849089750308,113378.47762728012,1,15573.959716184301,0,0.0034452895316778344,0.0,-1,0.0,0.0,73621,-131.21,21.66,0.0,10.0,12345335.984497126,23928.96,23194.88,734.08,113378.48,113378.48,0.0
1409262,NCR,PF,200,1374311558005,helped,a,223.07554771384002,326234.1178425034,26150.027063823807,326234.1178425035,22302.6775,1.0350000000000006,78491,2484,80975.0,0.004992279516403441,782.6038257055693,1.0350000000000006,106097.94293989727,782.6038257055693,106880.54676560283,1,15573.959716184301,0,0.003501590107649943,0.0,-1,0.0,0.0,78491,-131.21,2.87,0.0,10.0,18063542.476128194,25642.36,24859.76,782.6,106880.55,106880.55,0.0
1409294,NCR,PF,200,1374327102127,helped,a,102.0251921282721,338516.46084213216,0.0,338516.4608421322,22302.6775,0.7150000000000004,157846,4995,162841.0,0.004992279516403441,1573.714214734025,0.7150000000000004,162590.51941719867,1573.714214734025,164164.2336319327,1,15573.959716184301,0,0.003437479365035362,0.0,-1,0.0,0.0,157846,-131.21,9.04,0.0,10.0,16613884.311359957,51304.34,49730.63,1573.71,164164.23,164164.23,0.0
1409318,NCR,PF,200,1374362138010,helped,a,276.8399311390018,353448.88253671024,21791.691193694205,353448.88253671036,22302.6775,0.9050000000000006,114120,3611,117731.0,0.004992279516403441,1137.674079960874,0.9050000000000006,139341.79785830824,1137.674079960874,140479.47193826913,1,15573.959716184301,0,0.003364082898150355,0.0,-1,0.0,0.0,114120,-131.21,12.63,0.0,10.0,32592641.93292582,37200.87,36063.2,1137.67,140479.47,140479.47,0.0
1409322,NCR,PF,200,1374383108008,helped,a,380.6549436419635,507987.153614903,18159.740895945026,507987.1536149031,22302.6775,0.8450000000000005,175553,5556,181109.0,0.004992279516403441,1750.4616971095584,0.8450000000000005,203742.30317000608,1750.4616971095584,205492.76486711565,1,15573.959716184301,0,0.0028061031471480562,0.0,-1,0.0,0.0,175553,-131.21,80.12,0.0,10.0,68940036.18805237,57150.48,55400.02,1750.46,205492.77,205492.77,0.0
1409363,NCR,PF,200,1374412013143,helped,a,249.66104954833574,469551.0021467813,0.0,469551.0021467813,22302.6775,1.1150000000000009,120066,3800,123866.0,0.004992279516403441,1197.2200232210803,1.1150000000000009,171701.33192317438,1197.2200232210803,172898.55194639546,1,15573.959716184301,0,0.0029186942986875164,0.0,-1,0.0,0.0,120066,-131.21,79.02,0.0,10.0,30924515.563354153,39024.96,37827.74,1197.22,172898.55,172898.55,0.0
1409364,NCR,PF,200,1374412069397,helped,a,344.7024925068182,389347.7544233388,0.0,389347.7544233388,22302.6775,0.8450000000000005,148604,4703,153307.0,0.004992279516403441,1481.7173076865106,0.8450000000000005,172389.24429756467,1481.7173076865106,173870.96160525118,1,15573.959716184301,0,0.0032052444624477232,0.0,-1,0.0,0.0,148604,-131.21,35.33,0.0,10.0,52845305.01874278,48300.58,46818.86,1481.72,173870.96,173870.96,0.0
1409379,NCR,PF,200,1374412526153,helped,a,359.0783411314333,337738.505590749,22978.029476085387,337738.5055907491,22302.6775,1.2150000000000007,64865,2052,66917.0,0.004992279516403441,646.4988125393834,1.2150000000000007,99361.9184843638,646.4988125393834,100008.4172969032,1,15573.959716184301,0,0.0034414360754677583,0.0,-1,0.0,0.0,64865,-131.21,12.2,0.0,10.0,24028445.353492122,21197.44,20550.94,646.5,100008.42,100008.42,0.0
1409385,NCR,PF,200,1374413425111,helped,a,323.1705012694146,442484.98517447565,20920.02231450357,442484.9851744757,22302.6775,0.7550000000000004,179119,5669,184788.0,0.004992279516403441,1786.0632399053432,0.7550000000000004,191772.13974081416,1786.0632399053432,193558.2029807195,1,15573.959716184301,0,0.003006635122728541,0.0,-1,0.0,0.0,179119,-131.21,46.22,0.0,10.0,59718030.58857259,58323.35,56537.29,1786.06,193558.2,193558.2,0.0
1409386,NCR,PF,200,1374413428194,helped,a,430.8939825296348,534613.917983976,49031.304480160674,534613.9179839761,22302.6775,1.0350000000000006,138771,4392,143163.0,0.004992279516403441,1383.7343005228906,1.0350000000000006,187593.66293554852,1383.7343005228906,188977.3972360714,1,15573.959716184301,0,0.002735330860106291,0.0,-1,0.0,0.0,138771,-131.21,83.88,0.0,10.0,61688075.220890105,45349.41,43965.68,1383.73,188977.4,188977.4,0.0
1409402,NCR,PF,200,1374414019153,helped,a,204.2681401590556,494834.79531834024,19612.520787691567,494834.7953183402,22302.6775,0.9650000000000006,143127,4529,147656.0,0.004992279516403441,1426.897232939019,0.9650000000000006,183308.7583604155,1426.897232939019,184735.65559335452,1,15573.959716184301,0,0.002843150703937299,0.0,-1,0.0,0.0,143127,-131.21,78.13,0.0,10.0,30161416.503325514,46618.1,45191.2,1426.9,184735.66,184735.66,0.0
1409513,NCR,PF,200,1374446712598,helped,a,354.4204873024875,363734.5306175181,0.0,363734.53061751823,22302.6775,0.8450000000000005,135829,4299,140128.0,0.004992279516403441,1354.4339157440588,0.8450000000000005,157569.5046142359,1354.4339157440588,158923.93852997996,1,15573.959716184301,0,0.0033161772042913165,0.0,-1,0.0,0.0,135829,-131.21,24.85,0.0,10.0,49664234.044722974,44148.43,42794.0,1354.43,158923.94,158923.94,0.0
1409526,NCR,PF,200,1374450418004,helped,a,92.11666427141594,346013.8746382119,13075.012975795642,346013.874638212,22302.6775,0.8450000000000005,123900,3921,127821.0,0.004992279516403441,1235.3420292236463,0.8450000000000005,143796.44803447998,1235.3420292236463,145031.79006370364,1,15573.959716184301,0,0.003400033834407502,0.0,-1,0.0,0.0,123900,-131.21,11.7,0.0,10.0,11774444.143836657,40336.29,39100.95,1235.34,145031.79,145031.79,0.0
1409579,NCR,PF,200,1374477248003,helped,a,203.8326053585311,464596.6817277901,0.0,464596.68172779016,22302.6775,1.2150000000000007,95197,3013,98210.0,0.004992279516403441,949.2694552539775,1.2150000000000007,145656.92198699407,949.2694552539775,146606.19144224806,1,15573.959716184301,0,0.0029342150738420557,0.0,-1,0.0,0.0,95197,-131.21,80.55,0.0,10.0,20018400.17226134,30941.84,29992.57,949.27,146606.2,146606.2,0.0
1409591,NCR,PF,200,1374481214338,helped,a,255.2430542612174,562113.3534135697,113098.86679769127,562113.3534135699,22302.6775,1.1150000000000009,111705,3535,115240.0,0.004992279516403441,1113.7296794964523,1.1150000000000009,160309.23897022964,1113.7296794964523,161422.9686497261,1,15573.959716184301,0,0.002667583635029616,0.0,-1,0.0,0.0,111705,-131.21,70.32,0.0,10.0,29414209.57306269,36871.89,35758.16,1113.73,161422.97,161422.97,0.0
1409592,NCR,PF,200,1374481278003,helped,a,255.2430542612174,616167.0936101021,0.0,616167.0936101022,22302.6775,0.7150000000000004,275696,8725,284421.0,0.004992279516403441,2748.8801848957696,0.7150000000000004,283982.84303209453,2748.8801848957696,286731.7232169903,1,15573.959716184301,0,0.002547890415515459,0.0,-1,0.0,0.0,275696,-131.21,125.92,0.0,10.0,72596484.73602971,89609.08,86860.2,2748.88,286731.72,286731.72,0.0
1409626,NCR,PF,200,1374493118298,helped,a,861.7879650592696,329322.58084020315,0.0,329322.5808402032,22302.6775,1.2150000000000007,66533,2105,68638.0,0.004992279516403441,663.1968812843089,1.2150000000000007,101799.34231709692,663.1968812843089,102462.53919838123,1,15573.959716184301,0,0.0034851320707610985,0.0,-1,0.0,0.0,66533,-131.21,19.04,0.0,10.0,59151402.34573815,21624.95,20961.75,663.2,102462.55,102462.55,0.0
1409630,NCR,PF,200,1374494378007,helped,a,415.50487545233875,336595.0048470776,0.0,336595.00484707765,22302.6775,1.0350000000000006,96200,3044,99244.0,0.004992279516403441,959.0362501802548,1.0350000000000006,129875.57006154425,959.0362501802548,130834.6063117245,1,15573.959716184301,0,0.0034472768455682426,0.0,-1,0.0,0.0,96200,-131.21,17.89,0.0,10.0,41236365.859391905,31267.61,30308.57,959.04,130834.61,130834.61,0.0
1409646,NCR,PF,200,1374512111373,helped,a,577.0902027387181,369569.6098922847,64761.63056974304,369569.6098922849,22302.6775,0.9050000000000006,107100,3389,110489.0,0.004992279516403441,1067.731225972695,0.9050000000000006,130991.50934252585,1067.731225972695,132059.24056849856,1,15573.959716184301,0,0.003289893732212507,0.0,-1,0.0,0.0,107100,-131.21,0.63,0.0,10.0,63762119.41039822,35133.74,34066.01,1067.73,132059.24,132059.24,0.0
1409748,NCR,PF,200,1375117821485,helped,a,127.39536828855,555476.7149378465,59144.825757751365,555476.7149378468,22302.6775,1.1150000000000009,124282,3933,128215.0,0.004992279516403441,1239.122724033818,1.1150000000000009,178025.72353527974,1239.122724033818,179264.84625931355,1,15573.959716184301,0,0.0026834719896859874,0.0,-1,0.0,0.0,124282,-131.21,91.43,0.0,10.0,16333997.14511644,40690.41,39451.29,1239.12,179264.84,179264.84,0.0
1409883,NCR,PF,200,1375216758013,helped,a,117.30866170374787,377531.2013250775,0.0,377531.20132507756,22302.6775,0.7550000000000003,158683,5022,163705.0,0.004992279516403441,1582.220778056912,0.7550000000000003,169799.99788020813,1582.220778056912,171382.21865826505,1,15573.959716184301,0,0.003255019320094624,0.0,-1,0.0,0.0,158683,-131.21,27.96,0.0,10.0,19204014.464212045,51576.55,49994.33,1582.22,171382.22,171382.22,0.0
1409931,NCR,PF,200,1375411258002,helped,a,284.14611939980625,412211.0491814325,16343.7669422842,412211.04918143264,22302.6775,0.9050000000000006,135948,4302,140250.0,0.004992279516403441,1355.379089446602,0.9050000000000006,165946.0241573636,1355.379089446602,167301.4032468102,1,15573.959716184301,0,0.0031150870064932824,0.0,-1,0.0,0.0,135948,-131.21,40.52,0.0,10.0,39851493.245822825,44268.46,42913.08,1355.38,167301.4,167301.4,0.0
1410000,NCR,PF,200,1375442108006,helped,a,460.58330219416166,355087.3968453848,0.0,355087.39684538485,22302.6775,0.7150000000000004,164975,5221,170196.0,0.004992279516403441,1644.9173003255946,0.7150000000000004,169933.80219234157,1644.9173003255946,171578.71949266715,1,15573.959716184301,0,0.003356312316204907,0.0,-1,0.0,0.0,164975,-131.21,16.0,0.0,10.0,78389435.70023754,53621.6,51976.68,1644.92,171578.73,171578.73,0.0
1410043,NCR,PF,200,1376113218001,helped,a,460.58330219416166,733809.8554388257,142554.2574035826,733809.8554388257,22302.6775,0.6750000000000004,285132,9024,294156.0,0.004992279516403441,2843.082497249218,0.6750000000000004,283008.86008370493,2843.082497249218,285851.9425809542,1,15573.959716184301,0,0.0023347383958166766,0.0,-1,0.0,0.0,285132,-131.21,112.25,0.0,10.0,135483341.84022582,93387.84,90544.76,2843.08,285851.94,285851.94,0.0
1410054,NCR,PF,200,1376114578004,helped,a,101.26299281331166,385720.52173580474,0.0,385720.52173580485,22302.6775,0.5850000000000003,221741,7018,228759.0,0.004992279516403441,2211.0763481488266,0.5850000000000003,199579.73899185943,2211.0763481488266,201790.81534000827,1,15573.959716184301,0,0.003220279911824389,0.0,-1,0.0,0.0,221741,-131.21,21.95,0.0,10.0,23164820.97298036,72072.33,69861.25,2211.08,201790.82,201790.82,0.0
1410118,NCR,PF,200,1376219718001,helped,a,103.22292241117337,500521.331450413,0.0,500521.3314504132,22302.6775,0.9650000000000006,147600,4671,152271.0,0.004992279516403441,1471.6354548593856,0.9650000000000006,188936.54616511363,1471.6354548593856,190408.181619973,1,15573.959716184301,0,0.002826953728822249,0.0,-1,0.0,0.0,147600,-131.21,89.78,0.0,10.0,15717857.61847178,47974.19,46502.55,1471.64,190408.19,190408.19,0.0
1410120,NCR,PF,200,1376220218001,helped,a,817.9436110743533,1036599.5963137377,98958.23927499012,1036599.5963137378,22302.6775,0.6450000000000004,485548,15367,500915.0,0.004992279516403441,4841.4947623258795,0.6450000000000004,466648.22083168814,4841.4947623258795,471489.71559401404,1,15573.959716184301,0,0.001964375360109377,0.0,-1,0.0,0.0,485548,-131.21,249.59,0.0,10.0,409720223.9413097,158311.25,153469.76,4841.49,471489.71,471489.71,0.0
1410136,NCR,PF,200,1376225211130,helped,a,769.4535717134274,570660.9413901044,28809.921383941528,570660.9413901045,22302.6775,0.7150000000000004,257089,8136,265225.0,0.004992279516403441,2563.3110812965024,0.7150000000000004,264960.3828514165,2563.3110812965024,267523.693932713,1,15573.959716184301,0,0.0026475301919215858,0.0,-1,0.0,0.0,257089,-131.21,92.58,0.0,10.0,204078323.55769378,83705.06,81141.75,2563.31,267523.7,267523.7,0.0
1410137,NCR,PF,200,1376225215177,helped,a,846.3989537965635,440922.9345100762,27433.35934404417,440922.9345100763,22302.6775,0.6750000000000004,200953,6360,207313.0,0.004992279516403441,2003.768249391071,0.6750000000000004,199092.06034695782,2003.768249391071,201095.8285963489,1,15573.959716184301,0,0.0030119561933817955,0.0,-1,0.0,0.0,200953,-131.21,38.81,0.0,10.0,175469506.30842698,65452.56,63448.79,2003.77,201095.84,201095.84,0.0
1410138,NCR,PF,200,1376225216192,helped,a,153.89071051010188,806196.6583181198,0.0,806196.6583181199,22302.6775,1.2150000000000007,185303,5864,191167.0,0.004992279516403441,1847.4995305706354,1.2150000000000007,283524.31920077273,1847.4995305706354,285371.8187313434,1,15573.959716184301,0,0.0022274578713352322,0.0,-1,0.0,0.0,185303,-131.21,233.06,0.0,10.0,29418825.456084646,60228.67,58381.17,1847.5,285371.82,285371.82,0.0
1410194,NCR,PF,200,1376381110150,helped,a,437.8625776638623,443040.6125031024,119342.19788771494,443040.61250310246,22302.6775,0.9650000000000006,98042,3103,101145.0,0.004992279516403441,977.6246663302663,0.9650000000000006,126095.22632486298,977.6246663302663,127072.85099119323,1,15573.959716184301,0,0.0030047491864311857,0.0,-1,0.0,0.0,98042,-131.21,11.3,0.0,10.0,44287610.41781135,32462.32,31484.7,977.62,127072.85,127072.85,0.0
1410205,NCR,PF,200,1376410913546,helped,a,774.9440543298947,363239.6677449525,2042.9708241685728,363239.66774495255,22302.6775,0.7150000000000004,163193,5165,168358.0,0.004992279516403441,1627.2740578781263,0.7150000000000004,168108.43809442915,1627.2740578781263,169735.71215230727,1,15573.959716184301,0,0.0033184353475744707,0.0,-1,0.0,0.0,163193,-131.21,19.27,0.0,10.0,130468031.09887241,53052.71,51425.44,1627.27,169735.71,169735.71,0.0
1410207,NCR,PF,200,1376410938002,helped,a,516.6293759409025,458509.6567174171,2552.6239142103504,458509.65671741724,22302.6775,0.9050000000000006,157465,4983,162448.0,0.004992279516403441,1569.9335199238535,0.9050000000000006,192129.1607690557,1569.9335199238535,193699.09428897957,1,15573.959716184301,0,0.002953627699628092,0.0,-1,0.0,0.0,157465,-131.21,66.45,0.0,10.0,83925408.86284773,51193.27,49623.34,1569.93,193699.1,193699.1,0.0
1410210,NCR,PF,200,1376410978005,helped,a,258.31467838899226,622172.3428918739,133979.66433870106,622172.3428918739,22302.6775,0.6750000000000004,243290,7700,250990.0,0.004992279516403441,2425.9458365269256,0.6750000000000004,241540.05063111818,2425.9458365269256,243965.9964676451,1,15573.959716184301,0,0.0025355643957122804,0.0,-1,0.0,0.0,243290,-131.21,68.57,0.0,10.0,64834401.128853165,79745.25,77319.3,2425.95,243966.0,243966.0,0.0
1410216,NCR,PF,200,1376411146219,helped,a,364.304777900645,321362.5953438139,0.0,321362.5953438139,22302.6775,1.1150000000000009,78446,2482,80928.0,0.004992279516403441,781.973709903874,1.1150000000000009,112182.32208989502,781.973709903874,112964.2957997989,1,15573.959716184301,0,0.003528030513219432,0.0,-1,0.0,0.0,78446,-131.21,13.27,0.0,10.0,29482457.065943398,25497.0,24715.03,781.97,112964.29,112964.29,0.0
1410221,NCR,PF,200,1376411611363,helped,a,447.1013845317811,454260.57703110884,145328.77944651185,454260.57703110884,22302.6775,1.0350000000000006,86593,2740,89333.0,0.004992279516403441,863.2586483225683,1.0350000000000006,117631.08569687551,863.2586483225683,118494.34434519809,1,15573.959716184301,0,0.0029674094236231754,0.0,-1,0.0,0.0,86593,-131.21,5.9,0.0,10.0,39940907.9843776,28870.59,28007.33,863.26,118494.35,118494.35,0.0
1410242,NCR,PF,200,1376414638001,helped,a,852.4383581994188,474274.7841124753,87111.34243502206,474274.78411247535,22302.6775,0.9650000000000006,118501,3750,122251.0,0.004992279516403441,1181.4671281786975,0.9650000000000006,152123.02547883248,1181.4671281786975,153304.49260701117,1,15573.959716184301,0,0.0029041228114982773,0.0,-1,0.0,0.0,118501,-131.21,39.04,0.0,10.0,104211441.72823714,38951.03,37769.56,1181.47,153304.5,153304.5,0.0
1410283,NCR,PF,200,1376473148003,helped,a,1028.81973857653,322893.6815027299,7782.4347469526365,322893.68150272995,22302.6775,0.8450000000000005,119320,3776,123096.0,0.004992279516403441,1189.6586336007365,0.8450000000000005,138456.96081871694,1189.6586336007365,139646.61945231768,1,15573.959716184301,0,0.0035196560270576833,0.0,-1,0.0,0.0,119320,-131.21,3.73,0.0,10.0,126643594.53981653,38821.22,37631.56,1189.66,139646.62,139646.62,0.0
1410369,NCR,PF,200,1376757128001,helped,a,199.37375843311602,539053.0529390214,28474.475339826135,539053.0529390215,22302.6775,0.8450000000000005,187811,5944,193755.0,0.004992279516403441,1872.7041626384478,0.8450000000000005,218013.78695607794,1872.7041626384478,219886.4911187164,1,15573.959716184301,0,0.0027240447679512695,0.0,-1,0.0,0.0,187811,-131.21,88.3,0.0,10.0,38629662.5652084,61186.19,59313.49,1872.7,219886.49,219886.49,0.0
1410376,NCR,PF,200,1376782098005,helped,a,267.4046277098116,527006.9570510256,81718.836700581,527006.9570510257,22302.6775,1.2150000000000007,93489,2958,96447.0,0.004992279516403441,931.9412707073567,1.2150000000000007,143451.54636691086,931.9412707073567,144383.4876376182,1,15573.959716184301,0,0.0027550013846670703,0.0,-1,0.0,0.0,93489,-131.21,71.39,0.0,10.0,25790374.1287282,30794.35,29862.41,931.94,144383.49,144383.49,0.0
1410675,NCR,PF,200,13744109114290,helped,a,116.81901465534759,398684.4082175426,0.0,398684.4082175427,22302.6775,1.1150000000000009,102636,3248,105884.0,0.004992279516403441,1023.308061953176,1.1150000000000009,146775.42271139976,1023.308061953176,147798.73077335293,1,15573.959716184301,0,0.003167490856399696,0.0,-1,0.0,0.0,102636,-131.21,47.18,0.0,10.0,12369264.547766823,33359.59,32336.28,1023.31,147798.73,147798.73,0.0
1410704,NCR,PF,200,13744120178002,helped,a,124.83052669045966,336157.52220694674,0.0,336157.5222069468,22302.6775,0.6750000000000004,170635,5400,176035.0,0.004992279516403441,1701.3126645773245,0.6750000000000004,168938.52991113928,1701.3126645773245,170639.8425757166,1,15573.959716184301,0,0.003449519296382076,0.0,-1,0.0,0.0,170635,-131.21,5.86,0.0,10.0,21974541.76595507,55461.21,53759.9,1701.31,170639.84,170639.84,0.0
1410707,NCR,PF,200,13744120610442,helped,a,517.0537579231453,385253.08172531344,0.0,385253.0817253135,22302.6775,0.9650000000000006,118701,3756,122457.0,0.004992279516403441,1183.3574755837835,0.9650000000000006,151944.1528885173,1183.3574755837835,153127.5103641011,1,15573.959716184301,0,0.003222232954409127,0.0,-1,0.0,0.0,118701,-131.21,38.08,0.0,10.0,63316852.03399461,38581.05,37397.69,1183.36,153127.52,153127.52,0.0
1410721,NCR,PF,200,13744121968004,helped,a,153.36443354392608,440622.4942457618,0.0,440622.4942457619,22302.6775,0.8450000000000005,162838,5153,167991.0,0.004992279516403441,1623.4933630679543,0.8450000000000005,188901.50845823015,1623.4933630679543,190525.0018212981,1,15573.959716184301,0,0.003012982875773838,0.0,-1,0.0,0.0,162838,-131.21,58.11,0.0,10.0,25763844.555477686,52926.89,51303.4,1623.49,190525.0,190525.0,0.0
1410783,NCR,PF,200,13744140193184,helped,a,102.13407199581961,1240564.918706086,0.0,1240564.9187060862,22302.6775,0.7550000000000004,543749,17209,560958.0,0.004992279516403441,5421.831415687256,0.7550000000000004,581842.9135280105,5421.831415687256,587264.7449436977,1,15573.959716184301,0,0.001795644037445831,0.0,-1,0.0,0.0,543749,-131.21,388.28,0.0,10.0,57292924.758630976,176734.25,171312.42,5421.83,587264.75,587264.75,0.0
1410790,NCR,PF,200,13744141518001,helped,a,252.61305874189406,332097.92753638746,0.0,332097.9275363874,22302.6775,1.2150000000000007,75690,2395,78085.0,0.004992279516403441,754.5636725301282,1.2150000000000007,115810.08251515888,754.5636725301282,116564.64618768901,1,15573.959716184301,0,0.0034705388709011936,0.0,-1,0.0,0.0,75690,-131.21,18.95,0.0,10.0,19725290.6918608,24601.29,23846.73,754.56,116564.64,116564.64,0.0
1410822,NCR,PF,200,13744252026149,helped,a,369.6937162145789,589017.3727018168,76270.91207761753,589017.372701817,22302.6775,0.6750000000000004,255100,8073,263173.0,0.004992279516403441,2543.4624335431004,0.6750000000000004,252944.53621829877,2543.4624335431004,255487.9986518419,1,15573.959716184301,0,0.002605949189008147,0.0,-1,0.0,0.0,255100,-131.21,78.68,0.0,10.0,97293404.37733938,83295.5,80752.04,2543.46,255488.0,255488.0,0.0
1410826,NCR,PF,200,13744252038002,helped,a,369.6937162145789,424697.1405528811,106779.27690866453,424697.1405528812,22302.6775,0.8450000000000005,119955,3796,123751.0,0.004992279516403441,1195.9597916176895,0.8450000000000005,139687.8174930677,1195.9597916176895,140883.7772846854,1,15573.959716184301,0,0.0030689536345024464,0.0,-1,0.0,0.0,119955,-131.21,5.0,0.0,10.0,45749967.075270355,39521.8,38325.84,1195.96,140883.78,140883.78,0.0
1410835,NCR,PF,200,13744271218008,helped,a,246.07996008235497,549203.9497373898,9120.91138609875,549203.94973739,22302.6775,0.7150000000000004,253606,8026,261632.0,0.004992279516403441,2528.6547122032603,0.7150000000000004,261274.39814145365,2528.6547122032603,263803.05285365693,1,15573.959716184301,0,0.0026987531963188127,0.0,-1,0.0,0.0,253606,-131.21,92.27,0.0,10.0,64382392.1162667,82474.76,79946.11,2528.65,263803.05,263803.05,0.0
1410899,NCR,PF,200,13744812128005,helped,a,765.7291436207341,348226.1169403332,20920.02212773569,348226.1169403333,22302.6775,0.6750000000000004,160175,5069,165244.0,0.004992279516403441,1597.0284993967516,0.6750000000000004,158686.96286622382,1597.0284993967516,160283.99136562058,1,15573.959716184301,0,0.0033892166059749703,0.0,-1,0.0,0.0,160175,-131.21,3.2,0.0,10.0,126532146.6084646,52165.87,50568.84,1597.03,160284.0,160284.0,0.0
1410900,NCR,PF,200,13744812138006,helped,a,255.2430542612174,509306.64262985,29418.780380902357,509306.6426298501,22302.6775,1.0350000000000006,133654,4230,137884.0,0.004992279516403441,1332.694920585571,1.0350000000000006,180587.5054545854,1332.694920585571,181920.20037517097,1,15573.959716184301,0,0.0028024658261058687,0.0,-1,0.0,0.0,133654,-131.21,81.91,0.0,10.0,35193933.2937537,43588.31,42255.62,1332.69,181920.2,181920.2,0.0
1410901,NCR,PF,200,13744812158004,helped,a,510.4861085224348,382653.6175638872,21573.772279328397,382653.61756388727,22302.6775,1.2150000000000007,81380,2575,83955.0,0.004992279516403441,811.2740946827057,1.2150000000000007,124623.81427242367,811.2740946827057,125435.08836710638,1,15573.959716184301,0,0.003233159157117237,0.0,-1,0.0,0.0,81380,-131.21,32.19,0.0,10.0,42857861.24100101,26558.38,25747.11,811.27,125435.08,125435.08,0.0
