district,hazard,rp,c,di0,dc_post_reco
Balaka,FF,50.0,235098.89543413676,149627.31653557054,149627.32
Balaka,FF,50.0,50125.77279343285,30304.653880852886,30304.65
Balaka,FF,50.0,153415.87034468606,65891.22338987121,64188.41
Balaka,FF,50.0,122849.89919837363,63888.89059625093,63888.79
Balaka,FF,50.0,68870.87351264239,38430.59435964053,38430.34
Balaka,FF,50.0,85286.51908825987,51998.57614200447,51998.44
Balaka,FF,50.0,213912.9384290579,144938.65927447286,144938.57
Balaka,FF,50.0,75202.76227739661,45265.153821603264,45265.15
Balaka,FF,50.0,112374.41149305637,76500.28483249457,76500.25
Balaka,FF,50.0,84680.9543101701,50913.942510689725,50913.42
Balaka,FF,50.0,195141.50588369396,97992.63699564476,56768.98
Balaka,FF,50.0,61899.65401942543,35777.937726748336,35777.82
Balaka,FF,50.0,134910.5003599136,74621.47390307256,74620.24
Balaka,FF,50.0,95944.57781228164,49960.74830708495,49959.88
Balaka,FF,50.0,113023.36308546767,87498.43803133273,87498.44
Balaka,FF,50.0,264805.57672451326,162953.27768137085,111066.22
Balaka,FF,50.0,68805.611392376,39732.02309739239,39731.2
Balaka,FF,50.0,99042.75698895073,51497.96825242155,51497.24
Balaka,FF,50.0,159977.19674529196,73736.79414999585,74800.24
Balaka,FF,50.0,144895.968558238,74658.28812973342,74657.68
Balaka,FF,50.0,108527.60809894963,86736.14511758728,86736.15
Balaka,FF,50.0,129592.74476819356,53342.30710350276,53341.05
Balaka,FF,50.0,93764.57624572956,53931.25472449351,53930.99
Balaka,FF,50.0,115592.86530920815,73882.87396502025,73881.41
Balaka,FF,50.0,77451.8774732516,39461.5407634633,39460.85
Balaka,FF,50.0,85201.77007216991,50089.91630626648,50089.92
Balaka,FF,50.0,139268.89012988942,101473.54062162623,101472.81
Balaka,FF,50.0,187550.09457755528,86613.59938974591,41363.84
Balaka,FF,50.0,71621.85536238296,35101.5458619364,35101.4
Balaka,FF,50.0,163037.41443659045,101187.36318076628,101187.36
Balaka,FF,50.0,88071.21548219526,60336.42583651407,60336.18
Balaka,FF,50.0,128870.37724480394,85611.97368192322,85611.32
Balaka,FF,50.0,130008.7551959992,59572.069976943865,59571.99
Balaka,FF,50.0,124049.14206444648,82256.26998978133,82255.17
Balaka,FF,50.0,211253.6098405591,141305.93923251596,141303.81
Balaka,FF,50.0,173125.9797022673,134052.97019585676,134052.97
Balaka,FF,50.0,170644.75374929915,103165.04799356373,103164.74
Balaka,FF,50.0,65468.017826981224,34249.950482843364,34248.53
Balaka,FF,50.0,89331.21254214672,55170.590211944495,55170.41
Balaka,FF,50.0,552224.0194200459,317494.4970664846,169152.12
Balaka,FF,50.0,140130.63166508882,82996.89080190465,82996.74
Balaka,FF,50.0,143523.20216080733,63428.301458210284,63426.86
Balaka,FF,50.0,66761.55939530763,48648.824672977615,48648.67
Balaka,FF,50.0,101891.46593759237,58171.802891855616,58171.74
Balaka,FF,50.0,282171.9914271671,145571.98926061994,67887.82
Balaka,FF,50.0,316819.72383610235,213503.05593825653,173769.02
Balaka,FF,50.0,70767.27114890447,37999.682026443465,37999.6
Balaka,FF,50.0,240332.99340247113,135911.8114358551,81182.68
Balaka,FF,50.0,129021.02898122596,94389.1647647949,94389.16
Balaka,FF,50.0,231475.3134826521,127503.26923959648,72600.18
Balaka,FF,50.0,123790.62434907233,52288.028043731174,52288.03
Balaka,FF,50.0,213435.49366409407,121275.78749194244,92000.5
Balaka,FF,50.0,133578.93799139565,80519.50065391768,80516.26
Balaka,FF,50.0,100162.64453331336,53384.670380475196,53383.98
Balaka,FF,50.0,186287.05269013142,93259.29357599806,63326.28
Balaka,FF,50.0,386197.8181537961,232259.9432721037,174598.92
