,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,52101051011,helped,a,43493.30859375,5.065581348701985,0.0,42252.664021083285,1.2150000000000007,8820,0,8820.0,2.1597703611012937e-06,0.0,1.237,5905.865192958284,0.0,5905.865192958284,2,36346.798828125,0,0.009729778363522642,0.04692707026336459,-1,3.87283236994221,3.87283236994221,166.17999999999833,0.5199999999999245,3521.06,1311.0,4.453,862.1112897355824,55.92,55.92,0,266.45,266.45,0.0,1311.0
1,Ampara,PF,5.0,52101051021,helped,a,43493.30859375,7.09181388818278,0.0,93914.6057375128,0.7550000000000004,39546,0,39546.0,2.1597703611012937e-06,0.0,0.7550000000000004,42849.96114763902,0.0,42849.96114763902,1,36346.798828125,0,0.006526245786778747,0.25278620714060923,-1,0.0,0.0,2124.3400000000033,0.32999999999992946,7826.22,0.0,0.852,15286.192081561361,708.17,708.17,0,2335.55,2318.42,0.0,22720.0
2,Ampara,PF,5.0,52101051041,helped,a,43493.30859375,3.0393488092211913,0.0,189890.06322699293,0.8450000000000005,68845,0,68845.0,2.1597703611012937e-06,0.0,0.8450000000000005,80792.8632101656,0.0,80792.8632101656,1,36346.798828125,0,0.004589642686662065,0.20389132284669337,-1,0.0,0.0,2609.9300000000217,0.4899999999981841,15824.17,0.0,0.855,8062.693340637766,871.56,871.56,0,3113.15,3087.72,0.0,39553.0
3,Ampara,PF,5.0,52101051051,helped,a,43493.30859375,4.052465078961589,0.0,185510.68880117586,0.8450000000000005,68896,0,68896.0,2.1597703611012937e-06,0.0,0.8450000000000005,80852.7141219779,0.0,80852.7141219779,1,36346.798828125,0,0.004643500821149795,0.21099055822732968,-1,0.0,0.0,2611.829999999976,0.49000000000104893,15459.22,0.0,0.841,10758.079045119232,872.19,872.19,0,3115.41,3089.98,0.0,40048.0
4,Ampara,PF,5.0,52101051061,helped,a,43493.30859375,6.078697618442383,0.0,119899.00962193315,1.1150000000000009,28984,0,28984.0,2.1597703611012937e-06,0.0,1.1150000000000009,41839.774666038786,0.0,41839.774666038786,1,36346.798828125,0,0.005775933677332382,0.11041569876688538,-1,0.0,0.0,386.16999999999285,0.12000000000003076,9991.58,0.0,0.886,2398.410932332583,129.63,129.63,0,569.56,563.33,0.0,15672.0
5,Ampara,PF,5.0,52101051081,helped,a,43493.30859375,7.09181388818278,0.0,111920.58600889785,1.2150000000000007,22178,0,22178.0,2.1597703611012937e-06,0.0,1.2150000000000007,34232.791807321555,0.0,34232.791807321555,1,36346.798828125,0,0.005978262876591124,0.07972748990941625,-1,0.0,0.0,200.60999999999794,0.0999999999986279,9326.72,0.0,0.967,1456.3749000772011,67.47,67.47,0,316.98,316.98,0.0,10643.0
6,Ampara,PF,5.0,52101051091,helped,a,43493.30859375,6.078697618442383,0.0,93183.89750288203,0.8450000000000005,35114,0,35114.0,2.1597703611012937e-06,0.0,0.8450000000000005,41207.939556420286,0.0,41207.939556420286,1,36346.798828125,0,0.006551783832808398,0.21556335105352728,-1,0.0,0.0,1331.1699999999908,0.24999999999744005,7765.32,0.0,0.827,8224.599451704857,444.53,444.53,0,1587.83,1574.86,0.0,20648.0
7,Ampara,PF,5.0,52101051101,helped,a,43493.30859375,5.065581348701985,0.0,107344.88809052586,1.1150000000000009,27195,0,27195.0,2.1597703611012937e-06,0.0,1.1150000000000009,39257.2685634462,0.0,39257.2685634462,1,36346.798828125,0,0.0061043483897546946,0.11848146538252886,-1,0.0,0.0,362.3400000000067,0.10999999999797463,8945.41,0.0,0.864,1875.328871102996,121.63,121.63,0,534.41,528.7,0.0,15072.0
8,Ampara,PF,5.0,52101053011,helped,a,43493.30859375,1.8010988102314913,22499.999450683594,205349.94354133014,0.6750000000000004,88838,0,88838.0,2.1597703611012937e-06,0.0,0.6750000000000004,89153.61551834243,0.0,89153.61551834243,1,36346.798828125,0,0.004413495638762264,0.262977163553466,-1,0.0,0.0,6505.54000000002,0.8300000000006114,17112.5,0.0,0.912,11870.501928592725,2165.41,2165.41,0,6614.13,6570.53,0.01,48638.0
9,Ampara,PF,5.0,52101053021,helped,a,43493.30859375,3.6021976204629826,0.0,173356.1517292169,0.9650000000000006,51646,0,51646.0,2.1597703611012937e-06,0.0,0.9650000000000006,66806.54336193207,0.0,66806.54336193207,1,36346.798828125,0,0.004803528445287456,0.15259074892593585,-1,0.0,0.0,1230.1099999999885,0.28999999999767256,14446.35,0.0,0.873,4514.274057964169,411.74,411.74,0,1621.08,1606.03,0.0,28974.0
