district,hazard,rp,dk_tot,dw_tot,res_tot,dk_lim,dw_lim,res_lim,dk_sub,dw_sub,res_sub,ratio_dw_lim_tot,avg_reco_t,sub_avg_reco_t,non_sub_avg_reco_t,pct_subs
Ampara,PF,5.0,152.22093308409595,441.1019342351647,0.34509241803265905,,,,152.22093308409595,441.1019342351647,0.34509241803265905,,3.540424043022014,,3.540424043022014,0.05100133991336749
Ampara,PF,10.0,189.02692102324642,532.5946732216544,0.3549170326466587,,,,189.02692102324642,532.5946732216544,0.3549170326466587,,7.672632032307742,,7.672632032307742,0.04313355994157189
Ampara,PF,25.0,215.44149572584936,622.018782714916,0.34635850510094746,,,,215.44149572584936,622.018782714916,0.34635850510094746,,6.115965585822746,,6.115965585822746,0.04138952239098323
Ampara,PF,50.0,227.0857310821824,669.4802407965327,0.33919706250329484,,,,227.0857310821824,669.4802407965327,0.33919706250329484,,10.30797308454995,,10.30797308454995,0.04774605517058711
Ampara,PF,100.0,248.59988956266338,715.8170109788744,0.34729530836757416,,,,248.59988956266338,715.8170109788744,0.34729530836757416,,13.074846774939234,,13.074846774939234,0.04743037104934208
Ampara,PF,250.0,263.2032677744509,753.9508091968407,0.3490987270838436,0.583594752647287,6.655993118520309,0.08767959074708685,262.61967302180364,747.2948160783205,0.35142713072731885,0.008828153027132794,4.899031934574163,,4.899031934574163,0.04522097061732155
Ampara,PF,500.0,291.08872454832976,834.9831133299632,0.34861630121769804,,,,291.08872454832976,834.9831133299632,0.34861630121769804,,11.211976776178034,,11.211976776178034,0.047478944953178524
Ampara,PF,1000.0,312.7511541961972,914.6766189365504,0.3419253840333402,0.6632537239448097,7.918131348508057,0.08376392039389202,312.08790047225244,906.7584875880424,0.34417973996846657,0.008656754949868598,6.906543423144698,,6.906543423144698,0.044815331542539506
Anuradhapura,PF,5.0,202.28747431293493,476.8395292522843,0.424225471890166,,,,202.28747431293493,476.8395292522843,0.424225471890166,,4.121377305915253,,4.121377305915253,0.06258615251206717
Anuradhapura,PF,10.0,293.0360874880485,702.8474342882041,0.41692702170111134,,,,293.0360874880485,702.8474342882041,0.41692702170111134,,3.670789816718084,,3.670789816718084,0.06279117305646566
