district,hazard,rp,c,di0,dc_post_reco
Ampara,PF,25.0,96075.86350575877,11294.49442141167,8.75
Ampara,PF,25.0,75242.7396226009,9109.241988257008,7.08
Ampara,PF,25.0,106153.01613378568,9883.688497930028,1.35
Ampara,PF,25.0,114097.59696869813,15004.176891894429,18.35
Ampara,PF,25.0,115579.38394231752,15657.2741355048,27.58
Ampara,PF,25.0,49717.95779459116,5372.22004604496,5372.2
Ampara,PF,25.0,115980.86811557526,14706.144580675607,18.01
Ampara,PF,25.0,284422.0011343523,41210.79227070445,72.53
Ampara,PF,25.0,129672.37951033608,15804.01406807162,19.34
Ampara,PF,25.0,100713.4562502218,630.9835165591305,0.0
Ampara,PF,25.0,94882.42426754633,11406.18724720408,8.85
Ampara,PF,25.0,131010.66008786154,845.1267718410031,0.0
Ampara,PF,25.0,111383.75275658848,14656.22316082355,17.94
Ampara,PF,25.0,603014.2101218522,44803.629684503816,1.14
Ampara,PF,25.0,88070.20901855528,8775.77291759149,2.27
Ampara,PF,25.0,86404.19988064798,6615.196407805932,0.42
Ampara,PF,25.0,79292.62361468919,4005.1362119406763,0.34
Ampara,PF,25.0,86096.49546855854,11657.216734689458,29.49
Ampara,PF,25.0,163859.607889532,6566.446764033324,0.44
Ampara,PF,25.0,77842.67503685429,5499.707125622672,1.45
Ampara,PF,25.0,142483.82958765677,12735.405662811982,1.71
Ampara,PF,25.0,107684.52974233062,9738.869604644304,1.33
Ampara,PF,25.0,163154.75786964814,16953.10206804968,7.61
Ampara,PF,25.0,220207.16070068974,25502.05286613,158.41
Ampara,PF,25.0,79314.98391361545,4717.672460592422,3.69
Ampara,PF,25.0,99046.11216909504,8765.179294135052,15.44
Ampara,PF,25.0,62668.575702542286,5465.1995481611575,1.35
Ampara,PF,25.0,49055.15848612085,4292.645355609735,4292.61
Ampara,PF,25.0,104143.87891192923,8679.90355059922,2.25
Ampara,PF,25.0,141517.99816836516,12863.987846667542,1.72
Ampara,PF,25.0,122807.10026837082,14137.672318311816,10.95
Ampara,PF,25.0,137417.72006974154,18587.395768984075,32.71
Ampara,PF,25.0,45226.54133266084,7180.850866290659,7180.85
Ampara,PF,25.0,97660.77484308279,7009.368348732064,1.81
Ampara,PF,25.0,180333.47468948775,23255.2832214697,28.46
Ampara,PF,25.0,41796.1186709534,6511.3985146069335,6511.34
Ampara,PF,25.0,133247.4909464174,14497.857540391662,6.51
Ampara,PF,25.0,137283.55827618414,13669.334965205317,3.52
Ampara,PF,25.0,89417.83419861729,28000.502348045884,2936.05
Ampara,PF,25.0,144300.01983775516,20596.245301820072,36.24
Ampara,PF,25.0,85083.8075422633,10247.752922578667,7.94
Ampara,PF,25.0,102375.46055847066,6387.318613518413,0.33
Ampara,PF,25.0,134301.9625954823,55519.70333372829,7826.58
Ampara,PF,25.0,94632.1224138944,8373.421239664942,1.14
Ampara,PF,25.0,140143.00665230385,13338.26318425082,10.34
Ampara,PF,25.0,184337.80374421141,8921.480234606875,1.26
Ampara,PF,25.0,300028.8223132578,23785.099910963374,1.53
Ampara,PF,25.0,125084.17966499366,15542.39020705681,19.0
Ampara,PF,25.0,164290.92804374493,14700.55939903761,2.0
Ampara,PF,25.0,207846.65444290848,15414.187370316224,0.98
Ampara,PF,25.0,99429.90834469468,13615.192547971048,34.37
Ampara,PF,25.0,105745.52471604034,14503.651404553804,25.55
Ampara,PF,25.0,73419.20718479532,4975.665639342175,0.33
Ampara,PF,25.0,104898.50324328216,7885.127243333286,0.53
Ampara,PF,25.0,107202.61524009945,12288.46400656141,5.49
Ampara,PF,25.0,125736.63316351305,14865.422269894649,18.19
Ampara,PF,25.0,77328.25466722883,10002.140831911604,10.59
Ampara,PF,25.0,130775.04260962404,16832.462916392655,20.61
Ampara,PF,25.0,76020.24869485914,12104.669760084564,44.05
Ampara,PF,25.0,134942.73534083128,30948.569184767613,556.32
Ampara,PF,25.0,90961.69603194244,14741.176071750933,91.54
Ampara,PF,25.0,226553.2137774395,48176.624270897635,608.96
Ampara,PF,25.0,94293.71430775698,7673.651201415093,0.52
Ampara,PF,25.0,76916.75841982503,7604.4467128117285,1.97
Ampara,PF,25.0,226713.40696377677,29580.251598475013,36.21
Ampara,PF,25.0,117876.15375142773,8072.7840659182275,0.33
Ampara,PF,25.0,123392.4061229505,10432.064005680002,26.42
Ampara,PF,25.0,89024.60998653012,7517.538750379594,0.5
Ampara,PF,25.0,135305.17242491926,13048.5199799267,62.0
Ampara,PF,25.0,151094.2133532833,49313.831053389236,3519.37
Ampara,PF,25.0,156741.02317167097,19059.559924051675,14.79
Ampara,PF,25.0,137826.21269490154,17387.70823193129,21.3
Ampara,PF,25.0,112970.23741984974,20379.595308993088,126.53
Ampara,PF,25.0,91621.49171816892,11826.886161644077,14.47
Ampara,PF,25.0,71852.98505254394,5960.906279426715,1.56
Ampara,PF,25.0,70516.23965972067,9706.536301997125,23.54
Ampara,PF,25.0,148580.51527100813,15931.517039179536,7.12
Ampara,PF,25.0,100913.69773314332,10595.623675467905,8.19
Ampara,PF,25.0,121984.70849801206,7835.15224824136,0.33
Ampara,PF,25.0,149518.98035430047,20592.6427980822,52.01
Ampara,PF,25.0,81984.87035256941,140.71065005030846,0.0
Ampara,PF,25.0,78726.94142543584,12236.879604757778,57.6
Ampara,PF,25.0,100486.18216710589,12583.629197488326,15.4
Ampara,PF,25.0,157263.6534420962,7368.0997012875905,9.07
Ampara,PF,25.0,52787.6597277785,6668.654263596717,561.71
Ampara,PF,25.0,66599.64974809714,12395.972374903384,130.42
Ampara,PF,25.0,222482.30442964446,32141.783320826577,56.59
Ampara,PF,25.0,72766.15296182716,7315.635761702602,2.86
Ampara,PF,25.0,145762.98411198007,7496.028864999573,1.98
Ampara,PF,25.0,114473.04974917599,171.87958110571404,0.0
Ampara,PF,25.0,133045.44729014958,9891.413650146218,0.33
Ampara,PF,25.0,128502.46864636693,6814.000260119276,1.76
Ampara,PF,25.0,139104.42082755073,14187.885807717052,3.65
Ampara,PF,25.0,97744.27554146107,5333.667966691927,9.42
Ampara,PF,25.0,132373.63711494775,7117.174834965672,0.34
Ampara,PF,25.0,121880.31593824892,12640.602195082725,3.25
Ampara,PF,25.0,208691.67350083735,30118.43720286956,53.03
Ampara,PF,25.0,59932.275838419344,5225.421711567644,0.84
Ampara,PF,25.0,140441.36646185696,19899.02646487762,35.0
Ampara,PF,25.0,168114.7394016149,29454.717874961934,182.91
Ampara,PF,25.0,45401.41889441232,5968.263176406309,5968.01
Ampara,PF,25.0,85803.47543188334,6659.743797859722,0.91
Ampara,PF,25.0,137412.38029686367,18514.9366928103,22.67
Ampara,PF,25.0,73194.93672392321,2692.9061138241586,16.75
