,Region,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcsoc,c,pov_line,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dc_pre_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Bucharest-Ilfov,EQ,1,82340510611,helped,a,4.3521326e-06,41441.4,41824.93589638551,24017.0,2077.788573176211,0.7150000000000004,220,0,220.0,2.809091709534891e-10,0.0,0.7150000000000004,201.5850079231557,0.0,201.5850079231557,1,15800.657894736842,1.0,1.0,0,0,0.009779403231847427,9.24937079730593e-05,-1,0.0,0.0,214.02,0.0,0.0,0.0,10.0,0.000944369252874,43.68,43.68,0,198.83,198.83,0.0,201.59
1,Bucharest-Ilfov,EQ,1,82340510611,not_helped,na,435.21325564786736,41441.4,41824.93589638551,24017.0,2077.788573176211,0.0,0,0,0.0,2.809091709534891e-10,0.0,0.0,1.17691004936026e-05,0.0,1.17691004936026e-05,4,15800.657894736842,1.0,1.0,0,0,0.009779403231847427,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2,Bucharest-Ilfov,EQ,2,82340510611,helped,a,4.3521326e-06,41441.4,41824.93589638551,24017.0,2077.788573176211,0.4450000000000002,405,0,405.0,2.836195852874772e-10,0.0,0.4450000000000002,261.7496638925435,0.0,261.7496638925435,1,15800.657894736842,1.0,1.0,0,0,0.009779403231847427,0.00012054000486894385,-1,0.0,0.0,398.11,0.0,0.0,0.0,10.0,0.001747555324204,80.83,80.83,0,259.52,259.52,0.0,261.75
3,Bucharest-Ilfov,EQ,2,82340510611,not_helped,na,435.21325564786736,41441.4,41824.93589638551,24017.0,2077.788573176211,0.0,0,0,0.0,2.836195852874772e-10,0.0,0.0,1.1881669200160472e-05,0.0,1.1881669200160472e-05,4,15800.657894736842,1.0,1.0,0,0,0.009779403231847427,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
4,Bucharest-Ilfov,EQ,5,82340510611,helped,a,4.3521326e-06,41441.4,41824.93589638551,24017.0,2077.788573176211,0.8250000000000005,187,0,187.0,2.862025121571656e-10,0.0,0.8250000000000005,191.91725871960548,0.0,191.91725871960548,1,15800.657894736842,1.0,1.0,0,0,0.009779403231847427,8.794850564610351e-05,-1,0.0,0.0,181.15,0.0,0.0,0.0,10.0,0.0008010100050300001,37.05,37.05,0,188.89,188.89,0.0,191.92
5,Bucharest-Ilfov,EQ,5,82340510611,not_helped,na,435.21325564786736,41441.4,41824.93589638551,24017.0,2077.788573176211,0.0,0,0,0.0,2.862025121571656e-10,0.0,0.0,1.1988658538607356e-05,0.0,1.1988658538607356e-05,4,15800.657894736842,1.0,1.0,0,0,0.009779403231847427,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
6,Bucharest-Ilfov,EQ,10,82340510611,helped,a,0.8265078709385508,41441.4,41824.93589638551,24017.0,2077.788573176211,0.6050000000000003,297,0,297.0,5.28997011254734e-05,0.0,0.6050000000000003,241.68613231885854,0.0,241.68613231885854,1,15800.657894736842,1.0,1.0,0,0,0.009779403231847427,0.00011108779096543897,-1,0.0,0.0,290.16,0.0,0.0,0.0,10.0,242.629650592721,61.28,61.28,0,238.88,238.88,0.0,241.69
7,Bucharest-Ilfov,EQ,10,82340510611,not_helped,na,434.38675212906145,41441.4,41824.93589638551,24017.0,2077.788573176211,0.0,0,0,0.0,5.28997011254734e-05,0.0,0.0,2.2163875108840303,0.0,2.2163875108840303,4,15800.657894736842,1.0,1.0,0,0,0.009779403231847427,1.015054749718924e-06,-1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.19,2.19,0,2.19,2.19,0.0,2.22
8,Bucharest-Ilfov,EQ,20,82340510611,helped,a,14.807012199006524,41441.4,41824.93589638551,24017.0,2077.788573176211,0.6350000000000003,277,0,277.0,0.0009625896107699554,0.0,0.6350000000000003,271.97974691033687,0.0,271.97974691033687,1,15800.657894736842,1.0,1.0,0,0,0.009779403231847427,0.00012505747034313833,-1,0.0,0.0,270.3,0.0,0.0,0.0,10.0,4051.642748014155,94.97,94.97,0,268.73,268.73,0.0,271.98
9,Bucharest-Ilfov,EQ,20,82340510611,not_helped,na,420.40624780099347,41441.4,41824.93589638551,24017.0,2077.788573176211,0.0,0,0,0.0,0.0009625896107699554,0.0,0.0,40.325910843640116,0.0,40.325910843640116,4,15800.657894736842,1.0,1.0,0,0,0.009779403231847427,1.8476871282600254e-05,-1,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,39.89,39.89,0,39.89,39.89,0.0,40.33
10,Bucharest-Ilfov,EQ,50,82340510611,helped,a,52.281615884497796,41441.4,41824.93589638551,24017.0,2077.788573176211,0.7150000000000004,225,0,225.0,0.003393680397430037,0.0,0.7150000000000004,348.34116815679374,0.0,348.34116815679374,1,15800.657894736842,1.0,1.0,0,0,0.009779403231847427,0.00016034407982052463,-1,0.0,0.0,218.88,0.0,0.0,0.0,10.0,11602.33619708775,185.31,185.31,0,343.98,343.98,0.0,348.35
