,district,hazard,rp,index,hhid,helped_cat,affected_cat,pov_line,ispoor,pcwgt,pcsoc,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,pc_fee,di0_prv,di0_pub,di0,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,scale_fac_soc,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
15,Ampara,PF,5.0,15,52101053091,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,95714.04244082206,291325.009295876,0.6150000000000003,53133.31138219328,0.0,53133.31138219328,0.0,17456.805486588393,0.0,17456.805486588393,0.6150000000000003,50133.791986637276,0.0,50133.791986637276,1,36346.798828125,0.0,0,0.0,0.006464607566986865,0.0027942099531506675,-1,0.0,0.0,True,52507.4126819279,22347.181252217346,7976.170203401838,22709.497928846362,2.202149182892012e-05,17456.805486588393,0.0,17456.805486588393,50133.791986637276,22709.497928846362,522.7057491147921
16,Ampara,PF,5.0,16,52101053101,helped,a,43493.30859375,0.0,6.303845835810221,0.0,118301.56240584551,360074.68589479,0.7550000000000004,50495.3010745956,0.0,50495.3010745956,0.0,16590.09434788114,0.0,16590.09434788114,0.7550000000000004,54714.04665920084,0.0,54714.04665920084,1,36346.798828125,0.0,0,0.0,0.005814799647956988,0.0013137649869155636,-1,0.0,0.0,True,49766.05264342541,23987.30246121667,9858.463533820459,14620.839697619684,2.202149182892012e-05,16590.09434788114,0.0,16590.09434788114,54714.04665920084,14620.839697619684,764.8778705340892
17,Ampara,PF,5.0,17,52101054011,helped,a,43493.30859375,0.0,0.9005494051157459,0.0,162408.5476928466,494323.19918575464,1.0350000000000006,46084.096065542566,0.0,46084.096065542566,0.0,15140.804894592702,0.0,15140.804894592702,1.0350000000000006,62837.844322429286,0.0,62837.844322429286,1,36346.798828125,0.0,0,0.0,0.004962786066982747,0.0005801463536489358,-1,0.0,0.0,True,45174.18097285212,27409.266509131834,13534.04564107055,9355.48756900144,2.202149182892012e-05,15140.804894592702,0.0,15140.804894592702,62837.844322429286,9355.48756900144,1018.4959298690153
18,Ampara,PF,5.0,18,52101054021,helped,a,43493.30859375,0.0,6.303845835810221,0.0,135091.45733174606,411178.120360939,1.1150000000000009,32831.5119904075,0.0,32831.5119904075,0.0,10786.704305412708,0.0,10786.704305412708,1.1150000000000009,47393.8401747171,0.0,47393.8401747171,1,36346.798828125,0.0,0,0.0,0.005441467658575148,0.0006997106151251053,-1,0.0,0.0,True,32133.694844969752,25427.13020832766,11257.621444312172,9301.97377520773,2.202149182892012e-05,10786.704305412708,0.0,10786.704305412708,47393.8401747171,9301.97377520773,724.2080339148118
19,Ampara,PF,5.0,19,52101054031,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,193196.42599684995,588032.3217385879,1.2150000000000007,40450.66151775502,0.0,40450.66151775502,0.0,13289.955238060436,0.0,13289.955238060436,1.2150000000000007,62437.508982132815,0.0,62437.508982132815,1,36346.798828125,0.0,0,0.0,0.004550199639156125,0.00032749803091383775,-1,0.0,0.0,True,39514.69360390759,29927.744819576037,16099.702166404162,6403.847087659142,2.202149182892012e-05,13289.955238060436,0.0,13289.955238060436,62437.508982132815,6403.847087659142,1065.6741447584268
20,Ampara,PF,5.0,20,52101054051,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,223170.11200002788,679263.2856685289,0.6450000000000004,116839.59115026769,0.0,116839.59115026769,0.0,38387.331088238745,0.0,38387.331088238745,0.6450000000000004,113748.86738016145,0.0,113748.86738016145,1,36346.798828125,14893.716797930301,0,0.0,0.004233621031506153,0.002651505213283853,-1,0.0,0.0,True,115396.52403670391,17966.346126600572,18597.509333335656,50726.604923419385,2.202149182892012e-05,38387.331088238745,0.0,8642.272365083409,84003.80865700611,50726.604923419385,631.163206735084
21,Ampara,PF,5.0,21,52101054061,helped,a,43493.30859375,0.0,6.303845835810221,0.0,106204.43527777874,323254.63751770486,1.2150000000000007,24046.245234216196,0.0,24046.245234216196,0.0,7900.328716895937,0.0,7900.328716895937,1.2150000000000007,37116.51667646864,0.0,37116.51667646864,1,36346.798828125,0.0,0,0.0,0.00613703596878039,0.0,-1,0.0,0.0,True,23489.8510210374,23037.238025673425,8850.369606481561,0.0,2.202149182892012e-05,7900.328716895937,0.0,7900.328716895937,37116.51667646864,0.0,706.8483787384387
22,Ampara,PF,5.0,22,52101054071,helped,a,43493.30859375,0.0,4.502747025578729,0.0,70674.3889680465,215111.76937100297,0.6450000000000004,36212.92538980891,0.0,36212.92538980891,0.0,11897.658515634894,0.0,11897.658515634894,0.619390214483994,34327.59013992151,0.0,34327.59013992151,2,36346.798828125,0.0,0,0.0,0.007523136893750576,0.0,-1,0.0,0.0,True,35783.318073751536,20125.762416443413,5889.532414003876,0.0,2.202149182892012e-05,11897.658515634894,0.0,11897.658515634894,34327.59013992151,0.0,657.4867954907634
23,Ampara,PF,5.0,23,52101054081,helped,a,43493.30859375,0.0,2.701648215347238,0.0,153146.89054520603,466133.4760706766,0.9650000000000006,46981.55420237201,0.0,46981.55420237201,0.0,15435.66233372905,0.0,15435.66233372905,0.9650000000000006,60772.86213901807,0.0,60772.86213901807,1,36346.798828125,0.0,0,0.0,0.005110647227408239,0.0006818111735373062,-1,0.0,0.0,True,46116.076118472854,26694.066480636084,12762.240878767168,10289.20598733887,2.202149182892012e-05,15435.66233372905,0.0,15435.66233372905,60772.86213901807,10289.20598733887,961.8911960613884
24,Ampara,PF,5.0,24,52101054091,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,140822.95956858035,428623.10439718893,0.8450000000000005,51882.358746447244,0.0,51882.358746447244,0.0,17045.80838764846,0.0,17045.80838764846,0.8450000000000005,60886.40152839641,0.0,60886.40152839641,1,36346.798828125,0.0,0,0.0,0.0053295833920314626,0.0008991610249544607,-1,0.0,0.0,True,51044.485316401784,25701.873662038222,11735.24663071503,12277.466504489088,2.202149182892012e-05,17045.80838764846,0.0,17045.80838764846,60886.40152839641,12277.466504489088,927.0897666071074
25,Ampara,PF,5.0,25,52101054101,helped,a,43493.30859375,0.0,6.303845835810221,0.0,78970.67078033325,240363.1777793352,0.7550000000000004,34476.496112266,0.0,34476.496112266,0.0,11327.15938146193,0.0,11327.15938146193,0.7550000000000004,37356.913946222776,0.0,37356.913946222776,1,36346.798828125,0.0,0,0.0,0.007117001906923673,0.0,-1,0.0,0.0,True,33978.58976915947,20760.029779340377,6580.8892316944375,0.0,2.202149182892012e-05,11327.15938146193,0.0,11327.15938146193,37356.913946222776,0.0,714.5762502843611
26,Ampara,PF,5.0,26,52102059011,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,83271.65877734953,253454.1029587509,0.7950000000000005,32864.019830380836,0.0,32864.019830380836,0.0,10797.38466815392,0.0,10797.38466815392,0.7950000000000005,36924.2804333067,0.0,36924.2804333067,1,36346.798828125,0.0,0,0.0,0.006930768417372292,0.0,-1,0.0,0.0,True,32364.447407320913,21126.992460437425,6939.30489811246,0.0,2.202149182892012e-05,10797.38466815392,0.0,10797.38466815392,36924.2804333067,0.0,706.0292356053376
27,Ampara,PF,5.0,27,52102059021,helped,a,43493.30859375,0.0,1.6209861161867876,1249.999969482422,70735.02741562157,211491.7215641069,0.6150000000000003,38635.689308010646,0.0,38635.689308010646,0.0,12693.678563193784,0.0,12693.678563193784,0.561515800879077,34388.228587496575,0.0,34388.228587496575,2,36346.798828125,0.0,0,0.0,0.007519911552857938,0.0,-1,0.0,0.0,True,38219.93567741319,20129.287554145412,5894.585617968464,0.0,2.202149182892012e-05,12693.678563193784,0.0,12693.678563193784,34388.228587496575,0.0,659.0148617533509
28,Ampara,PF,5.0,28,52102059031,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,71505.18081684581,217640.45206898887,0.6150000000000003,40090.21407465583,0.0,40090.21407465583,0.0,13171.531207285094,0.0,13171.531207285094,0.5484343570850456,35158.38198872081,0.0,35158.38198872081,2,36346.798828125,0.0,0,0.0,0.00747930495358376,0.0,-1,0.0,0.0,True,39668.80579193771,20178.623043548403,5958.765068070484,0.0,2.202149182892012e-05,13171.531207285094,0.0,13171.531207285094,35158.38198872081,0.0,673.8588224523808
29,Ampara,PF,5.0,29,52102059041,helped,a,43493.30859375,0.0,4.0524652904669685,0.0,81725.26410679494,248747.33861899434,0.9650000000000006,24467.476560609088,0.0,24467.476560609088,0.0,8038.72312782969,0.0,8038.72312782969,0.9650000000000006,31649.838008817474,0.0,31649.838008817474,1,36346.798828125,0.0,0,0.0,0.006996032676754663,0.0,-1,0.0,0.0,True,24016.74509607924,21099.966390949932,6810.438675566245,0.0,2.202149182892012e-05,8038.72312782969,0.0,8038.72312782969,31649.838008817474,0.0,604.1890825466137
30,Ampara,PF,5.0,30,52102059051,helped,a,43493.30859375,0.0,1.6209861161867876,150.0,100858.7011452491,306527.26298855053,0.5350000000000003,62889.32651261673,0.0,62889.32651261673,0.0,20662.121126379458,0.0,20662.121126379458,0.5350000000000003,54307.91081062943,0.0,54307.91081062943,1,36346.798828125,0.0,0,0.0,0.006297574445849965,0.0022086970937311204,-1,0.0,0.0,True,62244.37528283644,22636.747412404722,8404.891762104091,19678.36585930755,2.202149182892012e-05,20662.121126379458,0.0,20662.121126379458,54307.91081062943,19678.36585930755,661.8611476296705
31,Ampara,PF,5.0,31,52102059061,helped,a,43493.30859375,0.0,3.241972232373575,1249.999969482422,57804.29008980555,172134.41227508624,0.9050000000000006,18243.640760489037,0.0,18243.640760489037,0.0,5993.926266436825,0.0,5993.926266436825,0.8476139822229874,21457.49126168055,0.0,21457.49126168055,2,36346.798828125,0.0,0,0.0,0.00831859459825265,0.0009959722438674305,-1,0.0,0.0,True,17948.11134531021,19407.452652170352,4817.024174150462,5542.559049390909,2.202149182892012e-05,5993.926266436825,0.0,5993.926266436825,21457.49126168055,5542.559049390909,303.2883199104121
32,Ampara,PF,5.0,32,52102059071,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,94081.69105696894,286356.6183477122,0.8450000000000005,33467.68199567536,0.0,33467.68199567536,0.0,10995.716236901035,0.0,10995.716236901035,0.8450000000000005,39275.90752324673,0.0,39275.90752324673,1,36346.798828125,0.0,0,0.0,0.006520448035778217,0.0,-1,0.0,0.0,True,32927.196131367826,21983.223729311427,7840.140921414078,0.0,2.202149182892012e-05,10995.716236901035,0.0,10995.716236901035,39275.90752324673,0.0,750.6339900329519
33,Ampara,PF,5.0,33,52102059081,helped,a,43493.30859375,0.0,3.241972232373575,0.0,75890.76029783556,230988.84850577163,0.8450000000000005,28143.11436592452,0.0,28143.11436592452,0.0,9246.343969395493,0.0,9246.343969395493,0.8450000000000005,33027.27560860173,0.0,33027.27560860173,1,36346.798828125,0.0,0,0.0,0.007259981997559126,0.0,-1,0.0,0.0,True,27688.61753240202,20586.735547610606,6324.23002481963,0.0,2.202149182892012e-05,9246.343969395493,0.0,9246.343969395493,33027.27560860173,0.0,631.2112751393234
34,Ampara,PF,5.0,34,52102059091,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,133528.55686287096,406421.11729208345,0.7150000000000004,59871.655144750635,0.0,59871.655144750635,0.0,19670.670071812638,0.0,19670.670071812638,0.7150000000000004,62478.90350030937,0.0,62478.90350030937,1,36346.798828125,0.0,0,0.0,0.0054732201605824605,0.0011383320670759057,-1,0.0,0.0,True,59052.48926389506,25104.55375067126,11127.37973857258,14481.93236151302,2.202149182892012e-05,19670.670071812638,0.0,19670.670071812638,62478.90350030937,14481.93236151302,916.54278583162
35,Ampara,PF,5.0,35,52102059101,helped,a,43493.30859375,0.0,4.862958348560363,0.0,79044.18222716647,240586.924707016,0.9050000000000006,27416.703840534843,0.0,27416.703840534843,0.0,9007.683759533478,0.0,9007.683759533478,0.9050000000000006,33819.80073521753,0.0,33819.80073521753,1,36346.798828125,0.0,0,0.0,0.007113691715146475,0.0,-1,0.0,0.0,True,26942.772438475207,20834.74657262819,6587.015185597206,0.0,2.202149182892012e-05,9007.683759533478,0.0,9007.683759533478,33819.80073521753,0.0,645.9854108993167
36,Ampara,PF,5.0,36,52102060011,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,105491.44572760709,321084.5098955219,1.2150000000000007,21801.329101496805,0.0,21801.329101496805,0.0,7162.767604231684,0.0,7162.767604231684,1.2150000000000007,33651.38246255032,0.0,33651.38246255032,1,36346.798828125,0.0,0,0.0,0.006157740367626415,0.0,-1,0.0,0.0,True,21296.878895922964,23043.81237977895,8790.953810633924,0.0,2.202149182892012e-05,7162.767604231684,0.0,7162.767604231684,33651.38246255032,0.0,640.8582287852752
37,Ampara,PF,5.0,37,52102060021,helped,a,43493.30859375,0.0,2.701648215347238,0.0,76291.96779815528,232210.00452195894,0.6750000000000004,37687.84953252916,0.0,37687.84953252916,0.0,12382.240846326396,0.0,12382.240846326396,0.6750000000000004,37821.53928078359,0.0,37821.53928078359,1,36346.798828125,0.0,0,0.0,0.007240867280425336,0.0,-1,0.0,0.0,True,37200.86332207778,20527.360496696747,6357.6639831796065,0.0,2.202149182892012e-05,12382.240846326396,0.0,12382.240846326396,37821.53928078359,0.0,724.0202844131613
38,Ampara,PF,5.0,38,52102060031,helped,a,43493.30859375,0.0,4.502747025578729,0.0,61854.626670224374,188267.04243358347,0.7150000000000004,28746.87497956807,0.0,28746.87497956807,0.0,9444.70788308093,0.0,9444.70788308093,0.5587779530970011,25507.82784209937,0.0,25507.82784209937,2,36346.798828125,0.0,0,0.0,0.008041626547917019,0.0002553294999088912,-1,0.0,0.0,True,28439.033781306913,19590.394665372372,5154.552222518698,1607.326105296206,2.202149182892012e-05,9444.70788308093,0.0,9444.70788308093,25507.82784209937,1607.326105296206,457.8743550766253
39,Ampara,PF,5.0,39,52102060041,helped,a,43493.30859375,0.0,4.502747025578729,0.0,60139.95723148843,183048.0998684113,0.8450000000000005,22421.919666968814,0.0,22421.919666968814,0.0,7366.660952988551,0.0,7366.660952988551,0.7326088798085302,23793.158403363424,0.0,23793.158403363424,2,36346.798828125,0.0,0,0.0,0.008155459553498208,0.00045070277488166755,-1,0.0,0.0,True,22107.64019402832,19502.52403927952,5011.663102624036,2717.7971030276053,2.202149182892012e-05,7366.660952988551,0.0,7366.660952988551,23793.158403363424,2717.7971030276053,402.85586127481486
40,Ampara,PF,5.0,40,52102060051,helped,a,43493.30859375,0.0,4.502747025578729,0.0,73982.6970432079,225181.27282287012,0.7950000000000005,30166.795320415593,0.0,30166.795320415593,0.0,9911.218863703387,0.0,9911.218863703387,0.7950000000000005,33893.8211434338,0.0,33893.8211434338,1,36346.798828125,0.0,0,0.0,0.007353005924870206,0.0,-1,0.0,0.0,True,29708.223937123006,20410.857733706387,6165.224753600658,0.0,2.202149182892012e-05,9911.218863703387,0.0,9911.218863703387,33893.8211434338,0.0,648.0838178245733
41,Ampara,PF,5.0,41,52102060061,helped,a,43493.30859375,0.0,6.303845835810221,0.0,48480.07555637554,147558.8962910861,1.0350000000000006,12591.736042300658,0.0,12591.736042300658,0.0,4136.980758601336,0.0,4136.980758601336,0.635043169804899,12133.276728250541,0.0,12133.276728250541,2,36346.798828125,0.0,0,0.0,0.009083398165646546,0.0,-1,0.0,0.0,True,12438.60359614465,18701.365718787943,4040.0062963646283,0.0,2.202149182892012e-05,4136.980758601336,0.0,4136.980758601336,12133.276728250541,0.0,232.35737550698417
42,Ampara,PF,5.0,42,52102060071,helped,a,43493.30859375,0.0,2.701648215347238,0.0,122011.01352844006,371365.1491874735,1.0350000000000006,32221.896836862357,0.0,32221.896836862357,0.0,10586.416898505848,0.0,10586.416898505848,1.0350000000000006,43936.08012465841,0.0,43936.08012465841,1,36346.798828125,0.0,0,0.0,0.005725724904569222,0.0025079498082341157,-1,0.0,0.0,True,31585.686240363364,24733.461145955116,10167.584460703338,26485.98500869635,2.202149182892012e-05,10586.416898505848,0.0,10586.416898505848,43936.08012465841,26485.98500869635,327.84011267852316
43,Ampara,PF,5.0,43,52102060091,helped,a,43493.30859375,0.0,2.701648215347238,0.0,113963.84798217926,346871.9764221571,0.6750000000000004,54264.68952011325,0.0,54264.68952011325,0.0,17828.516708262156,0.0,17828.516708262156,0.6750000000000004,54457.18213433862,0.0,54457.18213433862,1,36346.798828125,0.0,0,0.0,0.005924428238197458,0.0015955115933664653,-1,0.0,0.0,True,53563.504500577656,23671.235113973406,9496.987331848271,16764.141402332312,2.202149182892012e-05,17828.516708262156,0.0,17828.516708262156,54457.18213433862,16764.141402332312,719.469015805168
44,Ampara,PF,5.0,44,52102060101,helped,a,43493.30859375,0.0,2.701648215347238,8333.332763671875,48268.013840785854,121549.35701522033,0.9650000000000006,12664.272063052369,0.0,12664.272063052369,0.0,4160.995784097788,0.0,4160.995784097788,0.6127647281996784,11921.215012660854,0.0,11921.215012660854,2,36346.798828125,0.0,0,0.0,0.009103329894581746,0.0,-1,0.0,0.0,True,12515.628750460593,18687.706074635596,4022.3344867321543,0.0,2.202149182892012e-05,4160.995784097788,0.0,4160.995784097788,11921.215012660854,0.0,228.34521002686049
45,Ampara,PF,5.0,45,52103067011,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,102753.42851170579,312750.80179445737,0.7950000000000005,39496.49446064695,0.0,39496.49446064695,0.0,12976.466236822915,0.0,12976.466236822915,0.7950000000000005,44376.17933303726,0.0,44376.17933303726,1,36346.798828125,0.0,0,0.0,0.006239242057664133,0.004151907102723426,-1,0.0,0.0,True,38896.1004874837,23247.74108337817,8562.785709308815,33203.314841790394,2.202149182892012e-05,12976.466236822915,0.0,12976.466236822915,44376.17933303726,33203.314841790394,208.7614238609441
46,Ampara,PF,5.0,46,52103067021,helped,a,43493.30859375,0.0,2.701648215347238,0.0,102512.07002948405,312016.1785324594,0.9650000000000006,30298.125417528558,0.0,30298.125417528558,0.0,9954.367011262739,0.0,9954.367011262739,0.9650000000000006,39192.05803917781,0.0,39192.05803917781,1,36346.798828125,0.0,0,0.0,0.0062465826988716685,0.0,-1,0.0,0.0,True,29739.983738793395,22688.22074473127,8542.672502457004,0.0,2.202149182892012e-05,9954.367011262739,0.0,9954.367011262739,39192.05803917781,0.0,748.1685556560359
47,Ampara,PF,5.0,47,52103067031,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,117625.39303197702,358016.6279118183,1.1150000000000009,27375.939448890567,0.0,27375.939448890567,0.0,8994.290729112421,0.0,8994.290729112421,1.1150000000000009,39518.46321462543,0.0,39518.46321462543,1,36346.798828125,0.0,0,0.0,0.00583148888081493,0.0,-1,0.0,0.0,True,26794.07773245536,23942.519068529895,9802.116085998085,0.0,2.202149182892012e-05,8994.290729112421,0.0,8994.290729112421,39518.46321462543,0.0,753.3138153984926
