,district,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcsoc,pov_line,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,521411,helped,a,5.330590823111983,0.0,52153.133146515145,90707.10261606141,298482.23822773044,0.9650000000000006,29874,0,29874.0,1.3471719486785559e-06,0.0,0.9650000000000006,37906.95349941173,0.0,37906.95349941173,1,45477.532103761216,500.0,50.0,0,0.006640630996587727,0.17142860290649395,-1,0.0,0.0,711.5599999999878,0.16000000000015868,7559.2,0.0,0.851,3864.1985935820426,220.3,220.3,0,919.84,911.02,0.01,16679.0
1,Ampara,PF,5.0,521421,helped,a,6.663238528889979,0.0,52153.133146515145,71038.14272407509,233759.24517809914,1.2150000000000007,15243,0,15243.0,1.3471719486785559e-06,0.0,1.2150000000000007,23152.508458577122,0.0,23152.508458577122,1,45477.532103761216,500.0,50.0,0,0.007503850906151574,0.03316662669425763,-1,0.0,0.0,137.86000000000308,0.09999999999930757,5920.06,0.0,2.079,940.3828535822634,42.89,42.89,0,214.36,214.36,0.0,1852.0
2,Ampara,PF,5.0,521431,helped,a,5.330590823111983,0.0,52153.133146515145,100221.13958803574,329789.2799926544,0.8450000000000005,38200,0,38200.0,1.3471719486785559e-06,0.0,0.8450000000000005,43887.768885235586,0.0,43887.768885235586,1,45477.532103761216,500.0,50.0,0,0.006317573849511907,0.21212312807037484,-1,0.0,0.0,1448.1500000000012,0.2600000000002116,8352.06,0.0,0.869,7846.203244354996,447.31,447.31,0,1691.08,1677.07,0.01,21066.0
3,Ampara,PF,5.0,521441,helped,a,1.3326477057779957,0.0,52153.133146515145,107721.77380290077,354470.98654056026,0.6450000000000004,59923,0,59923.0,1.3471719486785559e-06,0.0,0.6450000000000004,56860.60353167465,0.0,56860.60353167465,1,45477.532103761216,500.0,50.0,0,0.006093660404171818,0.3607078180049541,-1,0.0,0.0,4928.710000000005,0.5599999999999963,8977.13,0.0,0.845,6650.378478529227,1516.54,1516.54,0,4735.32,4705.74,0.01,32979.0
4,Ampara,PF,5.0,521451,helped,a,1.3326477057779957,0.0,52153.133146515145,109120.75787826309,359074.5058462817,0.7550000000000004,50544,0,50544.0,1.3471719486785559e-06,0.0,0.7550000000000004,53520.762265323225,0.0,53520.762265323225,1,45477.532103761216,500.0,50.0,0,0.006054472470980994,0.27965674228755294,-1,0.0,0.0,2715.170000000007,0.4100000000009161,9093.72,0.0,0.841,3671.3911235101564,837.22,837.22,0,2917.21,2895.93,0.0,28366.0
5,Ampara,PF,5.0,521471,helped,a,7.995886234667974,720.0,52153.133146515145,46939.69676644827,152220.96471851468,1.2150000000000007,11307,0,11307.0,1.3471719486785559e-06,0.0,0.053,3936.149301412562,0.0,3936.149301412562,3,45477.532103761216,500.0,50.0,0,0.009231236038342411,0.03704956306194431,-1,3.87283236994221,3.87283236994221,9372.12,0.02999999999963876,3911.78,0.0,10.0,75015.00588778454,2851.05,2851.05,0,3348.28,3348.28,0.0,0.0
6,Ampara,PF,5.0,521481,helped,a,5.330590823111983,1050.0,52153.133146515145,109499.80694192546,357055.80042100244,0.9650000000000006,34542,0,34542.0,1.3471719486785559e-06,0.0,0.9650000000000006,43830.1740330633,0.0,43830.1740330633,1,45477.532103761216,500.0,50.0,0,0.0060439841801936366,0.16104025157759894,-1,0.0,0.0,822.7400000000029,0.1899999999993005,9125.3,0.0,0.875,4467.994616116017,254.72,254.72,0,1063.56,1053.7,0.0,18847.0
7,Ampara,PF,5.0,522211,helped,a,6.195368639664273,75.0,52153.133146515145,268528.37644922995,883390.4708798284,0.7550000000000004,125478,0,125478.0,1.3471719486785559e-06,0.0,0.7550000000000004,132867.96224714187,0.0,132867.96224714187,1,45477.532103761216,500.0,50.0,0,0.0038595342798882974,0.28320216695674766,-1,0.0,0.0,6740.550000000025,1.0099999999992146,22378.15,0.0,0.816,42372.10864462881,2078.43,2078.43,0,7242.12,7189.18,0.01,71749.0
8,Ampara,PF,5.0,522221,helped,a,6.195368639664273,10000.0,52153.133146515145,122426.23074637148,371752.8468531203,1.2150000000000007,26820,0,26820.0,1.3471719486785559e-06,0.0,1.2150000000000007,40736.95103139423,0.0,40736.95103139423,1,45477.532103761216,500.0,50.0,0,0.0057160070574490815,0.09121136616801835,-1,0.0,0.0,242.60999999999737,0.09000000000032476,10202.52,0.0,0.938,1538.6817553470025,75.49,75.49,0,377.25,377.25,0.0,13036.0
9,Ampara,PF,5.0,522231,helped,a,7.744210799580341,94080.0,52153.133146515145,95085.54466814139,20255.484945174856,1.2150000000000007,1453,0,1453.0,1.3471719486785559e-06,0.0,1.2150000000000007,2208.8470661646315,0.0,2208.8470661646315,1,45477.532103761216,500.0,50.0,0,0.006485937305720063,0.0,-1,0.0,0.0,13.160000000000707,6121.469999999996,7923.82,0.0,10.0,104.31451947035268,4.22,4.22,0,20.59,0.0,0.39,0.0
10,Ampara,PF,5.0,522241,helped,a,7.744210799580341,0.0,52153.133146515145,89580.35327968847,294774.5388950141,0.7950000000000005,38964,0,38964.0,1.3471719486785559e-06,0.0,0.7950000000000005,42817.324262940296,0.0,42817.324262940296,1,45477.532103761216,500.0,50.0,0,0.006682263702741098,0.2559714933317474,-1,0.0,0.0,1792.7400000000055,0.29000000000012194,7465.3,0.0,0.823,14097.638781664093,553.21,553.21,0,2000.44,1984.87,0.01,22265.0
11,Ampara,PF,5.0,522251,helped,a,4.646526479748205,120000.0,52153.133146515145,123689.72762524584,33757.067917946515,0.7950000000000005,4374,0,4374.0,1.3471719486785559e-06,0.0,0.7950000000000005,4808.979473060477,0.0,4808.979473060477,1,45477.532103761216,500.0,50.0,0,0.005686737466114429,0.0,-1,0.0,0.0,201.24000000000223,4536.679999999998,10307.51,0.0,10.0,949.5176861365561,62.26,62.26,0,224.72,0.0,4.3,0.0
12,Ampara,PF,5.0,522261,helped,a,10.841895119412476,0.0,52153.133146515145,105159.5803814794,346039.79201288056,0.7950000000000005,44286,0,44286.0,1.3471719486785559e-06,0.0,0.7950000000000005,48665.64065056396,0.0,48665.64065056396,1,45477.532103761216,500.0,50.0,0,0.006167449092715258,0.2444655148432746,-1,0.0,0.0,2037.5599999999915,0.3299999999996963,8763.61,0.0,0.847,22431.989421015514,628.76,628.76,0,2273.62,2255.97,0.01,24819.0
13,Ampara,PF,5.0,522271,helped,a,3.0976843198321364,0.0,52153.133146515145,569317.5147282179,1873405.291949407,0.8450000000000005,226217,0,226217.0,1.3471719486785559e-06,0.0,0.8450000000000005,259899.46109715546,0.0,259899.46109715546,1,45477.532103761216,500.0,50.0,0,0.0026506520587112952,0.22507558260566413,-1,0.0,0.0,8575.859999999928,1.5599999999955585,47444.82,0.0,0.844,27001.368072778172,2648.94,2648.94,0,10014.49,9931.97,0.03,127351.0
14,Ampara,PF,5.0,522281,helped,a,7.744210799580341,0.0,52153.133146515145,83148.80757106321,273610.79203276447,1.1150000000000009,21681,0,21681.0,1.3471719486785559e-06,0.0,1.1150000000000009,30763.051078554792,0.0,30763.051078554792,1,45477.532103761216,500.0,50.0,0,0.006935886584517224,0.1204446575720914,-1,0.0,0.0,288.8599999999999,0.09999999999921276,6929.32,0.0,0.868,2285.5489332801453,89.69,89.69,0,418.76,418.76,0.0,11690.0
15,Ampara,PF,5.0,522291,helped,a,3.0976843198321364,7500.0,52153.133146515145,81575.89574579094,245106.2981694993,0.8450000000000005,30072,0,30072.0,1.3471719486785559e-06,0.0,0.8450000000000005,34549.705545542805,0.0,34549.705545542805,1,45477.532103761216,500.0,50.0,0,0.0070024347395868354,0.20229638134906033,-1,0.0,0.0,1140.0500000000166,0.21000000000107089,6798.21,0.0,0.869,3589.472682448738,352.15,352.15,0,1331.3,1320.4,0.0,16584.0
16,Ampara,PF,5.0,522311,helped,a,6.862163885846625,21500.0,52153.133146515145,74861.71744356204,179465.71174474113,1.1150000000000009,14322,0,14322.0,1.3471719486785559e-06,0.0,1.1150000000000009,20321.839344330157,0.0,20321.839344330157,1,45477.532103761216,500.0,50.0,0,0.007309709244292895,0.0739687619884721,-1,0.0,0.0,190.8300000000006,0.09999999999983249,6238.64,0.0,1.11,1337.9160928235206,59.28,59.28,0,276.67,276.67,0.0,5893.0
17,Ampara,PF,5.0,522321,helped,a,5.146622914384968,10000.0,52153.133146515145,81285.38598960084,236374.1270900428,0.7950000000000005,31697,0,31697.0,1.3471719486785559e-06,0.0,0.7950000000000005,34831.85937833909,0.0,34831.85937833909,1,45477.532103761216,500.0,50.0,0,0.007014936748564587,0.21922289894277924,-1,0.0,0.0,1458.3700000000013,0.24000000000042898,6773.99,0.0,0.897,7621.530941454418,450.04,450.04,0,1627.34,1614.88,0.0,17068.0
18,Ampara,PF,5.0,522331,helped,a,3.4310819429233126,81732.0,52153.133146515145,154703.06198780576,254842.1194038969,0.7150000000000004,37548,0,37548.0,1.3471719486785559e-06,0.0,0.7150000000000004,38259.094576559015,0.0,38259.094576559015,1,45477.532103761216,500.0,50.0,0,0.00508487803938676,0.11191233063604732,-1,0.0,0.0,2354.999999999985,0.32000000000017326,12892.15,0.0,1.317,8192.291422659655,725.71,725.71,0,2432.89,2415.76,0.01,14921.0
19,Ampara,PF,5.0,522351,helped,a,8.577704857308284,24171.2,52153.133146515145,73492.7926206298,166652.3756447483,0.7150000000000004,25308,0,25308.0,1.3471719486785559e-06,0.0,0.7150000000000004,25786.66778842201,0.0,25786.66778842201,1,45477.532103761216,500.0,50.0,0,0.007377472860458173,0.09021787880240646,-1,0.0,0.0,1587.3100000000015,0.22000000000170594,6124.55,0.0,2.478,13804.357758011953,489.1,489.1,0,1639.77,1628.35,0.0,4384.0
20,Ampara,PF,5.0,522361,helped,a,5.146622914384968,6000.0,52153.133146515145,134521.77144119353,423996.57000102533,0.7950000000000005,55472,0,55472.0,1.3471719486785559e-06,0.0,0.7950000000000005,60957.994982725984,0.0,60957.994982725984,1,45477.532103761216,500.0,50.0,0,0.005452977514111394,0.23729956297868202,-1,0.0,0.0,2552.2399999999843,0.4200000000006894,11210.53,0.0,0.847,13338.193809836579,787.59,787.59,0,2847.94,2826.14,0.0,31089.0
