,district,hazard,rp,level_0,hhid,helped_cat,affected_cat,pov_line,ispoor,has_ew,pcwgt,pcwgt_ae,pcsoc,c,dk_private,dk_public,dk0,pc_fee_BE,pc_fee,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta,scale_fac_soc
10,Ampara,PF,5.0,10,52101053031,helped,a,43493.30859375,0.0,1,3.6021976204629826,3.6021976204629826,0.0,187466.7401595469,68686.2900977627,0.0,68686.2900977627,0.0,0.0,22566.694501819904,0.0,22566.694501819904,151119.9413314219,0.0,151119.9413314219,1.8715998002895389,1,36346.798828125,1.1439018592502117,172866.38185879643,0.0,0,0.0,0.004619211863019197,0.009407533571748278,-1.0,0.0,0.0,True,63906.834449020396,12561.758165276515,15622.228346628908,66379.79179847725,21767.40073622894,0.0,21767.40073622894,145767.39725577377,66379.79179847725,1479.5878555065965,2.1094311535961238e-05
11,Ampara,PF,5.0,11,52101053041,helped,a,43493.30859375,0.0,1,3.6021976204629826,3.6021976204629826,0.0,98597.30716633184,24030.50942357876,0.0,24030.50942357876,0.0,0.0,7895.1587589481705,0.0,7895.1587589481705,62250.50833820684,0.0,62250.50833820684,2.2619308072564266,1,36346.798828125,1.1197110618974206,69702.58279502782,0.0,0,0.0,0.006369384529710047,0.005141484031645974,-1.0,0.0,0.0,True,22024.58402906858,6761.431449173062,8216.442263860987,21857.08492518518,7558.458554287423,0.0,7558.458554287423,59595.747422353874,21857.08492518518,702.4789937913977,2.1094311535961238e-05
12,Ampara,PF,5.0,12,52101053051,helped,a,43493.30859375,0.0,1,4.502747025578729,4.502747025578729,0.0,102961.1308684206,20727.092651286344,0.0,20727.092651286344,0.0,0.0,6809.830129225903,0.0,6809.830129225903,66614.3320402956,0.0,66614.3320402956,2.8853299841528024,1,36346.798828125,1.094373399274294,72900.95299532481,0.0,0,0.0,0.006232945703484369,0.004349547271655613,-1.0,0.0,0.0,True,18545.990402902575,6915.02258727849,8580.09423903505,19835.888126699065,6441.575473036194,0.0,6441.575473036194,63012.03396864095,19835.888126699065,798.7786482346609,2.1094311535961238e-05
13,Ampara,PF,5.0,13,52101053071,helped,a,43493.30859375,0.0,1,4.502747025578729,4.502747025578729,0.0,145297.51332983177,49772.446056316505,0.0,49772.446056316505,0.0,0.0,16352.602290246436,0.0,16352.602290246436,108950.71450170677,0.0,108950.71450170677,1.8604292042767492,1,36346.798828125,1.1447388958520264,124720.12062097316,0.0,0,0.0,0.005246877259162607,0.0082041710966415,-1.0,0.0,0.0,True,46329.0270429583,9850.484363041289,12108.126110819314,46551.10091987794,15776.80188574924,0.0,15776.80188574924,105114.39142805392,46551.10091987794,1092.5166529860705,2.1094311535961238e-05
14,Ampara,PF,5.0,14,52101053081,helped,a,43493.30859375,0.0,1,6.303845835810221,6.303845835810221,0.0,115447.63546244109,33435.27538656273,0.0,33435.27538656273,0.0,0.0,10985.069133284816,0.0,10985.069133284816,79100.83663431609,0.0,79100.83663431609,2.037242604210948,1,36346.798828125,1.132536313171828,89584.56989063541,0.0,0,0.0,0.00588623334315135,0.006516356350820157,-1.0,0.0,0.0,True,30910.78132402116,7883.4556119098,9620.636288536758,30995.718005738916,10562.223025214336,0.0,10562.223025214336,76056.02366954436,30995.718005738916,839.8251369966349,2.1094311535961238e-05
15,Ampara,PF,5.0,15,52101053091,helped,a,43493.30859375,0.0,1,3.6021976204629826,3.6021976204629826,0.0,95714.04244082206,19153.28142504598,0.0,19153.28142504598,0.0,0.0,6292.758715184607,0.0,6292.758715184607,59367.24361269706,0.0,59367.24361269706,2.7710387436854065,1,36346.798828125,1.0981833269533983,65196.11710264454,0.0,0,0.0,0.006464607566986865,0.004132426926162315,-1.0,0.0,0.0,True,17213.436799707226,6486.515752647921,7976.170203401838,17650.858094410032,5965.588316236232,0.0,5965.588316236232,56280.64746999691,17650.858094410032,715.8711206134112,2.1094311535961238e-05
16,Ampara,PF,5.0,16,52101053101,helped,a,43493.30859375,0.0,1,6.303845835810221,6.303845835810221,0.0,118301.56240584551,25179.916173950394,0.0,25179.916173950394,0.0,0.0,8272.793232393275,0.0,8272.793232393275,81954.76357772051,0.0,81954.76357772051,2.926219842683754,1,36346.798828125,1.0930811585322517,89583.20791877153,0.0,0,0.0,0.005814799647956988,0.004978115658715261,-1.0,0.0,0.0,True,22494.77205513336,7855.735079536004,9858.463533820459,25532.09308434066,7819.263133131653,0.0,7819.263133131653,77461.84915132992,25532.09308434066,959.2775008530782,2.1094311535961238e-05
17,Ampara,PF,5.0,17,52101054011,helped,a,43493.30859375,0.0,1,0.9005494051157459,0.9005494051157459,0.0,162408.5476928466,38202.68598891191,0.0,38202.68598891191,0.0,0.0,12551.388969089361,0.0,12551.388969089361,126061.74886472161,0.0,126061.74886472161,2.971266468765519,1,36346.798828125,1.0916979109072524,137621.34788093128,0.0,0,0.0,0.004962786066982747,0.006272390099576024,-1.0,0.0,0.0,True,34069.62264516288,10574.260126918181,13534.04564107055,42306.04143941568,11853.005909463662,0.0,11853.005909463662,119047.4343461669,42306.04143941568,1414.2154184982114,2.1094311535961238e-05
18,Ampara,PF,5.0,18,52101054021,helped,a,43493.30859375,0.0,1,6.303845835810221,6.303845835810221,0.0,135091.45733174606,51799.525211728585,0.0,51799.525211728585,0.0,0.0,17018.59365425929,0.0,17018.59365425929,98744.65850362106,0.0,98744.65850362106,1.5777377208634558,1,36346.798828125,1.1697224158960289,115503.84050168398,0.0,0,0.0,0.005441467658575148,0.00854702155075852,-1.0,0.0,0.0,True,48743.9867914209,9285.032370686195,11257.621444312172,44614.098781128254,16509.020359679736,0.0,16509.020359679736,95788.03106553484,44614.098781128254,958.2392450762072,2.1094311535961238e-05
19,Ampara,PF,5.0,19,52101054031,helped,a,43493.30859375,0.0,1,1.8010988102314913,1.8010988102314913,0.0,193196.42599684995,101795.19444827395,0.0,101795.19444827395,0.0,0.0,33444.53531553275,0.0,33444.53531553275,156849.62716872495,0.0,156849.62716872495,1.2122879918059302,1,36346.798828125,1.2184731793266825,191117.0638924811,0.0,0,0.0,0.004550199639156125,0.011665712610936588,-1.0,0.0,0.0,True,97149.06941469506,13253.655240235596,16099.702166404162,79387.3839306882,32672.38593607467,0.0,32672.38593607467,153228.36763726678,79387.3839306882,1388.5408624032295,2.1094311535961238e-05
20,Ampara,PF,5.0,20,52101054051,helped,a,43493.30859375,0.0,1,1.8010988102314913,1.8010988102314913,0.0,223170.11200002788,74422.21520893334,0.0,74422.21520893334,0.0,0.0,24451.21715524709,0.0,24451.21715524709,186823.31317190288,0.0,186823.31317190288,2.1817691876116756,1,36346.798828125,1.1239917133864858,209987.85587262714,0.0,0,0.0,0.004233621031506153,0.009254862323483175,-1.0,0.0,0.0,True,68420.91856671518,14702.089362236151,18597.509333335656,78099.04908588293,23444.643675824547,0.0,23444.643675824547,179132.43254282407,78099.04908588293,1875.1524919949227,2.1094311535961238e-05
21,Ampara,PF,5.0,21,52101054061,helped,a,43493.30859375,0.0,1,6.303845835810221,6.303845835810221,0.0,106204.43527777874,31667.33210735016,0.0,31667.33210735016,0.0,0.0,10404.216159252443,0.0,10404.216159252443,69857.63644965374,0.0,69857.63644965374,1.8774369779196471,1,36346.798828125,1.1434683067149192,79879.99326219199,0.0,0,0.0,0.00613703596878039,0.006355854719558984,-1.0,0.0,0.0,True,29457.17079204708,7330.786451141371,8850.369606481561,27957.270608301777,10034.578727362059,0.0,10034.578727362059,67375.7582437479,27957.270608301777,736.3086803055711,2.1094311535961238e-05
22,Ampara,PF,5.0,22,52101054071,helped,a,43493.30859375,0.0,1,4.502747025578729,4.502747025578729,0.0,70674.3889680465,33233.44095899958,0.0,33233.44095899958,0.0,0.0,10918.756978991949,0.0,10918.756978991949,34327.59013992151,0.0,34327.59013992151,0.7043758481046023,1,36346.798828125,1.3636441461072486,46810.61734427287,0.0,0,0.0,0.007523136893750576,0.0058880768119116515,-1.0,0.0,0.0,True,32343.499204898766,5258.917028425165,5889.532414003876,17501.420903019076,10771.570961344596,0.0,10771.570961344596,33864.850535235106,17501.420903019076,310.8798155245644,2.1094311535961238e-05
23,Ampara,PF,5.0,23,52101054081,helped,a,43493.30859375,0.0,1,2.701648215347238,2.701648215347238,0.0,153146.89054520603,42819.64619438264,0.0,42819.64619438264,0.0,0.0,14068.278734654257,0.0,14068.278734654257,116800.09171708103,0.0,116800.09171708103,2.399174727321866,1,36346.798828125,1.1130301151442428,130002.0195327208,0.0,0,0.0,0.005110647227408239,0.007187360641470526,-1.0,0.0,0.0,True,39038.30227474769,10173.398043068453,12762.240878767168,44382.93641495542,13432.74864885804,0.0,13432.74864885804,111523.68415436245,44382.93641495542,1244.7459906255326,2.1094311535961238e-05
24,Ampara,PF,5.0,24,52101054091,helped,a,43493.30859375,0.0,1,1.8010988102314913,1.8010988102314913,0.0,140822.95956858035,67278.30515517414,0.0,67278.30515517414,0.0,0.0,22104.104863955716,0.0,22104.104863955716,104476.16074045535,0.0,104476.16074045535,1.2243479630842735,1,36346.798828125,1.2164217257148118,127087.07174396276,0.0,0,0.0,0.0053295833920314626,0.009841544416377548,-1.0,0.0,0.0,True,64177.763347353546,9786.862602185769,11735.24663071503,51489.256903018235,21588.760071815923,0.0,21588.760071815923,102040.35772234036,51489.256903018235,951.0003313313285,2.1094311535961238e-05
25,Ampara,PF,5.0,25,52101054101,helped,a,43493.30859375,0.0,1,6.303845835810221,6.303845835810221,0.0,78970.67078033325,25943.261364631002,0.0,25943.261364631002,0.0,0.0,8523.588226459839,0.0,8523.588226459839,42623.871952208254,0.0,42623.871952208254,1.3144177690873535,1,36346.798828125,1.202238947167843,51244.0789400398,0.0,0,0.0,0.007117001906923673,0.005446973855986265,-1.0,0.0,0.0,True,24661.91031991247,5686.675631626423,6580.8892316944375,18357.535811193327,8310.430702490854,0.0,8310.430702490854,41557.93601467678,18357.535811193327,436.96661468664877,2.1094311535961238e-05
26,Ampara,PF,5.0,26,52102059011,helped,a,43493.30859375,0.0,0,2.4314791742801813,2.4314791742801813,0.0,83271.65877734953,29159.24990346424,0.0,29159.24990346424,0.0,0.0,9580.19254697136,0.0,9580.19254697136,46924.85994922453,0.0,46924.85994922453,1.2807142682300776,1,36346.798828125,1.20732292418723,56653.45913097399,0.0,0,0.0,0.006930768417372292,0.005947191489350474,-1.0,0.0,0.0,True,27755.084047840184,5975.979201991891,6939.30489811246,20787.429958649656,9346.679206495191,0.0,9346.679206495191,45781.08535968521,20787.429958649656,470.7786694730147,2.1094311535961238e-05
27,Ampara,PF,5.0,27,52102059021,helped,a,43493.30859375,0.0,0,1.6209861161867876,1.6209861161867876,1249.999969482422,70735.02741562157,42048.53072495516,0.0,42048.53072495516,0.0,0.0,13814.95791006095,0.0,13814.95791006095,34388.228587496575,0.0,34388.228587496575,0.4892744246406142,1,36346.798828125,1.5060508738794265,51790.42171536469,0.0,0,0.0,0.007519911552857938,0.006473785824446134,-1.0,0.0,0.0,True,41263.15367415441,5309.888196967379,5894.585617968464,18893.171651882818,13685.332321176995,0.0,13685.332321176995,34065.56491238399,18893.171651882818,289.25480368751386,2.1094311535961238e-05
28,Ampara,PF,5.0,28,52102059031,helped,a,43493.30859375,0.0,1,2.4314791742801813,2.4314791742801813,0.0,71505.18081684581,14132.434929845467,0.0,14132.434929845467,0.0,0.0,4643.173203484162,0.0,4643.173203484162,35158.38198872081,0.0,35158.38198872081,2.1592322155889323,1,36346.798828125,1.125250886606852,39562.00050447047,0.0,0,0.0,0.00747930495358376,0.0032197739904973634,-1.0,0.0,0.0,True,13004.105276537204,5067.5292950910225,5958.765068070484,10607.834387020734,4453.963210775256,0.0,4453.963210775256,33725.67273834199,10607.834387020734,432.0984713953309,2.1094311535961238e-05
29,Ampara,PF,5.0,29,52102059041,helped,a,43493.30859375,0.0,1,4.0524652904669685,4.0524652904669685,0.0,81725.26410679494,31010.42108101259,0.0,31010.42108101259,0.0,0.0,10188.389821490757,0.0,10188.389821490757,45378.465278669944,0.0,45378.465278669944,1.1347822515936672,1,36346.798828125,1.2326455738844817,55935.56437542314,0.0,0,0.0,0.006996032676754663,0.006133157771418013,-1.0,0.0,0.0,True,29683.57152212382,5905.260150100585,6810.438675566245,20911.198179621504,9968.040608525436,0.0,9968.040608525436,44397.043357746035,20911.198179621504,443.23694669812886,2.1094311535961238e-05
30,Ampara,PF,5.0,30,52102059051,helped,a,43493.30859375,0.0,0,1.6209861161867876,1.6209861161867876,150.0,100858.7011452491,43873.99631249198,0.0,43873.99631249198,0.0,0.0,14414.685857951734,0.0,14414.685857951734,64511.9023171241,0.0,64511.9023171241,1.14184302023357,1,36346.798828125,1.2312787925789028,79432.13719199668,0.0,0,0.0,0.006297574445849965,0.00778679575653797,-1.0,0.0,0.0,True,41985.324797544396,7170.172330529402,8404.891762104091,31072.20814510684,14101.013979471472,0.0,14101.013979471472,63108.08616161908,31072.20814510684,603.9831625550148,2.1094311535961238e-05
31,Ampara,PF,5.0,31,52102059061,helped,a,43493.30859375,0.0,1,3.241972232373575,3.241972232373575,1249.999969482422,57804.29008980555,26078.509552231484,0.0,26078.509552231484,0.0,0.0,8568.050725534036,0.0,8568.050725534036,21457.491261680552,0.0,21457.491261680552,0.494255260651719,1,36346.798828125,1.5015032284261278,32218.492403338776,0.0,0,0.0,0.00831859459825265,0.0043611074135879516,-1.0,0.0,0.0,True,25586.506965066594,4428.082387155243,4817.024174150462,11161.398388070978,8486.842116384807,0.0,8486.842116384807,21254.116271320316,11161.398388070978,192.52089673016226,2.1094311535961238e-05
32,Ampara,PF,5.0,32,52102059071,helped,a,43493.30859375,0.0,1,2.4314791742801813,2.4314791742801813,0.0,94081.69105696894,51401.97645199169,0.0,51401.97645199169,0.0,0.0,16887.98008643097,0.0,16887.98008643097,57734.892228843935,0.0,57734.892228843935,0.7946564502351983,1,36346.798828125,1.3252310358302546,76512.07103197897,0.0,0,0.0,0.006520448035778217,0.008231570382957146,-1.0,0.0,0.0,True,49851.771124646475,6813.451806481942,7840.140921414078,30217.26822453596,16631.37267300683,0.0,16631.37267300683,56857.62915277787,30217.26822453596,504.95745531431623,2.1094311535961238e-05
33,Ampara,PF,5.0,33,52102059081,helped,a,43493.30859375,0.0,1,3.241972232373575,3.241972232373575,0.0,75890.76029783556,26077.259098076196,0.0,26077.259098076196,0.0,0.0,8567.612818708016,0.0,8567.612818708016,39543.96146971056,0.0,39543.96146971056,1.1878682699934429,1,36346.798828125,1.222748513823869,48352.320117796924,0.0,0,0.0,0.007259981997559126,0.005392379175909687,-1.0,0.0,0.0,True,24910.474186509433,5508.973075658672,6324.23002481963,17496.62917723872,8373.747444312063,0.0,8373.747444312063,38649.17256437104,17496.62917723872,399.1060585791911,2.1094311535961238e-05
34,Ampara,PF,5.0,34,52102059091,helped,a,43493.30859375,0.0,1,2.4314791742801813,2.4314791742801813,0.0,133528.55686287096,34048.67830299321,0.0,34048.67830299321,0.0,0.0,11186.600999424474,0.0,11186.600999424474,97181.75803474596,0.0,97181.75803474596,2.525653309360959,1,36346.798828125,1.1075011880296124,107628.91247828749,0.0,0,0.0,0.0054732201605824605,0.006282715188947172,-1.0,0.0,0.0,True,30890.958470972364,8901.032047624267,11127.37973857258,34828.564774020866,10655.251641795043,0.0,10655.251641795043,92565.74780002698,34828.564774020866,1069.768317471532,2.1094311535961238e-05
35,Ampara,PF,5.0,35,52102059101,helped,a,43493.30859375,0.0,1,4.862958348560363,4.862958348560363,0.0,79044.18222716647,33392.91170935506,0.0,33392.91170935506,0.0,0.0,10971.150661925269,0.0,10971.150661925269,42697.38339904147,0.0,42697.38339904147,0.9500888396092775,1,36346.798828125,1.2751845102026103,54447.04193663976,0.0,0,0.0,0.007113691715146475,0.006298182914156333,-1.0,0.0,0.0,True,32192.431118848413,5767.4542905110575,6587.015185597206,20657.606093848375,10772.138336956807,0.0,10772.138336956807,41922.869785824725,20657.606093848375,402.3867337101381,2.1094311535961238e-05
36,Ampara,PF,5.0,36,52102060011,helped,a,43493.30859375,0.0,1,1.8010988102314913,1.8010988102314913,0.0,105491.44572760709,28151.510808952877,0.0,28151.510808952877,0.0,0.0,9249.102598001773,0.0,9249.102598001773,69144.64689948209,0.0,69144.64689948209,2.127613850210556,1,36346.798828125,1.1270611824670285,77930.24749579544,0.0,0,0.0,0.006157740367626415,0.00579958172777186,-1.0,0.0,0.0,True,25935.483491365037,7227.177482924536,8790.953810633924,25806.006982816914,8877.607045842282,0.0,8877.607045842282,66367.41218869558,25806.006982816914,755.6735296793511,2.1094311535961238e-05
37,Ampara,PF,5.0,37,52102060021,helped,a,43493.30859375,0.0,1,2.701648215347238,2.701648215347238,0.0,76291.96779815528,23026.284153207005,0.0,23026.284153207005,0.0,0.0,7565.223267378725,0.0,7565.223267378725,39945.16897003028,0.0,39945.16897003028,1.40621671682714,1,36346.798828125,1.1895768881905144,47517.849801612916,0.0,0,0.0,0.007240867280425336,0.004978860509797232,-1.0,0.0,0.0,True,21811.707869304817,5493.9025097357,6357.6639831796065,16467.542806981528,7362.9975495402905,0.0,7362.9975495402905,38877.396059219565,16467.542806981528,421.73201643965336,2.1094311535961238e-05
38,Ampara,PF,5.0,38,52102060031,helped,a,43493.30859375,0.0,1,4.502747025578729,4.502747025578729,0.0,61854.626670224374,17785.110777387992,0.0,17785.110777387992,0.0,0.0,5843.249956040538,0.0,5843.249956040538,25507.827842099374,0.0,25507.827842099374,1.1056764353169168,1,36346.798828125,1.2384545094740906,31590.28441793673,0.0,0,0.0,0.008041626547917019,0.003764190456096772,-1.0,0.0,0.0,True,17043.240592912858,4597.792650374634,5154.552222518698,10524.135216144023,5720.08213076932,0.0,5720.08213076932,24970.157246738963,10524.135216144023,273.2547013931825,2.1094311535961238e-05
39,Ampara,PF,5.0,39,52102060041,helped,a,43493.30859375,0.0,1,4.502747025578729,4.502747025578729,0.0,60139.95723148843,24228.97944833715,0.0,24228.97944833715,0.0,0.0,7960.3655478155915,0.0,7960.3655478155915,23793.158403363428,0.0,23793.158403363428,0.6534651155781326,1,36346.798828125,1.3895927026001347,33062.79928912289,0.0,0,0.0,0.008155459553498208,0.004410152691389546,-1.0,0.0,0.0,True,23626.47049404247,4557.988483669485,5011.663102624036,11723.22481332351,7860.766115708536,0.0,7860.766115708536,23495.46038299318,11723.22481332351,223.98729285140476,2.1094311535961238e-05
40,Ampara,PF,5.0,40,52102060051,helped,a,43493.30859375,0.0,1,4.502747025578729,4.502747025578729,0.0,73982.6970432079,30920.249001088145,0.0,30920.249001088145,0.0,0.0,10158.764028958472,0.0,10158.764028958472,37635.898215082896,0.0,37635.898215082896,0.8886453076479898,1,36346.798828125,1.293008145771743,48663.52296553839,0.0,0,0.0,0.007353005924870206,0.0058583551748066405,-1.0,0.0,0.0,True,29879.32459926305,5442.577315067071,6165.224753600658,18246.078851012193,9986.303696012332,0.0,9986.303696012332,36996.972109663184,18246.078851012193,355.2207591329486,2.1094311535961238e-05
41,Ampara,PF,5.0,41,52102060061,helped,a,43493.30859375,0.0,1,6.303845835810221,6.303845835810221,0.0,48480.07555637554,12927.419840379276,0.0,12927.419840379276,0.0,0.0,4247.268760903815,0.0,4247.268760903815,12133.276728250537,0.0,12133.276728250537,0.6100218036328088,1,36346.798828125,1.4148533690723484,17166.80745685239,0.0,0,0.0,0.009083398165646546,0.0,-1.0,0.0,0.0,True,12627.071496194721,18422.83460349216,4040.0062963646283,0.0,4197.639484871261,0.0,4197.639484871261,11991.499559480655,0.0,229.69753491181214,2.1094311535961238e-05
42,Ampara,PF,5.0,42,52102060071,helped,a,43493.30859375,0.0,1,2.701648215347238,2.701648215347238,0.0,122011.01352844006,60933.6699609925,0.0,60933.6699609925,0.0,0.0,20019.59216209332,0.0,20019.59216209332,85664.21470031506,0.0,85664.21470031506,1.0773127989869151,1,36346.798828125,1.2444013668329428,106600.66586174273,0.0,0,0.0,0.005725724904569222,0.009363105101009708,-1.0,0.0,0.0,True,58455.802202033,8593.247333752497,10167.584460703338,43056.34734276795,19608.319297071936,0.0,19608.319297071936,83904.37030766478,43056.34734276795,770.3891303609095,2.1094311535961238e-05
43,Ampara,PF,5.0,43,52102060091,helped,a,43493.30859375,0.0,1,2.701648215347238,2.701648215347238,0.0,113963.84798217926,32908.770129577875,0.0,32908.770129577875,0.0,0.0,10812.087257701372,0.0,10812.087257701372,77617.04915405426,0.0,77617.04915405426,2.0300048173574754,1,36346.798828125,1.1329952927766194,87939.75133075495,0.0,0,0.0,0.005924428238197458,0.006456443166214534,-1.0,0.0,0.0,True,30432.516107508018,7790.4851236578415,9496.987331848271,30375.060484477166,10397.34958276586,0.0,10397.34958276586,74639.75959522474,30375.060484477166,825.1218667914395,2.1094311535961238e-05
