,district,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,frac_remittance,pcsoc,pcsamurdhi,gsp_samurdhi,pov_line,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,521411,helped,a,5.330590823111983,0.0,0.0,0.0,0.0,52153.133146515145,96075.86350575878,298482.23822773044,1.0350000000000006,26491,0,26491.0,1.7886918992092627e-05,0.0,1.0350000000000006,35945.14363996173,0.0,35945.14363996173,1,45477.532103761216,500.0,50.0,0,0.006452423250034839,0.014527382370728531,-1,0.0,0.0,22138.660000000003,4793.710000000001,8006.75,14378.0,0.885,120389.15489183844,7269.55,7269.55,0,30644.59,14378.0,307.57,14378.0
1,Ampara,PF,5.0,521421,helped,a,6.663238528889979,0.0,0.0,0.0,0.0,52153.133146515145,75242.7396226009,233759.24517809914,0.9650000000000006,22473,0,22473.0,1.7886918992092627e-05,0.0,0.9650000000000006,28920.08440643464,0.0,28920.08440643464,1,45477.532103761216,500.0,50.0,0,0.007291177913142125,0.0030557480030858667,-1,0.0,0.0,19010.149999999994,16123.42,6270.57,2603.0,2.495,129046.40752992987,6233.85,6233.85,0,24922.93,2603.0,425.62,2603.0
2,Ampara,PF,5.0,521431,helped,a,5.330590823111983,0.0,0.0,0.0,0.0,52153.133146515145,106153.01613378567,329789.2799926544,0.9050000000000006,36981,0,36981.0,1.7886918992092627e-05,0.0,0.9050000000000006,45371.29892112131,0.0,45371.29892112131,1,45477.532103761216,500.0,50.0,0,0.006138522139138441,0.01990325141272419,-1,0.0,0.0,31609.82,5183.780000000001,8846.56,20871.0,0.858,171462.98482759658,10353.59,10353.59,0,39463.68,20871.0,351.65,20871.0
3,Ampara,PF,5.0,521441,helped,a,1.3326477057779957,0.0,0.0,0.0,0.0,52153.133146515145,114097.59696869811,354470.98654056026,1.2150000000000007,25613,0,25613.0,1.7886918992092627e-05,0.0,1.2150000000000007,39364.141821386125,0.0,39364.141821386125,1,45477.532103761216,500.0,50.0,0,0.005920954814369124,0.010719165899721678,-1,0.0,0.0,20747.1,5605.739999999997,9508.64,12990.0,0.912,28303.478278597133,6836.29,6836.29,0,32641.1,12990.0,371.33,12990.0
4,Ampara,PF,5.0,521451,helped,a,1.3326477057779957,0.0,0.0,0.0,0.0,52153.133146515145,115579.38394231752,359074.5058462817,0.6750000000000004,58997,0,58997.0,1.7886918992092627e-05,0.0,0.6750000000000004,58813.00855410599,0.0,58813.00855410599,1,45477.532103761216,500.0,50.0,0,0.005882877539578337,0.03141662865626426,-1,0.0,0.0,52480.12999999999,5718.379999999999,9632.14,32935.0,0.859,70853.05381730043,17113.51,17113.51,0,53001.32,32935.0,380.02,32935.0
5,Ampara,PF,5.0,521471,helped,a,7.995886234667974,0.0,720.0,720.0,2.7877594928468792e-08,52153.133146515145,49717.95779459116,152220.96471851468,1.1150000000000009,11880,0,11880.0,1.7886918992092627e-05,0.0,0.042,4290.425690829945,0.0,4290.425690829945,2,45477.532103761216,500.0,50.0,0,0.008969605760501797,0.0,-1,0.17341040462427745,0.17341040462427745,11796.970000000001,17418.999999999993,4143.38,0.0,10.0,94403.59074733214,3800.31,3800.31,0,4296.18,0.0,82.74,0.0
6,Ampara,PF,5.0,521481,helped,a,5.330590823111983,0.0,1050.0,1050.0,4.065482593735031e-08,52153.133146515145,115980.86811557523,357055.80042100244,0.7550000000000004,49825,0,49825.0,1.7886918992092627e-05,0.0,0.7550000000000004,53655.63418751024,0.0,53655.63418751024,1,45477.532103761216,500.0,50.0,0,0.005872686506321973,0.025380246456444447,-1,0.0,0.0,43710.66000000001,5782.32,9665.59,27901.0,0.866,236417.99310218776,14275.84,14275.84,0,47760.98,27901.0,376.0,27901.0
7,Ampara,PF,5.0,522211,helped,a,6.195368639664273,0.0,75.0,0.0,0.0,52153.133146515145,284422.00113435223,883390.4708798284,1.1150000000000009,74270,0,74270.0,1.7886918992092627e-05,0.0,1.1150000000000009,106717.17881749503,0.0,106717.17881749503,1,45477.532103761216,500.0,50.0,0,0.0037501479504966095,0.01375627100928258,-1,0.0,0.0,61212.689999999995,13907.41,23703.11,40553.0,0.868,387470.68350819655,20131.1,20131.1,0,89865.42,40553.0,931.68,40553.0
8,Ampara,PF,5.0,522221,helped,a,6.195368639664273,1.0,10000.0,0.0,0.0,52153.133146515145,129672.37951033609,371752.8468531203,0.7950000000000005,48359,0,48359.0,1.7886918992092627e-05,0.0,0.7950000000000005,54011.46774245206,0.0,54011.46774245206,1,45477.532103761216,500.0,50.0,0,0.005554004860953645,0.020803993836521345,-1,0.0,0.0,42131.30999999999,6646.31,10806.57,26466.0,0.897,265048.0308094066,13770.79,13770.79,0,47782.19,26466.0,403.7,26466.0
9,Ampara,PF,5.0,522231,helped,a,7.744210799580341,0.0,94080.0,2880.0,1.1151037971387515e-07,52153.133146515145,100713.4562502218,20255.484945174856,1.1150000000000009,1694,0,1694.0,1.7886918992092627e-05,0.0,1.1150000000000009,2435.9859540096477,0.0,2435.9859540096477,1,45477.532103761216,500.0,50.0,0,0.006302113864059151,0.0,-1,0.0,0.0,1396.17,8008.69,8392.82,0.0,10.0,11047.039263493361,460.84,460.84,0,2051.38,0.0,39.1,0.0
10,Ampara,PF,5.0,522241,helped,a,7.744210799580341,0.0,0.0,0.0,0.0,52153.133146515145,94882.42426754633,294774.5388950141,1.1150000000000009,24415,0,24415.0,1.7886918992092627e-05,0.0,1.1150000000000009,35081.45797326133,0.0,35081.45797326133,1,45477.532103761216,500.0,50.0,0,0.006492876008407336,0.013531272425405432,-1,0.0,0.0,20122.629999999997,4687.119999999999,7907.3,13331.0,0.868,159217.95379715995,6617.75,6617.75,0,29541.72,13331.0,306.27,13331.0
11,Ampara,PF,5.0,522251,helped,a,4.646526479748205,0.0,120000.0,0.0,0.0,52153.133146515145,131010.66008786157,33757.067917946515,1.0350000000000006,3080,0,3080.0,1.7886918992092627e-05,0.0,1.0350000000000006,4181.629432476817,0.0,4181.629432476817,1,45477.532103761216,500.0,50.0,0,0.005525564823893344,0.0,-1,0.0,0.0,2573.97,10253.769999999999,10917.61,0.0,10.0,12200.942161052431,847.35,847.35,0,3565.07,0.0,68.01,0.0
12,Ampara,PF,5.0,522261,helped,a,10.841895119412476,0.0,0.0,0.0,0.0,52153.133146515145,111383.75275658847,346039.79201288056,0.9650000000000006,35061,0,35061.0,1.7886918992092627e-05,0.0,0.9650000000000006,45119.346743826136,0.0,45119.346743826136,1,45477.532103761216,500.0,50.0,0,0.005992652195204157,0.017745149532314673,-1,0.0,0.0,29658.499999999993,5520.139999999999,9282.48,19853.0,0.851,327589.053641511,9725.68,9725.68,0,38883.26,19853.0,359.75,19853.0
