,district,hazard,rp,hhid,helped_cat,affected_cat,N_children,pcwgt,frac_remittance,pcsoc,pcsamurdhi,gsp_samurdhi,pov_line,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,521411,helped,a,2,5.330590823111983,0.0,0.0,0.0,0.0,52153.133146515145,96075.86350575878,298482.23822773044,1.0350000000000006,27510,0,27510.0,8.041783769114804e-07,0.0,1.0350000000000006,37327.80572780745,0.0,37327.80572780745,1,45477.532103761216,1.0,1.0,0,0.006452423250034839,0.14341377025290328,-1,0.0,0.0,184.37999999999482,0.09000000000093117,8006.74,0.0,0.861,1002.6308279191053,60.54,60.54,0,255.21,255.21,0.0,15304.0
1,Ampara,PF,5.0,521421,helped,a,2,6.663238528889979,0.0,0.0,0.0,0.0,52153.133146515145,75242.7396226009,233759.24517809914,1.2150000000000007,16079,0,16079.0,8.041783769114804e-07,0.0,1.2150000000000007,24711.515103504764,0.0,24711.515103504764,1,45477.532103761216,1.0,1.0,0,0.007291177913142125,0.0018910409106941367,-1,0.0,0.0,45.11999999999483,0.09000000000142899,6270.56,0.0,10.0,307.77498764939367,14.87,14.87,0,70.99,70.99,0.0,0.0
2,Ampara,PF,5.0,521431,helped,a,2,5.330590823111983,0.0,0.0,0.0,0.0,52153.133146515145,106153.01613378567,329789.2799926544,0.9650000000000006,32260,0,32260.0,8.041783769114804e-07,0.0,0.9650000000000006,41514.79210392833,0.0,41514.79210392833,1,45477.532103761216,1.0,1.0,0,0.006138522139138441,0.15762316180926486,-1,0.0,0.0,303.2900000000068,0.09999999999960334,8846.54,0.0,0.875,1647.0459525251767,99.45,99.45,0,397.62,397.62,0.0,17851.0
3,Ampara,PF,5.0,521441,helped,a,0,1.3326477057779957,0.0,0.0,0.0,0.0,52153.133146515145,114097.59696869811,354470.98654056026,1.0350000000000006,32487,0,32487.0,8.041783769114804e-07,0.0,1.0350000000000006,44081.00416863979,0.0,44081.00416863979,1,45477.532103761216,1.0,1.0,0,0.005920954814369124,0.14223599873531917,-1,0.0,0.0,217.70999999999196,0.09000000000021285,9508.63,0.0,0.861,295.9810554532821,71.49,71.49,0,301.36,301.36,0.0,18073.0
4,Ampara,PF,5.0,521451,helped,a,0,1.3326477057779957,0.0,0.0,0.0,0.0,52153.133146515145,115579.38394231752,359074.5058462817,0.9650000000000006,36224,0,36224.0,8.041783769114804e-07,0.0,0.9650000000000006,46615.989744969,0.0,46615.989744969,1,45477.532103761216,1.0,1.0,0,0.005882877539578337,0.1647897747586014,-1,0.0,0.0,340.5400000000028,0.09999999999955027,9632.12,0.0,0.875,462.33546856556376,111.67,111.67,0,446.46,446.46,0.0,20045.0
5,Ampara,PF,5.0,521471,helped,a,0,7.995886234667974,0.0,720.0,720.0,2.7877594928468792e-08,52153.133146515145,49717.95779459116,152220.96471851468,1.0350000000000006,14122,0,14122.0,8.041783769114804e-07,0.0,0.0,4546.622918981944,0.0,4546.622918981944,3,45477.532103761216,1.0,1.0,0,0.008969605760501797,0.029414980019377108,-1,4.836223506743741,4.836223506743741,14122.0,-1.2754242106893798e-11,4143.37,0.0,10.0,112917.90540598113,4545.61,4545.61,0,4545.61,4545.61,0.0,0.0
6,Ampara,PF,5.0,521481,helped,a,2,5.330590823111983,0.0,1050.0,1050.0,4.065482593735031e-08,52153.133146515145,115980.86811557523,357055.80042100244,0.9650000000000006,35635,0,35635.0,8.041783769114804e-07,0.0,0.9650000000000006,45858.03792955354,0.0,45858.03792955354,1,45477.532103761216,1.0,1.0,0,0.005872686506321973,0.16013099075198423,-1,0.0,0.0,334.9899999999975,0.09999999999930557,9665.57,0.0,0.875,1819.2240361116444,109.85,109.85,0,439.19,439.19,0.0,19719.0
7,Ampara,PF,5.0,522211,helped,a,2,6.195368639664273,0.0,75.0,0.0,0.0,52153.133146515145,284422.00113435223,883390.4708798284,0.6750000000000004,144190,0,144190.0,8.041783769114804e-07,0.0,0.6750000000000004,143740.32227327043,0.0,143740.32227327043,1,45477.532103761216,1.0,1.0,0,0.0037501479504966095,0.3336891113265721,-1,0.0,0.0,5510.6200000000445,0.6900000000011224,23703.07,0.0,0.859,34587.25622677239,1796.99,1796.99,0,5565.35,5529.02,0.01,80495.0
8,Ampara,PF,5.0,522221,helped,a,0,6.195368639664273,1.0,10000.0,0.0,0.0,52153.133146515145,129672.37951033609,371752.8468531203,0.8450000000000005,44547,0,44547.0,8.041783769114804e-07,0.0,0.8450000000000005,51981.26596892781,0.0,51981.26596892781,1,45477.532103761216,1.0,1.0,0,0.005554004860953645,0.19032665994819392,-1,0.0,0.0,748.2299999999881,0.14000000000047885,10806.55,0.0,0.919,4711.639804151002,244.8,244.8,0,887.43,880.16,0.0,23911.0
9,Ampara,PF,5.0,522231,helped,a,1,7.744210799580341,0.0,94080.0,2880.0,1.1151037971387515e-07,52153.133146515145,100713.4562502218,20255.484945174856,0.9650000000000006,1938,0,1938.0,8.041783769114804e-07,0.0,0.9650000000000006,2495.8840934858104,0.0,2495.8840934858104,1,45477.532103761216,1.0,1.0,0,0.006302113864059151,0.0,-1,0.0,0.0,18.219999999999963,5830.129999999993,8392.82,0.0,10.0,143.73255244021084,6.05,6.05,0,23.96,0.0,0.46,0.0
10,Ampara,PF,5.0,522241,helped,a,3,7.744210799580341,0.0,0.0,0.0,0.0,52153.133146515145,94882.42426754633,294774.5388950141,1.0350000000000006,26105,0,26105.0,8.041783769114804e-07,0.0,1.0350000000000006,35421.387441818006,0.0,35421.387441818006,1,45477.532103761216,1.0,1.0,0,0.006492876008407336,0.13522032490881142,-1,0.0,0.0,174.95000000000894,0.09999999999833435,7907.28,0.0,0.885,1382.1093014011728,57.45,57.45,0,242.17,242.17,0.0,14169.0
11,Ampara,PF,5.0,522251,helped,a,0,4.646526479748205,0.0,120000.0,0.0,0.0,52153.133146515145,131010.66008786157,33757.067917946515,0.7550000000000004,4615,0,4615.0,8.041783769114804e-07,0.0,0.7550000000000004,4972.241134737071,0.0,4972.241134737071,1,45477.532103761216,1.0,1.0,0,0.005525564823893344,0.0,-1,0.0,0.0,119.77000000000142,4502.840000000007,10917.61,0.0,10.0,564.692363083806,39.21,39.21,0,130.97,0.0,2.51,0.0
12,Ampara,PF,5.0,522261,helped,a,1,10.841895119412476,0.0,0.0,0.0,0.0,52153.133146515145,111383.75275658847,346039.79201288056,1.0350000000000006,30956,0,30956.0,8.041783769114804e-07,0.0,1.0350000000000006,42003.61883351536,0.0,42003.61883351536,1,45477.532103761216,1.0,1.0,0,0.005992652195204157,0.13723956342546642,-1,0.0,0.0,207.43999999998752,0.09999999999841029,9282.47,0.0,0.885,2294.3618451699326,68.12,68.12,0,287.15,287.15,0.0,16801.0
13,Ampara,PF,5.0,522271,helped,a,0,3.0976843198321364,0.0,0.0,0.0,0.0,52153.133146515145,603014.2101218522,1873405.291949407,1.2150000000000007,136223,0,136223.0,8.041783769114804e-07,0.0,1.2150000000000007,209358.58709775045,0.0,209358.58709775045,1,45477.532103761216,1.0,1.0,0,0.0025755276840664504,0.09816168420486936,-1,0.0,0.0,382.23999999998125,0.12999999999877643,50253.81,0.0,0.888,1212.0928975070585,125.95,125.95,0,601.37,594.1,0.01,71182.0
14,Ampara,PF,5.0,522281,helped,a,0,7.744210799580341,0.0,0.0,0.0,0.0,52153.133146515145,88070.20901855528,273610.79203276447,0.6750000000000004,44018,0,44018.0,8.041783769114804e-07,0.0,0.683,42593.676914794065,0.0,42593.676914794065,2,45477.532103761216,1.0,1.0,0,0.0067393107493158464,0.3271162011785252,-1,0.0,0.0,1620.8000000000088,0.21000000000171481,7339.56,0.0,0.898,12718.085069826875,528.62,528.62,0,1650.29,1639.39,0.0,23852.0
15,Ampara,PF,5.0,522291,helped,a,0,3.0976843198321364,0.0,7500.0,7500.0,2.903916138382166e-07,52153.133146515145,86404.19988064798,245106.2981694993,1.2150000000000007,18214,0,18214.0,8.041783769114804e-07,0.0,1.2150000000000007,27992.90887814282,0.0,27992.90887814282,1,45477.532103761216,1.0,1.0,0,0.006803972806767725,0.08796940461878383,-1,0.0,0.0,51.120000000011785,0.09000000000135905,7200.69,0.0,0.938,162.1018204568522,16.85,16.85,0,80.43,80.43,0.0,8958.0
16,Ampara,PF,5.0,522311,helped,a,2,6.862163885846625,0.5813953488372093,21500.0,9000.0,3.484699366058599e-07,52153.133146515145,79292.62361468919,179465.71174474113,0.8450000000000005,21875,0,21875.0,8.041783769114804e-07,0.0,0.8450000000000005,25525.965408767854,0.0,25525.965408767854,1,45477.532103761216,1.0,1.0,0,0.0071025385845269635,0.1392225295390965,-1,0.0,0.0,367.40999999999366,0.09000000000040981,6607.97,0.0,1.055,2562.60648153052,120.22,120.22,0,435.78,435.78,0.0,10466.0
17,Ampara,PF,5.0,522321,helped,a,1,5.146622914384968,0.0,10000.0,2000.0,7.743776369019108e-08,52153.133146515145,86096.49546855854,236374.1270900428,0.7550000000000004,32716,0,32716.0,8.041783769114804e-07,0.0,0.7550000000000004,35231.45280768862,0.0,35231.45280768862,1,45477.532103761216,1.0,1.0,0,0.006816120485721976,0.22146726003685563,-1,0.0,0.0,849.209999999997,0.1300000000000756,7175.04,0.0,0.945,4434.587634179793,277.36,277.36,0,927.91,921.16,0.0,17263.0
