district,hazard,rp,c,di0,dc_post_reco
Ampara,PF,5.0,96075.86350575877,8854.955727807434,1.19
Ampara,PF,5.0,75242.7396226009,5175.530103504751,0.33
Ampara,PF,5.0,106153.01613378568,10383.892103928309,2.68
Ampara,PF,5.0,114097.59696869813,10456.95916863977,1.44
Ampara,PF,5.0,115579.38394231752,11659.829744968974,3.01
Ampara,PF,5.0,49717.95779459116,4545.622918981944,4545.61
Ampara,PF,5.0,115980.86811557526,11470.262929553515,2.96
Ampara,PF,5.0,284422.0011343523,46412.07227327038,168.32
Ampara,PF,5.0,129672.37951033608,14339.05096892778,11.11
Ampara,PF,5.0,100713.4562502218,625.7140934858091,0.0
Ampara,PF,5.0,94882.42426754633,8402.712441817996,1.14
Ampara,PF,5.0,131010.66008786154,1487.9161347370691,0.0
Ampara,PF,5.0,111383.75275658848,9964.158833515336,1.35
Ampara,PF,5.0,603014.2101218522,43847.64209775035,1.1
Ampara,PF,5.0,88070.20901855528,14168.572927176578,47.89
Ampara,PF,5.0,86404.19988064798,5862.898878142809,0.33
Ampara,PF,5.0,79292.62361468919,7041.590408767842,5.46
Ampara,PF,5.0,86096.49546855854,10530.872807688604,18.55
Ampara,PF,5.0,163859.607889532,7215.018502066878,0.98
Ampara,PF,5.0,77842.67503685429,7681.222811048548,13.53
Ampara,PF,5.0,142483.82958765677,13770.20551234974,3.56
Ampara,PF,5.0,107684.52974233062,13913.98457980196,17.03
Ampara,PF,5.0,163154.75786964814,18877.879496116293,14.66
Ampara,PF,5.0,220207.16070068974,19689.186966972236,34.68
Ampara,PF,5.0,79314.98391361545,6001.651872266862,15.19
Ampara,PF,5.0,99046.11216909504,7347.0079874540015,3.3
Ampara,PF,5.0,62668.575702542286,6484.5125936995455,5.07
Ampara,PF,5.0,49055.15848612085,6205.897834607291,6205.87
Ampara,PF,5.0,104143.87891192923,8974.962139616193,2.32
Ampara,PF,5.0,141517.99816836516,19844.30663667961,34.92
Ampara,PF,5.0,122807.10026837082,8410.437594034185,0.33
Ampara,PF,5.0,137417.72006974154,17417.024988352583,21.33
Ampara,PF,5.0,45226.54133266084,3095.8547506380187,3095.85
Ampara,PF,5.0,97660.77484308279,7944.8705800384305,3.56
Ampara,PF,5.0,180333.47468948775,15826.261840233949,2.15
Ampara,PF,5.0,41796.1186709534,4345.763462588904,4345.72
Ampara,PF,5.0,133247.4909464174,18487.89866005364,32.52
Ampara,PF,5.0,137283.55827618414,17349.082470850342,21.24
Ampara,PF,5.0,89417.83419861729,22659.09872114336,1122.09
Ampara,PF,5.0,144300.01983775516,13139.213430548127,1.77
Ampara,PF,5.0,85083.8075422633,5476.8229165865305,0.31
Ampara,PF,5.0,102375.46055847066,6476.414857227842,0.33
Ampara,PF,5.0,134301.9625954823,51982.54926274043,6051.35
Ampara,PF,5.0,94632.1224138944,8346.705088250621,1.11
Ampara,PF,5.0,140143.00665230385,15278.016953878347,26.88
Ampara,PF,5.0,184337.80374421141,11881.117281824087,9.23
Ampara,PF,5.0,300028.8223132578,35643.20856281455,27.63
Ampara,PF,5.0,125084.17966499366,9356.466653592384,0.65
Ampara,PF,5.0,164290.92804374493,10294.257571203361,0.33
Ampara,PF,5.0,207846.65444290848,19816.80737172568,5.11
Ampara,PF,5.0,99429.90834469468,5816.256505251233,0.31
Ampara,PF,5.0,105745.52471604034,19084.344787411952,118.48
Ampara,PF,5.0,73419.20718479532,5618.777748087462,0.33
Ampara,PF,5.0,104898.50324328216,11449.319347077806,5.11
Ampara,PF,5.0,107202.61524009945,14709.977344994537,25.9
Ampara,PF,5.0,125736.63316351305,9933.149295543559,1.35
Ampara,PF,5.0,77328.25466722883,11168.638816556246,18.71
Ampara,PF,5.0,130775.04260962404,18368.1588007027,32.34
Ampara,PF,5.0,76020.24869485914,9273.40147285104,6.51
Ampara,PF,5.0,134942.73534083128,27251.761967978506,264.13
Ampara,PF,5.0,90961.69603194244,15933.983160811245,154.45
Ampara,PF,5.0,226553.2137774395,39067.060401298295,185.49
Ampara,PF,5.0,94293.71430775698,8484.14842143033,1.14
Ampara,PF,5.0,76916.75841982503,11547.493156491882,26.47
Ampara,PF,5.0,226713.40696377677,36098.670662227414,130.91
Ampara,PF,5.0,117876.15375142773,9766.201807975476,0.67
Ampara,PF,5.0,123392.4061229505,12160.78231515111,57.74
Ampara,PF,5.0,89024.60998653012,6519.062826437076,0.33
Ampara,PF,5.0,135305.17242491926,8865.50715665146,6.88
Ampara,PF,5.0,151094.2133532833,49210.18526115536,3511.97
Ampara,PF,5.0,156741.02317167097,10079.71423541584,0.31
Ampara,PF,5.0,137826.21269490154,11487.945108158754,0.77
Ampara,PF,5.0,112970.23741984974,24818.017138536412,374.22
Ampara,PF,5.0,91621.49171816892,9111.81703899574,2.35
Ampara,PF,5.0,71852.98505254394,7676.445964777569,8.89
Ampara,PF,5.0,70516.23965972067,5802.0572200907345,0.82
Ampara,PF,5.0,148580.51527100813,17712.80838769594,13.74
Ampara,PF,5.0,100913.69773314332,10466.154376712746,4.68
Ampara,PF,5.0,121984.70849801206,16465.688547911905,28.94
Ampara,PF,5.0,149518.98035430047,21437.17833023674,54.19
Ampara,PF,5.0,81984.87035256941,111.72755514491452,0.0
Ampara,PF,5.0,78726.94142543584,7684.121766158271,3.43
Ampara,PF,5.0,100486.18216710589,9428.54827985952,1.3
Ampara,PF,5.0,157263.6534420962,8364.806990729296,14.74
Ampara,PF,5.0,52787.6597277785,2847.8545974811827,0.32
Ampara,PF,5.0,66599.64974809714,8349.28013898935,10.46
Ampara,PF,5.0,222482.30442964446,23818.57557056687,10.65
Ampara,PF,5.0,72766.15296182716,5033.750793320525,0.34
Ampara,PF,5.0,145762.98411198007,5805.584046666007,0.35
Ampara,PF,5.0,114473.04974917599,112.3790776414047,0.0
Ampara,PF,5.0,133045.44729014958,18340.79888660369,32.28
Ampara,PF,5.0,128502.46864636693,8070.460241068605,6.29
Ampara,PF,5.0,139104.42082755073,9997.956374461168,0.33
Ampara,PF,5.0,97744.27554146107,4703.581400179262,3.66
Ampara,PF,5.0,132373.63711494775,6606.700910818888,0.34
Ampara,PF,5.0,121880.31593824892,11365.630198069084,1.55
Ampara,PF,5.0,208691.67350083735,33971.67875203651,123.18
Ampara,PF,5.0,59932.275838419344,8449.385236457474,25.99
Ampara,PF,5.0,140441.36646185696,13774.912045493245,3.56
Ampara,PF,5.0,168114.7394016149,22444.142238769786,27.45
Ampara,PF,5.0,45401.41889441232,4851.5821784876,4851.4
Ampara,PF,5.0,85803.47543188334,8880.305846493278,6.88
Ampara,PF,5.0,137412.38029686367,13104.433209396446,3.39
Ampara,PF,5.0,73194.93672392321,1821.1001775713696,1.45
Ampara,PF,5.0,63752.88333256247,5463.116166605412,1.46
Ampara,PF,5.0,81898.76651491306,886.0510161488818,0.0
Ampara,PF,5.0,173009.976187437,12538.646499954582,22.12
Ampara,PF,5.0,215296.30507919975,22112.92633750065,5.7
Ampara,PF,5.0,109640.22155886443,5842.53279715102,10.3
Ampara,PF,5.0,118108.4338716167,12365.22387477814,5.55
Ampara,PF,5.0,138124.5725044546,17095.15094723084,20.93
Ampara,PF,5.0,189913.02723245465,27489.632279968675,48.38
Ampara,PF,5.0,121252.89262509473,9187.523706761156,43.67
Ampara,PF,5.0,196865.4115194908,17650.36340728174,2.37
Ampara,PF,5.0,174728.71558251366,23085.65175405587,28.25
Ampara,PF,5.0,108976.42104297948,10120.28953759958,1.39
Ampara,PF,5.0,239615.3661913779,19711.691523635018,1.28
Ampara,PF,5.0,84979.14799385633,10190.261503995767,12.49
Ampara,PF,5.0,157694.17263037758,41118.73207738134,1247.93
Ampara,PF,5.0,131909.74434617953,16993.33445789454,61.65
Ampara,PF,5.0,167839.40736259773,4026.6119456457145,0.34
Ampara,PF,5.0,248611.81553607728,38099.485086220535,96.32
Ampara,PF,5.0,509687.32844080136,33271.565788386804,0.86
Ampara,PF,5.0,200527.32763841856,29500.863687929625,183.19
Ampara,PF,5.0,73280.37308996974,10343.013173450972,18.82
Ampara,PF,5.0,146191.3006439492,17200.695172031028,13.3
Ampara,PF,5.0,102410.16908217708,12761.95146114537,9.9
Ampara,PF,5.0,102087.11282306364,6877.316760462873,0.33
Ampara,PF,5.0,62459.99082449901,1202.59710922328,0.0
Ampara,PF,5.0,117426.61162226884,8377.92757845772,0.33
Ampara,PF,5.0,135911.90411817154,8432.713484755457,0.59
Ampara,PF,5.0,132762.5060747814,12969.564926955469,3.33
Ampara,PF,5.0,318446.03270496713,43280.80905388743,76.15
Ampara,PF,5.0,211471.3590195933,7530.490551380809,0.36
Ampara,PF,5.0,108401.39425118976,8146.494893314371,0.54
Ampara,PF,5.0,110937.78636819606,3110.555309205863,7.89
Ampara,PF,5.0,112669.87519546744,10521.517967595439,2.72
Ampara,PF,5.0,104518.04442573123,12375.415148626045,21.78
Ampara,PF,5.0,183918.79844119807,9843.17986303145,0.34
Ampara,PF,5.0,76930.77532362955,6347.62175796081,0.88
Ampara,PF,5.0,61646.34293222777,62.39371943368815,0.0
Ampara,PF,5.0,98281.52344013963,7819.785330838015,0.52
Ampara,PF,5.0,135891.3793661721,8881.349997879415,0.33
Ampara,PF,5.0,114700.32383229195,17491.354024165168,44.22
Ampara,PF,5.0,114127.63319113632,12274.623108840735,5.49
Ampara,PF,5.0,92124.6985647508,6575.9573166723585,0.4
Ampara,PF,5.0,105493.8879191689,15582.597664081632,39.41
Ampara,PF,5.0,85668.91315536007,13838.741900870098,64.63
Ampara,PF,5.0,115271.01205861836,7435.459008082578,0.31
Ampara,PF,5.0,106428.34817280277,236.46394621381654,0.0
Ampara,PF,5.0,104215.6797865197,14435.108931683862,25.39
Ampara,PF,5.0,62759.6855772716,4304.841072471705,0.33
Ampara,PF,5.0,51762.423335220185,64.77055666551949,0.0
Ampara,PF,5.0,80401.96143007457,11190.848629177794,17.3
