district,hazard,rp,c,di0,dc_post_reco
Balaka,FF,1.0,235098.89543413676,189460.13032974568,189460.13
Balaka,FF,1.0,50125.77279343285,37322.262263774006,37322.26
Balaka,FF,1.0,153415.87034468606,81406.07100355001,81406.03
Balaka,FF,1.0,122849.89919837363,89411.45302252632,89411.45
Balaka,FF,1.0,68870.87351264239,46877.532525579685,46877.53
Balaka,FF,1.0,85286.51908825987,55952.31534554415,55952.31
Balaka,FF,1.0,213912.9384290579,149350.24340934606,149350.24
Balaka,FF,1.0,75202.76227739661,36983.994783299466,36983.99
Balaka,FF,1.0,112374.41149305637,68065.99095987514,68065.99
Balaka,FF,1.0,84680.9543101701,49102.25428220356,49102.24
Balaka,FF,1.0,195141.50588369396,92891.57472586604,46118.07
Balaka,FF,1.0,61899.65401942543,34413.52619436262,34413.52
Balaka,FF,1.0,134910.5003599136,73749.97266054101,73749.95
Balaka,FF,1.0,95944.57781228164,52199.60946892647,52199.59
Balaka,FF,1.0,113023.36308546767,74351.14205745519,74351.14
Balaka,FF,1.0,264805.57672451326,163247.84080332646,111685.51
Balaka,FF,1.0,68805.611392376,41160.901151047154,41160.88
Balaka,FF,1.0,99042.75698895073,58617.900066561866,58617.89
Balaka,FF,1.0,159977.19674529196,95905.97721059961,95905.98
Balaka,FF,1.0,144895.968558238,103572.85712645746,103572.84
Balaka,FF,1.0,108527.60809894963,60946.82297943648,60946.82
Balaka,FF,1.0,129592.74476819356,73446.06057558497,73446.04
Balaka,FF,1.0,93764.57624572956,65279.63534476216,65279.63
Balaka,FF,1.0,115592.86530920815,80872.67303281413,80872.64
Balaka,FF,1.0,77451.8774732516,44708.55677431079,44708.54
Balaka,FF,1.0,85201.77007216991,56916.7007065033,56916.7
Balaka,FF,1.0,139268.89012988942,97773.17588279617,97773.16
Balaka,FF,1.0,187550.09457755528,78938.56924121693,29832.54
Balaka,FF,1.0,71621.85536238296,34344.822832106984,34344.82
Balaka,FF,1.0,163037.41443659045,92450.83442819877,92450.83
Balaka,FF,1.0,88071.21548219526,66917.30913695475,66917.3
Balaka,FF,1.0,128870.37724480394,72619.50750897817,72619.49
Balaka,FF,1.0,130008.7551959992,72199.17794539938,72199.18
Balaka,FF,1.0,124049.14206444648,82652.9867571144,82652.96
Balaka,FF,1.0,211253.6098405591,134937.3704216492,134937.33
Balaka,FF,1.0,173125.9797022673,124576.46565761065,124576.47
Balaka,FF,1.0,170644.75374929915,78638.82333553211,48685.33
Balaka,FF,1.0,65468.017826981224,35377.07117558097,35377.04
Balaka,FF,1.0,89331.21254214672,59186.298040135625,59186.29
Balaka,FF,1.0,552224.0194200459,349550.6693692164,214346.67
Balaka,FF,1.0,140130.63166508882,84312.37175322764,84312.37
Balaka,FF,1.0,143523.20216080733,57368.97294817541,58174.36
Balaka,FF,1.0,66761.55939530763,50543.79869129591,50543.8
Balaka,FF,1.0,101891.46593759237,54753.451375854114,54753.45
Balaka,FF,1.0,282171.9914271671,166507.41246858545,99492.02
Balaka,FF,1.0,316819.72383610235,151893.0069765581,70074.42
Balaka,FF,1.0,70767.27114890447,49467.30235241249,49467.3
Balaka,FF,1.0,240332.99340247113,177425.68170823733,177425.68
Balaka,FF,1.0,129021.02898122596,73377.71406694209,73377.71
Balaka,FF,1.0,231475.3134826521,143682.43482534782,146031.39
Balaka,FF,1.0,123790.62434907233,75082.34144445576,75082.34
Balaka,FF,1.0,213435.49366409407,103935.62973821696,48648.47
Balaka,FF,1.0,133578.93799139565,90126.95906832768,90126.89
Balaka,FF,1.0,100162.64453331336,48553.37165801442,48553.36
Balaka,FF,1.0,186287.05269013142,110855.1436192347,110855.06
Balaka,FF,1.0,386197.8181537961,193226.63234058066,110492.85
Balaka,FF,1.0,182138.51084782745,121208.08384499795,121208.08
Balaka,FF,1.0,408028.32954589743,234327.587914112,124842.95
Balaka,FF,1.0,207523.2612114696,123675.50564475295,123675.51
Balaka,FF,1.0,251914.9318680584,133902.22249363552,69113.41
Balaka,FF,1.0,425274.8334066367,251691.81807564,143924.63
Balaka,FF,1.0,78618.66326933254,42673.60866911666,42673.61
Balaka,FF,1.0,231132.3472796139,151883.35250431,151883.35
Balaka,FF,1.0,141374.37646411595,79299.5263863541,79299.53
Balaka,FF,1.0,100917.20023284014,45761.64723252956,45761.65
Balaka,FF,1.0,127090.67954148552,83004.68491095639,83004.68
Balaka,FF,1.0,108987.81202264092,70025.88203469357,70025.88
Balaka,FF,1.0,188471.6570867846,114134.07639179374,114134.07
Balaka,FF,1.0,170032.38753841378,125525.57048607335,125525.57
Balaka,FF,1.0,265260.6716649651,163989.51684072992,112654.48
Balaka,FF,1.0,59124.633849938175,42817.802679435656,42817.8
Balaka,FF,1.0,132531.35125937854,56496.938095447425,56496.94
Balaka,FF,1.0,143518.14062942454,83332.67834576662,83332.67
Balaka,FF,1.0,287171.70885790896,130989.04015237837,48467.78
Balaka,FF,1.0,71180.76662830429,58077.950644796765,58077.95
Balaka,FF,1.0,387150.3034563169,284723.4244028685,229695.96
Balaka,FF,1.0,106209.20528365039,66536.39561901147,66536.39
Balaka,FF,1.0,135479.3215836217,93335.86998221224,93335.85
Balaka,FF,1.0,506939.0359262578,267567.5710213808,123439.52
Balaka,FF,1.0,111990.3440734616,72640.27161812298,72640.27
