,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,52101051011,helped,a,43493.30859375,5.065581348701985,0.0,42252.664021083285,1.2150000000000007,8820,0,8820.0,5.616656195821372e-06,0.0,1.237,5905.865192958284,0.0,5905.865192958284,2,36346.798828125,0,0.009729778363522642,0.0,-1,1.9460500963391103,1.9460500963391103,1802.0099999999989,8120.070000000011,3521.06,0.0,-2.995,9348.429067402534,606.33,606.33,0,2889.19,0.0,55.01,0.0
1,Ampara,PF,5.0,52101051021,helped,a,43493.30859375,7.09181388818278,0.0,93914.6057375128,0.7550000000000004,39546,0,39546.0,5.616656195821372e-06,0.0,0.7550000000000004,42849.96114763902,0.0,42849.96114763902,1,36346.798828125,0,0.006526245786778747,0.20994885099882285,-1,0.0,0.0,9099.27,1.3999999999999304,7826.22,0.0,0.852,65475.95182217522,3033.35,3033.35,0,10003.97,9930.27,0.02,22720.0
2,Ampara,PF,5.0,52101051041,helped,a,43493.30859375,3.0393488092211913,0.0,189890.06322699293,0.8450000000000005,68845,0,68845.0,5.616656195821372e-06,0.0,0.8450000000000005,80792.8632101656,0.0,80792.8632101656,1,36346.798828125,0,0.004589642686662065,0.17280052618737043,-1,0.0,0.0,13295.760000000024,2.4699999999981848,15824.17,0.0,0.855,41073.75980781525,4439.99,4439.99,0,15859.32,15729.05,0.04,39553.0
3,Ampara,PF,5.0,52101051051,helped,a,43493.30859375,4.052465078961589,0.0,185510.68880117586,0.8450000000000005,68896,0,68896.0,5.616656195821372e-06,0.0,0.8450000000000005,80852.7141219779,0.0,80852.7141219779,1,36346.798828125,0,0.004643500821149795,0.17911128194836576,-1,0.0,0.0,13305.62999999997,2.48000000000105,15459.22,0.0,0.841,54805.69982647957,4443.29,4443.29,0,15871.1,15740.31,0.04,40048.0
4,Ampara,PF,5.0,52101051061,helped,a,43493.30859375,6.078697618442383,0.0,119899.00962193315,1.1150000000000009,28984,0,28984.0,5.616656195821372e-06,0.0,1.1150000000000009,41839.774666038786,0.0,41839.774666038786,1,36346.798828125,0,0.005775933677332382,0.09803778086469032,-1,0.0,0.0,3309.819999999993,1.0000000000000315,9991.58,0.0,0.886,20556.331736286564,1111.05,1111.05,0,4881.65,4828.71,0.02,15672.0
5,Ampara,PF,5.0,52101051081,helped,a,43493.30859375,7.09181388818278,0.0,111920.58600889785,1.2150000000000007,22178,0,22178.0,5.616656195821372e-06,0.0,1.2150000000000007,34232.791807321555,0.0,34232.791807321555,1,36346.798828125,0,0.005978262876591124,0.07136050298034328,-1,0.0,0.0,2084.749999999998,0.7399999999986284,9326.72,0.0,0.967,15134.852773187504,701.16,701.16,0,3294.13,3255.21,0.01,10643.0
6,Ampara,PF,5.0,52101051091,helped,a,43493.30859375,6.078697618442383,0.0,93183.89750288203,0.8450000000000005,35114,0,35114.0,5.616656195821372e-06,0.0,0.8450000000000005,41207.939556420286,0.0,41207.939556420286,1,36346.798828125,0,0.006551783832808398,0.1831979826794927,-1,0.0,0.0,6781.429999999991,1.259999999997441,7765.32,0.0,0.827,41898.882222542496,2264.59,2264.59,0,8088.96,8022.53,0.02,20648.0
7,Ampara,PF,5.0,52101051101,helped,a,43493.30859375,5.065581348701985,0.0,107344.88809052586,1.1150000000000009,27195,0,27195.0,5.616656195821372e-06,0.0,1.1150000000000009,39257.2685634462,0.0,39257.2685634462,1,36346.798828125,0,0.0061043483897546946,0.10549848659924753,-1,0.0,0.0,3105.520000000008,0.9399999999979753,8945.41,0.0,0.864,16072.886996177493,1042.47,1042.47,0,4580.32,4530.5,0.02,15072.0
8,Ampara,PF,5.0,52101053011,helped,a,43493.30859375,1.8010988102314913,22499.999450683594,205349.94354133014,0.6750000000000004,88838,0,88838.0,5.616656195821372e-06,0.0,0.6750000000000004,89153.61551834243,0.0,89153.61551834243,1,36346.798828125,0,0.004413495638762264,0.2121284293735462,-1,0.0,0.0,23884.54000000002,3.0300000000006087,17112.5,0.0,0.912,43581.566141921576,7950.05,7950.05,0,24283.17,24123.84,0.04,48638.0
9,Ampara,PF,5.0,52101053021,helped,a,43493.30859375,3.6021976204629826,0.0,173356.1517292169,0.9650000000000006,51646,0,51646.0,5.616656195821372e-06,0.0,0.9650000000000006,66806.54336193207,0.0,66806.54336193207,1,36346.798828125,0,0.004803528445287456,0.1322657086857915,-1,0.0,0.0,7896.909999999992,1.849999999997674,14446.35,0.0,0.873,28980.076098362915,2643.2,2643.2,0,10406.73,10308.64,0.04,28974.0
