,district,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcsoc,pov_line,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,521411,helped,a,5.330590823111983,0.0,52153.133146515145,90707.10261606141,298482.23822773044,0.9650000000000006,29874,0,29874.0,3.5150604329970725e-07,0.0,0.9650000000000006,37906.95349941173,0.0,37906.95349941173,1,45477.532103761216,500.0,50.0,0,0.006640630996587727,0.1745590021304252,-1,0.0,0.0,17.23999999998781,0.09000000000015868,7558.93,0.0,0.851,93.60517485378143,5.34,5.34,0,22.29,22.29,0.0,16679.0
1,Ampara,PF,5.0,521421,helped,a,6.663238528889979,0.0,52153.133146515145,71038.14272407509,233759.24517809914,1.2150000000000007,15243,0,15243.0,3.5150604329970725e-07,0.0,1.2150000000000007,23152.508458577122,0.0,23152.508458577122,1,45477.532103761216,500.0,50.0,0,0.007503850906151574,0.08902154050028276,-1,0.0,0.0,1.2800000000031069,0.09000000000036118,5919.85,0.0,0.938,8.728842472866575,0.4,0.4,0,1.99,1.99,0.0,7409.0
2,Ampara,PF,5.0,521431,helped,a,5.330590823111983,0.0,52153.133146515145,100221.13958803574,329789.2799926544,0.8450000000000005,38200,0,38200.0,3.5150604329970725e-07,0.0,0.8450000000000005,43887.768885235586,0.0,43887.768885235586,1,45477.532103761216,500.0,50.0,0,0.006317573849511907,0.21794977885155634,-1,0.0,0.0,55.79000000000083,0.09000000000021152,8351.76,0.0,0.869,302.297805578685,17.23,17.23,0,65.15,65.15,0.0,21066.0
3,Ampara,PF,5.0,521441,helped,a,1.3326477057779957,0.0,52153.133146515145,107721.77380290077,354470.98654056026,0.6450000000000004,59923,0,59923.0,3.5150604329970725e-07,0.0,0.6450000000000004,56860.60353167465,0.0,56860.60353167465,1,45477.532103761216,500.0,50.0,0,0.006093660404171818,0.3796182850482712,-1,0.0,0.0,410.48000000000286,0.09999999999999591,8976.81,0.0,0.845,553.8617129983966,126.3,126.3,0,394.37,394.37,0.0,32979.0
4,Ampara,PF,5.0,521451,helped,a,1.3326477057779957,0.0,52153.133146515145,109120.75787826309,359074.5058462817,0.7550000000000004,50544,0,50544.0,3.5150604329970725e-07,0.0,0.7550000000000004,53520.762265323225,0.0,53520.762265323225,1,45477.532103761216,500.0,50.0,0,0.006054472470980994,0.28979254039994407,-1,0.0,0.0,147.99000000000711,0.09000000000091585,9093.4,0.0,0.841,200.1103794996333,45.63,45.63,0,159.0,159.0,0.0,28366.0
5,Ampara,PF,5.0,521471,helped,a,7.995886234667974,720.0,52153.133146515145,46939.69676644827,152220.96471851468,1.2150000000000007,11307,0,11307.0,3.5150604329970725e-07,0.0,0.067,3936.149301412562,0.0,3936.149301412562,3,45477.532103761216,500.0,50.0,0,0.009231236038342411,0.169538899935142,-1,7.726396917148325,7.726396917148325,7446.410000000008,0.0299999999986289,3911.64,2795.0,7.745,59617.56764227152,2265.85,2265.85,0,2765.4,2765.4,0.0,2795.0
6,Ampara,PF,5.0,521481,helped,a,5.330590823111983,1050.0,52153.133146515145,109499.80694192546,357055.80042100244,0.9650000000000006,34542,0,34542.0,3.5150604329970725e-07,0.0,0.9650000000000006,43830.1740330633,0.0,43830.1740330633,1,45477.532103761216,500.0,50.0,0,0.0060439841801936366,0.16403750953021204,-1,0.0,0.0,19.980000000002825,0.09999999999930047,9124.98,0.0,0.875,108.47752325034392,6.18,6.18,0,25.82,25.82,0.0,18847.0
7,Ampara,PF,5.0,522211,helped,a,6.195368639664273,75.0,52153.133146515145,268528.37644922995,883390.4708798284,0.7550000000000004,125478,0,125478.0,3.5150604329970725e-07,0.0,0.7550000000000004,132867.96224714187,0.0,132867.96224714187,1,45477.532103761216,500.0,50.0,0,0.0038595342798882974,0.2934193532282248,-1,0.0,0.0,367.42000000002594,0.09999999999921387,22377.36,0.0,0.816,2309.6334288670014,113.29,113.29,0,394.75,394.75,0.0,71749.0
8,Ampara,PF,5.0,522221,helped,a,6.195368639664273,10000.0,52153.133146515145,122426.23074637148,371752.8468531203,1.2150000000000007,26820,0,26820.0,3.5150604329970725e-07,0.0,1.2150000000000007,40736.95103139423,0.0,40736.95103139423,1,45477.532103761216,500.0,50.0,0,0.0057160070574490815,0.09198935357015646,-1,0.0,0.0,2.239999999997338,0.09000000000032476,10202.19,0.0,0.938,14.187394184814691,0.7,0.7,0,3.48,3.48,0.0,13036.0
9,Ampara,PF,5.0,522231,helped,a,7.744210799580341,94080.0,52153.133146515145,95085.54466814139,20255.484945174856,1.2150000000000007,1453,0,1453.0,3.5150604329970725e-07,0.0,1.2150000000000007,2208.8470661646315,0.0,2208.8470661646315,1,45477.532103761216,500.0,50.0,0,0.006485937305720063,0.0,-1,0.0,0.0,0.2100000000007083,6104.759999999974,7923.8,0.0,10.0,1.6262842679173568,0.1,0.1,0,0.36,0.0,0.01,0.0
