region,hazard,rp,c,di0,dc_post_reco
ARMM,PF,200,20687.771000000004,4205.345309621066,98.63
ARMM,PF,200,11868.832,3339.478142351244,1922.1
ARMM,PF,200,16596.479,3397.2312230369316,1973.92
ARMM,PF,200,15923.284000000005,2852.076156745368,1481.96
ARMM,PF,200,19582.527,3873.1659721790734,292.72
ARMM,PF,200,26568.811,3029.6636556757453,2.17
ARMM,PF,200,31955.139,3830.4640243299373,2.74
ARMM,PF,200,17021.527,6674.857617537735,4932.73
ARMM,PF,200,57369.64800000001,18356.49112177337,1192.57
ARMM,PF,200,23259.92,8774.127330103174,7725.82
ARMM,PF,200,21151.076,8267.547563824053,6367.87
ARMM,PF,200,24809.822000000004,3249.570520882991,3.27
ARMM,PF,200,20037.805000000004,6870.229051803044,5115.76
ARMM,PF,200,19703.607,7291.050506484253,5490.6
ARMM,PF,200,21984.320000000003,8798.037640028242,6458.41
ARMM,PF,200,91218.422,8713.235740827333,2.09
ARMM,PF,200,24011.458999999995,5918.98226958764,211.04
ARMM,PF,200,12722.372,5593.737305936716,3955.65
ARMM,PF,200,10973.9,3866.1377128174254,2397.6
ARMM,PF,200,18948.289,8198.685871239857,6300.01
ARMM,PF,200,17829.258,6125.821402802576,4432.08
ARMM,PF,200,24965.461,7034.094375822848,341.06
ARMM,PF,200,26197.689,7703.901857857103,383.89
ARMM,PF,200,41797.527,11303.519316043095,339.66
ARMM,PF,200,23594.47700000001,6376.082646684961,306.57
ARMM,PF,200,17355.432,4043.3928103952667,2554.59
ARMM,PF,200,27265.754000000004,11471.210289650913,3237.73
ARMM,PF,200,33564.16,15142.25929807893,3063.29
ARMM,PF,200,30461.307000000004,9072.209193835695,437.42
ARMM,PF,200,27436.578,7272.24106267653,232.81
ARMM,PF,200,27390.865000000005,13117.196024892637,11871.19
ARMM,PF,200,17746.475000000002,2358.831775141101,694.77
ARMM,PF,200,15868.706000000002,5289.916967822177,3681.79
ARMM,PF,200,15656.256000000005,7487.752656134484,5668.52
ARMM,PF,200,18050.977000000006,8272.967234073736,6372.8
ARMM,PF,200,11319.878,4650.71468249201,3104.51
ARMM,PF,200,16887.494,7318.786465997331,5518.15
ARMM,PF,200,26400.69100000001,12588.937577614784,10864.28
ARMM,PF,200,94694.65600000002,8477.32068289999,1.07
ARMM,PF,200,109677.98,11574.184024394875,4.76
ARMM,PF,200,29495.68,2180.9390692985908,0.34
ARMM,PF,200,23829.5,3560.404549908882,7.69
ARMM,PF,200,45414.45300000001,4284.4087344399595,0.56
ARMM,PF,200,21020.487999999994,2805.795168673717,4.07
ARMM,PF,200,50009.258000000016,18024.548033913718,1508.12
ARMM,PF,200,69618.69500000004,23297.249578589843,1513.51
ARMM,PF,200,88180.22700000001,16396.41533008271,120.92
ARMM,PF,200,18537.318,1518.4705571744435,0.34
ARMM,PF,200,15421.942000000005,6450.364009518841,4734.78
ARMM,PF,200,18944.676,7098.174006422032,5313.83
ARMM,PF,200,22283.68899999999,3306.9844016028637,8.8
ARMM,PF,200,59133.09400000003,7655.443629742297,8.53
ARMM,PF,200,23404.612999999998,7890.7210794049715,2209.68
ARMM,PF,200,24715.367,10732.859919164794,9203.57
ARMM,PF,200,16872.609000000004,6126.14020693491,4432.35
ARMM,PF,200,14646.375000000005,4340.518261730786,2829.08
ARMM,PF,200,20542.379,1885.0888344924085,0.34
ARMM,PF,200,35660.316000000006,11410.637504507406,679.5
ARMM,PF,200,58101.75000000001,11000.655390325559,81.15
ARMM,PF,200,21375.674000000006,7926.745946358743,5849.07
ARMM,PF,200,21290.01,8523.547282088455,6599.5
ARMM,PF,200,21300.088,3023.5383910580085,5.79
ARMM,PF,200,19360.771000000004,1624.3070542429934,0.34
ARMM,PF,200,18619.412,1610.279672420287,0.35
ARMM,PF,200,20754.609000000004,1819.733987363888,0.35
ARMM,PF,200,21125.16,3690.157831768921,26.25
ARMM,PF,200,15096.342,3892.917259933503,2421.84
ARMM,PF,200,17920.682000000004,7987.956339766919,6113.01
ARMM,PF,200,18558.637,6360.142440068248,4643.49
ARMM,PF,200,27171.596000000005,9220.134311238788,847.91
ARMM,PF,200,21986.119,7597.421277657465,6465.06
ARMM,PF,200,29024.096,9651.83395561992,766.53
ARMM,PF,200,19983.455,8763.639168071959,6815.06
ARMM,PF,200,19451.166,8305.83735901893,6405.52
ARMM,PF,200,57683.86700000001,22154.97437243623,2185.3
ARMM,PF,200,33965.035,9594.410362599194,344.14
ARMM,PF,200,35492.949000000015,8004.5341546483,130.71
ARMM,PF,200,31432.369,5511.804643926814,31.09
ARMM,PF,200,32861.84,12553.86912305802,1343.29
ARMM,PF,200,24064.369,2932.0416050780786,1.95
ARMM,PF,200,24778.27000000001,5574.60905799666,89.23
ARMM,PF,200,16240.928000000002,5940.277397784042,4266.47
ARMM,PF,200,22363.041000000005,9908.43243294843,7860.96
ARMM,PF,200,21601.352000000006,5808.61129113,730.51
ARMM,PF,200,23784.754,2698.039371944741,1.05
ARMM,PF,200,19694.582,7442.163665210686,5624.19
ARMM,PF,200,22718.94100000001,5979.490306061156,323.28
ARMM,PF,200,20422.482000000004,4340.518261730786,184.98
ARMM,PF,200,15305.591,4333.185766687099,2821.05
ARMM,PF,200,19194.842000000004,7335.04547674638,5534.64
ARMM,PF,200,19761.375,7718.248043812144,5881.43
ARMM,PF,200,16993.393000000004,4137.440029433871,2639.9
ARMM,PF,200,18867.148000000005,8022.705990191352,6146.87
ARMM,PF,200,20835.127000000008,8017.923928206338,6142.22
ARMM,PF,200,27180.305000000004,10105.453386730996,1380.77
ARMM,PF,200,37058.652,7661.500908256648,88.0
ARMM,PF,200,18815.473,7929.615183549749,6072.65
ARMM,PF,200,22659.55300000001,6567.046321953175,703.56
ARMM,PF,200,23567.924000000006,2531.307095980972,0.93
ARMM,PF,200,34370.57,7824.091015747115,127.76
ARMM,PF,200,24317.359000000004,5335.871381918039,100.42
ARMM,PF,200,34230.098,1918.5811573368899,0.4
ARMM,PF,200,23432.035,3373.947643598749,7.72
ARMM,PF,200,31303.672000000002,2809.700070631295,0.73
ARMM,PF,200,26044.132999999998,4735.854810426088,33.05
ARMM,PF,200,24697.236000000008,3063.070103467455,2.0
ARMM,PF,200,97789.19500000002,16273.994543266359,70.28
ARMM,PF,200,38397.26600000002,2742.353146339201,0.34
ARMM,PF,200,42290.500000000015,4332.950210841263,1.78
ARMM,PF,200,23162.896,4152.742627785915,27.58
ARMM,PF,200,32337.49,3437.397953759701,1.45
ARMM,PF,200,39244.691000000006,4628.410047987756,3.28
ARMM,PF,200,31648.129000000004,10767.290765456892,798.45
ARMM,PF,200,55117.59,9017.722824107384,38.96
ARMM,PF,200,47389.16,6112.120594952501,6.83
ARMM,PF,200,38914.445,4239.529870290254,1.75
ARMM,PF,200,61740.89500000001,9030.445852499908,20.8
ARMM,PF,200,21247.574,3240.659898033146,13.94
ARMM,PF,200,23345.209,4610.30980597734,70.49
ARMM,PF,200,21543.236000000008,6055.404538759257,1513.95
ARMM,PF,200,19075.877,2379.872847875161,4.02
ARMM,PF,200,28894.041000000016,2663.289721520308,0.35
ARMM,PF,200,22224.945,1948.0008309697337,0.44
ARMM,PF,200,68158.69499999998,5550.725270140932,0.81
ARMM,PF,200,39247.11300000001,4984.098095966687,11.52
ARMM,PF,200,40860.16399999998,7863.377737506232,69.24
ARMM,PF,200,31465.03100000001,8060.682531141248,216.22
ARMM,PF,200,33157.059,5457.951781713202,23.54
ARMM,PF,200,60103.85500000003,11486.194083870625,84.7
ARMM,PF,200,39787.703,7322.656514672438,53.99
ARMM,PF,200,26244.441000000006,4835.30227511354,25.69
ARMM,PF,200,43835.836,7066.612397320941,23.32
ARMM,PF,200,40239.371000000014,4020.757716999536,0.97
ARMM,PF,200,32858.781,3215.139674590892,0.81
ARMM,PF,200,22302.48,10552.41678026361,8431.29
ARMM,PF,200,29334.951,3760.61354501479,4.22
ARMM,PF,200,20484.055000000004,3293.565491145116,18.11
ARMM,PF,200,14867.815,9792.706532911096,7748.73
ARMM,PF,200,16967.980000000003,3733.5151937663786,2280.09
ARMM,PF,200,16436.938000000006,3384.1058647280424,1962.62
ARMM,PF,200,46654.762,5633.587822478497,4.0
ARMM,PF,200,15612.133,4010.55598476484,2530.35
ARMM,PF,200,28304.041000000005,9074.1220186297,628.9
ARMM,PF,200,49793.043,9278.475467455955,68.42
ARMM,PF,200,40903.20700000002,4372.398674964212,1.79
ARMM,PF,200,138031.55,21268.38008041469,48.99
ARMM,PF,200,34174.70700000002,5904.252530830274,25.54
ARMM,PF,200,64320.97300000003,27878.783764365322,4160.76
ARMM,PF,200,31931.352000000003,5279.396431455147,22.82
ARMM,PF,200,27494.529,3547.3335804831777,3.96
ARMM,PF,200,15992.621000000005,1858.6280915086654,468.04
ARMM,PF,200,19181.266,2220.1519775757033,2.65
ARMM,PF,200,19186.674000000006,2354.368517288422,3.23
ARMM,PF,200,18631.195000000003,3036.290556351378,235.53
ARMM,PF,200,25125.63700000001,6565.771105423838,219.38
ARMM,PF,200,25898.225,2844.370468686161,1.16
ARMM,PF,200,23429.666,5475.779776973044,120.87
ARMM,PF,200,30167.178,2739.165105015859,0.35
ARMM,PF,200,24813.227000000006,10718.832537342087,9299.17
ARMM,PF,200,26562.42000000001,3949.345591356665,8.08
ARMM,PF,200,23504.504000000008,1926.533371695861,0.33
ARMM,PF,200,29609.715,2626.3084421695357,0.35
ARMM,PF,200,25743.31600000001,7067.5688097179445,267.28
ARMM,PF,200,23269.025,6531.34025913174,431.82
ARMM,PF,200,25064.193000000007,3137.989074566004,3.29
ARMM,PF,200,22448.301000000003,7485.202223075809,5734.09
ARMM,PF,200,17918.141,6202.6531986951295,4509.02
ARMM,PF,200,21455.77700000001,2935.5484505337563,5.1
ARMM,PF,200,25770.037000000004,7178.193843637929,312.22
ARMM,PF,200,49444.895,4365.703788185192,0.57
ARMM,PF,200,10598.167999999998,1495.867838113965,97.41
ARMM,PF,200,14621.492000000006,1358.7792862661545,26.57
ARMM,PF,200,11548.568,992.4458971122356,2.52
ARMM,PF,200,10558.956000000002,877.3656218417105,1.31
ARMM,PF,200,22763.423999999995,3084.768209067438,5.3
ARMM,PF,200,15185.084,2515.045799984883,1179.16
ARMM,PF,200,18322.338000000003,1177.343660710378,0.32
ARMM,PF,200,20666.709,2596.7276439614,5.15
ARMM,PF,200,9800.340800000002,856.0538439851468,1.67
ARMM,PF,200,15160.354,1060.3716810432588,1.86
ARMM,PF,200,11455.414,729.8164723905687,0.35
ARMM,PF,200,11053.685,913.0550350052864,1.08
ARMM,PF,200,51411.79300000001,3749.774204515425,0.35
ARMM,PF,200,50866.141,6612.954117009307,7.39
ARMM,PF,200,8716.0879,389.3736182309285,0.0
ARMM,PF,200,25061.65600000001,4123.731451743498,12.77
ARMM,PF,200,17208.306999999993,2444.6289359406633,1684.0
ARMM,PF,200,28816.596,2655.638422344286,0.35
ARMM,PF,200,20055.463,2112.0773767143933,1.01
ARMM,PF,200,12789.576000000001,1414.5586573845246,47.02
ARMM,PF,200,22885.951,2951.208702216553,3.08
ARMM,PF,200,47320.05500000001,4730.415715575572,1.12
ARMM,PF,200,21476.264,2330.517975362704,1.68
ARMM,PF,200,64701.934,13896.990932582205,159.6
ARMM,PF,200,44415.754,8619.188521788728,63.6
ARMM,PF,200,24704.49,1961.4254691877163,0.38
ARMM,PF,200,15248.326999999996,2344.250033340365,1025.24
ARMM,PF,200,40208.29700000001,8113.2463637742785,71.48
ARMM,PF,200,18335.748,3019.3939373376634,1439.88
ARMM,PF,200,17636.271,1349.5626408375815,0.36
ARMM,PF,200,14508.188,1877.5411331831226,421.74
ARMM,PF,200,13786.458000000002,2823.0105918197664,1457.14
ARMM,PF,200,74818.66400000003,11792.564855043835,38.88
ARMM,PF,200,27118.787000000004,2682.4179694603627,0.69
ARMM,PF,200,26917.188,7136.111698169807,238.98
ARMM,PF,200,13192.923,1208.4036337526572,17.58
ARMM,PF,200,12857.713,1847.5233645292685,375.06
ARMM,PF,200,13553.721,1400.2120299630633,37.94
ARMM,PF,200,22531.137,1455.9784723705106,0.32
ARMM,PF,200,18147.752,2233.860555266076,14.0
ARMM,PF,200,20541.043,1797.796934326525,0.35
ARMM,PF,200,22356.666000000005,2486.0346239424657,0.93
ARMM,PF,200,19863.234000000008,2162.4484296232044,1.06
ARMM,PF,200,13408.594,1229.3242739613015,10.15
ARMM,PF,200,60033.55500000001,5079.18743634924,0.35
ARMM,PF,200,20445.604,1637.7356769982134,0.34
ARMM,PF,200,22661.27,2257.7709817387413,0.46
ARMM,PF,200,16585.995999999996,1836.4192850299314,1061.7
ARMM,PF,200,33730.59399999998,12801.27148953587,1336.93
ARMM,PF,200,24957.184,3549.0570984757674,11.13
ARMM,PF,200,15564.938999999995,2432.156725577979,1103.72
ARMM,PF,200,35220.828,4428.198721930664,4.94
ARMM,PF,200,36785.434,2331.5700165596727,0.37
ARMM,PF,200,23209.229,3425.2315977991607,7.87
ARMM,PF,200,20278.121000000006,2382.4854396532737,3.08
ARMM,PF,200,55789.80500000001,5039.974528072127,0.69
ARMM,PF,200,18798.201,2156.2494993269197,8.5
ARMM,PF,200,14715.937000000005,1078.0224559207775,5.41
ARMM,PF,200,14799.188000000002,2376.117833198367,1053.31
ARMM,PF,200,37426.47300000001,4519.386804570542,3.2
