,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,52101051011,helped,a,43493.30859375,5.065581348701985,0.0,42252.664021083285,1.2150000000000007,8820,0,8820.0,1.932345821839642e-05,0.0,0.374,5905.865192958284,0.0,5905.865192958284,2,36346.798828125,0,0.009729778363522642,0.0,-1,0.15414258188824662,0.15414258188824662,8347.599999999999,17624.430000000004,3521.06,0.0,-2.995,42591.25601244583,2762.42,2762.42,0,5907.0,0.0,113.41,0.0
1,Ampara,PF,5.0,52101051021,helped,a,43493.30859375,7.09181388818278,0.0,93914.6057375128,0.7550000000000004,39546,0,39546.0,1.932345821839642e-05,0.0,0.7550000000000004,42849.96114763902,0.0,42849.96114763902,1,36346.798828125,0,0.006526245786778747,0.022739295451760875,-1,0.0,0.0,35201.439999999995,5093.19,7826.22,22720.0,0.852,253300.23143397414,11734.81,11734.81,0,38701.35,22720.0,302.53,22720.0
2,Ampara,PF,5.0,52101051041,helped,a,43493.30859375,3.0393488092211913,0.0,189890.06322699293,0.8450000000000005,68845,0,68845.0,1.932345821839642e-05,0.0,0.8450000000000005,80792.8632101656,0.0,80792.8632101656,1,36346.798828125,0,0.004589642686662065,0.018964523111274154,-1,0.0,0.0,60437.340000000004,10244.3,15824.17,39553.0,0.855,186705.3433476842,20182.46,20182.46,0,72090.29,39553.0,615.68,39553.0
3,Ampara,PF,5.0,52101051051,helped,a,43493.30859375,4.052465078961589,0.0,185510.68880117586,0.8450000000000005,68896,0,68896.0,1.932345821839642e-05,0.0,0.8450000000000005,80852.7141219779,0.0,80852.7141219779,1,36346.798828125,0,0.004643500821149795,0.019794761475192733,-1,0.0,0.0,60482.109999999986,9947.0,15459.22,40048.0,0.841,249124.88548265575,20197.41,20197.41,0,72143.7,40048.0,607.16,40048.0
4,Ampara,PF,5.0,52101051061,helped,a,43493.30859375,6.078697618442383,0.0,119899.00962193315,1.1150000000000009,28984,0,28984.0,1.932345821839642e-05,0.0,1.1150000000000009,41839.774666038786,0.0,41839.774666038786,1,36346.798828125,0,0.005775933677332382,0.011106996220561622,-1,0.0,0.0,24407.109999999997,6481.790000000001,9991.58,15672.0,0.886,151585.33352876425,8193.03,8193.03,0,35997.94,15672.0,384.24,15672.0
5,Ampara,PF,5.0,52101051081,helped,a,43493.30859375,7.09181388818278,0.0,111920.58600889785,1.2150000000000007,22178,0,22178.0,1.932345821839642e-05,0.0,1.2150000000000007,34232.791807321555,0.0,34232.791807321555,1,36346.798828125,0,0.005978262876591124,0.00784320600427742,-1,0.0,0.0,18390.200000000004,6155.199999999998,9326.72,10643.0,0.967,133509.0698961514,6185.17,6185.17,0,29058.52,10643.0,348.32,10643.0
6,Ampara,PF,5.0,52101051091,helped,a,43493.30859375,6.078697618442383,0.0,93183.89750288203,0.8450000000000005,35114,0,35114.0,1.932345821839642e-05,0.0,0.8450000000000005,41207.939556420286,0.0,41207.939556420286,1,36346.798828125,0,0.006551783832808398,0.020426998781639966,-1,0.0,0.0,30825.709999999995,4992.439999999998,7765.32,20648.0,0.827,190455.93017175118,10293.95,10293.95,0,36769.24,20648.0,304.89,20648.0
7,Ampara,PF,5.0,52101051101,helped,a,43493.30859375,5.065581348701985,0.0,107344.88809052586,1.1150000000000009,27195,0,27195.0,1.932345821839642e-05,0.0,1.1150000000000009,39257.2685634462,0.0,39257.2685634462,1,36346.798828125,0,0.0061043483897546946,0.012030589952805853,-1,0.0,0.0,22900.620000000003,5708.8899999999985,8945.41,15072.0,0.864,118524.11780623466,7687.33,7687.33,0,33776.02,15072.0,353.44,15072.0
8,Ampara,PF,5.0,52101053011,helped,a,43493.30859375,1.8010988102314913,22499.999450683594,205349.94354133014,0.6750000000000004,88838,0,88838.0,1.932345821839642e-05,0.0,0.6750000000000004,89153.61551834243,0.0,89153.61551834243,1,36346.798828125,0,0.004413495638762264,0.022154511469562817,-1,0.0,0.0,80059.37000000002,11558.08,17112.5,48638.0,0.912,146082.44164096972,26648.05,26648.05,0,81395.55,48638.0,621.01,48638.0
9,Ampara,PF,5.0,52101053021,helped,a,43493.30859375,3.6021976204629826,0.0,173356.1517292169,0.9650000000000006,51646,0,51646.0,1.932345821839642e-05,0.0,0.9650000000000006,66806.54336193207,0.0,66806.54336193207,1,36346.798828125,0,0.004803528445287456,0.014659268356315378,-1,0.0,0.0,44507.84,9344.02,14446.35,28974.0,0.873,163334.95101231989,14897.37,14897.37,0,58653.5,28974.0,561.42,28974.0
