,region,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcexp,pcsoc,c,pov_line,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
1292995,NCR,EQ,500,1376113218001,not_helped,na,229.48881422994347,733809.8554388257,142554.2574035826,733809.8554388257,22302.6775,0.6450000000000004,0,0,0.0,0.02665105372884609,0.0,0.6450000000000004,4176.025504735204,0.0,4176.025504735204,0,15573.959716184301,0,0.0023347383958166766,0.00036804715229031223,-1,0.0,0.0,0.0,-1209.98,370.57,0.0,10.0,0.0,3799.22,3799.22,0.0,3799.22,3799.22,0.0,4176.03
1293046,NCR,EQ,500,1376220218001,not_helped,na,407.54605848320915,1036599.5963137377,98958.23927499012,1036599.5963137378,22302.6775,0.6750000000000004,0,0,0.0,0.02665105372884609,0.0,0.6750000000000004,2898.9111840139403,0.0,2898.9111840139403,0,15573.959716184301,0,0.001964375360109377,0.00018048357404072934,-1,0.0,0.0,0.0,-1209.98,1296.53,0.0,10.0,0.0,2637.34,2637.34,0.0,2637.34,2637.34,0.0,2898.91
1293053,NCR,EQ,500,1376225211130,not_helped,na,383.38556117058374,570660.9413901044,28809.921383941528,570660.9413901045,22302.6775,0.8450000000000005,0,0,0.0,0.02665105372884609,0.0,0.8450000000000005,843.9661408929086,0.0,843.9661408929086,0,15573.959716184301,0,0.0026475301919215858,9.535611659641422e-05,-1,0.0,0.0,0.0,-1209.98,238.5,0.0,10.0,0.0,767.81,767.81,0.0,767.81,767.81,0.0,843.97
1293096,NCR,EQ,500,1376410938002,not_helped,na,257.4141579085154,458509.6567174171,2552.6239142103504,458509.65671741724,22302.6775,0.5850000000000003,0,0,0.0,0.02665105372884609,0.0,0.5850000000000003,74.77730068461311,0.0,74.77730068461311,0,15573.959716184301,0,0.002953627699628092,1.0505412475212902e-05,-1,0.0,0.0,0.0,-1209.98,8.89,0.0,10.0,0.0,68.03,68.03,0.0,68.03,68.03,0.0,74.78
1293098,NCR,EQ,500,1376410978005,not_helped,na,128.70707418022954,622172.3428918739,133979.66433870106,622172.3428918739,22302.6775,0.8450000000000005,0,0,0.0,0.02665105372884609,0.0,0.8450000000000005,3924.8389040411507,0.0,3924.8389040411507,0,15573.959716184301,0,0.0025355643957122804,0.00040815898663486695,-1,0.0,0.0,0.0,-1209.98,95.06,0.0,10.0,0.0,3570.7,3570.7,0.0,3570.7,3570.7,0.0,3924.84
1293186,NCR,EQ,500,1376757128001,not_helped,na,99.33935336651673,539053.0529390214,28474.475339826135,539053.0529390215,22302.6775,0.6450000000000004,0,0,0.0,0.02665105372884609,0.0,0.6450000000000004,834.1394877911177,0.0,834.1394877911177,0,15573.959716184301,0,0.0027240447679512695,9.977670662908527e-05,-1,0.0,0.0,0.0,-1209.98,154.9,0.0,10.0,0.0,758.87,758.87,0.0,758.87,758.87,0.0,834.14
1293400,NCR,EQ,500,13744252026149,not_helped,na,184.2024497157734,589017.3727018168,76270.91207761753,589017.372701817,22302.6775,1.0350000000000006,0,0,0.0,0.02665105372884609,0.0,1.0350000000000006,2234.3020819351723,0.0,2234.3020819351723,0,15573.959716184301,0,0.002605949189008147,0.0002449861128122315,-1,0.0,0.0,0.0,-1209.98,160.7,0.0,10.0,0.0,2032.7,2032.7,0.0,2032.7,2032.7,0.0,2234.3
1293408,NCR,EQ,500,13744271218008,not_helped,na,122.61104120801389,549203.9497373898,9120.91138609875,549203.94973739,22302.6775,0.6450000000000004,0,0,0.0,0.02665105372884609,0.0,0.6450000000000004,267.19060706089346,0.0,267.19060706089346,0,15573.959716184301,0,0.0026987531963188127,3.1345609312165615e-05,-1,0.0,0.0,0.0,-1209.98,233.77,0.0,10.0,0.0,243.08,243.08,0.0,243.08,243.08,0.0,267.19
1293427,NCR,EQ,500,13744812138006,not_helped,na,127.17661622509944,509306.64262985,29418.780380902357,509306.6426298501,22302.6775,0.7550000000000004,0,0,0.0,0.02665105372884609,0.0,0.7550000000000004,861.802231841056,0.0,861.802231841056,0,15573.959716184301,0,0.0028024658261058687,0.00010911789395860573,-1,0.0,0.0,0.0,-1209.98,72.86,0.0,10.0,0.0,784.04,784.04,0.0,784.04,784.04,0.0,861.8
1293566,NCR,EQ,500,13764109168010,not_helped,na,160.8838427252869,810751.9565144611,223454.1615587447,810751.9565144613,22302.6775,0.6450000000000004,0,0,0.0,0.02665105372884609,0.0,0.6450000000000004,6545.930614802439,0.0,6545.930614802439,0,15573.959716184301,0,0.002221191449430858,0.0005230679506755576,-1,0.0,0.0,0.0,-1209.98,359.99,0.0,10.0,0.0,5955.29,5955.29,0.0,5955.29,5955.29,0.0,6545.93
1293761,NCR,EQ,500,137641325118003,not_helped,na,79.40378506395727,495650.9017348738,5447.9225249437095,495650.9017348738,22302.6775,0.5650000000000003,0,0,0.0,0.02665105372884609,0.0,0.5650000000000003,159.59301269815728,0.0,159.59301269815728,0,15573.959716184301,0,0.002840809066475474,2.0743007654190935e-05,-1,0.0,0.0,0.0,-1209.98,100.43,0.0,10.0,0.0,145.19,145.19,0.0,145.19,145.19,0.0,159.59
1293797,NCR,EQ,1000,137622211,helped,a,1644.5016799999999,456541.902354617,0.0,456541.90235461696,22302.6775,0.7950000000000005,187348,5434,192782.0,0.035060437888598674,1712.0246332061447,0.7950000000000005,207967.12760800612,1712.0246332061447,209679.15224121226,1,15573.959716184301,0,0.0029599861133797443,0.04495218397348201,-1,0.0,0.0,168299.04,-1209.98,187.3,0.0,10.0,284578249.78842175,54520.24,53023.94,1496.3,188317.98,188317.98,0.0,209679.15
1293854,NCR,EQ,1000,1376222231,helped,a,1233.37626,818633.655730049,14971.133295645324,818633.6557300492,22302.6775,0.5850000000000003,478778,13887,492665.0,0.035060437888598674,4375.209069071353,0.5850000000000003,431496.4129880634,4375.209069071353,435871.62205713475,1,15573.959716184301,0,0.002210472915520725,0.05845144939352677,-1,0.0,0.0,442453.45999999996,-1209.98,1079.18,0.0,10.0,560681255.3773416,143747.25,139923.35,3823.9,402582.52,402582.52,0.0,435871.62
1293879,NCR,EQ,1000,1376473795,helped,a,1457.247085,729663.1272301739,36235.22141345029,729663.1272301743,22302.6775,0.4950000000000002,490014,14213,504227.0,0.035060437888598674,4477.917944747688,0.4950000000000002,398315.65411531203,4477.917944747688,402793.5720600597,1,15573.959716184301,0,0.0023413632401801028,0.0628848634229312,-1,0.0,0.0,458367.35000000003,-1209.98,677.16,0.0,10.0,686056499.4418727,149596.35,145682.68,3913.67,376488.19,376488.19,0.0,402793.57
1293913,NCR,EQ,1000,13391700373,helped,a,730.6680565,591675.59483944,44614.12517134585,591675.5948394402,22302.6775,0.8450000000000005,204149,5921,210070.0,0.035060437888598674,1865.4578309189517,0.8450000000000005,238518.770199548,1865.4578309189517,240384.22803046694,1,15573.959716184301,0,0.0026000887226789167,0.03722534858705755,-1,0.0,0.0,182159.18000000002,-1209.98,487.63,0.0,10.0,136879037.4084242,60585.28,58954.88,1630.4,214509.79,214509.79,0.0,240384.24
1293994,NCR,EQ,1000,13744134215,helped,a,1068.076545,594255.6231816565,15690.018131425215,594255.6231816566,22302.6775,0.6750000000000004,293544,8514,302058.0,0.035060437888598674,2682.402967816915,0.6750000000000004,291221.3456357695,2682.402967816915,293903.7486035864,1,15573.959716184301,0,0.002594438292629519,0.051148362902230696,-1,0.0,0.0,268000.03,-1209.98,496.53,0.0,10.0,294192292.2663665,87330.03,84985.63,2344.4,268230.05,268230.05,0.0,293903.75
1294003,NCR,EQ,1000,13744288537,helped,a,607.6635765000001,618475.9062801264,0.0,618475.9062801264,22302.6775,0.7150000000000004,290211,8417,298628.0,0.035060437888598674,2651.842351434693,0.7150000000000004,298934.13346289826,2651.842351434693,301585.97581433295,1,15573.959716184301,0,0.0025431302446479696,0.04979846024523651,-1,0.0,0.0,263531.4700000001,-1209.98,641.24,0.0,10.0,164608691.4585265,85345.36,83027.67,2317.69,273770.36,273770.36,0.0,301585.98
1294031,NCR,EQ,1000,13744812492,helped,a,632.6826055000001,876443.2286835541,0.0,876443.2286835543,22302.6775,0.5850000000000003,510839,14817,525656.0,0.035060437888598674,4668.212916859669,0.5850000000000003,459784.67801111424,4668.212916859669,464452.8909279739,1,15573.959716184301,0,0.002136328826315542,0.057971212837511735,-1,0.0,0.0,472082.01,-1209.98,1299.41,0.0,10.0,306871287.09959006,152813.16,148733.17,4079.99,428981.14,428981.14,0.0,464452.89
1294158,NCR,EQ,1000,13762252680,helped,a,1525.82369,1051435.4642089412,49926.942930330304,1051435.4642089414,22302.6775,0.6450000000000004,528023,15315,543338.0,0.035060437888598674,4825.111751481802,0.6450000000000004,508828.50374285644,4825.111751481802,513653.6154943382,1,15573.959716184301,0,0.0019504673507496563,0.05026162248484787,-1,0.0,0.0,484029.39,-1209.98,1721.26,0.0,10.0,758966969.905711,158464.85,154247.74,4217.11,470663.81,470663.81,0.0,513653.62
1294338,NCR,EQ,1000,133917105166,helped,a,912.7952449999999,475476.14778363577,0.0,475476.1477836359,22302.6775,0.9050000000000006,163168,4732,167900.0,0.035060437888598674,1490.8539868110925,0.9050000000000006,199074.4075655099,1490.8539868110925,200565.261552321,1,15573.959716184301,0,0.002900451634444833,0.039141209094306725,-1,0.0,0.0,144418.99000000002,-1209.98,281.82,0.0,10.0,135600046.5754898,46803.34,45500.34,1303.0,177502.53,177502.53,0.0,200565.26
1294502,NCR,EQ,1000,137436228002,helped,a,457.47721199999995,819244.4204610416,65375.069960861794,819244.4204610419,22302.6775,0.6150000000000003,413811,12002,425813.0,0.035060437888598674,3781.324925973528,0.6150000000000003,387350.644751134,3781.324925973528,391131.9696771075,1,15573.959716184301,0,0.002209648783806119,0.04855244237996402,-1,0.0,0.0,380871.24000000005,-1209.98,977.75,0.0,10.0,179038695.35113648,125593.42,122288.57,3304.85,359829.23,359829.23,0.0,391131.97
1294527,NCR,EQ,1000,137441201137,helped,a,928.2693865,596559.8626073656,0.0,596559.8626073657,22302.6775,0.4750000000000002,433977,12587,446564.0,0.035060437888598674,3965.6337979694044,0.4750000000000002,342866.9576361618,3965.6337979694044,346832.5914341312,1,15573.959716184301,0,0.0025894228773074516,0.06939759171041872,-1,0.0,0.0,407045.93,-1209.98,399.33,0.0,10.0,388060120.95835876,131708.98,128243.04,3465.94,325055.8,325055.8,0.0,346832.59
1294535,NCR,EQ,1000,137441252367,helped,a,712.0510965,747511.6312188532,0.0,747511.6312188533,22302.6775,0.9050000000000006,249328,7231,256559.0,0.035060437888598674,2278.1836810293767,0.9050000000000006,304194.5963025437,2278.1836810293767,306472.77998357307,1,15573.959716184301,0,0.0023132417307304013,0.037537161587261406,-1,0.0,0.0,220678.67,-1209.98,1143.55,0.0,10.0,161634540.46122006,71517.68,69526.56,1991.12,271231.88,271231.88,0.0,306472.78
1294542,NCR,EQ,1000,137441342234,helped,a,534.0382915,1151564.4814472522,47070.052719618514,1151564.481447253,22302.6775,0.9650000000000006,349888,10148,360036.0,0.035060437888598674,3197.2075778019794,0.9650000000000006,449664.2663162309,3197.2075778019794,452861.4738940329,1,15573.959716184301,0,0.0018637423124500208,0.0351815018649198,-1,0.0,0.0,307187.68999999994,-1209.98,2288.69,0.0,10.0,168786524.8986766,101226.55,98432.21,2794.34,397662.67,397662.67,0.0,452861.48
