,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,ispoor,has_ew,pcwgt,pcwgt_ae,pcsoc,c,dk_private,dk_public,dk0,pc_fee_BE,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
0,Ampara,PF,5.0,52101051011,helped,a,43493.30859375,1.0,1,5.065581348701985,5.065581348701985,0.0,42252.66402108329,8728.230501455053,0.0,8728.230501455053,0.0,0.0,2.165880171765123e-05,2867.636481566476,0.0,2867.636481566476,5905.865192958292,0.0,5905.865192958292,0.34809217181939955,2,36346.798828125,1.68112260362596,9928.483469849978,0.0,0,0.0,0.00972977836352264,0.001709228751125715,-1.0,0.11560693641618495,0.11560693641618495,False,8383.963617318037,7357.664347197908,3521.055335090274,1225.6827932538383,2773.0651855544015,0.0,2773.0651855544015,5711.096668788323,1225.6827932538383,86.05596379199648
1,Ampara,PF,5.0,52101051021,helped,a,43493.30859375,0.0,1,7.09181388818278,7.09181388818278,0.0,93914.60573751283,33840.22315781482,0.0,33840.22315781482,0.0,0.0,2.165880171765123e-05,11118.11362629837,0.0,11118.11362629837,50421.29714376283,0.0,50421.29714376283,1.1614339342318452,1,36346.798828125,1.2275692485683316,61895.633846609504,0.0,0,0.0,0.006526245786778746,0.017161003476215495,-1.0,0.0,0.0,False,29588.33838516772,5003.019838490917,7826.217144792736,22762.161662267925,9941.164042342767,0.0,9941.164042342767,45083.76177665838,22762.161662267925,420.44109858459865
2,Ampara,PF,5.0,52101051041,helped,a,43493.30859375,0.0,1,3.0393488092211913,3.0393488092211913,0.0,189890.06322699296,41894.28352326462,0.0,41894.28352326462,0.0,0.0,2.165880171765123e-05,13764.253336386479,0.0,13764.253336386479,146396.75463324296,0.0,146396.75463324296,3.1658854178328024,1,36346.798828125,1.0861657395059432,159011.13925748647,0.0,0,0.0,0.004589642686662065,0.017443501562392712,-1.0,0.0,0.0,False,29053.85195699266,7042.5954205208645,15824.171935582746,46635.62195952288,10145.967118678478,0.0,10145.967118678478,107912.6213743512,46635.62195952288,1118.527833689114
3,Ampara,PF,5.0,52101051051,helped,a,43493.30859375,0.0,1,4.052465078961589,4.052465078961589,0.0,185510.6888011759,38052.431410037076,0.0,38052.431410037076,0.0,0.0,2.165880171765123e-05,12502.023234324217,0.0,12502.023234324217,142017.3802074259,0.0,142017.3802074259,3.403602665424934,1,36346.798828125,1.0802519311362466,153414.54922398238,0.0,0,0.0,0.004643500821149795,0.015970412014429725,-1.0,0.0,0.0,False,25674.15658802307,6787.912376056409,15459.224066764657,42400.82084377264,9006.895276655972,0.0,9006.895276655972,102314.29321627412,42400.82084377264,1091.151003799281
4,Ampara,PF,5.0,52101051061,helped,a,43493.30859375,0.0,1,6.078697618442383,6.078697618442383,0.0,119899.00962193316,30138.832405738875,0.0,30138.832405738875,0.0,0.0,2.165880171765123e-05,9902.031723853619,0.0,9902.031723853619,76405.70102818316,0.0,76405.70102818316,2.2065774947428376,1,36346.798828125,1.1226345903608907,85775.68287501109,0.0,0,0.0,0.005775933677332381,0.01598192665200902,-1.0,0.0,0.0,False,23352.84432404466,5365.218964953564,9991.584135161096,27420.66720183883,8005.751658020393,0.0,8005.751658020393,61773.69299020337,27420.66720183883,636.9606285797697
5,Ampara,PF,5.0,52101051081,helped,a,43493.30859375,0.0,1,7.09181388818278,7.09181388818278,0.0,111920.58600889788,44302.535711352044,0.0,44302.535711352044,0.0,0.0,2.165880171765123e-05,14555.478067472639,0.0,14555.478067472639,68427.27741514788,0.0,68427.27741514788,1.2159981022005288,1,36346.798828125,1.2178379435750282,83333.33481170166,0.0,0,0.0,0.005978262876591123,0.020994704958190866,-1.0,0.0,0.0,False,38492.526272743096,5626.717638307659,9326.71550074149,31830.292153164635,12946.419233428542,0.0,12946.419233428542,60862.87350453501,31830.292153164635,545.7633878314089
6,Ampara,PF,5.0,52101051091,helped,a,43493.30859375,0.0,1,6.078697618442383,6.078697618442383,0.0,93183.89750288204,19497.64583723347,0.0,19497.64583723347,0.0,0.0,2.165880171765123e-05,6405.8987097318895,0.0,6405.8987097318895,49690.58890913204,0.0,49690.58890913204,2.2199957143924527,1,36346.798828125,1.121912861868282,55748.510810964646,0.0,0,0.0,0.006551783832808397,0.0111080029096262,-1.0,0.0,0.0,False,15084.184767942157,4509.1576187331,7765.324791906837,15660.497408020246,5172.451839827964,0.0,5172.451839827964,40122.73525878657,15660.497408020246,455.0333066396766
7,Ampara,PF,5.0,52101051101,helped,a,43493.30859375,0.0,1,5.065581348701985,5.065581348701985,0.0,107344.88809052588,43908.954599984434,0.0,43908.954599984434,0.0,0.0,2.165880171765123e-05,14426.168059765454,0.0,14426.168059765454,63851.57949677589,0.0,63851.57949677589,1.125633982573294,1,36346.798828125,1.2344406508876518,78820.98535420468,0.0,0,0.0,0.006104348389754694,0.020700841168063738,-1.0,0.0,0.0,False,38551.19816189524,5514.775838492877,8945.407340877156,30196.577067674476,12943.596713580184,0.0,12943.596713580184,57289.57898642484,30196.577067674476,510.13884621380396
8,Ampara,PF,5.0,52101053011,helped,a,43493.30859375,0.0,1,1.8010988102314913,1.8010988102314913,22499.999450683594,205349.94354133017,68852.22914496087,0.0,68852.22914496087,0.0,0.0,2.165880171765123e-05,22621.700649181385,0.0,22621.700649181385,161856.63494758017,0.0,161856.63494758017,2.022228416239869,1,36346.798828125,1.1334919840787445,183463.1982830417,0.0,0,0.0,0.004413495638762264,0.025749601967554513,-1.0,0.0,0.0,False,54498.81561228773,8304.97410769952,17112.495295110846,68143.96129447548,18617.317403060406,0.0,18617.317403060406,133205.30607785177,68143.96129447548,1204.2316463310533
9,Ampara,PF,5.0,52101053021,helped,a,43493.30859375,0.0,1,3.6021976204629826,3.6021976204629826,0.0,173356.15172921692,70268.07795614684,0.0,70268.07795614684,0.0,0.0,2.165880171765123e-05,23086.38661673885,0.0,23086.38661673885,129862.8431354669,0.0,129862.8431354669,1.519558519664726,1,36346.798828125,1.1759737288163286,152715.29187670496,0.0,0,0.0,0.004803528445287456,0.027279343978395217,-1.0,0.0,0.0,False,58947.434576309395,7614.414473043621,14446.345977434743,59999.640074215604,19942.44149047917,0.0,19942.44149047917,112177.89054691626,59999.640074215604,974.0261287403202
