district,hazard,rp,hhid,affected_cat,helped_cat,index,N_children,c,c_min,const,dc0,dc0_prv,dc0_pub,dc_net,dc_net_t0,dc_pre_reco,dc_t,di0_pub,di_prv_t,di_pub_t,di_t,dk0,dk_private,dk_prv_t,dk_public,dw,dw_curr_no_clip,ethnicity,frac_remittance,gsp_samurdhi,help_fee,hh_reco_rate,integ,intermed_sf_num,k,optimal_hh_reco_rate,pc_fee,pcsamurdhi,pcsoc,pcwgt,pov_line,sav_delta,sav_f,sav_i,sav_offset_to,scale_fac_soc,sub_savings_q1,sub_savings_q3,t_exhaust_sav,t_pov_cons,t_pov_inc,t_start_prv_reco,welf_class,wprime_hh,dw_curr,dw_tot
Batticaloa,PF,25,5127151,a,helped,35802,2.0,59156.54766182281,45477.532103761216,0.008222967716309013,45783.37320424316,45783.37320424316,0.0,45782.37,0.0,0.0,45782.37,0.0,45782.37,0.0,45782.37,142234.0,142234.0,142234.0,0.0,0.04889543076472289,3840509.0344582354,3.0,0.0,0.0,,0.0,6.82456616452875,2599829.959400341,183784.10316553627,0.055000000000000014,,0.0,0.0,18.27854071038107,53130.04807568707,0.0,-6.821210263296962e-13,4923.84,0.0,4.147503399374784e-06,1.0,1.0,10.0,9.922928709055897,10.019267822736055,-1.0,3.0,6.950175459288825e-08,3346211.857544976,61163869.6636957
Batticaloa,PF,500,5127151,a,helped,35806,2.0,59156.54766182281,45477.532103761216,0.008222967716309013,44483.9409965746,44483.9409965746,0.0,44482.94,0.0,0.0,44482.94,0.0,44482.94,0.0,44482.94,138197.0,138197.0,138197.0,0.0,0.04889543076472289,3507883.420637068,3.0,0.0,0.0,,0.0,6.233492041496574,3262738.618799033,183784.10316553627,0.065,,0.0,0.0,23.609330295151363,53130.04807568707,0.0,-9.094947017729282e-13,4923.85,0.0,5.7853829068966515e-06,1.0,1.0,10.0,9.922928709055897,10.019267822736055,-1.0,3.0,6.950175459288825e-08,3346211.857544976,79001820.98233132
Kalutara,PF,10,13212571,a,helped,112481,0.0,48210.03660827433,45477.532103761216,0.009108802067266076,38113.27905598107,38113.27905598107,0.0,38112.28,0.0,0.0,38112.28,0.0,38112.28,0.0,38112.28,118405.0,118405.0,118405.0,0.0,0.04889543076472289,4571037.082369015,1.0,0.0,0.0,,0.0,7.332774374884824,3355662.2919256347,149776.12270885444,0.04500000000000001,,0.0,0.0,28.340545516875427,54613.07555852637,0.0,-5.684341886080801e-13,4012.73,0.0,1.817519514591986e-05,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,9.446997666978255e-08,3346211.857544976,94833469.45786166
Kalutara,PF,250,13212571,a,helped,112485,0.0,48210.03660827433,45477.532103761216,0.009108802067266076,36977.684102140425,36977.684102140425,0.0,36976.68,0.0,0.0,36976.68,0.0,36976.68,0.0,36976.68,114877.0,114877.0,114877.0,0.0,0.04889543076472289,4132403.776020778,1.0,0.0,0.0,,0.0,6.629126819460836,5629169.338971235,149776.12270885444,0.055000000000000014,,0.0,0.0,49.00170912342101,54613.07555852637,0.0,-1.1368683772161603e-13,4012.77,0.0,3.0338386213987867e-05,1.0,1.0,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,9.446997666978255e-08,3346211.857544976,163970100.1087612
Trincomalee,PF,5,5326031,a,helped,227464,0.0,52829.59776690903,45477.532103761216,0.008701444282279324,42024.9020860648,42024.9020860648,0.0,42023.78,0.0,0.0,42023.78,0.0,42023.78,0.0,42023.78,130557.0,130557.0,130557.0,0.0,0.04889543076472289,4463052.9666682845,2.0,0.0,0.0,,0.0,7.494722203979938,3069236.6947297673,159462.176166974,0.035,,0.0,1500.0,23.50878692624499,51658.79065223539,0.0,-1.1368683772161603e-13,4397.22,0.0,5.9983572076481745e-06,1.0,1.0,10.0,9.922928709055897,10.019267822736055,-1.0,3.0,8.235387595293849e-08,3346211.857544976,78665381.56909929
Trincomalee,PF,10,5326031,a,helped,227466,0.0,52829.59776690903,45477.532103761216,0.008701444282279324,42732.09601507301,42732.09601507301,0.0,42730.95,0.0,0.0,42730.95,0.0,42730.95,0.0,42730.95,132754.0,132754.0,132754.0,0.0,0.04889543076472289,4744540.666151214,2.0,0.0,0.0,,0.0,7.967419285376407,3601009.5533884773,159462.176166974,0.035,,0.0,1500.0,27.1254316509369,51658.79065223539,0.0,-5.684341886080801e-13,4397.23,0.0,6.905921814824168e-06,1.0,1.0,10.0,9.922928709055897,10.019267822736055,-1.0,3.0,8.235387595293849e-08,3346211.857544976,90767441.03139085
Trincomalee,PF,25,5326031,a,helped,227468,0.0,52829.59776690903,45477.532103761216,0.008701444282279324,39019.54829893228,39019.54829893228,0.0,39018.38,0.0,0.0,39018.38,0.0,39018.38,0.0,39018.38,121220.0,121220.0,121220.0,0.0,0.04889543076472289,3519728.1137154046,2.0,0.0,0.0,,0.0,5.910614246088088,3936580.629356578,159462.176166974,0.055000000000000014,,0.0,1500.0,32.4746793380348,51658.79065223539,0.0,-3.410605131648481e-13,4397.25,0.0,7.913702379906488e-06,1.0,1.0,10.0,9.922928709055897,10.019267822736055,-1.0,3.0,8.235387595293849e-08,3346211.857544976,108667157.07090287
Trincomalee,PF,50,5326031,a,helped,227470,0.0,52829.59776690903,45477.532103761216,0.008701444282279324,38933.303242017595,38933.303242017595,0.0,38932.12,0.0,0.0,38932.12,0.0,38932.12,0.0,38932.12,120952.0,120952.0,120952.0,0.0,0.04889543076472289,3497280.621326275,2.0,0.0,0.0,,0.0,5.872918587782229,4298396.512007293,159462.176166974,0.055000000000000014,,0.0,1500.0,35.53803584899211,51658.79065223539,0.0,5.684341886080801e-13,4397.25,0.0,1.0273462525797276e-05,1.0,1.0,10.0,9.922928709055897,10.019267822736055,-1.0,3.0,8.235387595293849e-08,3346211.857544976,118917796.95175582
