region,hazard,rp,c,di0,dc_post_reco
ARMM,PF,30,243302.09000000003,32817.06328938929,55.87
ARMM,PF,30,98041.71899999998,8177.007190241126,0.55
ARMM,PF,30,116599.21000000006,11274.189335868346,2.84
ARMM,PF,30,21066.311000000005,6812.525503850547,5539.24
ARMM,PF,30,26179.943,2325.363199856657,0.34
ARMM,PF,30,23040.299000000006,4615.327423802909,55.68
ARMM,PF,30,18463.852,5064.522446261864,3769.13
ARMM,PF,30,25606.15,8199.642283636858,830.95
ARMM,PF,30,25441.725,10285.89652563218,9926.37
ARMM,PF,30,32336.271000000004,4097.908317024425,4.84
ARMM,PF,30,28000.338000000003,4194.505969121701,9.58
ARMM,PF,30,24290.740000000005,7299.339413924943,693.11
ARMM,PF,30,14660.443000000001,5261.2245959120955,3953.68
ARMM,PF,30,25692.90800000001,3823.417959084637,8.55
ARMM,PF,30,28644.792999999998,8593.365387069654,485.3
ARMM,PF,30,21983.362999999998,7976.479391002886,6457.7
ARMM,PF,30,41782.488,8052.354774498436,63.07
ARMM,PF,30,75756.96100000001,8589.539737481646,3.74
ARMM,PF,30,17893.768,3605.674736700345,2367.68
ARMM,PF,30,20441.686,3592.603767274641,48.66
ARMM,PF,30,20354.516,3222.1533655022445,20.86
ARMM,PF,30,29381.922000000013,7398.168694948559,182.67
ARMM,PF,30,14467.271000000002,2323.45135149782,1137.41
ARMM,PF,30,9765.756799999996,960.5662245009115,0.0
ARMM,PF,30,14189.766,997.8676424446485,0.0
ARMM,PF,30,26386.826,2491.7730983244824,0.34
ARMM,PF,30,24692.9,8049.166733175094,1163.65
ARMM,PF,30,12662.072000000002,1090.6289367154623,0.0
ARMM,PF,30,16819.752,1077.5579672897584,0.82
ARMM,PF,30,14568.435,1045.3599802321864,0.0
ARMM,PF,30,19211.766,1418.9971930197378,0.33
ARMM,PF,30,16270.782,5705.637556386037,4381.65
ARMM,PF,30,15593.18,4770.266232117354,3480.91
ARMM,PF,30,16000.623000000005,4392.48333530127,3123.78
ARMM,PF,30,13540.621,3718.853621201999,2477.45
ARMM,PF,30,11936.804000000002,771.1884776876385,0.33
ARMM,PF,30,21340.803,3686.6749089722857,83.06
ARMM,PF,30,217936.58,30671.189159481,52.23
ARMM,PF,30,18579.625000000004,3293.889763313803,3051.98
ARMM,PF,30,28168.066000000006,11923.912362616917,3783.65
ARMM,PF,30,40491.922,12475.762623264543,663.53
ARMM,PF,30,47652.734,18828.90111236152,2729.67
ARMM,PF,30,32448.801,5888.951019250433,35.33
ARMM,PF,30,27148.197000000004,1937.7032335491253,0.34
ARMM,PF,30,17948.328000000005,1587.3276676741953,0.78
ARMM,PF,30,20872.678,2961.698557264708,14.01
ARMM,PF,30,15453.293,4432.350255952524,3160.38
ARMM,PF,30,236120.69000000012,38968.0667034798,178.72
ARMM,PF,30,78659.79700000004,12202.23636714859,42.78
ARMM,PF,30,50589.066,3585.606480473473,0.35
ARMM,PF,30,140935.58000000002,17837.728812365847,21.09
ARMM,PF,30,24142.436000000005,8430.137671314522,3479.67
ARMM,PF,30,20699.721000000005,9462.747185250517,7978.9
ARMM,PF,30,18379.775000000005,7847.6825215398485,6440.64
ARMM,PF,30,18344.682,7792.529406646024,6382.35
ARMM,PF,30,22801.006000000005,9178.689774035334,7276.79
ARMM,PF,30,15999.516000000005,6411.469905374061,5059.91
ARMM,PF,30,18754.285,7617.187133862188,6218.22
ARMM,PF,30,68036.977,16136.589962230295,333.63
ARMM,PF,30,22240.633,2862.542304229213,3.46
ARMM,PF,30,29673.543,3931.4925599459466,4.66
ARMM,PF,30,30097.89600000001,10821.176865876003,1308.04
ARMM,PF,30,62615.328,7652.574392551289,5.75
ARMM,PF,30,74621.10900000001,7185.845142813951,1.79
ARMM,PF,30,29568.061,1898.1598039181129,0.31
ARMM,PF,30,44617.313,2867.324366214227,0.32
ARMM,PF,30,64729.30900000003,9436.60231709374,23.04
ARMM,PF,30,111140.91000000002,17431.278149804137,79.98
ARMM,PF,30,49402.30100000001,4324.2592509817405,0.61
ARMM,PF,30,25535.256000000005,6118.488907758888,146.64
ARMM,PF,30,17854.453,6501.6914748246545,5140.74
ARMM,PF,30,18049.627,4787.162851131068,3499.3
ARMM,PF,30,21050.871,6163.121486285683,5531.93
ARMM,PF,30,19140.492,9161.155546756952,7695.05
ARMM,PF,30,21132.137,9895.680267655058,8398.74
ARMM,PF,30,21142.006,4926.161452828801,343.11
ARMM,PF,30,27279.287,9268.273735221259,987.4
ARMM,PF,30,23346.768,8266.911713142588,7822.08
ARMM,PF,30,19313.26,8721.843452400359,7288.37
ARMM,PF,30,37827.422,6474.274319443909,29.7
ARMM,PF,30,39478.04700000001,4597.164376175989,3.46
ARMM,PF,30,31803.641,4503.760517492047,15.81
ARMM,PF,30,40550.086,3699.0982909674294,0.95
ARMM,PF,30,26021.85,3772.737944510129,11.88
ARMM,PF,30,39276.793,4345.627761590211,3.27
ARMM,PF,30,27355.366999999995,2372.553241774909,0.63
ARMM,PF,30,59169.49600000002,8013.779474485992,13.62
ARMM,PF,30,52427.59800000001,6535.805499147712,7.76
ARMM,PF,30,60632.23000000001,8267.24867896654,20.22
ARMM,PF,30,20574.484000000004,2922.204471779428,149.74
ARMM,PF,30,29654.223000000005,11053.895680425381,1390.93
ARMM,PF,30,49582.766,3811.308449474378,0.34
ARMM,PF,30,36033.031,4745.086564273353,8.09
ARMM,PF,30,26691.49,6272.47276832893,136.89
ARMM,PF,30,74134.26600000003,8867.53694087711,6.66
ARMM,PF,30,40324.54299999998,5727.9572631724695,9.77
ARMM,PF,30,24047.217000000004,5347.301711642343,101.67
ARMM,PF,30,22369.799,4914.684504064768,119.7
ARMM,PF,30,37075.245999999985,4554.117030394733,3.43
ARMM,PF,30,39071.258,3667.2039342408552,0.49
ARMM,PF,30,26297.23000000001,3913.0019202705603,9.65
ARMM,PF,30,33310.34,3567.099436687901,1.58
