,district,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,frac_remittance,pcsoc,pcsamurdhi,gsp_samurdhi,pov_line,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,521411,helped,a,5.330590823111983,0.0,0.0,0.0,0.0,52153.133146515145,96075.86350575878,298482.23822773044,1.0350000000000006,26491,0,26491.0,4.259112686378632e-07,0.0,1.0350000000000006,35945.14363996173,0.0,35945.14363996173,1,45477.532103761216,500.0,50.0,0,0.006452423250034839,0.13625891901032722,-1,0.0,0.0,24.13000000000607,0.09000000000015446,8006.59,0.0,0.885,131.23914606504937,7.92,7.92,0,33.4,33.4,0.0,14378.0
1,Ampara,PF,5.0,521421,helped,a,6.663238528889979,0.0,0.0,0.0,0.0,52153.133146515145,75242.7396226009,233759.24517809914,0.9650000000000006,22473,0,22473.0,4.259112686378632e-07,0.0,0.9650000000000006,28920.08440643464,0.0,28920.08440643464,1,45477.532103761216,500.0,50.0,0,0.007291177913142125,0.07265168689592945,-1,0.0,0.0,32.89999999999763,0.09999999999585767,6270.44,0.0,2.037,223.35175548837628,10.79,10.79,0,43.14,43.14,0.0,4049.0
2,Ampara,PF,5.0,521431,helped,a,5.330590823111983,0.0,0.0,0.0,0.0,52153.133146515145,106153.01613378567,329789.2799926544,0.9050000000000006,36981,0,36981.0,4.259112686378632e-07,0.0,0.9050000000000006,45371.29892112131,0.0,45371.29892112131,1,45477.532103761216,500.0,50.0,0,0.006138522139138441,0.19438644857268617,-1,0.0,0.0,81.2799999999892,0.0900000000003845,8846.38,0.0,0.858,440.89316697953456,26.62,26.62,0,101.47,101.47,0.0,20871.0
3,Ampara,PF,5.0,521441,helped,a,1.3326477057779957,0.0,0.0,0.0,0.0,52153.133146515145,114097.59696869811,354470.98654056026,1.2150000000000007,25613,0,25613.0,4.259112686378632e-07,0.0,1.2150000000000007,39364.141821386125,0.0,39364.141821386125,1,45477.532103761216,500.0,50.0,0,0.005920954814369124,0.09738959317883908,-1,0.0,0.0,6.91000000000061,0.09999999999803015,9508.45,0.0,0.912,9.421819279851244,2.28,2.28,0,10.87,10.87,0.0,12990.0
4,Ampara,PF,5.0,521451,helped,a,1.3326477057779957,0.0,0.0,0.0,0.0,52153.133146515145,115579.38394231752,359074.5058462817,0.6750000000000004,58997,0,58997.0,4.259112686378632e-07,0.0,0.6750000000000004,58813.00855410599,0.0,58813.00855410599,1,45477.532103761216,500.0,50.0,0,0.005882877539578337,0.34296309953708,-1,0.0,0.0,614.1499999999821,0.09999999999949431,9631.94,0.0,0.859,829.1600760579873,200.27,200.27,0,620.25,620.25,0.0,32935.0
5,Ampara,PF,5.0,521471,helped,a,7.995886234667974,0.0,720.0,720.0,2.7877594928468792e-08,52153.133146515145,49717.95779459116,152220.96471851468,1.1150000000000009,11880,0,11880.0,4.259112686378632e-07,0.0,1.129,4290.425690829945,0.0,4290.425690829945,2,45477.532103761216,500.0,50.0,0,0.008969605760501797,0.1253165457173226,-1,6.763005780346797,6.763005780346797,1474.6400000000037,0.07999999999715257,4143.3,0.0,10.0,12050.360267681095,485.1,485.1,0,2186.58,2186.58,0.0,0.0
6,Ampara,PF,5.0,521481,helped,a,5.330590823111983,0.0,1050.0,1050.0,4.065482593735031e-08,52153.133146515145,115980.86811557523,357055.80042100244,0.7550000000000004,49825,0,49825.0,4.259112686378632e-07,0.0,0.7550000000000004,53655.63418751024,0.0,53655.63418751024,1,45477.532103761216,500.0,50.0,0,0.005872686506321973,0.2664804065715457,-1,0.0,0.0,301.93000000000325,0.09999999999951341,9665.39,0.0,0.866,1633.0264986603734,98.61,98.61,0,329.9,329.9,0.0,27901.0
7,Ampara,PF,5.0,522211,helped,a,6.195368639664273,0.0,75.0,0.0,0.0,52153.133146515145,284422.00113435223,883390.4708798284,1.1150000000000009,74270,0,74270.0,4.259112686378632e-07,0.0,1.1150000000000009,106717.17881749503,0.0,106717.17881749503,1,45477.532103761216,500.0,50.0,0,0.0037501479504966095,0.12436151065177599,-1,0.0,0.0,39.44999999999551,0.09999999999827396,23702.63,0.0,0.868,249.73530986483902,12.98,12.98,0,57.93,57.93,0.0,40553.0
8,Ampara,PF,5.0,522221,helped,a,6.195368639664273,1.0,10000.0,0.0,0.0,52153.133146515145,129672.37951033609,371752.8468531203,0.7950000000000005,48359,0,48359.0,4.259112686378632e-07,0.0,0.7950000000000005,54011.46774245206,0.0,54011.46774245206,1,45477.532103761216,500.0,50.0,0,0.005554004860953645,0.21737254927131552,-1,0.0,0.0,223.61999999998366,0.09999999999943725,10806.37,0.0,0.897,1406.7823570084652,73.09,73.09,0,253.61,253.61,0.0,26466.0
9,Ampara,PF,5.0,522231,helped,a,7.744210799580341,0.0,94080.0,2880.0,1.1151037971387515e-07,52153.133146515145,100713.4562502218,20255.484945174856,1.1150000000000009,1694,0,1694.0,4.259112686378632e-07,0.0,1.1150000000000009,2435.9859540096477,0.0,2435.9859540096477,1,45477.532103761216,500.0,50.0,0,0.006302113864059151,0.0,-1,0.0,0.0,0.9199999999996651,6208.320000000002,8392.81,0.0,10.0,7.279558151602927,0.34,0.34,0,1.39,0.0,0.03,0.0
