,region,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcexp,pcsoc,c,pov_line,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
1292995,NCR,EQ,500,1376113218001,not_helped,na,229.48881422994347,733809.8554388257,142554.2574035826,733809.8554388257,22302.6775,0.6450000000000004,0,0,0.0,0.02042685867059394,0.0,0.6450000000000004,4176.025504735204,0.0,4176.025504735204,0,15573.959716184301,0,0.0023347383958166766,0.0012251353526901607,-1,0.0,0.0,0.0,-1209.98,370.57,0.0,10.0,0.0,2911.94,2911.94,0.0,2911.94,2911.94,0.0,4176.03
1293046,NCR,EQ,500,1376220218001,not_helped,na,407.54605848320915,1036599.5963137377,98958.23927499012,1036599.5963137378,22302.6775,0.6750000000000004,0,0,0.0,0.02042685867059394,0.0,0.6750000000000004,2898.9111840139403,0.0,2898.9111840139403,0,15573.959716184301,0,0.001964375360109377,0.0006009240205393002,-1,0.0,0.0,0.0,-1209.98,1296.53,0.0,10.0,0.0,2021.41,2021.41,0.0,2021.41,2021.41,0.0,2898.91
1293053,NCR,EQ,500,1376225211130,not_helped,na,383.38556117058374,570660.9413901044,28809.921383941528,570660.9413901045,22302.6775,0.8450000000000005,0,0,0.0,0.02042685867059394,0.0,0.8450000000000005,843.9661408929086,0.0,843.9661408929086,0,15573.959716184301,0,0.0026475301919215858,0.0003175233468803919,-1,0.0,0.0,0.0,-1209.98,238.5,0.0,10.0,0.0,588.5,588.5,0.0,588.5,588.5,0.0,843.97
1293096,NCR,EQ,500,1376410938002,not_helped,na,257.4141579085154,458509.6567174171,2552.6239142103504,458509.65671741724,22302.6775,0.5850000000000003,0,0,0.0,0.02042685867059394,0.0,0.5850000000000003,74.77730068461311,0.0,74.77730068461311,0,15573.959716184301,0,0.002953627699628092,3.4985076901204566e-05,-1,0.0,0.0,0.0,-1209.98,8.89,0.0,10.0,0.0,52.14,52.14,0.0,52.14,52.14,0.0,74.78
1293098,NCR,EQ,500,1376410978005,not_helped,na,128.70707418022954,622172.3428918739,133979.66433870106,622172.3428918739,22302.6775,0.8450000000000005,0,0,0.0,0.02042685867059394,0.0,0.8450000000000005,3924.8389040411507,0.0,3924.8389040411507,0,15573.959716184301,0,0.0025355643957122804,0.0013585899290978907,-1,0.0,0.0,0.0,-1209.98,95.06,0.0,10.0,0.0,2736.78,2736.78,0.0,2736.78,2736.78,0.0,3924.84
1293186,NCR,EQ,500,1376757128001,not_helped,na,99.33935336651673,539053.0529390214,28474.475339826135,539053.0529390215,22302.6775,0.6450000000000004,0,0,0.0,0.02042685867059394,0.0,0.6450000000000004,834.1394877911177,0.0,834.1394877911177,0,15573.959716184301,0,0.0027240447679512695,0.00033224175519589724,-1,0.0,0.0,0.0,-1209.98,154.9,0.0,10.0,0.0,581.64,581.64,0.0,581.64,581.64,0.0,834.14
1293400,NCR,EQ,500,13744252026149,not_helped,na,184.2024497157734,589017.3727018168,76270.91207761753,589017.372701817,22302.6775,1.0350000000000006,0,0,0.0,0.02042685867059394,0.0,1.0350000000000006,2234.3020819351723,0.0,2234.3020819351723,0,15573.959716184301,0,0.002605949189008147,0.0008156199538394566,-1,0.0,0.0,0.0,-1209.98,160.7,0.0,10.0,0.0,1557.98,1557.98,0.0,1557.98,1557.98,0.0,2234.3
1293408,NCR,EQ,500,13744271218008,not_helped,na,122.61104120801389,549203.9497373898,9120.91138609875,549203.94973739,22302.6775,0.6450000000000004,0,0,0.0,0.02042685867059394,0.0,0.6450000000000004,267.19060706089346,0.0,267.19060706089346,0,15573.959716184301,0,0.0026987531963188127,0.0001043853284215914,-1,0.0,0.0,0.0,-1209.98,233.77,0.0,10.0,0.0,186.31,186.31,0.0,186.31,186.31,0.0,267.19
1293427,NCR,EQ,500,13744812138006,not_helped,na,127.17661622509944,509306.64262985,29418.780380902357,509306.6426298501,22302.6775,0.7550000000000004,0,0,0.0,0.02042685867059394,0.0,0.7550000000000004,861.802231841056,0.0,861.802231841056,0,15573.959716184301,0,0.0028024658261058687,0.0003633418845050647,-1,0.0,0.0,0.0,-1209.98,72.86,0.0,10.0,0.0,600.93,600.93,0.0,600.93,600.93,0.0,861.8
1293566,NCR,EQ,500,13764109168010,not_helped,na,160.8838427252869,810751.9565144611,223454.1615587447,810751.9565144613,22302.6775,0.6450000000000004,0,0,0.0,0.02042685867059394,0.0,0.6450000000000004,6545.930614802439,0.0,6545.930614802439,0,15573.959716184301,0,0.002221191449430858,0.0017408248296653089,-1,0.0,0.0,0.0,-1209.98,359.99,0.0,10.0,0.0,4564.47,4564.47,0.0,4564.47,4564.47,0.0,6545.93
1293761,NCR,EQ,500,137641325118003,not_helped,na,79.40378506395727,495650.9017348738,5447.9225249437095,495650.9017348738,22302.6775,0.5650000000000003,0,0,0.0,0.02042685867059394,0.0,0.5650000000000003,159.59301269815728,0.0,159.59301269815728,0,15573.959716184301,0,0.002840809066475474,6.907822873922689e-05,-1,0.0,0.0,0.0,-1209.98,100.43,0.0,10.0,0.0,111.28,111.28,0.0,111.28,111.28,0.0,159.59
1293797,NCR,EQ,1000,137622211,helped,a,1644.5016799999999,456541.902354617,0.0,456541.90235461696,22302.6775,0.7950000000000005,187348,5434,192782.0,0.028012566373640038,1712.0246332061447,0.7950000000000005,207967.12760800612,1712.0246332061447,209679.15224121226,1,15573.959716184301,0,0.0029599861133797443,0.13804294287169677,-1,0.0,0.0,123888.73999999999,-1209.98,187.3,0.0,10.0,209050712.85267365,40050.48,39032.13,1018.35,138542.03,138542.03,0.0,209679.15
1293854,NCR,EQ,1000,1376222231,helped,a,1233.37626,818633.655730049,14971.133295645324,818633.6557300492,22302.6775,0.5850000000000003,478778,13887,492665.0,0.028012566373640038,4375.209069071353,0.5850000000000003,431496.4129880634,4375.209069071353,435871.62205713475,1,15573.959716184301,0,0.002210472915520725,0.1857083828084386,-1,0.0,0.0,353153.1199999999,-1209.98,1079.18,0.0,10.0,445758743.4652852,114285.54,111683.06,2602.48,320880.12,320880.12,0.0,435871.62
1293879,NCR,EQ,1000,1376473795,helped,a,1457.247085,729663.1272301739,36235.22141345029,729663.1272301743,22302.6775,0.4950000000000002,490014,14213,504227.0,0.028012566373640038,4477.917944747688,0.4950000000000002,398315.65411531203,4477.917944747688,402793.5720600597,1,15573.959716184301,0,0.0023413632401801028,0.20367240196786174,-1,0.0,0.0,378766.3499999999,-1209.98,677.16,0.0,10.0,564276048.9550629,123011.94,120348.37,2663.57,310501.28,310501.28,0.0,402793.57
1293913,NCR,EQ,1000,13391700373,helped,a,730.6680565,591675.59483944,44614.12517134585,591675.5948394402,22302.6775,0.8450000000000005,204149,5921,210070.0,0.028012566373640038,1865.4578309189517,0.8450000000000005,238518.770199548,1865.4578309189517,240384.22803046694,1,15573.959716184301,0,0.0026000887226789167,0.11436572944619508,-1,0.0,0.0,131532.60000000006,-1209.98,487.63,0.0,10.0,98680044.01142406,43799.76,42690.14,1109.62,154944.81,154944.81,0.0,240384.24
