,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,52101051011,helped,a,43493.30859375,5.065581348701985,0.0,42252.664021083285,1.2150000000000007,8820,0,8820.0,1.5678524016313242e-06,0.0,1.237,5905.865192958284,0.0,5905.865192958284,2,36346.798828125,0,0.009729778363522642,0.04806687682384466,-1,4.836223506743741,4.836223506743741,50.4699999999984,0.02999999999992453,3521.06,0.0,4.453,261.8398999143975,16.98,16.98,0,80.92,80.92,0.0,1311.0
1,Ampara,PF,5.0,52101051021,helped,a,43493.30859375,7.09181388818278,0.0,93914.6057375128,0.7550000000000004,39546,0,39546.0,1.5678524016313242e-06,0.0,0.7550000000000004,42849.96114763902,0.0,42849.96114763902,1,36346.798828125,0,0.006526245786778747,0.25829501002337674,-1,0.0,0.0,1026.440000000003,0.1599999999999293,7826.22,0.0,0.852,7385.982328264623,342.18,342.18,0,1128.5,1120.2,0.0,22720.0
2,Ampara,PF,5.0,52101051041,helped,a,43493.30859375,3.0393488092211913,0.0,189890.06322699293,0.8450000000000005,68845,0,68845.0,1.5678524016313242e-06,0.0,0.8450000000000005,80792.8632101656,0.0,80792.8632101656,1,36346.798828125,0,0.004589642686662065,0.20736688034638492,-1,0.0,0.0,1156.3300000000218,0.21999999999818387,15824.17,0.0,0.855,3572.1770489658247,386.14,386.14,0,1379.28,1367.86,0.0,39553.0
3,Ampara,PF,5.0,52101051051,helped,a,43493.30859375,4.052465078961589,0.0,185510.68880117586,0.8450000000000005,68896,0,68896.0,1.5678524016313242e-06,0.0,0.8450000000000005,80852.7141219779,0.0,80852.7141219779,1,36346.798828125,0,0.004643500821149795,0.2145515440303075,-1,0.0,0.0,1157.1699999999757,0.2200000000010487,15459.22,0.0,0.841,4766.3473272713645,386.42,386.42,0,1380.28,1368.86,0.0,40048.0
4,Ampara,PF,5.0,52101051061,helped,a,43493.30859375,6.078697618442383,0.0,119899.00962193315,1.1150000000000009,28984,0,28984.0,1.5678524016313242e-06,0.0,1.1150000000000009,41839.774666038786,0.0,41839.774666038786,1,36346.798828125,0,0.005775933677332382,0.11131600406706979,-1,0.0,0.0,131.8899999999929,0.09000000000003078,9991.58,0.0,0.886,819.104504085068,44.27,44.27,0,194.52,194.52,0.0,15672.0
5,Ampara,PF,5.0,52101051081,helped,a,43493.30859375,7.09181388818278,0.0,111920.58600889785,1.2150000000000007,22178,0,22178.0,1.5678524016313242e-06,0.0,1.2150000000000007,34232.791807321555,0.0,34232.791807321555,1,36346.798828125,0,0.005978262876591124,0.08024462998986875,-1,0.0,0.0,62.20999999999798,0.0999999999986279,9326.72,0.0,0.967,451.6067083994651,20.92,20.92,0,98.29,98.29,0.0,10643.0
6,Ampara,PF,5.0,52101051091,helped,a,43493.30859375,6.078697618442383,0.0,93183.89750288203,0.8450000000000005,35114,0,35114.0,1.5678524016313242e-06,0.0,0.8450000000000005,41207.939556420286,0.0,41207.939556420286,1,36346.798828125,0,0.006551783832808398,0.21917704542307628,-1,0.0,0.0,589.769999999991,0.10999999999743995,7765.32,0.0,0.827,3643.8752873752314,196.95,196.95,0,703.49,697.78,0.0,20648.0
7,Ampara,PF,5.0,52101051101,helped,a,43493.30859375,5.065581348701985,0.0,107344.88809052586,1.1150000000000009,27195,0,27195.0,1.5678524016313242e-06,0.0,1.1150000000000009,39257.2685634462,0.0,39257.2685634462,1,36346.798828125,0,0.0061043483897546946,0.11942727570644143,-1,0.0,0.0,123.77000000000669,0.09999999999797464,8945.41,0.0,0.864,640.5934173568869,41.55,41.55,0,182.55,182.55,0.0,15072.0
8,Ampara,PF,5.0,52101053011,helped,a,43493.30859375,1.8010988102314913,22499.999450683594,205349.94354133014,0.6750000000000004,88838,0,88838.0,1.5678524016313242e-06,0.0,0.6750000000000004,89153.61551834243,0.0,89153.61551834243,1,36346.798828125,0,0.004413495638762264,0.27040106993865304,-1,0.0,0.0,3395.2100000000196,0.430000000000611,17112.5,0.0,0.912,6195.167533600887,1130.13,1130.13,0,3451.9,3429.06,0.01,48638.0
9,Ampara,PF,5.0,52101053021,helped,a,43493.30859375,3.6021976204629826,0.0,173356.1517292169,0.9650000000000006,51646,0,51646.0,1.5678524016313242e-06,0.0,0.9650000000000006,66806.54336193207,0.0,66806.54336193207,1,36346.798828125,0,0.004803528445287456,0.1544671578126072,-1,0.0,0.0,485.4999999999881,0.10999999999767243,14446.35,0.0,0.873,1781.682965057153,162.5,162.5,0,639.8,633.57,0.01,28974.0
