,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dc_pre_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
32,Balaka,DR,1.0,312017850011,helped,a,137427.98,5.78907079602484,428.57142857142856,130008.7551959992,516761.66950311407,0.0,272523,0,272523.0,6.46346996445509e-05,0.0,3.6694150585455173e-06,68337.3276127103,0.0,68337.3276127103,3,85260.164,1.0,1.0,0,0,0.0055468151828812675,0.0,-1,0.9826589595375712,0.9826589595375712,272521.97999999905,68981.47999999972,10846.55,0.0,10.0,1577649.151474276,68336.08,68336.08,0,68337.08,0.0,1316.71,0.0
33,Balaka,DR,1.0,312017850022,helped,a,137427.98,4.13505040238187,6000.0,124049.14206444647,470776.2414446858,0.0,383047,0,383047.0,6.46346996445509e-05,0.0,2.6106456909987547e-06,96052.05022081627,0.0,96052.05022081627,3,85260.164,1.0,1.0,0,0,0.005678493240702019,0.0,-1,0.9826589595375712,0.9826589595375712,383045.97999999905,41250.8499999998,10348.81,0.0,10.0,1583914.516430762,96050.8,96050.8,0,96051.8,0.0,1850.71,0.0
34,Balaka,DR,1.0,312017850033,helped,a,137427.98,2.4810304159467895,11666.666666666664,211253.6098405591,795946.4122689043,0.0,452875,0,452875.0,6.46346996445509e-05,0.0,0.0,113561.08411035176,0.0,113561.08411035176,1,85260.164,1.0,1.0,0,0,0.004351389167647387,0.03377371590451965,-1,0.9826589595375712,0.0,452875.0,45354.870000000046,17623.7,14290.41,10.0,1123596.6496219023,113561.08,113561.08,0,113561.08,14290.41,1912.73,14290.41
35,Balaka,DR,1.0,312017850055,helped,a,137427.98,5.78907079602484,0.0,173125.9797022673,690420.9245616031,0.0,375813,0,375813.0,6.46346996445509e-05,0.0,2.660897840149223e-06,94237.70618204582,0.0,94237.70618204582,3,85260.164,1.0,1.0,0,0,0.004806720544580419,0.0,-1,0.9826589595375712,0.0,375811.97999999905,47123.489999999976,14443.84,0.0,10.0,2175602.273995682,94236.46,94236.46,0,94237.46,0.0,1815.75,0.0
36,Balaka,DR,1.0,312017850066,helped,a,137427.98,2.4810304159467895,1666.666666666667,170644.75374929915,673879.2606110243,0.0,389835,0,389835.0,6.46346996445509e-05,0.0,2.565187835879282e-06,97753.88997146167,0.0,97753.88997146167,3,85260.164,1.0,1.0,0,0,0.004841540009922874,0.0,-1,0.9826589595375712,0.0,389833.97999999905,43461.53,14236.68,0.0,10.0,967190.0111701984,97752.64,97752.64,0,97753.64,0.0,1883.5,0.0
37,Balaka,DR,1.0,312017850077,helped,a,137427.98,5.78907079602484,7771.428571428572,65468.01782698123,230092.1716431716,0.0,178925,0,178925.0,6.46346996445509e-05,0.0,5.588933910856504e-06,44867.706118316295,0.0,44867.706118316295,3,85260.164,1.0,1.0,0,0,0.007816555208475498,0.0,-1,0.9826589595375712,0.9826589595375712,178923.98000000053,86665.8,5461.23,0.0,10.0,1035803.7031079516,44866.46,44866.46,0,44867.46,0.0,864.5,0.0
38,Balaka,DR,1.0,312017850100,helped,a,137427.98,4.13505040238187,1000.0,89331.21254214672,352262.07865425776,0.0,191661,0,191661.0,6.46346996445509e-05,0.0,5.217545562216622e-06,48060.874549782304,0.0,48060.874549782304,3,85260.164,1.0,1.0,0,0,0.006691575481323102,0.0,-1,0.9826589595375712,0.9826589595375712,191659.98000000053,85516.51999999997,7452.78,0.0,10.0,792523.7601205113,48059.62,48059.62,0,48060.62,0.0,926.02,0.0
39,Balaka,DR,1.0,312017850111,helped,a,137427.98,0.8270101386489297,0.0,552224.0194200459,2202251.90181621,0.0,1448436,0,1448436.0,6.46346996445509e-05,0.0,0.0,363201.47987296263,0.0,363201.47987296263,1,85260.164,1.0,1.0,0,0,0.0026913634446028407,0.3332033878879732,-1,0.0,0.0,1448436.0,-3.728928277269006e-11,46071.88,17131.829999999998,10.0,1197871.257184101,363201.48,363201.48,0,363201.48,363201.48,0.0,17131.829999999998
40,Balaka,DR,1.0,312017850122,helped,a,137427.98,4.962060831893579,833.3333333333335,140130.6316650888,555513.214742965,0.0,337244,0,337244.0,6.46346996445509e-05,0.0,2.9652121312758715e-06,84566.41945553082,0.0,84566.41945553082,3,85260.164,1.0,1.0,0,0,0.005342732811989429,0.0,-1,0.9826589595375712,0.0,337242.97999999905,53877.269999999815,11690.97,0.0,10.0,1673420.2811302817,84565.17,84565.17,0,84566.17,0.0,1629.41,0.0
41,Balaka,DR,1.0,312017850144,helped,a,137427.98,4.962060831893579,7866.666666666668,143523.20216080733,540993.9678391875,0.0,258519,0,258519.0,6.46346996445509e-05,0.0,3.868187638045946e-06,64826.24588475907,0.0,64826.24588475907,3,85260.164,1.0,1.0,0,0,0.005279209999517628,0.0,-1,0.9826589595375712,0.0,258517.98000000053,73557.84000000011,11973.34,0.0,10.0,1282782.0421394669,64825.0,64825.0,0,64826.0,0.0,1249.06,0.0
42,Balaka,DR,1.0,312017850155,helped,a,137427.98,4.962060831893579,833.3333333333335,66761.55939530763,262919.6778984337,0.0,192562,0,192562.0,6.46346996445509e-05,0.0,5.193132601447845e-06,48286.79335470208,0.0,48286.79335470208,3,85260.164,1.0,1.0,0,0,0.007740459801196723,0.0,-1,0.9826589595375712,0.9826589595375712,192560.98000000053,83413.70999999977,5569.81,0.0,10.0,955499.395850262,48285.54,48285.54,0,48286.54,0.0,930.38,0.0
43,Balaka,DR,1.0,312017850166,helped,a,137427.98,4.962060831893579,366.66666666666674,101891.46593759235,404877.6844821128,0.0,246513,0,246513.0,6.46346996445509e-05,0.0,4.0565811945008985e-06,61815.20562251817,0.0,61815.20562251817,3,85260.164,1.0,1.0,0,0,0.006265577271383845,0.0,-1,0.9826589595375712,0.9826589595375712,246511.98000000053,73047.5500000003,8500.74,0.0,10.0,1223207.5397917526,61813.95,61813.95,0,61814.95,0.0,1191.04,0.0
44,Balaka,DR,1.0,312017850188,helped,a,137427.98,0.8270101386489297,3500.0,282171.9914271671,1111335.0773515615,0.0,662399,0,662399.0,6.46346996445509e-05,0.0,0.0,166099.58930492523,0.0,166099.58930492523,1,85260.164,1.0,1.0,0,0,0.0037650699052061355,0.0260212520081956,-1,0.9826589595375712,0.0,662399.0,217.81000000016047,23541.18,14881.396000000002,10.0,547810.6888309123,166099.59,166099.59,0,166099.59,14881.396000000002,2913.65,14881.396000000002
45,Balaka,DR,1.0,312017850199,helped,a,137427.98,0.8270101386489297,30400.0,316819.72383610235,1142232.7984338154,0.0,701102,0,701102.0,6.46346996445509e-05,0.0,0.0,175806.26964075322,0.0,175806.26964075322,1,85260.164,1.0,1.0,0,0,0.0035532346628597378,0.04032780558864192,-1,0.0,0.0,701102.0,7.832312576283584e-11,26429.24,15170.127000000002,10.0,579818.462227042,175806.27,175806.27,0,175806.27,175806.27,0.0,15170.127000000002
46,Balaka,DR,1.0,312017850210,helped,a,137427.98,5.78907079602484,428.57142857142856,70767.27114890447,280508.5070794056,0.0,200144,0,200144.0,6.46346996445509e-05,0.0,4.996402590135103e-06,50187.98590087411,0.0,50187.98590087411,3,85260.164,1.0,1.0,0,0,0.007518198206815567,0.0,-1,0.9826589595375712,0.9826589595375712,200142.98000000053,81879.39000000026,5904.05,0.0,10.0,1158641.9963288028,50186.74,50186.74,0,50187.74,0.0,967.01,0.0
47,Balaka,DR,1.0,312017850231,helped,a,137427.98,1.6540202772978594,0.0,240332.99340247113,958440.3669105631,0.0,621762,0,621762.0,6.46346996445509e-05,0.0,1.6083324487504865e-06,155910.4627092761,0.0,155910.4627092761,3,85260.164,1.0,1.0,0,0,0.00407965368199797,0.029938866323344575,-1,0.9826589595375712,0.038535645472061654,621760.979999999,-5.820766091346741e-11,20050.91,0.0,10.0,1028405.3016329928,155909.21,155909.21,0,155910.21,155910.21,0.0,0.0
48,Balaka,DR,1.0,312017860005,helped,a,137427.98,4.166911802022338,0.0,129021.02898122594,514531.7777857508,0.0,368960,0,368960.0,6.46346996445509e-05,0.0,2.710320901994796e-06,92519.28732089531,0.0,92519.28732089531,3,85260.164,1.0,1.0,0,0,0.005568006647091659,0.0,-1,0.9826589595375712,0.9826589595375712,368958.97999999905,45136.71000000005,10764.18,0.0,10.0,1537419.611562356,92518.04,92518.04,0,92519.04,0.0,1782.64,0.0
49,Balaka,DR,1.0,312017860018,helped,a,137427.98,1.6667647208089353,0.0,231475.31348265213,923116.2198921356,0.0,560436,0,560436.0,6.46346996445509e-05,0.0,0.0,140531.70769994927,0.0,140531.70769994927,1,85260.164,1.0,1.0,0,0,0.004156977321433745,0.031058074898560203,-1,0.9826589595375712,0.0,560436.0,20702.59000000015,19311.92,14458.923999999999,10.0,934114.9530712765,140531.71,140531.71,0,140531.71,14458.923999999999,2429.15,14458.923999999999
50,Balaka,DR,1.0,312017860030,helped,a,137427.98,2.5001471975585146,0.0,123790.62434907231,493673.0897472882,0.0,301389,0,301389.0,6.46346996445509e-05,0.0,3.3179711270152528e-06,75575.57203316706,0.0,75575.57203316706,3,85260.164,1.0,1.0,0,0,0.005684419479008782,0.0,-1,0.9826589595375712,0.9826589595375712,301387.97999999905,61350.6700000002,10327.82,0.0,10.0,753514.3635777632,75574.32,75574.32,0,75575.32,0.0,1456.17,0.0
51,Balaka,DR,1.0,312017860043,helped,a,137427.98,0.8333823604044677,0.0,213435.49366409407,851173.9897342289,0.0,415944,0,415944.0,6.46346996445509e-05,0.0,0.0,104299.7249062296,0.0,104299.7249062296,1,85260.164,1.0,1.0,0,0,0.004329090593002498,0.03345476836079011,-1,0.9826589595375712,0.0,415944.0,54655.49000000032,17806.86,14308.592,10.0,346640.3925160759,104299.72,104299.72,0,104299.72,14308.592,1733.93,14308.592
52,Balaka,DR,1.0,312017860055,helped,a,137427.98,3.3335294416178707,17725.0,133578.93799139565,462021.84389732865,0.0,307555,0,307555.0,6.46346996445509e-05,0.0,3.2514509599908958e-06,77122.8683788562,0.0,77122.8683788562,3,85260.164,1.0,1.0,0,0,0.005472187913216795,0.0,-1,0.9826589595375712,0.9826589595375712,307553.97999999905,60645.73999999979,11142.74,0.0,10.0,1025240.3138873396,77121.62,77121.62,0,77122.62,0.0,1485.98,0.0
53,Balaka,DR,1.0,312017860068,helped,a,137427.98,3.3335294416178707,3750.0,100162.64453331336,384490.57382094313,0.0,209624,0,209624.0,6.46346996445509e-05,0.0,4.770446132122276e-06,52565.35085143708,0.0,52565.35085143708,3,85260.164,1.0,1.0,0,0,0.0063194183140406176,0.0,-1,0.9826589595375712,0.9826589595375712,209622.98000000053,81992.70999999967,8356.18,0.0,10.0,698784.4421402647,52564.1,52564.1,0,52565.1,0.0,1012.81,0.0
54,Balaka,DR,1.0,312017860081,helped,a,137427.98,5.000294395117029,21900.0,186287.0526901314,655570.3649775281,0.0,481489,0,481489.0,6.46346996445509e-05,0.0,2.0768906454768438e-06,120737.82759103757,0.0,120737.82759103757,3,85260.164,1.0,1.0,0,0,0.0046338146668528125,0.0,-1,0.9826589595375712,0.0,481487.97999999905,22179.68999999988,15539.76,0.0,10.0,2407581.7477161037,120736.58,120736.58,0,120737.58,0.0,2326.35,0.0
