,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dc_pre_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
55,Balaka,DR,1.0,312017860093,helped,a,137427.98,0.8333823604044677,57000.0,386197.8181537961,1312830.4889454532,0.0,822130,0,822130.0,6.46346996445509e-05,0.0,0.0,206156.27404799667,0.0,206156.27404799667,1,85260.164,1.0,1.0,0,0,0.0032182893474218136,0.0841731297623092,-1,0.0,0.0,822130.0,-1.3642420526593924e-12,32214.87,15748.278,10.0,685148.639959325,206156.27,206156.27,0,206156.27,206156.27,0.0,15748.278
56,Balaka,DR,1.0,312017860106,helped,a,137427.98,2.5001471975585146,0.0,182138.51084782742,726362.6133645134,0.0,400177,0,400177.0,6.46346996445509e-05,0.0,2.49889423929911e-06,100347.0826789189,0.0,100347.0826789189,3,85260.164,1.0,1.0,0,0,0.004686289401512395,0.0,-1,0.9826589595375712,0.0,400175.97999999905,41870.87999999994,15195.76,0.0,10.0,1000498.9049301738,100345.83,100345.83,0,100346.83,0.0,1933.46,0.0
57,Balaka,DR,1.0,312017860119,helped,a,137427.98,0.8333823604044677,0.0,408028.32954589743,1627204.0569351683,0.0,993352,0,993352.0,6.46346996445509e-05,0.0,0.0,249087.23370226036,0.0,249087.23370226036,1,85260.164,1.0,1.0,0,0,0.003131012756124392,0.1810374310471935,-1,0.0,0.0,993352.0,1.2596501619555056e-10,34041.68,15930.198999999999,10.0,827842.0344724988,249087.23,249087.23,0,249087.23,249087.23,0.0,15930.198999999999
58,Balaka,DR,1.0,312017860131,helped,a,137427.98,5.000294395117029,0.0,207523.2612114696,827596.193939606,0.0,461310,0,461310.0,6.46346996445509e-05,0.0,0.0,115675.4421183928,0.0,115675.4421183928,1,85260.164,1.0,1.0,0,0,0.004390324323923542,0.034335307489901566,-1,0.9826589595375712,0.0,461310.0,42935.66999999972,17313.61,14259.323999999999,10.0,2306685.807411437,115675.44,115675.44,0,115675.44,14259.323999999999,1954.07,14259.323999999999
59,Balaka,DR,1.0,312017860144,helped,a,137427.98,2.5001471975585146,10000.0,251914.93186805837,964749.090780173,0.0,544802,0,544802.0,6.46346996445509e-05,0.0,0.0,136612.0621362046,0.0,136612.0621362046,1,85260.164,1.0,1.0,0,0,0.003984767994173331,0.028773790186749276,-1,0.9826589595375712,0.0,544802.0,26425.200000000175,21016.22,14629.254,10.0,1362085.1935242738,136612.06,136612.06,0,136612.06,14629.254,2350.34,14629.254
60,Balaka,DR,1.0,312017860156,helped,a,137427.98,1.6667647208089353,0.0,425274.8334066367,1695982.5681757373,0.0,996375,0,996375.0,6.46346996445509e-05,0.0,0.0,249845.2637937908,0.0,249845.2637937908,1,85260.164,1.0,1.0,0,0,0.003066868494572056,0.1662577673043996,-1,0.0,0.0,996375.0,1.1368683772161603e-11,35480.55,16073.920000000002,10.0,1660722.698696003,249845.26,249845.26,0,249845.26,249845.26,0.0,16073.920000000002
61,Balaka,DR,1.0,312017860169,helped,a,137427.98,5.000294395117029,0.0,78618.66326933254,313528.7394506456,0.0,164843,0,164843.0,6.46346996445509e-05,0.0,6.0663783114842604e-06,41336.082493599155,0.0,41336.082493599155,3,85260.164,1.0,1.0,0,0,0.00713291695840493,0.0,-1,0.9826589595375712,0.9826589595375712,164841.98000000053,91232.10000000002,6559.14,0.0,10.0,824258.5286798839,41334.83,41334.83,0,41335.83,0.0,796.45,0.0
62,Balaka,DR,1.0,312017860182,helped,a,137427.98,1.6667647208089353,0.0,231132.3472796139,921748.481535349,0.0,526311,0,526311.0,6.46346996445509e-05,0.0,0.0,131974.71898890863,0.0,131974.71898890863,1,85260.164,1.0,1.0,0,0,0.004160060347790459,0.031099999952529746,-1,0.9826589595375712,0.0,526311.0,29079.829999999987,19283.3,14456.066,10.0,877236.6069736716,131974.72,131974.72,0,131974.72,14456.066,2264.33,14456.066
63,Balaka,DR,1.0,312017860194,helped,a,137427.98,4.166911802022338,0.0,141374.37646411595,563796.5363461667,0.0,327666,0,327666.0,6.46346996445509e-05,0.0,3.051888203231339e-06,82164.64140635429,0.0,82164.64140635429,3,85260.164,1.0,1.0,0,0,0.0053191794784954675,0.0,-1,0.9826589595375712,0.0,327664.97999999905,56341.19999999982,11794.82,0.0,10.0,1365351.1556096456,82163.39,82163.39,0,82164.39,0.0,1583.13,0.0
64,Balaka,DR,1.0,312017870015,helped,a,137427.98,5.522958287416909,0.0,100917.20023284014,402454.59871909354,0.0,245780,0,245780.0,6.46346996445509e-05,0.0,4.068679306697046e-06,61631.37905932797,0.0,61631.37905932797,3,85260.164,1.0,1.0,0,0,0.00629574891084664,0.0,-1,0.9826589595375712,0.9826589595375712,245778.98000000053,73146.9,8419.49,0.0,10.0,1357427.1649230435,61630.13,61630.13,0,61631.13,0.0,1187.5,0.0
65,Balaka,DR,1.0,312017870030,helped,a,137427.98,4.142218715562682,666.6666666666666,127090.6795414855,504174.9599612543,0.0,250090,0,250090.0,6.46346996445509e-05,0.0,3.998560518213443e-06,62712.172957866474,0.0,62712.172957866474,3,85260.164,1.0,1.0,0,0,0.00561013283858025,0.0,-1,0.9826589595375712,0.9826589595375712,250088.98000000053,74265.97999999982,10603.07,0.0,10.0,1035923.3363563577,62710.92,62710.92,0,62711.92,0.0,1208.32,0.0
66,Balaka,DR,1.0,312017870061,helped,a,137427.98,4.142218715562682,0.0,108987.81202264092,434639.9429595978,0.0,317029,0,317029.0,6.46346996445509e-05,0.0,3.1542855700898024e-06,79497.36847098904,0.0,79497.36847098904,3,85260.164,1.0,1.0,0,0,0.006058164038384522,0.0,-1,0.9826589595375712,0.9826589595375712,317027.97999999905,56263.209999999825,9092.82,0.0,10.0,1313199.314957402,79496.12,79496.12,0,79497.12,0.0,1531.74,0.0
67,Balaka,DR,1.0,312017870076,helped,a,137427.98,2.7614791437084545,1000.0,188471.6570867846,747631.0319902359,0.0,452853,0,452853.0,6.46346996445509e-05,0.0,2.208222094145341e-06,113555.87807840135,0.0,113555.87807840135,3,85260.164,1.0,1.0,0,0,0.004606880756014456,0.0,-1,0.9826589595375712,0.0,452851.97999999905,29419.129999999946,15724.03,0.0,10.0,1250541.3531866584,113554.63,113554.63,0,113555.63,0.0,2187.97,0.0
68,Balaka,DR,1.0,312017870106,helped,a,137427.98,1.3807395718542272,0.0,170032.38753841378,678083.7769789153,0.0,427483,0,427483.0,6.46346996445509e-05,0.0,2.3392743103234514e-06,107194.17817323907,0.0,107194.17817323907,3,85260.164,1.0,1.0,0,0,0.004850250500158377,0.0,-1,0.9826589595375712,0.0,427481.97999999905,34133.76000000021,14185.75,0.0,10.0,590241.3136553875,107192.93,107192.93,0,107193.93,0.0,2065.39,0.0
69,Balaka,DR,1.0,312017870137,helped,a,137427.98,2.7614791437084545,0.0,265260.6716649651,1057851.158420671,0.0,868365,0,868365.0,6.46346996445509e-05,0.0,1.151589481381677e-06,217747.21251466082,0.0,217747.21251466082,3,85260.164,1.0,1.0,0,0,0.0038832340149581746,0.3856110910408534,-1,0.9826589595375712,0.3082851637764933,868363.979999999,3.285549610154703e-11,22130.62,0.0,10.0,2397969.075147246,217745.96,217745.96,0,217746.96,217746.96,0.0,0.0
70,Balaka,DR,1.0,312017870152,helped,a,137427.98,6.903697859271137,500.0,59124.633849938175,233793.183386559,0.0,191721,0,191721.0,6.46346996445509e-05,0.0,5.215912706484945e-06,48075.887487229375,0.0,48075.887487229375,3,85260.164,1.0,1.0,0,0,0.008225186680087107,0.0,-1,0.9826589595375712,0.9826589595375712,191719.98000000053,82984.59999999987,4932.7,0.0,10.0,1323576.953579466,48074.64,48074.64,0,48075.64,0.0,926.31,0.0
71,Balaka,DR,1.0,312017870167,helped,a,137427.98,5.522958287416909,0.0,132531.35125937857,528530.8318674045,0.0,275475,0,275475.0,6.46346996445509e-05,0.0,3.6300934749069788e-06,69077.52645198297,0.0,69077.52645198297,3,85260.164,1.0,1.0,0,0,0.005493772646611546,0.0,-1,0.9826589595375712,0.9826589595375712,275473.97999999905,68464.43999999994,11057.05,0.0,10.0,1521431.4112678804,69076.28,69076.28,0,69077.28,0.0,1330.97,0.0
72,Balaka,DR,1.0,312017870183,helped,a,137427.98,11.045916574833818,1000.0,143518.14062942457,568357.8320511589,0.0,406014,0,406014.0,6.46346996445509e-05,0.0,2.4629692572177312e-06,101810.79985901873,0.0,101810.79985901873,3,85260.164,1.0,1.0,0,0,0.005279303091064735,0.0,-1,0.9826589595375712,0.0,406012.97999999905,37214.310000000056,11973.58,0.0,10.0,4484785.726297992,101809.55,101809.55,0,101810.55,0.0,1961.67,0.0
73,Balaka,DR,1.0,312017870213,helped,a,137427.98,2.7614791437084545,1750.0,287171.708857909,1138252.736534083,0.0,546298,0,546298.0,6.46346996445509e-05,0.0,0.0,136986.6572535402,0.0,136986.6572535402,1,85260.164,1.0,1.0,0,0,0.0037321506798771815,0.025624189824696872,-1,0.0,0.0,546298.0,29283.710000000196,23958.48,14923.061000000002,10.0,1508590.5332496413,136986.66,136986.66,0,136986.66,14923.061000000002,2351.9,14923.061000000002
74,Balaka,DR,1.0,312017870228,helped,a,137427.98,6.903697859271137,340.0,71180.7666283043,282510.73408355564,0.0,192617,0,192617.0,6.46346996445509e-05,0.0,5.191649750541229e-06,48300.55295180849,0.0,48300.55295180849,3,85260.164,1.0,1.0,0,0,0.007496329456173311,0.0,-1,0.9826589595375712,0.9826589595375712,192615.98000000053,83768.56000000013,5938.56,0.0,10.0,1329762.666861373,48299.3,48299.3,0,48300.3,0.0,930.64,0.0
75,Balaka,DR,1.0,312017870258,helped,a,137427.98,2.7614791437084545,0.0,387150.30345631693,1543943.150047716,0.0,1042192,0,1042192.0,6.46346996445509e-05,0.0,0.0,261334.0711717761,0.0,261334.0711717761,1,85260.164,1.0,1.0,0,0,0.003214328016393704,0.2525895503456264,-1,0.9826589595375712,0.3275529865125241,1042192.0,3.410605131648481e-12,32299.84,15756.216,10.0,2877991.4717398016,261334.07,261334.07,0,261334.07,261334.07,0.0,15756.216
76,Balaka,DR,1.0,312017870273,helped,a,137427.98,6.903697859271137,470.0,106209.2052836504,421684.60225998657,0.0,324309,0,324309.0,6.46346996445509e-05,0.0,3.083479027717393e-06,81322.88977439476,0.0,81322.88977439476,3,85260.164,1.0,1.0,0,0,0.006136898155743301,0.0,-1,0.9826589595375712,0.9826589595375712,324307.97999999905,54237.989999999816,8860.96,0.0,10.0,2238924.4453444974,81321.64,81321.64,0,81322.64,0.0,1566.91,0.0
77,Balaka,DR,1.0,312017870289,helped,a,137427.98,4.142218715562682,6000.0,135479.3215836217,516359.4353263721,0.0,333666,0,333666.0,6.46346996445509e-05,0.0,2.997008985032937e-06,83669.5547031636,0.0,83669.5547031636,3,85260.164,1.0,1.0,0,0,0.0054336728766854895,0.0,-1,0.9826589595375712,0.9826589595375712,333664.97999999905,54370.93999999982,11302.42,0.0,10.0,1382113.4077282182,83668.3,83668.3,0,83669.3,0.0,1612.13,0.0
78,Balaka,DR,1.0,312017870304,helped,a,137427.98,1.3807395718542272,0.0,506939.0359262578,2021656.8217114955,0.0,1091912,0,1091912.0,6.46346996445509e-05,0.0,0.0,273801.57237948134,0.0,273801.57237948134,1,85260.164,1.0,1.0,0,0,0.002809002517171298,0.15793197218056143,-1,0.0,0.0,1091912.0,6.366462912410498e-12,42293.77,16754.454999999998,10.0,1507646.107382493,273801.57,273801.57,0,273801.57,273801.57,0.0,16754.454999999998
79,Balaka,DR,1.0,312017870319,helped,a,137427.98,5.522958287416909,1250.0,111990.34407346159,441628.9856130733,0.0,352602,0,352602.0,6.46346996445509e-05,0.0,2.8360587858265124e-06,88417.53012662425,0.0,88417.53012662425,3,85260.164,1.0,1.0,0,0,0.0059764006758225964,0.0,-1,0.9826589595375712,0.9826589595375712,352600.97999999905,47748.05,9343.2,0.0,10.0,1947400.6151014843,88416.28,88416.28,0,88417.28,0.0,1703.61,0.0
80,Balaka,DR,1.0,312017880010,helped,a,137427.98,8.553163225454712,1166.6666666666667,183109.91362389133,725583.907361988,0.0,319327,0,319327.0,6.46346996445509e-05,0.0,0.0,80072.67714009655,0.0,80072.67714009655,1,85260.164,1.0,1.0,0,0,0.004673842429104218,0.03860689830836873,-1,0.9826589595375712,0.0,319327.0,75686.79000000001,15276.69,14055.879,10.0,2731255.953294777,80072.68,80072.68,0,80072.68,14055.879,1272.0,14055.879
81,Balaka,DR,1.0,312017880019,helped,a,137427.98,4.276581612727356,0.0,141573.3895511716,564590.19423507,0.0,328832,0,328832.0,6.46346996445509e-05,0.0,3.041066562864928e-06,82457.02085945534,0.0,82457.02085945534,3,85260.164,1.0,1.0,0,0,0.0053154395150260235,0.0,-1,0.9826589595375712,0.0,328830.97999999905,56070.41000000005,11811.42,0.0,10.0,1406272.6082947452,82455.77,82455.77,0,82456.77,0.0,1588.76,0.0
82,Balaka,DR,1.0,312017880023,helped,a,137427.98,2.8510544084849045,2500.0,91377.72412712143,354441.54953698727,0.0,210513,0,210513.0,6.46346996445509e-05,0.0,4.750300456503874e-06,52788.190584284326,0.0,52788.190584284326,3,85260.164,1.0,1.0,0,0,0.006616218313159662,0.0,-1,0.9826589595375712,0.9826589595375712,210511.98000000053,81041.82999999999,7623.37,0.0,10.0,600181.1656389757,52786.94,52786.94,0,52787.94,0.0,1017.11,0.0
83,Balaka,DR,1.0,312017880035,helped,a,137427.98,4.276581612727356,2713.333333333333,146253.88252451742,572435.1651834578,0.0,418495,0,418495.0,6.46346996445509e-05,0.0,2.389514809018029e-06,104940.57436864846,0.0,104940.57436864846,3,85260.164,1.0,1.0,0,0,0.005229694187339108,0.0,-1,0.9826589595375712,0.0,418493.97999999905,34366.83999999998,12201.65,0.0,10.0,1789723.7454367182,104939.32,104939.32,0,104940.32,0.0,2021.97,0.0
84,Balaka,DR,1.0,312017880059,helped,a,137427.98,9.978690429697165,642.8571428571429,108238.57883970883,429088.33099267964,0.0,287678,0,287678.0,6.46346996445509e-05,0.0,3.476108704871419e-06,72137.52209060706,0.0,72137.52209060706,3,85260.164,1.0,1.0,0,0,0.0060790953453246175,0.0,-1,0.9826589595375712,0.9826589595375712,287676.97999999905,63433.08000000035,9030.25,0.0,10.0,2870639.726743982,72136.27,72136.27,0,72137.27,0.0,1389.93,0.0
85,Balaka,DR,1.0,312017880060,helped,a,137427.98,8.553163225454712,4166.666666666667,102931.3021996796,393870.23926444154,0.0,193747,0,193747.0,6.46346996445509e-05,0.0,5.161370240571467e-06,48584.15258804393,0.0,48584.15258804393,3,85260.164,1.0,1.0,0,0,0.006233848766989258,0.0,-1,0.9826589595375712,0.9826589595375712,193745.98000000053,86135.62999999999,8587.13,0.0,10.0,1657141.1622789532,48582.9,48582.9,0,48583.9,0.0,936.11,0.0
86,Balaka,DR,1.0,312017880072,helped,a,137427.98,5.702108816969809,5000.0,122180.4800384333,467312.0442718513,0.0,309983,0,309983.0,6.46346996445509e-05,0.0,3.225983360377827e-06,77730.87721428044,0.0,77730.87721428044,3,85260.164,1.0,1.0,0,0,0.0057217526853067325,0.0,-1,0.9826589595375712,0.9826589595375712,309981.97999999905,59098.640000000116,10193.0,0.0,10.0,1767551.09530193,77729.63,77729.63,0,77730.63,0.0,1497.7,0.0
87,Balaka,DR,1.0,312017880085,helped,a,137427.98,7.127635439486704,1628.0,94109.39307117967,368812.86727069935,0.0,263476,0,263476.0,6.46346996445509e-05,0.0,3.7954121058464526e-06,66068.83145647032,0.0,66068.83145647032,3,85260.164,1.0,1.0,0,0,0.0065194882865293674,0.0,-1,0.9826589595375712,0.9826589595375712,263474.97999999905,68219.08000000002,7851.36,0.0,10.0,1877953.7474187526,66067.58,66067.58,0,66068.58,0.0,1273.0,0.0
88,Balaka,DR,1.0,312017880097,helped,a,137427.98,2.8510544084849045,15000.0,521962.1039542668,2021748.818688634,0.0,905347,0,905347.0,6.46346996445509e-05,0.0,0.0,227020.5756349579,0.0,227020.5756349579,1,85260.164,1.0,1.0,0,0,0.002768283149232806,0.06789245644976503,-1,0.0,0.0,905347.0,-1.5916157281026244e-11,43545.69,16879.647,10.0,2581193.555558583,227020.58,227020.58,0,227020.58,227020.58,0.0,16879.647
89,Balaka,DR,1.0,312017880110,helped,a,137427.98,5.702108816969809,6750.0,118418.01441099169,445328.5072605647,0.0,302981,0,302981.0,6.46346996445509e-05,0.0,3.3005369973694722e-06,75975.20908118968,0.0,75975.20908118968,3,85260.164,1.0,1.0,0,0,0.005811939814343267,0.0,-1,0.9826589595375712,0.9826589595375712,302979.97999999905,60510.24000000005,9878.93,0.0,10.0,1727624.9293655076,75973.96,75973.96,0,75974.96,0.0,1463.87,0.0
90,Balaka,DR,1.0,312017880122,helped,a,137427.98,4.276581612727356,2666.6666666666665,58827.553592341676,223967.83948102704,0.0,130000,0,130000.0,6.46346996445509e-05,0.0,7.692307692307692e-06,32599.224592159662,0.0,32599.224592159662,3,85260.164,1.0,1.0,0,0,0.008245929199640045,0.0,-1,0.9826589595375712,0.9826589595375712,129998.97999999979,98168.22000000003,4907.71,0.0,10.0,555951.3330729427,32597.97,32597.97,0,32598.97,0.0,628.11,0.0
91,Balaka,DR,1.0,312017880134,helped,a,137427.98,4.276581612727356,5600.0,128577.46484195544,490430.2360625362,0.0,300899,0,300899.0,6.46346996445509e-05,0.0,3.3233742883824804e-06,75453.06440688539,0.0,75453.06440688539,3,85260.164,1.0,1.0,0,0,0.0055776025809713995,0.0,-1,0.9826589595375712,0.9826589595375712,300897.97999999905,61869.99000000002,10726.64,0.0,10.0,1286814.854106432,75451.81,75451.81,0,75452.81,0.0,1453.81,0.0
92,Balaka,DR,1.0,312017880159,helped,a,137427.98,5.702108816969809,2035.0,87981.48402115038,342751.857307386,0.0,264540,0,264540.0,6.46346996445509e-05,0.0,3.780146669690784e-06,66335.6602826688,0.0,66335.6602826688,3,85260.164,1.0,1.0,0,0,0.0067427080246729755,0.0,-1,0.9826589595375712,0.9826589595375712,264538.97999999905,67446.28000000003,7340.07,0.0,10.0,1508430.164332371,66334.41,66334.41,0,66335.41,0.0,1278.14,0.0
93,Balaka,DR,1.0,312017880172,helped,a,137427.98,17.106326450909425,8916.666666666666,165812.2092097583,625694.4571963962,0.0,337170,0,337170.0,6.46346996445509e-05,0.0,2.9658629178159387e-06,84548.38610629307,0.0,84548.38610629307,3,85260.164,1.0,1.0,0,0,0.004911585887339442,0.0,-1,0.9826589595375712,0.0,337168.97999999905,56035.25000000012,13832.8,0.0,10.0,5767722.983126664,84547.14,84547.14,0,84548.14,0.0,1629.06,0.0
94,Balaka,DR,1.0,312017880184,helped,a,137427.98,9.978690429697165,0.0,127612.72114311703,508915.49072515673,0.0,282020,0,282020.0,6.46346996445509e-05,0.0,3.5458478122119e-06,70718.71300476717,0.0,70718.71300476717,3,85260.164,1.0,1.0,0,0,0.005598646036664831,0.0,-1,0.9826589595375712,0.9826589595375712,282018.97999999905,66441.87000000014,10646.69,0.0,10.0,2814180.2962927558,70717.46,70717.46,0,70718.46,0.0,1362.59,0.0
95,Balaka,DR,1.0,312017880197,helped,a,137427.98,4.276581612727356,20000.0,153501.4102250546,532399.4023563571,0.0,280085,0,280085.0,6.46346996445509e-05,0.0,3.5703447167824055e-06,70234.79623217763,0.0,70234.79623217763,3,85260.164,1.0,1.0,0,0,0.005104742159980526,0.0,-1,0.9826589595375712,0.0,280083.97999999905,69074.63999999987,12804.64,0.0,10.0,1197802.0844191248,70233.55,70233.55,0,70234.55,0.0,1353.27,0.0
96,Balaka,DR,1.0,312017890008,helped,a,137427.98,3.3895135458089833,68333.33333333331,237303.06581304138,673845.9563952283,0.0,323284,0,323284.0,6.46346996445509e-05,0.0,0.0,81069.25300723272,0.0,81069.25300723272,1,85260.164,1.0,1.0,0,0,0.004105615942690119,0.030364985014448367,-1,0.0,0.0,323284.0,79667.39000000001,19791.54,14507.489000000001,10.0,1095775.4971433114,81069.25,81069.25,0,81069.25,14507.489000000001,1282.5,14507.489000000001
97,Balaka,DR,1.0,312017890015,helped,a,137427.98,1.1298378486029945,0.0,240758.95290290104,960139.0799091458,0.0,564611,0,564611.0,6.46346996445509e-05,0.0,0.0,141578.60668510955,0.0,141578.60668510955,1,85260.164,1.0,1.0,0,0,0.004076043148444997,0.029970485374100367,-1,0.9826589595375712,0.0,564611.0,20523.54999999999,20086.45,14536.288,10.0,637918.8775375853,141578.61,141578.61,0,141578.61,14536.288,2447.83,14536.288
98,Balaka,DR,1.0,312017890031,helped,a,137427.98,5.6491892430149715,240.0,91441.98184975404,363710.6154918068,0.0,178311,0,178311.0,6.46346996445509e-05,0.0,5.608178968207233e-06,44713.25621725601,0.0,44713.25621725601,3,85260.164,1.0,1.0,0,0,0.006613893244150931,0.0,-1,0.9826589595375712,0.9826589595375712,178309.98000000053,88982.04999999993,7628.96,0.0,10.0,1007306.9339220026,44712.01,44712.01,0,44713.01,0.0,861.52,0.0
99,Balaka,DR,1.0,312017890038,helped,a,137427.98,2.259675697205989,750.0,175383.04308412177,696431.0456679489,0.0,418995,0,418995.0,6.46346996445509e-05,0.0,2.3866633253380113e-06,105065.82459284663,0.0,105065.82459284663,3,85260.164,1.0,1.0,0,0,0.004775690736183425,0.0,-1,0.9826589595375712,0.0,418993.97999999905,36671.01999999998,14632.08,0.0,10.0,946790.5590751241,105064.57,105064.57,0,105065.57,0.0,2024.38,0.0
100,Balaka,DR,1.0,312017890046,helped,a,137427.98,4.519351394411978,4500.0,121381.65175659298,466120.3265036657,0.0,270893,0,270893.0,6.46346996445509e-05,0.0,3.691494427689161e-06,67928.86134477539,0.0,67928.86134477539,3,85260.164,1.0,1.0,0,0,0.005740549605421425,0.0,-1,0.9826589595375712,0.9826589595375712,270891.97999999905,68663.9300000002,10126.4,0.0,10.0,1224256.1379350454,67927.61,67927.61,0,67928.61,0.0,1308.84,0.0
101,Balaka,DR,1.0,312017890069,helped,a,137427.98,4.519351394411978,6250.0,154315.28865411575,590479.68360232,0.0,354461,0,354461.0,6.46346996445509e-05,0.0,2.821184841209611e-06,88884.00544784435,0.0,88884.00544784435,3,85260.164,1.0,1.0,0,0,0.005091262834360804,0.0,-1,0.9826589595375712,0.0,354459.97999999905,50816.63999999976,12873.88,0.0,10.0,1601929.2952632655,88882.75,88882.75,0,88883.75,0.0,1712.6,0.0
102,Balaka,DR,1.0,312017890077,helped,a,137427.98,3.3895135458089833,750.0,70221.3217201322,277049.4312999514,0.0,119912,0,119912.0,6.46346996445509e-05,0.0,8.339448929214757e-06,30069.4918554352,0.0,30069.4918554352,3,85260.164,1.0,1.0,0,0,0.007547367473786881,0.0,-1,0.9826589595375712,0.9826589595375712,119910.97999999979,101603.54000000024,5858.47,0.0,10.0,406439.9587915003,30068.24,30068.24,0,30069.24,0.0,579.37,0.0
103,Balaka,DR,1.0,312017890085,helped,a,137427.98,5.6491892430149715,1440.0,187005.86923291025,740030.8102449742,0.0,447530,0,447530.0,6.46346996445509e-05,0.0,2.23448707349228e-06,112221.14165594094,0.0,112221.14165594094,3,85260.164,1.0,1.0,0,0,0.00462490032200798,0.0,-1,0.9826589595375712,0.0,447528.97999999905,30608.48000000007,15601.7,0.0,10.0,2528176.012737242,112219.89,112219.89,0,112220.89,0.0,2162.25,0.0
104,Balaka,DR,1.0,312017890092,helped,a,137427.98,4.519351394411978,0.0,194217.8396754836,774534.5942053808,0.0,324209,0,324209.0,6.46346996445509e-05,0.0,0.0,81296.78397121679,0.0,81296.78397121679,1,85260.164,1.0,1.0,0,0,0.004538218857955649,0.036523252882680796,-1,0.9826589595375712,0.0,324209.0,75500.64999999998,16203.53,14148.445000000002,10.0,1465214.396230913,81296.78,81296.78,0,81296.78,14148.445000000002,1293.8,14148.445000000002
105,Balaka,DR,1.0,312017890100,helped,a,137427.98,5.6491892430149715,1400.0,167986.01040036645,664339.7342646549,0.0,383568,0,383568.0,6.46346996445509e-05,0.0,2.607099653777166e-06,96182.3958636431,0.0,96182.3958636431,3,85260.164,1.0,1.0,0,0,0.0048797035389094275,0.0,-1,0.9826589595375712,0.0,383566.97999999905,44784.1899999999,14014.88,0.0,10.0,2166842.5703755184,96181.15,96181.15,0,96182.15,0.0,1853.22,0.0
106,Balaka,DR,1.0,312017890108,helped,a,137427.98,3.3895135458089833,800.0,175554.4075559991,696915.0435340411,0.0,425540,0,425540.0,6.46346996445509e-05,0.0,2.349955350848334e-06,106707.01437737381,0.0,106707.01437737381,3,85260.164,1.0,1.0,0,0,0.004773359312146148,0.0,-1,0.9826589595375712,0.0,425538.97999999905,35072.6500000001,14646.37,0.0,10.0,1442370.2047700058,106705.76,106705.76,0,106706.76,0.0,2056.01,0.0
107,Balaka,DR,1.0,312017890115,helped,a,137427.98,4.519351394411978,3100.0,196363.7391743443,770729.6723025109,0.0,441255,0,441255.0,6.46346996445509e-05,0.0,0.0,110646.7660439671,0.0,110646.7660439671,1,85260.164,1.0,1.0,0,0,0.00451335348770723,0.036149291188844336,-1,0.9826589595375712,0.0,441255.0,46855.79999999996,16382.26,14166.327000000001,10.0,1994186.3995412574,110646.77,110646.77,0,110646.77,14166.327000000001,1858.97,14166.327000000001
108,Balaka,DR,1.0,312017890123,helped,a,137427.98,2.259675697205989,1250.0,321304.90496721613,1276368.826130782,0.0,931515,0,931515.0,6.46346996445509e-05,0.0,0.0,233581.42406580856,0.0,233581.42406580856,1,85260.164,1.0,1.0,0,0,0.0035283472283870357,0.25966457395752923,-1,0.9826589595375712,0.28901734104046245,931515.0,1.0481926437932998e-10,26806.25,15207.504,10.0,2104921.807082837,233581.42,233581.42,0,233581.42,233581.42,0.0,15207.504
109,Balaka,DR,1.0,312017890131,helped,a,137427.98,6.779027091617967,4400.0,101686.27620052123,387974.58953233925,0.0,171628,0,171628.0,6.46346996445509e-05,0.0,5.8265551075582076e-06,43037.734459269035,0.0,43037.734459269035,3,85260.164,1.0,1.0,0,0,0.006271895647346948,0.0,-1,0.9826589595375712,0.9826589595375712,171626.98000000053,91482.24999999977,8483.23,0.0,10.0,1163464.0826531204,43036.48,43036.48,0,43037.48,0.0,829.24,0.0
110,Balaka,DR,1.0,312017890146,helped,a,137427.98,6.779027091617967,0.0,60831.65508037882,242594.7140656536,0.0,104750,0,104750.0,6.46346996445509e-05,0.0,9.54653937947494e-06,26267.507471985537,0.0,26267.507471985537,3,85260.164,1.0,1.0,0,0,0.00810896039542892,0.0,-1,0.9826589595375712,0.9826589595375712,104748.97999999979,104557.05000000012,5075.16,0.0,10.0,710096.308819889,26266.26,26266.26,0,26267.26,0.0,506.11,0.0
111,Balaka,DR,1.0,312017890162,helped,a,137427.98,5.6491892430149715,2440.0,63178.86117270301,242224.6552251593,0.0,144559,0,144559.0,6.46346996445509e-05,0.0,6.917590741496552e-06,36249.94103738768,0.0,36249.94103738768,3,85260.164,1.0,1.0,0,0,0.007956903646179722,0.0,-1,0.9826589595375712,0.9826589595375712,144557.98000000053,94943.32999999991,5270.76,0.0,10.0,816635.4985917612,36248.69,36248.69,0,36249.69,0.0,698.45,0.0
