,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,52101051011,helped,a,43493.30859375,5.065581348701985,0.0,42252.664021083285,155.77,8820,0,8820.0,2.1392465460195558e-05,0.0,155.77,5905.865192958284,0.0,5905.865192958284,1.0,36346.798828125,0,0.009729778363522642,0.0,-1,0.019267822736030827,0.019267822736030827,438.53000000000065,999991600.85,1000000000.0,0.0,0.0,44678.427495551514,2897.79,2897.79,0,1376789.19,0.0,8399.15,0.0
1,Ampara,PF,5.0,52101051021,helped,a,43493.30859375,7.09181388818278,0.0,93914.6057375128,155.77,39546,0,39546.0,2.1392465460195558e-05,0.0,155.77,42849.96114763902,0.0,42849.96114763902,1.0,36346.798828125,0,0.006526245786778747,0.0,-1,0.0,0.0,1966.2300000000032,999962340.96,1000000000.0,0.0,0.0,280452.8720220762,12992.73,12992.73,0,6173073.15,0.0,37659.04,0.0
2,Ampara,PF,5.0,52101051041,helped,a,43493.30859375,3.0393488092211913,0.0,189890.06322699293,155.77,68845,0,68845.0,2.1392465460195558e-05,0.0,155.77,80792.8632101656,0.0,80792.8632101656,1.0,36346.798828125,0,0.004589642686662065,0.0,-1,0.0,0.0,3422.970000000001,999934439.98,1000000000.0,0.0,0.0,209243.96877083293,22618.84,22618.84,0,10746604.49,0.0,65560.02,0.0
3,Ampara,PF,5.0,52101051051,helped,a,43493.30859375,4.052465078961589,0.0,185510.68880117586,155.77,68896,0,68896.0,2.1392465460195558e-05,0.0,155.77,80852.7141219779,0.0,80852.7141219779,1.0,36346.798828125,0,0.004643500821149795,0.0,-1,0.0,0.0,3425.510000000002,999934391.42,1000000000.0,0.0,0.0,279198.63408013765,22635.59,22635.59,0,10754565.51,0.0,65608.58,0.0
4,Ampara,PF,5.0,52101051061,helped,a,43493.30859375,6.078697618442383,0.0,119899.00962193315,155.77,28984,0,28984.0,2.1392465460195558e-05,0.0,155.77,41839.774666038786,0.0,41839.774666038786,1.0,36346.798828125,0,0.005775933677332382,0.0,-1,0.0,0.0,1441.0800000000017,999972398.99,1000000000.0,0.0,0.0,176184.97177293402,9522.61,9522.61,0,4524360.29,0.0,27601.01,0.0
5,Ampara,PF,5.0,52101051081,helped,a,43493.30859375,7.09181388818278,0.0,111920.58600889785,155.77,22178,0,22178.0,2.1392465460195558e-05,0.0,155.77,34232.791807321555,0.0,34232.791807321555,1.0,36346.798828125,0,0.005978262876591124,0.0,-1,0.0,0.0,1102.6899999999987,999978880.24,1000000000.0,0.0,0.0,157282.24841211768,7286.52,7286.52,0,3461953.58,0.0,21119.76,0.0
6,Ampara,PF,5.0,52101051091,helped,a,43493.30859375,6.078697618442383,0.0,93183.89750288203,155.77,35114,0,35114.0,2.1392465460195558e-05,0.0,155.77,41207.939556420286,0.0,41207.939556420286,1.0,36346.798828125,0,0.006551783832808398,0.0,-1,0.0,0.0,1745.8700000000026,999966561.49,1000000000.0,0.0,0.0,213447.38817398582,11536.61,11536.61,0,5481244.39,0.0,33438.51,0.0
7,Ampara,PF,5.0,52101051101,helped,a,43493.30859375,5.065581348701985,0.0,107344.88809052586,155.77,27195,0,27195.0,2.1392465460195558e-05,0.0,155.77,39257.2685634462,0.0,39257.2685634462,1.0,36346.798828125,0,0.0061043483897546946,0.0,-1,0.0,0.0,1352.130000000001,999974102.63,1000000000.0,0.0,0.0,137758.4847779505,8934.84,8934.84,0,4245099.99,0.0,25897.37,0.0
8,Ampara,PF,5.0,52101053011,helped,a,43493.30859375,1.8010988102314913,22499.999450683594,205349.94354133014,155.77,88838,0,88838.0,2.1392465460195558e-05,0.0,155.77,89153.61551834243,0.0,89153.61551834243,1.0,36346.798828125,0,0.004413495638762264,0.0,-1,0.0,0.0,4417.020000000004,999915400.96,1000000000.0,0.0,0.0,160006.01610334523,29187.97,29187.97,0,13867483.23,0.0,84599.04,0.0
9,Ampara,PF,5.0,52101053021,helped,a,43493.30859375,3.6021976204629826,0.0,173356.1517292169,155.77,51646,0,51646.0,2.1392465460195558e-05,0.0,155.77,66806.54336193207,0.0,66806.54336193207,1.0,36346.798828125,0,0.004803528445287456,0.0,-1,0.0,0.0,2567.8399999999965,999950818.32,1000000000.0,0.0,0.0,186039.0983064312,16968.15,16968.15,0,8061865.57,0.0,49181.68,0.0
